stat, rank, value, (percentage) 
minecraft.crafted.birch_boat: #10, 3(2%)
minecraft.used.stone_shovel: #10, 310(1%)
minecraft.dropped.cyan_terracotta: #10, 139(2%)
minecraft.mined.yellow_bed: #10, 8(2%)
minecraft.used.chest_minecart: #10, 3(2%)
minecraft.dropped.lapis_ore: #10, 4(2%)
minecraft.picked_up.oxeye_daisy: #10, 65(1%)
minecraft.mined.cyan_wool: #10, 8(2%)
minecraft.dropped.spruce_door: #10, 2(2%)
minecraft.dropped.iron_ore: #10, 187(1%)
minecraft.picked_up.yellow_bed: #10, 8(2%)
minecraft.used.light_gray_stained_glass: #10, 435(1%)
minecraft.dropped.birch_sign: #10, 4(1%)
minecraft.killed.rabbit: #10, 2(2%)
minecraft.mined.allium: #10, 10(1%)
minecraft.used.stonecutter: #10, 10(1%)
minecraft.picked_up.pumpkin: #10, 261(1%)
minecraft.used.blue_bed: #10, 4(1%)
minecraft.used.light_gray_stained_glass_pane: #10, 135(1%)
minecraft.used.wooden_axe: #10, 9(1%)
minecraft.dropped.gold_ore: #10, 26(1%)
minecraft.mined.polished_andesite_slab: #10, 24(1%)
minecraft.dropped.red_shulker_box: #10, 1(1%)
minecraft.picked_up.andesite_wall: #10, 4(1%)
minecraft.dropped.splash_potion: #10, 1(1%)
minecraft.used.cookie: #10, 8(1%)
minecraft.picked_up.stonecutter: #10, 6(1%)
minecraft.used.jack_o_lantern: #10, 43(1%)
minecraft.used.dark_oak_fence_gate: #10, 12(1%)
minecraft.mined.stonecutter: #10, 5(1%)
minecraft.used.acacia_wood: #10, 35(1%)
minecraft.dropped.cookie: #10, 18(1%)
minecraft.crafted.light_weighted_pressure_plate: #10, 1(1%)
minecraft.mined.daylight_detector: #10, 2(1%)
minecraft.picked_up.blue_bed: #10, 2(1%)
minecraft.crafted.dark_oak_fence_gate: #10, 10(0%)
minecraft.dropped.black_concrete: #10, 13(1%)
minecraft.mined.blue_bed: #10, 2(1%)
minecraft.picked_up.daylight_detector: #10, 2(1%)
minecraft.dropped.end_stone_bricks: #10, 6(1%)
minecraft.picked_up.cyan_stained_glass: #10, 58(0%)
minecraft.used.lime_stained_glass: #10, 63(0%)
minecraft.picked_up.light_blue_concrete_powder: #10, 27(0%)
minecraft.dropped.jungle_leaves: #10, 7(0%)
minecraft.picked_up.oak_wood: #10, 4(0%)
minecraft.picked_up.dark_oak_wood: #10, 6(0%)
minecraft.dropped.oak_stairs: #10, 1(0%)
minecraft.dropped.light_gray_stained_glass_pane: #10, 7(0%)
minecraft.dropped.white_stained_glass_pane: #10, 4(0%)
minecraft.picked_up.dead_tube_coral_block: #10, 1(0%)
minecraft.used.pink_carpet: #10, 1(0%)
minecraft.picked_up.dead_brain_coral_block: #10, 1(0%)
minecraft.used.diamond_hoe: #10, 1(0%)
minecraft.picked_up.water_bucket: #11, 36(4%)
minecraft.picked_up.lever: #11, 215(4%)
minecraft.dropped.torch: #11, 402(3%)
minecraft.picked_up.diamond: #11, 1424(3%)
minecraft.custom.enchant_item: #11, 156(3%)
minecraft.crafted.coal_block: #11, 879(3%)
minecraft.used.diorite: #11, 556(3%)
minecraft.dropped.diorite: #11, 2329(3%)
minecraft.crafted.ender_eye: #11, 21(3%)
minecraft.picked_up.quartz_slab: #11, 586(3%)
minecraft.crafted.diamond_shovel: #11, 9(3%)
minecraft.dropped.granite: #11, 1981(3%)
minecraft.used.stone_hoe: #11, 160(3%)
minecraft.crafted.paper: #11, 15624(2%)
minecraft.mined.red_mushroom: #11, 25(3%)
minecraft.used.quartz_slab: #11, 1341(2%)
minecraft.mined.quartz_slab: #11, 356(2%)
minecraft.dropped.rail: #11, 101(3%)
minecraft.crafted.quartz_slab: #11, 1202(2%)
minecraft.picked_up.oak_button: #11, 15(2%)
minecraft.used.dark_oak_leaves: #11, 120(3%)
minecraft.dropped.dark_oak_boat: #11, 2(3%)
minecraft.mined.white_stained_glass: #11, 401(2%)
minecraft.mined.dead_bush: #11, 23(2%)
minecraft.picked_up.light_gray_stained_glass_pane: #11, 119(2%)
minecraft.dropped.water_bucket: #11, 4(2%)
minecraft.mined.cocoa: #11, 90(1%)
minecraft.picked_up.splash_potion: #11, 6(2%)
minecraft.used.white_stained_glass_pane: #11, 490(2%)
minecraft.used.white_stained_glass: #11, 1587(1%)
minecraft.crafted.white_stained_glass_pane: #11, 480(1%)
minecraft.crafted.white_stained_glass: #11, 2024(1%)
minecraft.crafted.quartz_pillar: #11, 262(1%)
minecraft.used.iron_hoe: #11, 136(2%)
minecraft.dropped.birch_log: #11, 38(1%)
minecraft.used.yellow_bed: #11, 10(2%)
minecraft.mined.diamond_block: #11, 40(1%)
minecraft.used.purple_stained_glass: #11, 58(1%)
minecraft.used.sugar_cane: #11, 305(1%)
minecraft.mined.cyan_carpet: #11, 4(2%)
minecraft.crafted.diamond_hoe: #11, 1(2%)
minecraft.dropped.white_bed: #11, 1(1%)
minecraft.crafted.light_gray_stained_glass: #11, 608(1%)
minecraft.crafted.clock: #11, 1(1%)
minecraft.custom.interact_with_blast_furnace: #11, 6(1%)
minecraft.custom.damage_blocked_by_shield: #11, 1225(1%)
minecraft.dropped.spruce_leaves: #11, 59(1%)
minecraft.crafted.gold_nugget: #11, 1818(1%)
minecraft.picked_up.hay_block: #11, 8(1%)
minecraft.dropped.end_stone: #11, 5(1%)
minecraft.picked_up.light_gray_stained_glass: #11, 47(1%)
minecraft.dropped.redstone_ore: #11, 12(1%)
minecraft.crafted.light_gray_stained_glass_pane: #11, 128(1%)
minecraft.dropped.spruce_stairs: #11, 18(1%)
minecraft.used.cod: #11, 4(1%)
minecraft.picked_up.spruce_wood: #11, 11(1%)
minecraft.picked_up.blue_stained_glass: #11, 28(1%)
minecraft.dropped.purpur_slab: #11, 2(1%)
minecraft.crafted.jack_o_lantern: #11, 32(0%)
minecraft.crafted.lime_stained_glass: #11, 96(0%)
minecraft.mined.lime_stained_glass: #11, 8(0%)
minecraft.crafted.tnt: #11, 128(0%)
minecraft.dropped.bread: #11, 12(0%)
minecraft.crafted.daylight_detector: #11, 4(0%)
minecraft.crafted.hay_block: #11, 20(0%)
minecraft.picked_up.golden_sword: #11, 2(0%)
minecraft.picked_up.yellow_concrete_powder: #11, 22(0%)
minecraft.mined.blue_stained_glass: #11, 8(0%)
minecraft.dropped.white_stained_glass: #11, 6(0%)
minecraft.dropped.packed_ice: #11, 39(0%)
minecraft.mined.cyan_stained_glass: #11, 16(0%)
minecraft.mined.yellow_stained_glass_pane: #11, 1(0%)
minecraft.dropped.gray_wool: #11, 1(0%)
minecraft.dropped.quartz_stairs: #11, 1(0%)
minecraft.used.red_mushroom: #11, 1(0%)
minecraft.dropped.light_gray_wool: #11, 1(0%)
minecraft.picked_up.lime_dye: #11, 2(0%)
minecraft.mined.quartz_stairs: #12, 390(4%)
minecraft.picked_up.coal: #12, 11010(3%)
minecraft.crafted.diamond_axe: #12, 5(3%)
minecraft.used.firework_rocket: #12, 390(3%)
minecraft.picked_up.iron_boots: #12, 7(2%)
minecraft.crafted.diamond_leggings: #12, 3(2%)
minecraft.picked_up.baked_potato: #12, 222(2%)
minecraft.mined.spruce_planks: #12, 543(2%)
minecraft.crafted.lapis_block: #12, 262(2%)
minecraft.picked_up.magma_block: #12, 510(2%)
minecraft.mined.magma_block: #12, 499(2%)
minecraft.picked_up.birch_sign: #12, 20(2%)
minecraft.dropped.string: #12, 181(2%)
minecraft.dropped.smooth_stone_slab: #12, 184(2%)
minecraft.mined.white_stained_glass_pane: #12, 111(2%)
minecraft.used.magma_block: #12, 198(2%)
minecraft.picked_up.white_stained_glass_pane: #12, 153(2%)
minecraft.crafted.stone_axe: #12, 3(1%)
minecraft.mined.oak_button: #12, 4(1%)
minecraft.crafted.spruce_sign: #12, 30(1%)
minecraft.dropped.redstone_torch: #12, 22(2%)
minecraft.used.tnt: #12, 137(2%)
minecraft.dropped.oak_door: #12, 2(2%)
minecraft.picked_up.red_dye: #12, 45(2%)
minecraft.picked_up.allium: #12, 26(2%)
minecraft.picked_up.redstone_ore: #12, 547(1%)
minecraft.picked_up.red_mushroom: #12, 35(1%)
minecraft.dropped.stone_bricks: #12, 265(1%)
minecraft.dropped.end_rod: #12, 38(2%)
minecraft.picked_up.stone_sword: #12, 12(1%)
minecraft.used.poppy: #12, 5(1%)
minecraft.mined.birch_wall_sign: #12, 4(1%)
minecraft.dropped.spruce_slab: #12, 23(1%)
minecraft.picked_up.yellow_stained_glass: #12, 39(1%)
minecraft.killed.husk: #12, 10(1%)
minecraft.picked_up.cookie: #12, 27(1%)
minecraft.crafted.blue_stained_glass: #12, 152(1%)
minecraft.killed.horse: #12, 1(1%)
minecraft.crafted.heavy_weighted_pressure_plate: #12, 4(1%)
minecraft.broken.stone_shovel: #12, 1(1%)
minecraft.picked_up.acacia_planks: #12, 8(1%)
minecraft.picked_up.purple_stained_glass: #12, 43(1%)
minecraft.dropped.cooked_chicken: #12, 16(1%)
minecraft.dropped.glass_pane: #12, 2(0%)
minecraft.crafted.spruce_wood: #12, 33(0%)
minecraft.used.crossbow: #12, 10(0%)
minecraft.picked_up.fern: #12, 16(0%)
minecraft.picked_up.white_dye: #12, 21(0%)
minecraft.picked_up.lime_stained_glass: #12, 8(0%)
minecraft.dropped.polished_andesite: #12, 5(0%)
minecraft.used.spruce_wood: #12, 13(0%)
minecraft.dropped.pumpkin: #12, 8(0%)
minecraft.dropped.red_terracotta: #12, 5(0%)
minecraft.dropped.golden_sword: #12, 1(0%)
minecraft.picked_up.iron_sword: #13, 8(4%)
minecraft.crafted.crafting_table: #13, 84(3%)
minecraft.picked_up.quartz_stairs: #13, 390(3%)
minecraft.picked_up.oak_stairs: #13, 156(3%)
minecraft.used.wheat_seeds: #13, 1906(3%)
minecraft.picked_up.spruce_planks: #13, 797(2%)
minecraft.dropped.oak_planks: #13, 115(2%)
minecraft.dropped.andesite: #13, 1232(2%)
minecraft.mined.diamond_ore: #13, 487(2%)
minecraft.mined.redstone_ore: #13, 2026(2%)
minecraft.used.baked_potato: #13, 334(2%)
minecraft.crafted.baked_potato: #13, 276(2%)
minecraft.dropped.stone: #13, 8453(2%)
minecraft.mined.flower_pot: #13, 4(2%)
minecraft.crafted.iron_shovel: #13, 8(2%)
minecraft.dropped.flint: #13, 156(2%)
minecraft.picked_up.dark_oak_sign: #13, 8(2%)
minecraft.picked_up.stone_button: #13, 135(2%)
minecraft.used.cooked_porkchop: #13, 9(1%)
minecraft.picked_up.cooked_beef: #13, 194(1%)
minecraft.broken.diamond_pickaxe: #13, 1(1%)
minecraft.crafted.leather_helmet: #13, 2(1%)
minecraft.dropped.powered_rail: #13, 9(1%)
minecraft.crafted.emerald: #13, 2063(1%)
minecraft.used.diamond_block: #13, 34(1%)
minecraft.mined.emerald_ore: #13, 5(1%)
minecraft.dropped.stone_pickaxe: #13, 1(1%)
minecraft.killed.silverfish: #13, 7(1%)
minecraft.dropped.sandstone: #13, 64(0%)
minecraft.dropped.stone_brick_stairs: #13, 16(0%)
minecraft.picked_up.cornflower: #13, 16(0%)
minecraft.dropped.red_wool: #13, 2(0%)
minecraft.dropped.phantom_membrane: #13, 1(0%)
minecraft.dropped.repeater: #13, 1(0%)
minecraft.picked_up.blaze_powder: #13, 2(0%)
minecraft.used.blue_stained_glass: #13, 8(0%)
minecraft.picked_up.iron_chestplate: #14, 7(2%)
minecraft.picked_up.written_book: #14, 48(2%)
minecraft.crafted.oak_boat: #14, 11(2%)
minecraft.dropped.written_book: #14, 29(2%)
minecraft.picked_up.lapis_lazuli: #14, 2765(2%)
minecraft.used.cooked_chicken: #14, 242(2%)
minecraft.picked_up.iron_leggings: #14, 6(2%)
minecraft.crafted.stone_hoe: #14, 2(2%)
minecraft.picked_up.magma_cream: #14, 13(1%)
minecraft.mined.stone_button: #14, 28(1%)
minecraft.picked_up.cooked_chicken: #14, 129(1%)
minecraft.used.trident: #14, 315(1%)
minecraft.crafted.iron_hoe: #14, 1(1%)
minecraft.custom.trigger_trapped_chest: #14, 28(1%)
minecraft.dropped.white_carpet: #14, 7(1%)
minecraft.picked_up.clock: #14, 1(1%)
minecraft.used.birch_sign: #14, 19(1%)
minecraft.picked_up.poisonous_potato: #14, 10(1%)
minecraft.picked_up.stone_pickaxe: #14, 1(1%)
minecraft.mined.snow_block: #14, 98(1%)
minecraft.killed.guardian: #14, 1931(1%)
minecraft.custom.horse_one_cm: #14, 219724(1%)
minecraft.dropped.white_wool: #14, 7(0%)
minecraft.dropped.lapis_lazuli: #14, 13(0%)
minecraft.mined.quartz_pillar: #14, 15(0%)
minecraft.custom.eat_cake_slice: #14, 6(0%)
minecraft.mined.spruce_wood: #14, 3(0%)
minecraft.picked_up.quartz_pillar: #14, 15(0%)
minecraft.crafted.cooked_porkchop: #14, 6(0%)
minecraft.killed.villager: #14, 1(0%)
minecraft.picked_up.cod: #15, 2351(2%)
minecraft.picked_up.iron_helmet: #15, 5(1%)
minecraft.custom.talked_to_villager: #15, 557(1%)
minecraft.picked_up.book: #15, 112(1%)
minecraft.killed.pig: #15, 6(1%)
minecraft.dropped.golden_carrot: #15, 50(1%)
minecraft.picked_up.birch_door: #15, 2(1%)
minecraft.mined.infested_stone: #15, 13(1%)
minecraft.picked_up.potato: #15, 873(1%)
minecraft.mined.glowstone: #15, 167(1%)
minecraft.dropped.paper: #15, 75(1%)
minecraft.crafted.cooked_beef: #15, 80(1%)
minecraft.killed.salmon: #15, 3(1%)
minecraft.crafted.blaze_powder: #15, 48(1%)
minecraft.dropped.gold_ingot: #15, 25(1%)
minecraft.picked_up.snow_block: #15, 56(1%)
minecraft.crafted.red_bed: #15, 1(1%)
minecraft.dropped.book: #15, 3(1%)
minecraft.crafted.birch_sign: #15, 9(0%)
minecraft.picked_up.red_bed: #15, 2(0%)
minecraft.used.cobweb: #15, 25(0%)
minecraft.used.tube_coral: #15, 1(0%)
minecraft.killed.blaze: #15, 58(0%)
minecraft.dropped.feather: #15, 19(0%)
minecraft.mined.red_bed: #15, 1(0%)
minecraft.dropped.smooth_stone: #15, 4(0%)
minecraft.dropped.carrot: #15, 32(0%)
minecraft.killed.magma_cube: #16, 54(2%)
minecraft.crafted.white_bed: #16, 7(2%)
minecraft.crafted.diamond_sword: #16, 2(1%)
minecraft.used.coal_ore: #16, 390(1%)
minecraft.killed.cow: #16, 107(1%)
minecraft.picked_up.egg: #16, 179(1%)
minecraft.dropped.coal: #16, 82(1%)
minecraft.picked_up.glowstone: #16, 173(1%)
minecraft.dropped.spruce_trapdoor: #16, 4(1%)
minecraft.picked_up.paper: #16, 163(0%)
minecraft.crafted.oak_door: #16, 3(1%)
minecraft.picked_up.bread: #16, 6(0%)
minecraft.picked_up.blaze_rod: #16, 22(0%)
minecraft.dropped.poisonous_potato: #16, 1(0%)
minecraft.used.cake: #16, 1(0%)
minecraft.custom.interact_with_stonecutter: #16, 1(0%)
minecraft.crafted.golden_carrot: #16, 7(0%)
minecraft.crafted.diamond_pickaxe: #17, 9(2%)
minecraft.mined.potatoes: #17, 208(1%)
minecraft.picked_up.phantom_membrane: #17, 50(1%)
minecraft.picked_up.iron_pickaxe: #17, 2(1%)
minecraft.dropped.bucket: #17, 5(1%)
minecraft.used.potato: #17, 191(1%)
minecraft.custom.traded_with_villager: #17, 914(0%)
minecraft.used.red_bed: #17, 2(0%)
minecraft.dropped.cooked_beef: #17, 4(0%)
minecraft.crafted.diamond_boots: #18, 2(1%)
minecraft.used.cooked_beef: #18, 122(1%)
minecraft.crafted.enchanted_book: #18, 17(0%)
minecraft.picked_up.oak_door: #18, 3(0%)
minecraft.used.lapis_ore: #18, 10(0%)
minecraft.used.redstone_ore: #18, 16(0%)
minecraft.used.cooked_mutton: #18, 2(0%)
minecraft.used.iron_sword: #19, 263(2%)
minecraft.crafted.iron_axe: #19, 4(1%)
minecraft.picked_up.iron_shovel: #19, 2(1%)
minecraft.used.spruce_pressure_plate: #19, 1(0%)
minecraft.used.oak_door: #19, 1(0%)
minecraft.mined.carrots: #20, 60(0%)
minecraft.used.stone_pickaxe: #21, 83(0%)
minecraft.picked_up.carrot: #21, 304(0%)
minecraft.crafted.tripwire_hook: #21, 2(0%)
minecraft.used.egg: #22, 28(0%)
minecraft.used.carrot: #22, 71(0%)
minecraft.used.iron_axe: #24, 244(1%)
minecraft.crafted.iron_pickaxe: #24, 3(1%)
minecraft.used.iron_pickaxe: #24, 233(0%)
minecraft.custom.time_since_death: #37, 345629(0%)
minecraft.custom.time_since_rest: #38, 14394(0%)
