stat, rank, value, (percentage) 
minecraft.crafted.birch_fence_gate: #11, 4(1%)
minecraft.dropped.black_concrete: #11, 10(0%)
minecraft.dropped.cornflower: #11, 2(0%)
minecraft.used.yellow_wool: #11, 40(0%)
minecraft.dropped.rose_bush: #11, 2(0%)
minecraft.picked_up.cyan_stained_glass: #11, 37(0%)
minecraft.dropped.dark_oak_leaves: #11, 2(0%)
minecraft.dropped.black_wool: #11, 1(0%)
minecraft.dropped.comparator: #11, 2(0%)
minecraft.killed.villager: #11, 3(0%)
minecraft.dropped.green_dye: #11, 65(0%)
minecraft.crafted.nether_brick: #11, 25(0%)
minecraft.used.red_mushroom_block: #11, 3(0%)
minecraft.custom.tune_noteblock: #11, 1412(0%)
minecraft.dropped.paper: #12, 383(4%)
minecraft.killed_by.creeper: #12, 4(3%)
minecraft.crafted.oak_stairs: #12, 280(3%)
minecraft.used.oak_fence: #12, 258(2%)
minecraft.mined.mossy_cobblestone: #12, 66(3%)
minecraft.crafted.iron_hoe: #12, 2(3%)
minecraft.dropped.coal: #12, 178(2%)
minecraft.killed_by.enderman: #12, 1(3%)
minecraft.mined.detector_rail: #12, 6(2%)
minecraft.used.white_concrete: #12, 5576(1%)
minecraft.mined.white_concrete: #12, 5461(1%)
minecraft.picked_up.cooked_beef: #12, 229(1%)
minecraft.used.birch_pressure_plate: #12, 7(2%)
minecraft.used.stone_axe: #12, 132(1%)
minecraft.dropped.iron_block: #12, 75(2%)
minecraft.mined.red_mushroom: #12, 12(2%)
minecraft.crafted.white_concrete_powder: #12, 4968(1%)
minecraft.dropped.glass: #12, 139(1%)
minecraft.mined.brown_mushroom: #12, 17(1%)
minecraft.dropped.cooked_beef: #12, 23(1%)
minecraft.crafted.book: #12, 85(1%)
minecraft.mined.white_stained_glass: #12, 193(1%)
minecraft.mined.yellow_bed: #12, 6(1%)
minecraft.picked_up.yellow_bed: #12, 6(1%)
minecraft.crafted.white_stained_glass: #12, 1152(1%)
minecraft.used.yellow_bed: #12, 5(1%)
minecraft.dropped.feather: #12, 61(1%)
minecraft.crafted.activator_rail: #12, 6(1%)
minecraft.dropped.stone_button: #12, 28(1%)
minecraft.dropped.purpur_slab: #12, 2(1%)
minecraft.dropped.redstone_ore: #12, 8(0%)
minecraft.dropped.poppy: #12, 116(0%)
minecraft.crafted.iron_pickaxe: #13, 21(4%)
minecraft.crafted.oak_slab: #13, 600(2%)
minecraft.used.cooked_chicken: #13, 244(2%)
minecraft.picked_up.chicken: #13, 105(2%)
minecraft.used.oak_slab: #13, 454(2%)
minecraft.crafted.wooden_axe: #13, 1(3%)
minecraft.dropped.iron_pickaxe: #13, 2(2%)
minecraft.dropped.chest: #13, 24(2%)
minecraft.dropped.water_bucket: #13, 4(2%)
minecraft.picked_up.sandstone_stairs: #13, 47(2%)
minecraft.crafted.rail: #13, 608(1%)
minecraft.dropped.bone: #13, 260(1%)
minecraft.used.egg: #13, 315(1%)
minecraft.used.white_concrete_powder: #13, 5109(1%)
minecraft.picked_up.white_stained_glass_pane: #13, 125(1%)
minecraft.crafted.wooden_hoe: #13, 1(2%)
minecraft.mined.birch_pressure_plate: #13, 2(1%)
minecraft.picked_up.shears: #13, 7(1%)
minecraft.used.oak_fence_gate: #13, 13(1%)
minecraft.dropped.hopper: #13, 4(1%)
minecraft.used.yellow_stained_glass: #13, 26(0%)
minecraft.mined.black_concrete_powder: #13, 6(0%)
minecraft.mined.smooth_sandstone_slab: #13, 1(0%)
minecraft.picked_up.smooth_sandstone_slab: #13, 1(0%)
minecraft.dropped.snow_block: #13, 1(0%)
minecraft.used.red_stained_glass: #13, 9(0%)
minecraft.custom.enchant_item: #14, 81(2%)
minecraft.picked_up.oak_door: #14, 15(2%)
minecraft.picked_up.detector_rail: #14, 10(2%)
minecraft.dropped.grass: #14, 2(2%)
minecraft.mined.oak_fence_gate: #14, 6(1%)
minecraft.dropped.potato: #14, 124(1%)
minecraft.crafted.black_wool: #14, 17(1%)
minecraft.dropped.slime_ball: #14, 43(0%)
minecraft.used.white_stained_glass: #14, 454(0%)
minecraft.used.yellow_concrete: #14, 65(0%)
minecraft.crafted.wooden_shovel: #14, 2(0%)
minecraft.dropped.oak_trapdoor: #14, 1(0%)
minecraft.used.orange_stained_glass: #14, 1(0%)
minecraft.custom.animals_bred: #15, 314(2%)
minecraft.used.stone_pickaxe: #15, 238(1%)
minecraft.broken.stone_pickaxe: #15, 1(1%)
minecraft.picked_up.white_stained_glass: #15, 175(1%)
minecraft.crafted.stone: #15, 747(0%)
minecraft.broken.stone_shovel: #15, 1(1%)
minecraft.picked_up.bread: #15, 7(0%)
minecraft.crafted.white_wool: #15, 44(0%)
minecraft.dropped.flint: #16, 108(1%)
minecraft.used.stone_shovel: #16, 138(1%)
minecraft.picked_up.oak_fence_gate: #16, 6(1%)
minecraft.dropped.sugar_cane: #16, 75(1%)
minecraft.crafted.green_dye: #16, 278(0%)
minecraft.mined.yellow_stained_glass: #16, 4(0%)
minecraft.dropped.leather: #16, 4(0%)
minecraft.picked_up.yellow_stained_glass: #16, 5(0%)
minecraft.dropped.beef: #16, 7(0%)
minecraft.picked_up.white_dye: #16, 1(0%)
minecraft.crafted.air: #16, 0(0%)
minecraft.crafted.oak_fence_gate: #18, 8(1%)
minecraft.dropped.iron_nugget: #18, 5(0%)
minecraft.crafted.coarse_dirt: #18, 128(0%)
minecraft.used.wooden_pickaxe: #19, 12(1%)
minecraft.crafted.stone_hoe: #19, 1(1%)
minecraft.used.stone_hoe: #21, 4(0%)
minecraft.custom.time_since_rest: #52, 313(0%)
