stat, rank, value, (percentage) 
minecraft.mined.acacia_fence: #5, 34(9%)
minecraft.used.torch: #5, 12044(6%)
minecraft.used.white_stained_glass_pane: #5, 1240(8%)
minecraft.used.polished_tuff_stairs: #5, 640(7%)
minecraft.dropped.spruce_fence_gate: #4, 7(6%)
minecraft.dropped.bone: #5, 1140(6%)
minecraft.used.lime_bed: #5, 91(9%)
minecraft.mined.oxidized_cut_copper_stairs: #4, 44(4%)
minecraft.used.stone_brick_slab: #5, 1533(7%)
minecraft.mined.bamboo_wall_sign: #5, 31(7%)
minecraft.used.red_carpet: #4, 724(3%)
minecraft.mined.birch_sapling: #5, 21(9%)
minecraft.mined.tall_grass: #5, 1469(6%)
minecraft.dropped.jungle_sapling: #4, 7(4%)
minecraft.picked_up.red_glazed_terracotta: #5, 44(13%)
minecraft.mined.pink_concrete_powder: #4, 12(6%)
minecraft.picked_up.jungle_leaves: #5, 1359(7%)
minecraft.crafted.carrot_on_a_stick: #4, 1(9%)
minecraft.used.oak_chest_boat: #4, 1(9%)
minecraft.used.closed_eyeblossom: #5, 12(12%)
minecraft.crafted.sandstone_slab: #4, 68(6%)
minecraft.crafted.copper_bulb: #5, 108(9%)
minecraft.picked_up.guster_banner_pattern: #4, 2(4%)
minecraft.used.pink_carpet: #4, 41(3%)
minecraft.picked_up.spruce_trapdoor: #5, 994(6%)
minecraft.dropped.stone_sword: #4, 66(2%)
minecraft.dropped.black_concrete_powder: #4, 28(7%)
minecraft.dropped.diamond_axe: #5, 17(7%)
minecraft.crafted.birch_fence_gate: #4, 37(4%)
minecraft.crafted.item_frame: #5, 683(6%)
minecraft.used.cyan_stained_glass: #4, 212(3%)
minecraft.crafted.cherry_hanging_sign: #4, 6(8%)
minecraft.dropped.chicken: #4, 87(2%)
minecraft.used.furnace_minecart: #4, 9(5%)
minecraft.picked_up.oxidized_cut_copper_stairs: #4, 42(4%)
minecraft.mined.pink_carpet: #4, 6(4%)
minecraft.used.dark_oak_sapling: #4, 529(2%)
minecraft.used.shulker_box: #6, 6103(8%)
minecraft.dropped.smooth_stone: #4, 594(2%)
minecraft.mined.calcite: #5, 2062(6%)
minecraft.crafted.polished_andesite_slab: #5, 134(10%)
minecraft.crafted.polished_tuff_stairs: #5, 53(7%)
minecraft.broken.iron_sword: #4, 3(7%)
minecraft.picked_up.purple_bundle: #4, 1(8%)
minecraft.crafted.redstone_lamp: #5, 187(7%)
minecraft.dropped.warped_fungus: #4, 12(5%)
minecraft.picked_up.dropper: #5, 205(6%)
minecraft.picked_up.bamboo_sign: #5, 102(6%)
minecraft.used.pointed_dripstone: #5, 768(6%)
minecraft.used.acacia_sapling: #4, 430(2%)
minecraft.picked_up.polished_diorite_slab: #4, 14(4%)
minecraft.dropped.gray_wool: #4, 63(2%)
minecraft.used.short_grass: #5, 2138(6%)
minecraft.picked_up.oak_planks: #5, 837(5%)
minecraft.picked_up.crimson_stairs: #4, 52(6%)
minecraft.mined.orange_wall_banner: #4, 4(4%)
minecraft.dropped.golden_axe: #4, 1(5%)
minecraft.used.black_bed: #5, 60(8%)
minecraft.mined.white_bed: #5, 342(5%)
minecraft.crafted.pink_stained_glass_pane: #4, 112(5%)
minecraft.used.rail: #5, 3337(6%)
minecraft.dropped.smithing_table: #4, 1(6%)
minecraft.picked_up.moss_carpet: #5, 4433(5%)
minecraft.picked_up.white_bed: #5, 343(5%)
minecraft.mined.vine: #5, 861(6%)
minecraft.used.light_blue_carpet: #4, 238(3%)
minecraft.mined.waxed_exposed_copper_bulb: #5, 22(9%)
minecraft.used.jungle_leaves: #5, 637(7%)
minecraft.mined.light_blue_glazed_terracotta: #4, 4(6%)
minecraft.used.blue_carpet: #4, 107(4%)
minecraft.used.stripped_cherry_log: #4, 41(3%)
minecraft.crafted.chiseled_bookshelf: #5, 199(6%)
minecraft.picked_up.purpur_pillar: #4, 72(2%)
minecraft.crafted.blue_shulker_box: #5, 7(7%)
minecraft.picked_up.tube_coral_block: #5, 356(9%)
minecraft.crafted.prismarine_wall: #4, 48(5%)
minecraft.custom.interact_with_lectern: #6, 902(6%)
minecraft.picked_up.birch_fence: #5, 94(7%)
minecraft.picked_up.calcite: #5, 2046(6%)
minecraft.used.polished_andesite_stairs: #5, 160(6%)
minecraft.crafted.wheat: #6, 10314(11%)
minecraft.picked_up.lime_wool: #5, 464(7%)
minecraft.mined.cherry_hanging_sign: #4, 1(6%)
minecraft.picked_up.music_disc_tears: #4, 1(6%)
minecraft.mined.gray_glazed_terracotta: #4, 5(5%)
minecraft.mined.repeater: #5, 266(5%)
minecraft.dropped.shield: #5, 10(6%)
minecraft.picked_up.gray_glazed_terracotta: #4, 5(5%)
minecraft.picked_up.loom: #5, 19(6%)
minecraft.picked_up.birch_wood: #4, 6(5%)
minecraft.used.jungle_planks: #5, 1009(6%)
minecraft.mined.birch_wood: #4, 6(5%)
minecraft.mined.acacia_slab: #5, 29(8%)
minecraft.used.white_bed: #5, 339(5%)
minecraft.mined.magenta_terracotta: #4, 14(2%)
minecraft.mined.dark_oak_wood: #5, 40(7%)
minecraft.crafted.end_stone_brick_stairs: #4, 4(4%)
minecraft.mined.nether_brick_stairs: #4, 2(4%)
minecraft.used.yellow_shulker_box: #5, 275(5%)
minecraft.used.turtle_egg: #5, 64(9%)
minecraft.crafted.iron_door: #5, 21(6%)
minecraft.picked_up.mycelium: #4, 169(2%)
minecraft.used.chiseled_deepslate: #4, 355(2%)
minecraft.mined.iron_door: #5, 40(6%)
minecraft.used.purple_banner: #4, 1(3%)
minecraft.picked_up.shulker_box: #6, 6108(7%)
minecraft.mined.brown_concrete: #5, 154(8%)
minecraft.picked_up.polished_andesite: #5, 333(5%)
minecraft.used.stripped_crimson_hyphae: #4, 19(3%)
minecraft.picked_up.dried_ghast: #5, 73(12%)
minecraft.mined.wall_torch: #5, 552(5%)
minecraft.picked_up.sandstone_slab: #4, 17(2%)
minecraft.crafted.repeater: #6, 1011(9%)
minecraft.used.suspicious_stew: #4, 1(5%)
minecraft.used.bamboo_door: #5, 32(8%)
minecraft.crafted.diamond: #5, 3825(5%)
minecraft.mined.crimson_button: #4, 3(3%)
minecraft.used.lilac: #5, 58(6%)
minecraft.crafted.stripped_cherry_wood: #4, 3(4%)
minecraft.picked_up.copper_ore: #5, 2903(5%)
minecraft.mined.shulker_box: #6, 6003(8%)
minecraft.used.bamboo_sign: #5, 215(5%)
minecraft.broken.iron_axe: #5, 4(6%)
minecraft.picked_up.crimson_button: #4, 3(3%)
minecraft.crafted.spire_armor_trim_smithing_template: #4, 2(4%)
minecraft.picked_up.stone_pickaxe: #5, 6(6%)
minecraft.picked_up.azalea: #5, 1181(4%)
minecraft.mined.cobblestone_wall: #5, 47(6%)
minecraft.mined.powder_snow: #5, 57(7%)
minecraft.mined.slime_block: #5, 309(5%)
minecraft.used.sandstone: #5, 1068(5%)
minecraft.used.trial_key: #5, 49(5%)
minecraft.used.end_stone_brick_slab: #4, 7(3%)
minecraft.crafted.gold_nugget: #5, 8879(5%)
minecraft.picked_up.white_dye: #6, 332(8%)
minecraft.picked_up.tuff_brick_wall: #5, 87(6%)
minecraft.crafted.tinted_glass: #5, 816(8%)
minecraft.dropped.brown_banner: #4, 1(3%)
minecraft.used.coal_block: #4, 92(1%)
minecraft.dropped.ominous_bottle: #5, 4(8%)
minecraft.used.crimson_pressure_plate: #4, 1(3%)
minecraft.crafted.bamboo_fence_gate: #5, 114(8%)
minecraft.crafted.anvil: #5, 241(4%)
minecraft.mined.tuff_brick_stairs: #5, 85(5%)
minecraft.dropped.red_mushroom_block: #4, 17(2%)
minecraft.used.cherry_boat: #4, 1(1%)
minecraft.crafted.gray_glazed_terracotta: #4, 1(2%)
minecraft.crafted.nether_brick_stairs: #4, 1(2%)
minecraft.crafted.warped_slab: #5, 468(6%)
minecraft.picked_up.chiseled_red_sandstone: #4, 4(2%)
minecraft.mined.polished_granite: #5, 90(5%)
minecraft.mined.end_stone_brick_slab: #4, 1(2%)
minecraft.dropped.white_concrete_powder: #5, 64(10%)
minecraft.mined.honeycomb_block: #4, 8(1%)
minecraft.picked_up.oak_button: #5, 31(5%)
minecraft.picked_up.smooth_stone_slab: #5, 668(4%)
minecraft.mined.oak_trapdoor: #6, 153(8%)
minecraft.crafted.gray_candle: #4, 7(1%)
minecraft.picked_up.polished_andesite_stairs: #5, 40(5%)
minecraft.picked_up.chiseled_resin_bricks: #4, 1(1%)
minecraft.crafted.mangrove_button: #5, 12(6%)
minecraft.used.orange_candle: #4, 2(1%)
minecraft.used.red_shulker_box: #6, 1156(8%)
minecraft.mined.acacia_trapdoor: #5, 104(5%)
minecraft.crafted.magenta_banner: #4, 1(1%)
minecraft.picked_up.netherite_boots: #6, 33(8%)
minecraft.mined.torch: #5, 1732(4%)
minecraft.crafted.mace: #5, 2(8%)
minecraft.picked_up.polished_granite: #5, 98(5%)
minecraft.mined.packed_mud: #5, 1958(4%)
minecraft.crafted.fire_charge: #4, 102(1%)
minecraft.dropped.hopper_minecart: #4, 2(0%)
minecraft.killed_by.creeper: #5, 6(5%)
minecraft.used.waxed_weathered_copper_grate: #5, 367(8%)
minecraft.crafted.lime_candle: #4, 3(1%)
minecraft.picked_up.lily_of_the_valley: #5, 66(6%)
minecraft.used.mycelium: #4, 16(0%)
minecraft.used.light_blue_candle: #4, 4(0%)
minecraft.crafted.acacia_slab: #5, 366(6%)
minecraft.used.gray_terracotta: #5, 273(8%)
minecraft.dropped.elytra: #6, 19(6%)
minecraft.used.acacia_fence: #5, 200(5%)
minecraft.crafted.green_stained_glass_pane: #5, 192(7%)
minecraft.mined.end_stone: #6, 1257(8%)
minecraft.used.lime_terracotta: #5, 575(6%)
minecraft.crafted.purple_shulker_box: #5, 5(5%)
minecraft.dropped.tuff_brick_slab: #5, 46(8%)
minecraft.picked_up.netherite_pickaxe: #6, 48(7%)
minecraft.crafted.end_rod: #5, 512(6%)
minecraft.picked_up.iron_horse_armor: #5, 4(6%)
minecraft.crafted.furnace_minecart: #5, 3(9%)
minecraft.picked_up.jungle_door: #5, 5(9%)
minecraft.mined.glow_lichen: #6, 1829(7%)
minecraft.picked_up.wooden_pickaxe: #5, 2(7%)
minecraft.picked_up.cherry_trapdoor: #5, 38(5%)
minecraft.dropped.rail: #5, 115(4%)
minecraft.mined.poppy: #5, 245(3%)
minecraft.crafted.brown_stained_glass_pane: #5, 176(10%)
minecraft.crafted.acacia_fence: #5, 183(4%)
minecraft.picked_up.packed_mud: #5, 2029(3%)
minecraft.picked_up.chiseled_deepslate: #5, 48(5%)
minecraft.picked_up.white_tulip: #5, 214(4%)
minecraft.crafted.brown_dye: #5, 690(4%)
minecraft.mined.mangrove_fence: #5, 51(5%)
minecraft.mined.quartz_slab: #5, 165(5%)
minecraft.mined.horn_coral_wall_fan: #5, 119(5%)
minecraft.crafted.golden_carrot: #5, 5385(4%)
minecraft.crafted.granite_slab: #5, 152(6%)
minecraft.mined.cobbled_deepslate_stairs: #5, 40(4%)
minecraft.dropped.big_dripleaf: #5, 13(6%)
minecraft.mined.diorite: #6, 18421(7%)
minecraft.used.acacia_button: #5, 22(5%)
minecraft.mined.chorus_flower: #5, 12(7%)
minecraft.mined.dark_oak_slab: #6, 232(8%)
minecraft.mined.dead_bush: #6, 473(8%)
minecraft.picked_up.dark_oak_log: #6, 6881(7%)
minecraft.custom.interact_with_furnace: #6, 3339(6%)
minecraft.dropped.golden_apple: #5, 10(5%)
minecraft.used.light_blue_glazed_terracotta: #5, 21(9%)
minecraft.used.mangrove_stairs: #6, 384(8%)
minecraft.picked_up.green_concrete: #5, 224(5%)
minecraft.used.iron_axe: #6, 1752(8%)
minecraft.used.polished_granite: #5, 322(3%)
minecraft.crafted.cyan_stained_glass: #5, 376(4%)
minecraft.used.music_disc_13: #5, 5(5%)
minecraft.picked_up.horn_coral_fan: #5, 124(4%)
minecraft.picked_up.red_concrete: #5, 384(4%)
minecraft.dropped.wooden_axe: #5, 1(7%)
minecraft.used.smithing_table: #6, 296(7%)
minecraft.crafted.red_stained_glass: #5, 888(4%)
minecraft.mined.white_wool: #6, 244(7%)
minecraft.crafted.warped_button: #5, 11(4%)
minecraft.picked_up.brown_mushroom_block: #5, 1677(4%)
minecraft.crafted.gray_stained_glass: #5, 864(4%)
minecraft.crafted.polished_granite: #5, 440(3%)
minecraft.used.yellow_wool: #5, 788(4%)
minecraft.picked_up.end_stone: #6, 1312(7%)
minecraft.mined.jack_o_lantern: #5, 14(5%)
minecraft.used.deepslate_tile_wall: #5, 155(4%)
minecraft.used.crimson_stairs: #5, 175(8%)
minecraft.mined.purple_concrete: #5, 171(5%)
minecraft.picked_up.sticky_piston: #6, 289(7%)
minecraft.picked_up.dead_bush: #6, 494(8%)
minecraft.picked_up.cobblestone_stairs: #5, 112(3%)
minecraft.picked_up.birch_fence_gate: #5, 27(6%)
minecraft.dropped.torch: #6, 577(7%)
minecraft.dropped.waxed_oxidized_copper: #5, 26(4%)
minecraft.used.cherry_trapdoor: #5, 77(3%)
minecraft.dropped.cyan_bed: #5, 1(5%)
minecraft.crafted.iron_ingot: #6, 54318(6%)
minecraft.picked_up.quartz_slab: #5, 159(4%)
minecraft.crafted.wooden_axe: #5, 1(6%)
minecraft.mined.bubble_coral_block: #5, 117(5%)
minecraft.used.end_stone: #6, 509(7%)
minecraft.picked_up.waxed_weathered_chiseled_copper: #5, 8(7%)
minecraft.dropped.bee_nest: #5, 1(6%)
minecraft.mined.potted_bamboo: #5, 1(5%)
minecraft.crafted.light_blue_stained_glass_pane: #5, 144(3%)
minecraft.dropped.waxed_copper_bulb: #5, 3(6%)
minecraft.used.tuff_brick_wall: #6, 164(8%)
minecraft.picked_up.jungle_fence: #6, 105(9%)
minecraft.picked_up.oak_trapdoor: #6, 169(6%)
minecraft.crafted.diorite_stairs: #5, 16(6%)
minecraft.crafted.sticky_piston: #6, 516(7%)
minecraft.mined.polished_basalt: #6, 109(8%)
minecraft.dropped.crying_obsidian: #5, 64(4%)
minecraft.used.acacia_pressure_plate: #5, 5(6%)
minecraft.crafted.apple: #5, 268(4%)
minecraft.used.dark_oak_planks: #6, 1547(7%)
minecraft.used.barrel: #6, 630(6%)
minecraft.used.deepslate_tiles: #5, 1977(2%)
minecraft.mined.lime_bed: #5, 11(3%)
minecraft.mined.jungle_hanging_sign: #5, 1(8%)
minecraft.mined.oak_log: #6, 6096(6%)
minecraft.picked_up.diamond_chestplate: #6, 24(6%)
minecraft.picked_up.acacia_log: #6, 2847(6%)
minecraft.crafted.jungle_pressure_plate: #5, 3(5%)
minecraft.mined.end_stone_bricks: #6, 131(7%)
minecraft.crafted.mangrove_stairs: #6, 332(7%)
minecraft.crafted.black_dye: #6, 4883(6%)
minecraft.dropped.chorus_fruit: #5, 106(4%)
minecraft.dropped.map: #5, 10(6%)
minecraft.mined.waxed_weathered_chiseled_copper: #5, 8(7%)
minecraft.mined.dark_oak_sign: #5, 1(8%)
minecraft.killed_by.piglin_brute: #5, 1(5%)
minecraft.custom.inspect_dropper: #6, 2200(4%)
minecraft.crafted.stone_hoe: #5, 6(3%)
minecraft.crafted.moss_carpet: #5, 639(2%)
minecraft.mined.tube_coral_wall_fan: #5, 52(3%)
minecraft.dropped.chiseled_tuff_bricks: #6, 55(8%)
minecraft.used.soul_torch: #5, 14(6%)
minecraft.mined.hanging_roots: #5, 49(4%)
minecraft.mined.spruce_stairs: #6, 270(6%)
minecraft.picked_up.crossbow: #6, 78(6%)
minecraft.crafted.oak_trapdoor: #6, 336(6%)
minecraft.dropped.stone_axe: #5, 2(3%)
minecraft.used.netherite_chestplate: #5, 20(4%)
minecraft.picked_up.nether_sprouts: #5, 177(5%)
minecraft.dropped.bamboo: #6, 3827(6%)
minecraft.used.water_bucket: #6, 3343(5%)
minecraft.picked_up.horn_coral_block: #5, 76(3%)
minecraft.used.purple_concrete: #5, 134(4%)
minecraft.picked_up.jungle_planks: #6, 374(6%)
minecraft.mined.waxed_copper_block: #6, 855(8%)
minecraft.mined.stripped_cherry_log: #5, 53(2%)
minecraft.picked_up.waxed_copper_block: #6, 826(8%)
minecraft.used.leaf_litter: #5, 259(2%)
minecraft.mined.exposed_copper_door: #5, 1(7%)
minecraft.picked_up.crimson_planks: #5, 35(3%)
minecraft.used.jukebox: #6, 33(6%)
minecraft.used.waxed_weathered_copper_trapdoor: #5, 43(3%)
minecraft.crafted.acacia_pressure_plate: #5, 5(4%)
minecraft.mined.light_gray_stained_glass_pane: #6, 27(8%)
minecraft.picked_up.stripped_cherry_log: #5, 52(2%)
minecraft.dropped.brown_wool: #5, 8(3%)
minecraft.used.sandstone_wall: #5, 83(3%)
minecraft.used.honeycomb: #6, 1120(6%)
minecraft.dropped.dark_oak_button: #5, 4(5%)
minecraft.dropped.beacon: #5, 1(5%)
minecraft.killed_by.enderman: #5, 1(4%)
minecraft.used.stripped_birch_log: #6, 302(7%)
minecraft.crafted.bundle: #5, 16(3%)
minecraft.used.polished_blackstone_stairs: #5, 48(3%)
minecraft.dropped.blaze_rod: #5, 72(3%)
minecraft.mined.blue_carpet: #5, 17(4%)
minecraft.picked_up.acacia_button: #5, 4(4%)
minecraft.mined.acacia_button: #5, 4(5%)
minecraft.mined.conduit: #5, 1(5%)
minecraft.mined.acacia_door: #5, 1(5%)
minecraft.used.flowering_azalea_leaves: #5, 224(2%)
minecraft.picked_up.birch_hanging_sign: #5, 3(4%)
minecraft.mined.acacia_leaves: #6, 1787(6%)
minecraft.dropped.copper_ingot: #5, 130(2%)
minecraft.picked_up.acacia_wood: #6, 104(7%)
minecraft.mined.horn_coral_block: #5, 76(3%)
minecraft.used.gray_candle: #5, 6(6%)
minecraft.dropped.iron_bars: #6, 215(7%)
minecraft.mined.brown_stained_glass_pane: #5, 5(4%)
minecraft.dropped.moss_carpet: #6, 1382(5%)
minecraft.mined.light_blue_concrete_powder: #5, 12(3%)
minecraft.mined.brain_coral_wall_fan: #5, 49(2%)
minecraft.crafted.mossy_cobblestone: #6, 1003(7%)
minecraft.dropped.gold_nugget: #6, 833(5%)
minecraft.used.splash_potion: #6, 102(5%)
minecraft.crafted.waxed_exposed_copper_trapdoor: #5, 26(3%)
minecraft.used.blue_terracotta: #5, 178(2%)
minecraft.picked_up.chain: #6, 331(5%)
minecraft.crafted.polished_blackstone_stairs: #5, 17(4%)
minecraft.dropped.dark_oak_log: #6, 233(8%)
minecraft.mined.chiseled_stone_bricks: #5, 34(2%)
minecraft.picked_up.red_concrete_powder: #5, 160(2%)
minecraft.crafted.crimson_stairs: #5, 52(4%)
minecraft.mined.bubble_coral_wall_fan: #5, 49(2%)
minecraft.mined.cherry_sign: #5, 1(6%)
minecraft.killed.endermite: #6, 14(7%)
minecraft.picked_up.jukebox: #6, 32(5%)
minecraft.crafted.waxed_copper_grate: #5, 56(4%)
minecraft.crafted.purple_stained_glass_pane: #5, 112(2%)
minecraft.mined.red_mushroom: #6, 42(7%)
minecraft.picked_up.angler_pottery_sherd: #5, 2(3%)
minecraft.crafted.loom: #6, 114(6%)
minecraft.mined.tube_coral: #5, 14(2%)
minecraft.mined.yellow_banner: #5, 1(4%)
minecraft.dropped.crossbow: #6, 92(6%)
minecraft.used.jungle_boat: #6, 16(7%)
minecraft.mined.bubble_coral: #5, 13(2%)
minecraft.picked_up.golden_leggings: #6, 20(6%)
minecraft.mined.brain_coral_fan: #5, 11(2%)
minecraft.picked_up.glowstone: #6, 466(6%)
minecraft.used.honey_block: #6, 899(6%)
minecraft.crafted.birch_sign: #6, 75(5%)
minecraft.mined.smithing_table: #6, 27(5%)
minecraft.picked_up.cocoa_beans: #6, 2027(5%)
minecraft.mined.dark_oak_wall_hanging_sign: #5, 2(4%)
minecraft.mined.jungle_door: #5, 1(3%)
minecraft.dropped.white_shulker_box: #5, 4(2%)
minecraft.used.purple_terracotta: #5, 94(2%)
minecraft.picked_up.cracked_deepslate_tiles: #5, 17(3%)
minecraft.picked_up.nether_brick_fence: #6, 36(6%)
minecraft.picked_up.nether_brick_stairs: #5, 2(3%)
minecraft.mined.gray_concrete: #6, 2115(5%)
minecraft.picked_up.cherry_hanging_sign: #5, 1(5%)
minecraft.mined.sandstone_slab: #5, 15(2%)
minecraft.used.bamboo: #6, 1055(5%)
minecraft.crafted.compass: #5, 495(1%)
minecraft.picked_up.torch: #6, 5765(5%)
minecraft.crafted.lodestone: #5, 30(3%)
minecraft.picked_up.waxed_exposed_copper_bulb: #6, 19(8%)
minecraft.dropped.brick_slab: #5, 2(4%)
minecraft.picked_up.lilac: #6, 397(5%)
minecraft.crafted.note_block: #6, 290(5%)
minecraft.crafted.pale_oak_door: #5, 3(2%)
minecraft.used.amethyst_cluster: #5, 34(1%)
minecraft.mined.stone_brick_slab: #6, 355(5%)
minecraft.crafted.pumpkin_seeds: #6, 116(8%)
minecraft.mined.tube_coral_fan: #5, 7(1%)
minecraft.picked_up.milk_bucket: #6, 14(7%)
minecraft.used.deepslate_brick_wall: #6, 170(7%)
minecraft.mined.red_nether_brick_wall: #5, 2(2%)
minecraft.dropped.gold_block: #5, 14(2%)
minecraft.used.resin_clump: #5, 159(1%)
minecraft.crafted.oxidized_copper_grate: #6, 60(7%)
minecraft.crafted.trapped_chest: #5, 2(2%)
minecraft.used.light_gray_candle: #5, 5(3%)
minecraft.mined.polished_tuff_wall: #6, 82(5%)
minecraft.mined.warped_wall_hanging_sign: #5, 1(3%)
minecraft.picked_up.flowering_azalea: #6, 669(5%)
minecraft.mined.polished_deepslate_stairs: #6, 89(6%)
minecraft.dropped.glow_lichen: #5, 65(1%)
minecraft.used.filled_map: #5, 2(2%)
minecraft.mined.magenta_wool: #5, 11(2%)
minecraft.dropped.mangrove_button: #5, 1(2%)
minecraft.picked_up.splash_potion: #6, 69(4%)
minecraft.picked_up.cut_red_sandstone: #5, 46(2%)
minecraft.mined.grass_block: #6, 74512(4%)
minecraft.mined.gray_banner: #5, 1(3%)
minecraft.used.green_terracotta: #6, 386(6%)
minecraft.crafted.pink_stained_glass: #5, 56(1%)
minecraft.mined.dark_oak_fence: #6, 152(4%)
minecraft.used.cut_red_sandstone: #5, 67(1%)
minecraft.mined.azalea_leaves: #6, 6523(5%)
minecraft.dropped.netherrack: #6, 4851(4%)
minecraft.dropped.wheat: #6, 820(4%)
minecraft.crafted.waxed_exposed_cut_copper_stairs: #5, 5(1%)
minecraft.dropped.feather: #5, 65(0%)
minecraft.dropped.bamboo_button: #5, 34(1%)
minecraft.crafted.crossbow: #5, 1(1%)
minecraft.used.pale_oak_sapling: #6, 218(6%)
minecraft.dropped.mud: #6, 193(6%)
minecraft.mined.cherry_stairs: #5, 3(1%)
minecraft.used.cherry_hanging_sign: #5, 1(2%)
minecraft.crafted.chiseled_sandstone: #5, 1(1%)
minecraft.mined.candle: #6, 9(8%)
minecraft.dropped.crafter: #5, 1(1%)
minecraft.crafted.chiseled_quartz_block: #5, 1(1%)
minecraft.picked_up.cherry_boat: #5, 1(1%)
minecraft.crafted.filled_map: #5, 166(0%)
minecraft.crafted.purple_banner: #5, 1(1%)
minecraft.picked_up.candle: #6, 80(6%)
minecraft.crafted.orange_glazed_terracotta: #5, 1(1%)
minecraft.crafted.light_gray_candle: #5, 6(1%)
minecraft.picked_up.red_carpet: #5, 45(0%)
minecraft.mined.bamboo_button: #5, 5(0%)
minecraft.dropped.bone_meal: #6, 3778(4%)
minecraft.mined.pale_oak_log: #6, 2055(5%)
minecraft.crafted.polished_blackstone_brick_wall: #5, 1(0%)
minecraft.crafted.purple_candle: #5, 2(0%)
minecraft.dropped.yellow_stained_glass: #5, 1(0%)
minecraft.used.waxed_oxidized_copper_trapdoor: #6, 84(8%)
minecraft.picked_up.jungle_boat: #6, 16(5%)
minecraft.crafted.nether_bricks: #6, 728(5%)
minecraft.crafted.lime_glazed_terracotta: #5, 1(0%)
minecraft.crafted.pink_candle: #5, 2(0%)
minecraft.crafted.light_gray_glazed_terracotta: #5, 1(0%)
minecraft.crafted.lime_banner: #5, 1(0%)
minecraft.crafted.black_candle: #5, 1(0%)
minecraft.mined.redstone_ore: #6, 122(4%)
minecraft.crafted.pink_glazed_terracotta: #5, 1(0%)
minecraft.picked_up.smithing_table: #6, 24(4%)
minecraft.crafted.redstone: #6, 13509(4%)
minecraft.crafted.oxidized_cut_copper: #6, 64(6%)
minecraft.mined.damaged_anvil: #6, 9(5%)
minecraft.used.slime_block: #6, 564(4%)
minecraft.mined.flowering_azalea_leaves: #6, 1869(5%)
minecraft.picked_up.end_stone_bricks: #6, 126(4%)
minecraft.picked_up.pale_oak_log: #6, 1813(4%)
minecraft.crafted.iron_leggings: #6, 6(4%)
minecraft.mined.polished_tuff_stairs: #6, 86(5%)
minecraft.picked_up.damaged_anvil: #6, 9(4%)
minecraft.used.red_terracotta: #6, 915(4%)
minecraft.used.soul_campfire: #6, 35(8%)
minecraft.dropped.lapis_ore: #6, 10(5%)
minecraft.used.smooth_sandstone_stairs: #6, 154(7%)
