stat, rank, value, (percentage) 
minecraft.mined.red_stained_glass: #15, 1(0%)
minecraft.dropped.slime_block: #15, 4(0%)
minecraft.crafted.cherry_slab: #15, 3(0%)
minecraft.dropped.magma_block: #15, 1(0%)
minecraft.dropped.porkchop: #15, 12(0%)
minecraft.picked_up.resin_block: #15, 4(0%)
minecraft.mined.resin_block: #15, 4(0%)
minecraft.crafted.pink_concrete_powder: #15, 8(0%)
minecraft.mined.blue_ice: #15, 4(0%)
minecraft.picked_up.sponge: #15, 7(0%)
minecraft.crafted.red_stained_glass: #15, 8(0%)
minecraft.mined.black_terracotta: #15, 2(0%)
minecraft.mined.oxidized_cut_copper: #15, 1(0%)
minecraft.used.snow: #15, 22(0%)
minecraft.picked_up.red_carpet: #15, 5(0%)
minecraft.used.red_carpet: #15, 5(0%)
minecraft.crafted.light_blue_wool: #15, 1(0%)
minecraft.killed_by.player: #16, 62(2%)
minecraft.dropped.elytra: #16, 8(3%)
minecraft.picked_up.chest: #16, 741(2%)
minecraft.custom.damage_resisted: #16, 6283(1%)
minecraft.mined.podzol: #16, 387(2%)
minecraft.crafted.scaffolding: #16, 1164(2%)
minecraft.crafted.copper_ingot: #16, 2920(2%)
minecraft.picked_up.cauldron: #16, 8(2%)
minecraft.used.shulker_box: #16, 1138(1%)
minecraft.crafted.diamond_sword: #16, 3(2%)
minecraft.dropped.written_book: #16, 5(2%)
minecraft.picked_up.shulker_box: #16, 1164(1%)
minecraft.picked_up.crafter: #16, 31(2%)
minecraft.mined.iron_block: #16, 668(2%)
minecraft.mined.shulker_box: #16, 1148(1%)
minecraft.mined.observer: #16, 147(2%)
minecraft.killed.squid: #16, 107(2%)
minecraft.dropped.shield: #16, 3(2%)
minecraft.custom.total_world_time: #17, 55898628(3%)
minecraft.custom.play_time: #17, 55898628(3%)
minecraft.used.deepslate_redstone_ore: #16, 224(1%)
minecraft.picked_up.ink_sac: #16, 395(1%)
minecraft.used.glow_berries: #16, 33(2%)
minecraft.used.dispenser: #16, 70(1%)
minecraft.crafted.glass: #16, 2345(1%)
minecraft.picked_up.lever: #16, 122(1%)
minecraft.used.leather_leggings: #16, 2(1%)
minecraft.custom.play_record: #16, 14(1%)
minecraft.used.hopper: #16, 494(1%)
minecraft.picked_up.cobblestone: #16, 27198(1%)
minecraft.crafted.white_dye: #16, 1134(1%)
minecraft.picked_up.mangrove_stairs: #16, 17(1%)
minecraft.used.calcite: #16, 204(1%)
minecraft.mined.glass_pane: #16, 15(1%)
minecraft.used.polished_tuff_wall: #16, 150(1%)
minecraft.dropped.potion: #16, 41(1%)
minecraft.used.sticky_piston: #16, 102(1%)
minecraft.picked_up.spyglass: #16, 2(1%)
minecraft.picked_up.blue_dye: #16, 10(1%)
minecraft.custom.interact_with_loom: #16, 24(1%)
minecraft.picked_up.jungle_planks: #16, 62(1%)
minecraft.mined.attached_melon_stem: #16, 2(1%)
minecraft.used.bundle: #16, 11(1%)
minecraft.dropped.birch_sign: #16, 2(1%)
minecraft.picked_up.stone_bricks: #16, 415(1%)
minecraft.mined.red_wool: #16, 20(1%)
minecraft.mined.piston_head: #16, 2(1%)
minecraft.used.dark_oak_slab: #16, 154(1%)
minecraft.used.lava_bucket: #16, 39(1%)
minecraft.mined.deepslate_bricks: #16, 72(1%)
minecraft.mined.chiseled_tuff: #16, 13(1%)
minecraft.dropped.paper: #16, 31(1%)
minecraft.dropped.oak_fence: #16, 4(1%)
minecraft.crafted.black_shulker_box: #16, 1(1%)
minecraft.mined.deepslate_gold_ore: #16, 173(1%)
minecraft.mined.lilac: #16, 7(1%)
minecraft.broken.fishing_rod: #16, 1(1%)
minecraft.picked_up.polished_blackstone_button: #16, 2(1%)
minecraft.crafted.spruce_wood: #16, 69(1%)
minecraft.used.end_stone: #16, 48(1%)
minecraft.mined.tuff_brick_stairs: #16, 11(1%)
minecraft.mined.decorated_pot: #16, 34(1%)
minecraft.used.rotten_flesh: #16, 12(1%)
minecraft.used.dripstone_block: #16, 93(1%)
minecraft.mined.bamboo_planks: #16, 12(1%)
minecraft.mined.deepslate_diamond_ore: #16, 336(1%)
minecraft.mined.polished_andesite: #16, 28(1%)
minecraft.mined.mangrove_planks: #16, 16(1%)
minecraft.mined.smooth_stone_slab: #16, 50(1%)
minecraft.mined.jungle_fence_gate: #16, 1(1%)
minecraft.picked_up.deepslate_brick_slab: #16, 29(1%)
minecraft.used.spruce_wood: #16, 63(1%)
minecraft.dropped.iron_helmet: #16, 1(1%)
minecraft.used.deepslate_diamond_ore: #16, 109(0%)
minecraft.crafted.gray_dye: #16, 176(0%)
minecraft.mined.bamboo_slab: #16, 10(1%)
minecraft.picked_up.tuff_brick_slab: #16, 21(1%)
minecraft.used.smooth_quartz_slab: #16, 58(1%)
minecraft.picked_up.birch_trapdoor: #16, 3(1%)
minecraft.crafted.stonecutter: #16, 5(0%)
minecraft.picked_up.mangrove_sign: #16, 2(1%)
minecraft.mined.cobblestone_wall: #16, 4(1%)
minecraft.used.yellow_dye: #16, 4(0%)
minecraft.crafted.red_terracotta: #16, 56(1%)
minecraft.used.mangrove_planks: #16, 62(0%)
minecraft.crafted.red_dye: #16, 213(0%)
minecraft.used.honey_block: #16, 58(0%)
minecraft.mined.muddy_mangrove_roots: #16, 50(0%)
minecraft.picked_up.bowl: #16, 2(0%)
minecraft.killed.cod: #16, 1(0%)
minecraft.crafted.charcoal: #16, 45(0%)
minecraft.mined.white_carpet: #16, 7(0%)
minecraft.killed_by.drowned: #16, 1(0%)
minecraft.crafted.orange_dye: #16, 66(0%)
minecraft.picked_up.gunpowder: #16, 454(0%)
minecraft.crafted.deepslate_tile_stairs: #16, 2(0%)
minecraft.used.birch_planks: #16, 36(0%)
minecraft.mined.smooth_stone: #16, 74(0%)
minecraft.mined.crimson_stem: #16, 29(0%)
minecraft.mined.quartz_stairs: #16, 7(0%)
minecraft.mined.bamboo_fence: #16, 4(0%)
minecraft.dropped.hopper: #16, 3(0%)
minecraft.mined.cyan_concrete: #16, 13(0%)
minecraft.used.sand: #16, 908(0%)
minecraft.dropped.azalea: #16, 19(0%)
minecraft.crafted.white_stained_glass: #16, 112(0%)
minecraft.picked_up.mud_brick_slab: #16, 4(0%)
minecraft.used.orange_banner: #16, 1(0%)
minecraft.used.cooked_mutton: #16, 7(0%)
minecraft.used.redstone_ore: #16, 4(0%)
minecraft.crafted.flint_and_steel: #16, 5(0%)
minecraft.picked_up.red_concrete: #16, 26(0%)
minecraft.crafted.cyan_stained_glass: #16, 24(0%)
minecraft.custom.fall_one_cm: #17, 9612540(3%)
minecraft.crafted.polished_blackstone_button: #16, 4(0%)
minecraft.custom.open_shulker_box: #17, 25727(3%)
minecraft.mined.stone_brick_slab: #16, 12(0%)
minecraft.used.cookie: #16, 5(0%)
minecraft.crafted.light_gray_stained_glass: #16, 64(0%)
minecraft.used.cobblestone_stairs: #16, 17(0%)
minecraft.used.tinted_glass: #16, 19(0%)
minecraft.crafted.tuff_brick_stairs: #16, 3(0%)
minecraft.mined.brown_wool: #16, 2(0%)
minecraft.mined.mangrove_fence: #16, 2(0%)
minecraft.used.warped_stairs: #16, 5(0%)
minecraft.used.red_concrete_powder: #16, 25(0%)
minecraft.crafted.cooked_mutton: #16, 5(0%)
minecraft.dropped.book: #16, 1(0%)
minecraft.used.acacia_stairs: #16, 4(0%)
minecraft.used.acacia_fence_gate: #16, 1(0%)
minecraft.crafted.warped_slab: #16, 12(0%)
minecraft.crafted.red_concrete_powder: #16, 32(0%)
minecraft.mined.sculk_shrieker: #16, 1(0%)
minecraft.mined.cracked_stone_bricks: #16, 4(0%)
minecraft.picked_up.mangrove_fence: #16, 2(0%)
minecraft.mined.gray_terracotta: #16, 2(0%)
minecraft.crafted.acacia_fence_gate: #16, 1(0%)
minecraft.picked_up.gray_terracotta: #16, 2(0%)
minecraft.picked_up.orange_carpet: #16, 1(0%)
minecraft.picked_up.stone_brick_wall: #16, 1(0%)
minecraft.dropped.tnt: #16, 2(0%)
minecraft.mined.torchflower: #16, 1(0%)
minecraft.picked_up.twisting_vines: #16, 2(0%)
minecraft.used.sponge: #16, 6(0%)
minecraft.dropped.white_concrete: #16, 1(0%)
minecraft.picked_up.snow: #16, 30(0%)
minecraft.dropped.redstone_block: #16, 1(0%)
minecraft.mined.tube_coral_block: #16, 1(0%)
minecraft.picked_up.stick: #17, 3297(2%)
minecraft.crafted.wooden_pickaxe: #17, 1(2%)
minecraft.crafted.diamond_axe: #17, 3(2%)
minecraft.dropped.diamond_pickaxe: #17, 10(2%)
minecraft.killed.player: #17, 47(2%)
minecraft.dropped.firework_rocket: #17, 593(2%)
minecraft.dropped.diamond_sword: #17, 5(2%)
minecraft.picked_up.diamond_axe: #17, 22(2%)
minecraft.crafted.dark_oak_planks: #17, 3084(2%)
minecraft.picked_up.diamond_shovel: #17, 19(2%)
minecraft.mined.jukebox: #17, 8(2%)
minecraft.picked_up.observer: #17, 193(2%)
minecraft.mined.smooth_basalt: #17, 181(2%)
minecraft.mined.spruce_trapdoor: #17, 172(2%)
minecraft.picked_up.hopper: #17, 194(2%)
minecraft.mined.copper_ore: #17, 1851(1%)
minecraft.picked_up.jukebox: #17, 9(2%)
minecraft.mined.granite: #17, 3421(1%)
minecraft.picked_up.carrot: #17, 927(1%)
minecraft.picked_up.chiseled_tuff_bricks: #17, 79(1%)
minecraft.mined.stone: #17, 92557(1%)
minecraft.picked_up.deepslate_lapis_ore: #17, 49(1%)
minecraft.picked_up.netherite_pickaxe: #17, 8(1%)
minecraft.mined.coal_ore: #17, 2383(1%)
minecraft.used.hay_block: #17, 28(1%)
minecraft.used.beacon: #17, 9(1%)
minecraft.dropped.iron_chestplate: #17, 2(1%)
minecraft.mined.dropper: #17, 21(1%)
minecraft.picked_up.rooted_dirt: #17, 238(1%)
minecraft.used.elytra: #17, 20(1%)
minecraft.mined.repeater: #17, 56(1%)
minecraft.crafted.oak_planks: #17, 3444(1%)
minecraft.killed.phantom: #17, 14(1%)
minecraft.crafted.iron_ingot: #17, 8644(1%)
minecraft.picked_up.vine: #17, 70(1%)
minecraft.mined.rooted_dirt: #17, 201(1%)
minecraft.picked_up.saddle: #17, 8(1%)
minecraft.picked_up.deepslate_redstone_ore: #17, 234(1%)
minecraft.dropped.diamond_chestplate: #17, 1(1%)
minecraft.used.polished_deepslate: #17, 281(1%)
minecraft.crafted.campfire: #17, 42(1%)
minecraft.dropped.oak_sign: #17, 5(1%)
minecraft.picked_up.polished_deepslate: #17, 57(1%)
minecraft.crafted.grindstone: #17, 30(1%)
minecraft.crafted.composter: #17, 65(1%)
minecraft.crafted.iron_block: #17, 263(1%)
minecraft.picked_up.dark_oak_stairs: #17, 18(1%)
minecraft.mined.bamboo_wall_sign: #17, 4(1%)
minecraft.used.composter: #17, 59(1%)
minecraft.picked_up.deepslate_bricks: #17, 85(1%)
minecraft.used.oak_planks: #17, 106(1%)
minecraft.picked_up.armor_stand: #17, 36(1%)
minecraft.crafted.packed_mud: #17, 780(1%)
minecraft.picked_up.dark_oak_fence: #17, 30(1%)
minecraft.picked_up.deepslate_gold_ore: #17, 66(1%)
minecraft.dropped.player_head: #17, 95(1%)
minecraft.picked_up.chiseled_bookshelf: #17, 6(1%)
minecraft.mined.end_rod: #17, 37(1%)
minecraft.picked_up.black_dye: #17, 11(1%)
minecraft.dropped.goat_horn: #17, 1(1%)
minecraft.picked_up.white_dye: #17, 23(1%)
minecraft.used.bamboo_sign: #17, 27(1%)
minecraft.mined.dark_oak_fence: #17, 20(1%)
minecraft.dropped.clay: #17, 8(1%)
minecraft.mined.sweet_berry_bush: #17, 8(1%)
minecraft.mined.polished_deepslate_slab: #17, 13(1%)
minecraft.used.diamond_sword: #17, 4847(0%)
minecraft.dropped.tuff_bricks: #17, 26(1%)
minecraft.mined.cobweb: #17, 81(1%)
minecraft.crafted.cherry_planks: #17, 196(1%)
minecraft.mined.dragon_wall_head: #17, 1(1%)
minecraft.mined.polished_deepslate_wall: #17, 5(1%)
minecraft.mined.andesite_stairs: #17, 2(1%)
minecraft.picked_up.redstone_ore: #17, 11(1%)
minecraft.crafted.mossy_cobblestone_slab: #17, 6(1%)
minecraft.picked_up.tuff_brick_stairs: #17, 11(0%)
minecraft.mined.mud_bricks: #17, 17(0%)
minecraft.dropped.lever: #17, 6(0%)
minecraft.mined.birch_trapdoor: #17, 2(0%)
minecraft.mined.emerald_ore: #17, 4(0%)
minecraft.mined.acacia_planks: #17, 4(0%)
minecraft.used.white_carpet: #17, 25(0%)
minecraft.mined.smooth_quartz_stairs: #17, 7(0%)
minecraft.picked_up.deepslate_copper_ore: #17, 12(0%)
minecraft.used.quartz_block: #17, 98(0%)
minecraft.picked_up.smooth_quartz_stairs: #17, 7(0%)
minecraft.used.jungle_stairs: #17, 11(0%)
minecraft.picked_up.muddy_mangrove_roots: #17, 50(0%)
minecraft.mined.potatoes: #17, 18(0%)
minecraft.crafted.brown_wool: #17, 10(0%)
minecraft.used.sea_lantern: #17, 15(0%)
minecraft.picked_up.andesite_stairs: #17, 2(0%)
minecraft.dropped.ladder: #17, 6(0%)
minecraft.picked_up.glow_item_frame: #17, 8(0%)
minecraft.used.warped_stem: #17, 17(0%)
minecraft.used.gray_concrete_powder: #17, 170(0%)
minecraft.mined.copper_bulb: #17, 1(0%)
minecraft.picked_up.quartz_stairs: #17, 7(0%)
minecraft.used.potato: #17, 19(0%)
minecraft.mined.red_concrete: #17, 26(0%)
minecraft.used.cartography_table: #17, 1(0%)
minecraft.crafted.gray_concrete_powder: #17, 176(0%)
minecraft.used.netherite_pickaxe: #17, 14015(0%)
minecraft.picked_up.flint_and_steel: #17, 3(0%)
minecraft.crafted.glow_item_frame: #17, 7(0%)
minecraft.used.red_terracotta: #17, 35(0%)
minecraft.custom.interact_with_cartography_table: #17, 1(0%)
minecraft.mined.bamboo_stairs: #17, 1(0%)
minecraft.used.sea_pickle: #17, 10(0%)
minecraft.dropped.spruce_trapdoor: #17, 4(0%)
minecraft.used.diamond_chestplate: #17, 1(0%)
minecraft.crafted.acacia_stairs: #17, 4(0%)
minecraft.used.green_concrete_powder: #17, 14(0%)
minecraft.crafted.cobbled_deepslate_slab: #17, 12(0%)
minecraft.used.blue_ice: #17, 5(0%)
minecraft.picked_up.sculk_sensor: #17, 5(0%)
minecraft.used.bamboo_slab: #17, 14(0%)
minecraft.mined.mud_brick_slab: #17, 1(0%)
minecraft.used.cut_sandstone: #17, 6(0%)
minecraft.dropped.pumpkin: #17, 37(0%)
minecraft.mined.mud_brick_wall: #17, 1(0%)
minecraft.mined.stone_brick_wall: #17, 1(0%)
minecraft.crafted.wooden_shovel: #17, 1(0%)
minecraft.picked_up.gray_bed: #17, 1(0%)
minecraft.mined.birch_slab: #17, 1(0%)
minecraft.mined.warped_slab: #17, 1(0%)
minecraft.used.smooth_quartz: #17, 34(0%)
minecraft.picked_up.mud_brick_wall: #17, 1(0%)
minecraft.crafted.deepslate_tile_slab: #17, 2(0%)
minecraft.used.gold_nugget: #17, 1(0%)
minecraft.picked_up.snow_block: #17, 58(0%)
minecraft.mined.tube_coral_wall_fan: #17, 1(0%)
minecraft.picked_up.torchflower_seeds: #17, 1(0%)
minecraft.dropped.glass: #17, 11(0%)
minecraft.used.crimson_nylium: #17, 1(0%)
minecraft.crafted.cobbled_deepslate_stairs: #17, 1(0%)
minecraft.mined.wet_sponge: #17, 3(0%)
minecraft.picked_up.wet_sponge: #17, 3(0%)
minecraft.mined.black_carpet: #17, 1(0%)
minecraft.dropped.copper_ingot: #17, 1(0%)
minecraft.crafted.deepslate_bricks: #17, 1(0%)
minecraft.used.chest: #18, 972(3%)
minecraft.dropped.diamond_leggings: #18, 3(2%)
minecraft.picked_up.granite: #18, 4751(2%)
minecraft.crafted.spruce_stairs: #18, 288(2%)
minecraft.crafted.diamond: #18, 1359(2%)
minecraft.picked_up.shield: #18, 7(2%)
minecraft.picked_up.deepslate: #18, 4536(2%)
minecraft.custom.fill_cauldron: #18, 15(2%)
minecraft.used.jukebox: #18, 9(2%)
minecraft.mined.player_head: #18, 46(1%)
minecraft.custom.leave_game: #19, 837(2%)
minecraft.mined.kelp: #18, 63(1%)
minecraft.mined.redstone_torch: #18, 28(1%)
minecraft.used.armor_stand: #18, 77(1%)
minecraft.used.chipped_anvil: #18, 4(1%)
minecraft.custom.player_kills: #18, 13(1%)
minecraft.picked_up.iron_nugget: #18, 122(1%)
minecraft.picked_up.bundle: #18, 5(1%)
minecraft.picked_up.quartz: #18, 863(1%)
minecraft.picked_up.copper_ore: #18, 739(1%)
minecraft.mined.deepslate_redstone_ore: #18, 621(1%)
minecraft.used.written_book: #18, 58(1%)
minecraft.crafted.iron_boots: #18, 2(1%)
minecraft.custom.interact_with_beacon: #18, 15(1%)
minecraft.killed.ghast: #18, 12(1%)
minecraft.custom.happy_ghast_one_cm: #18, 222600(1%)
minecraft.mined.chiseled_bookshelf: #18, 7(1%)
minecraft.used.polished_tuff: #18, 465(1%)
minecraft.picked_up.sand: #18, 17002(1%)
minecraft.mined.spruce_sapling: #18, 6(1%)
minecraft.crafted.mangrove_planks: #18, 544(1%)
minecraft.picked_up.yellow_shulker_box: #18, 44(1%)
minecraft.used.redstone_block: #18, 115(1%)
minecraft.mined.yellow_shulker_box: #18, 41(1%)
minecraft.used.yellow_shulker_box: #18, 41(1%)
minecraft.mined.fire: #18, 126(1%)
minecraft.picked_up.tnt: #18, 95(1%)
minecraft.crafted.stone_bricks: #18, 1046(1%)
minecraft.picked_up.fishing_rod: #18, 8(1%)
minecraft.picked_up.totem_of_undying: #18, 5(1%)
minecraft.mined.glow_lichen: #18, 152(1%)
minecraft.crafted.repeater: #18, 63(1%)
minecraft.picked_up.bricks: #18, 36(1%)
minecraft.broken.iron_pickaxe: #18, 1(1%)
minecraft.crafted.oak_slab: #18, 180(1%)
minecraft.crafted.redstone_torch: #18, 313(0%)
minecraft.mined.stone_brick_stairs: #18, 15(1%)
minecraft.used.light_gray_concrete_powder: #18, 126(1%)
minecraft.mined.rose_bush: #18, 7(1%)
minecraft.crafted.shulker_box: #18, 57(0%)
minecraft.dropped.spruce_sign: #18, 3(0%)
minecraft.crafted.stone: #18, 66(0%)
minecraft.picked_up.potato: #18, 157(0%)
minecraft.crafted.yellow_dye: #18, 124(0%)
minecraft.crafted.jungle_stairs: #18, 12(0%)
minecraft.dropped.phantom_membrane: #18, 1(0%)
minecraft.used.glow_item_frame: #18, 13(0%)
minecraft.picked_up.yellow_dye: #18, 10(0%)
minecraft.picked_up.orange_wool: #18, 24(0%)
minecraft.crafted.polished_tuff_wall: #18, 9(0%)
minecraft.picked_up.glow_lichen: #18, 162(0%)
minecraft.dropped.acacia_log: #18, 2(0%)
minecraft.picked_up.glass_bottle: #18, 101(0%)
minecraft.picked_up.packed_ice: #18, 583(0%)
minecraft.picked_up.emerald_ore: #18, 2(0%)
minecraft.crafted.cartography_table: #18, 1(0%)
minecraft.dropped.leather: #18, 20(0%)
minecraft.mined.cobblestone_slab: #18, 11(0%)
minecraft.dropped.glass_bottle: #18, 52(0%)
minecraft.mined.cyan_bed: #18, 3(0%)
minecraft.picked_up.mossy_stone_bricks: #18, 17(0%)
minecraft.used.deepslate_tiles: #18, 199(0%)
minecraft.crafted.white_carpet: #18, 21(0%)
minecraft.crafted.magenta_dye: #18, 38(0%)
minecraft.picked_up.pitcher_plant: #18, 4(0%)
minecraft.mined.cobblestone_stairs: #18, 6(0%)
minecraft.crafted.heavy_weighted_pressure_plate: #18, 1(0%)
minecraft.mined.bricks: #18, 8(0%)
minecraft.mined.polished_granite: #18, 3(0%)
minecraft.dropped.spruce_sapling: #18, 4(0%)
minecraft.picked_up.polished_granite: #18, 3(0%)
minecraft.crafted.red_shulker_box: #18, 1(0%)
minecraft.mined.birch_stairs: #18, 1(0%)
minecraft.picked_up.quartz_block: #18, 15(0%)
minecraft.dropped.pumpkin_seeds: #18, 14(0%)
minecraft.mined.yellow_terracotta: #18, 15(0%)
minecraft.picked_up.chiseled_stone_bricks: #18, 3(0%)
minecraft.mined.spruce_wood: #18, 1(0%)
minecraft.mined.packed_mud: #18, 29(0%)
minecraft.mined.sculk_sensor: #18, 3(0%)
minecraft.dropped.flint_and_steel: #18, 1(0%)
minecraft.used.brown_concrete_powder: #18, 5(0%)
minecraft.picked_up.birch_slab: #18, 1(0%)
minecraft.dropped.bamboo_planks: #18, 5(0%)
minecraft.used.cooked_cod: #18, 3(0%)
minecraft.crafted.polished_deepslate_slab: #18, 2(0%)
minecraft.dropped.purpur_block: #18, 1(0%)
minecraft.used.rooted_dirt: #18, 7(0%)
minecraft.used.blackstone_slab: #18, 3(0%)
minecraft.picked_up.tube_coral_fan: #18, 1(0%)
minecraft.crafted.mud_brick_wall: #18, 1(0%)
minecraft.picked_up.charcoal: #18, 2(0%)
minecraft.used.brown_terracotta: #18, 1(0%)
minecraft.used.red_sand: #18, 1(0%)
minecraft.used.yellow_concrete: #18, 3(0%)
minecraft.used.amethyst_block: #18, 1(0%)
minecraft.mined.brown_terracotta: #18, 1(0%)
minecraft.picked_up.elytra: #19, 25(1%)
minecraft.custom.interact_with_lectern: #19, 183(1%)
minecraft.picked_up.glow_ink_sac: #19, 77(2%)
minecraft.picked_up.diamond_pickaxe: #19, 25(1%)
minecraft.picked_up.rail: #19, 577(1%)
minecraft.mined.sand: #19, 15272(1%)
minecraft.picked_up.flint: #19, 219(1%)
minecraft.picked_up.gravel: #19, 5905(1%)
minecraft.mined.chipped_anvil: #19, 4(1%)
minecraft.killed.salmon: #19, 34(1%)
minecraft.picked_up.item_frame: #19, 80(1%)
minecraft.picked_up.baked_potato: #19, 110(1%)
minecraft.mined.note_block: #19, 21(1%)
minecraft.crafted.redstone_block: #19, 370(1%)
minecraft.dropped.stone_pickaxe: #19, 1(1%)
minecraft.used.potion: #19, 370(1%)
minecraft.picked_up.note_block: #19, 24(1%)
minecraft.mined.spruce_stairs: #19, 42(1%)
minecraft.mined.anvil: #19, 8(1%)
minecraft.picked_up.cyan_terracotta: #19, 96(1%)
minecraft.picked_up.repeater: #19, 79(1%)
minecraft.picked_up.redstone_torch: #19, 80(1%)
minecraft.dropped.saddle: #19, 1(1%)
minecraft.crafted.dark_oak_slab: #19, 198(1%)
minecraft.crafted.white_bed: #19, 5(1%)
minecraft.used.observer: #19, 215(1%)
minecraft.picked_up.dragon_head: #19, 3(1%)
minecraft.mined.melon: #19, 197(1%)
minecraft.picked_up.smooth_stone_slab: #19, 107(1%)
minecraft.crafted.bookshelf: #19, 40(1%)
minecraft.dropped.carrot: #19, 222(1%)
minecraft.crafted.lapis_lazuli: #19, 126(1%)
minecraft.picked_up.melon_slice: #19, 329(1%)
minecraft.crafted.hopper_minecart: #19, 6(1%)
minecraft.dropped.stick: #19, 391(0%)
minecraft.picked_up.cooked_chicken: #19, 52(0%)
minecraft.mined.dead_bush: #19, 33(1%)
minecraft.mined.redstone_ore: #19, 15(0%)
minecraft.picked_up.red_dye: #19, 8(0%)
minecraft.picked_up.tropical_fish: #19, 6(1%)
minecraft.picked_up.filled_map: #19, 80(0%)
minecraft.used.diamond_helmet: #19, 1(1%)
minecraft.mined.polished_deepslate: #19, 21(0%)
minecraft.picked_up.brewing_stand: #19, 4(0%)
minecraft.mined.smithing_table: #19, 2(0%)
minecraft.used.glow_lichen: #19, 132(0%)
minecraft.mined.brewing_stand: #19, 3(0%)
minecraft.crafted.coal: #19, 225(0%)
minecraft.used.ender_pearl: #19, 31(0%)
minecraft.picked_up.crimson_nylium: #19, 17(0%)
minecraft.picked_up.polished_tuff_wall: #19, 10(0%)
minecraft.picked_up.stone_brick_stairs: #19, 14(0%)
minecraft.picked_up.bamboo_fence: #19, 6(0%)
minecraft.custom.mob_kills: #19, 18834(0%)
minecraft.crafted.lectern: #19, 6(0%)
minecraft.picked_up.mud_bricks: #19, 19(0%)
minecraft.used.polished_blackstone_button: #19, 4(0%)
minecraft.dropped.shulker_box: #19, 6(0%)
minecraft.crafted.dropper: #19, 21(0%)
minecraft.picked_up.cobblestone_slab: #19, 14(0%)
minecraft.used.quartz_stairs: #19, 18(0%)
minecraft.crafted.smooth_stone_slab: #19, 70(0%)
minecraft.used.melon_seeds: #19, 3(0%)
minecraft.picked_up.white_carpet: #19, 7(0%)
minecraft.mined.tnt: #19, 5(0%)
minecraft.picked_up.book: #19, 19(0%)
minecraft.picked_up.cobblestone_stairs: #19, 6(0%)
minecraft.dropped.terracotta: #19, 3(0%)
minecraft.crafted.player_head: #19, 24(0%)
minecraft.dropped.slime_ball: #19, 21(0%)
minecraft.used.orange_terracotta: #19, 27(0%)
minecraft.used.bamboo_planks: #19, 19(0%)
minecraft.picked_up.end_stone: #19, 23(0%)
minecraft.picked_up.goat_horn: #19, 1(0%)
minecraft.picked_up.stone_brick_slab: #19, 12(0%)
minecraft.dropped.iron_axe: #19, 1(0%)
minecraft.custom.damage_taken: #19, 180216(0%)
minecraft.picked_up.birch_stairs: #19, 1(0%)
minecraft.mined.yellow_bed: #19, 1(0%)
minecraft.used.yellow_bed: #19, 1(0%)
minecraft.dropped.stone_sword: #19, 2(0%)
minecraft.dropped.sandstone: #19, 6(0%)
minecraft.mined.quartz_block: #19, 6(0%)
minecraft.picked_up.spruce_wood: #19, 1(0%)
minecraft.picked_up.light_gray_terracotta: #19, 11(0%)
minecraft.crafted.polished_granite: #19, 6(0%)
minecraft.crafted.cobblestone_stairs: #19, 2(0%)
minecraft.crafted.stone_brick_wall: #19, 1(0%)
minecraft.crafted.slime_block: #19, 2(0%)
minecraft.used.quartz_slab: #19, 4(0%)
minecraft.mined.light_gray_terracotta: #19, 7(0%)
minecraft.picked_up.red_terracotta: #19, 10(0%)
minecraft.crafted.yellow_concrete_powder: #19, 8(0%)
minecraft.used.deepslate_tile_stairs: #19, 2(0%)
minecraft.mined.red_terracotta: #19, 3(0%)
minecraft.picked_up.brown_terracotta: #19, 1(0%)
minecraft.killed.witch: #19, 2(0%)
minecraft.killed.zombified_piglin: #19, 6(0%)
minecraft.custom.sprint_one_cm: #20, 71446138(2%)
minecraft.custom.drop: #20, 5602(2%)
minecraft.custom.walk_on_water_one_cm: #20, 1573632(1%)
minecraft.crafted.stick: #20, 7993(2%)
minecraft.picked_up.iron_block: #20, 1013(2%)
minecraft.picked_up.player_head: #20, 504(1%)
minecraft.crafted.crafting_table: #20, 81(1%)
minecraft.picked_up.torch: #20, 1813(1%)
minecraft.used.carrot: #20, 219(1%)
minecraft.used.stone_pickaxe: #20, 130(1%)
minecraft.picked_up.iron_chestplate: #20, 3(1%)
minecraft.used.spruce_boat: #20, 7(1%)
minecraft.picked_up.salmon: #20, 88(1%)
minecraft.picked_up.iron_helmet: #20, 2(1%)
minecraft.mined.vine: #20, 168(1%)
minecraft.picked_up.calcite: #20, 405(1%)
minecraft.picked_up.chipped_anvil: #20, 4(1%)
minecraft.picked_up.cobbled_deepslate: #20, 8278(1%)
minecraft.crafted.diamond_chestplate: #20, 1(1%)
minecraft.mined.nether_quartz_ore: #20, 468(1%)
minecraft.picked_up.spruce_stairs: #20, 59(1%)
minecraft.used.bow: #20, 787(1%)
minecraft.picked_up.melon_seeds: #20, 15(1%)
minecraft.picked_up.diamond: #20, 743(1%)
minecraft.custom.damage_dealt: #20, 347809(1%)
minecraft.used.cobbled_deepslate: #20, 831(1%)
minecraft.mined.deepslate_lapis_ore: #20, 76(1%)
minecraft.picked_up.phantom_membrane: #20, 15(1%)
minecraft.dropped.diamond_block: #20, 14(1%)
minecraft.used.powered_rail: #20, 179(1%)
minecraft.used.redstone_lamp: #20, 16(1%)
minecraft.mined.flower_pot: #20, 2(1%)
minecraft.crafted.cyan_shulker_box: #20, 1(1%)
minecraft.mined.piston: #20, 23(1%)
