stat, rank, value, (percentage) 
minecraft.used.stonecutter: #21, 15(1%)
minecraft.crafted.chest: #21, 612(1%)
minecraft.picked_up.rail: #21, 412(1%)
minecraft.picked_up.gravel: #21, 4325(1%)
minecraft.picked_up.lapis_lazuli: #21, 967(1%)
minecraft.picked_up.oak_planks: #21, 120(1%)
minecraft.mined.dirt_path: #21, 172(1%)
minecraft.mined.oak_planks: #21, 60(1%)
minecraft.used.bamboo: #21, 154(1%)
minecraft.used.hopper: #21, 267(1%)
minecraft.killed.ghast: #21, 7(1%)
minecraft.mined.carrots: #21, 62(1%)
minecraft.mined.oak_leaves: #21, 1094(1%)
minecraft.picked_up.string: #21, 427(0%)
minecraft.crafted.oak_planks: #21, 1756(1%)
minecraft.mined.anvil: #21, 5(1%)
minecraft.mined.chain: #21, 23(1%)
minecraft.picked_up.mossy_cobblestone: #21, 50(1%)
minecraft.used.polished_tuff: #21, 217(0%)
minecraft.used.oak_planks: #21, 61(0%)
minecraft.used.spruce_door: #21, 2(0%)
minecraft.picked_up.spruce_fence: #21, 25(0%)
minecraft.crafted.emerald: #21, 2032(0%)
minecraft.mined.mud: #21, 944(0%)
minecraft.dropped.potion: #21, 11(0%)
minecraft.used.tripwire_hook: #21, 2(0%)
minecraft.dropped.golden_chestplate: #21, 1(0%)
minecraft.killed.skeleton: #21, 146(0%)
minecraft.mined.flowering_azalea: #21, 4(0%)
minecraft.picked_up.hay_block: #21, 19(0%)
minecraft.mined.rose_bush: #21, 3(0%)
minecraft.crafted.coarse_dirt: #21, 192(0%)
minecraft.used.stone_sword: #21, 25(0%)
minecraft.picked_up.rose_bush: #21, 18(0%)
minecraft.used.stone_button: #21, 14(0%)
minecraft.picked_up.dandelion: #21, 108(0%)
minecraft.used.enchanted_book: #21, 4(0%)
minecraft.picked_up.nether_brick_fence: #21, 1(0%)
minecraft.mined.cobblestone_stairs: #21, 4(0%)
minecraft.picked_up.honeycomb: #21, 58(0%)
minecraft.mined.cobweb: #21, 18(0%)
minecraft.used.pink_shulker_box: #21, 4(0%)
minecraft.crafted.birch_trapdoor: #21, 2(0%)
minecraft.crafted.firework_rocket: #21, 399(0%)
minecraft.mined.pink_shulker_box: #21, 3(0%)
minecraft.picked_up.pink_shulker_box: #21, 3(0%)
minecraft.dropped.gunpowder: #21, 24(0%)
minecraft.crafted.charcoal: #21, 12(0%)
minecraft.used.polished_tuff_wall: #21, 10(0%)
minecraft.used.warped_stem: #21, 5(0%)
minecraft.crafted.jungle_slab: #21, 6(0%)
minecraft.mined.end_stone: #21, 8(0%)
minecraft.picked_up.deepslate_copper_ore: #21, 2(0%)
minecraft.used.jungle_slab: #21, 4(0%)
minecraft.crafted.spruce_fence_gate: #21, 3(0%)
minecraft.crafted.comparator: #21, 3(0%)
minecraft.picked_up.polished_deepslate_slab: #21, 2(0%)
minecraft.mined.polished_deepslate_slab: #21, 1(0%)
minecraft.dropped.oak_log: #21, 4(0%)
minecraft.used.oak_sapling: #21, 18(0%)
minecraft.used.honey_block: #21, 6(0%)
minecraft.mined.smooth_stone: #21, 10(0%)
minecraft.used.bamboo_trapdoor: #21, 5(0%)
minecraft.used.polished_andesite_stairs: #21, 1(0%)
minecraft.dropped.sugar_cane: #21, 9(0%)
minecraft.used.cyan_wool: #21, 2(0%)
minecraft.used.jungle_stairs: #21, 1(0%)
minecraft.mined.oxidized_copper: #21, 7(0%)
minecraft.picked_up.brown_shulker_box: #21, 1(0%)
minecraft.crafted.smithing_table: #21, 1(0%)
minecraft.picked_up.copper_ingot: #21, 4(0%)
minecraft.mined.light_blue_shulker_box: #21, 1(0%)
minecraft.picked_up.light_gray_terracotta: #21, 4(0%)
minecraft.mined.large_fern: #21, 1(0%)
minecraft.dropped.poppy: #21, 5(0%)
minecraft.picked_up.copper_block: #21, 7(0%)
minecraft.dropped.bread: #21, 1(0%)
minecraft.picked_up.red_terracotta: #21, 2(0%)
minecraft.mined.nether_wart_block: #21, 1(0%)
minecraft.dropped.glass: #21, 1(0%)
minecraft.used.copper_block: #21, 1(0%)
minecraft.picked_up.azalea_leaves: #21, 1(0%)
minecraft.custom.sneak_time: #22, 1781430(1%)
minecraft.custom.interact_with_furnace: #22, 1026(2%)
minecraft.picked_up.leather_leggings: #22, 6(1%)
minecraft.mined.short_grass: #22, 1616(1%)
minecraft.used.spruce_sign: #22, 85(1%)
minecraft.custom.interact_with_stonecutter: #22, 133(1%)
minecraft.mined.spruce_log: #22, 2394(1%)
minecraft.picked_up.spruce_log: #22, 2569(1%)
minecraft.mined.furnace: #22, 33(1%)
minecraft.used.furnace: #22, 54(1%)
minecraft.mined.white_shulker_box: #22, 65(1%)
minecraft.picked_up.furnace: #22, 33(1%)
minecraft.mined.tall_grass: #22, 223(1%)
minecraft.mined.spruce_wall_sign: #22, 5(1%)
minecraft.crafted.rail: #22, 320(1%)
minecraft.mined.granite: #22, 2145(1%)
minecraft.picked_up.ender_chest: #22, 144(1%)
minecraft.used.spruce_boat: #22, 4(1%)
minecraft.used.chipped_anvil: #22, 2(1%)
minecraft.picked_up.birch_planks: #22, 43(1%)
minecraft.crafted.bow: #22, 13(1%)
minecraft.dropped.wheat_seeds: #22, 1037(1%)
minecraft.picked_up.painting: #22, 28(1%)
minecraft.mined.oak_log: #22, 574(1%)
minecraft.mined.chipped_anvil: #22, 2(1%)
minecraft.crafted.copper_ingot: #22, 864(1%)
minecraft.picked_up.oak_sapling: #22, 190(1%)
minecraft.crafted.birch_planks: #22, 480(1%)
minecraft.picked_up.copper_ore: #22, 309(0%)
minecraft.custom.interact_with_grindstone: #22, 10(1%)
minecraft.used.ender_chest: #22, 79(0%)
minecraft.mined.kelp: #22, 21(0%)
minecraft.mined.ender_chest: #22, 78(0%)
minecraft.picked_up.armor_stand: #22, 20(0%)
minecraft.picked_up.brown_mushroom: #22, 42(0%)
minecraft.used.armor_stand: #22, 23(0%)
minecraft.mined.deepslate_gold_ore: #22, 97(0%)
minecraft.crafted.iron_block: #22, 113(0%)
minecraft.picked_up.spruce_planks: #22, 70(0%)
minecraft.picked_up.coarse_dirt: #22, 87(0%)
minecraft.mined.cauldron: #22, 1(0%)
minecraft.crafted.copper_block: #22, 113(0%)
minecraft.used.spruce_fence: #22, 60(0%)
minecraft.used.pumpkin_seeds: #22, 7(0%)
minecraft.dropped.spruce_planks: #22, 11(0%)
minecraft.picked_up.melon: #22, 98(0%)
minecraft.mined.andesite_slab: #22, 3(0%)
minecraft.picked_up.raw_gold: #22, 113(0%)
minecraft.mined.amethyst_block: #22, 37(0%)
minecraft.crafted.flower_pot: #22, 9(0%)
minecraft.picked_up.amethyst_shard: #22, 121(0%)
minecraft.mined.spruce_planks: #22, 28(0%)
minecraft.picked_up.amethyst_block: #22, 36(0%)
minecraft.dropped.string: #22, 33(0%)
minecraft.used.spruce_sapling: #22, 76(0%)
minecraft.mined.redstone_ore: #22, 6(0%)
minecraft.mined.azalea: #22, 5(0%)
minecraft.dropped.copper_ore: #22, 5(0%)
minecraft.crafted.glass: #22, 267(0%)
minecraft.crafted.cauldron: #22, 3(0%)
minecraft.custom.traded_with_villager: #22, 719(0%)
minecraft.picked_up.warped_wart_block: #22, 42(0%)
minecraft.picked_up.pumpkin_seeds: #22, 41(0%)
minecraft.picked_up.oak_stairs: #22, 4(0%)
minecraft.picked_up.polished_andesite_stairs: #22, 1(0%)
minecraft.mined.birch_leaves: #22, 120(0%)
minecraft.crafted.crafter: #22, 3(0%)
minecraft.crafted.ender_chest: #22, 1(0%)
minecraft.picked_up.sea_pickle: #22, 9(0%)
minecraft.dropped.spruce_log: #22, 4(0%)
minecraft.used.orange_shulker_box: #22, 4(0%)
minecraft.used.honeycomb: #22, 13(0%)
minecraft.picked_up.cornflower: #22, 10(0%)
minecraft.picked_up.book: #22, 7(0%)
minecraft.picked_up.orange_shulker_box: #22, 3(0%)
minecraft.mined.orange_shulker_box: #22, 3(0%)
minecraft.dropped.shears: #22, 1(0%)
minecraft.mined.crimson_roots: #22, 2(0%)
minecraft.used.short_grass: #22, 13(0%)
minecraft.used.cobblestone_stairs: #22, 4(0%)
minecraft.picked_up.acacia_sapling: #22, 6(0%)
minecraft.picked_up.oxidized_copper: #22, 6(0%)
minecraft.used.white_concrete_powder: #22, 19(0%)
minecraft.picked_up.rooted_dirt: #22, 3(0%)
minecraft.crafted.magenta_dye: #22, 2(0%)
minecraft.used.waxed_oxidized_copper: #22, 1(0%)
minecraft.picked_up.crimson_stem: #22, 1(0%)
minecraft.used.pink_petals: #22, 1(0%)
minecraft.picked_up.gray_wool: #22, 1(0%)
minecraft.mined.crafting_table: #23, 116(2%)
minecraft.custom.open_shulker_box: #23, 8997(1%)
minecraft.used.torch: #23, 2487(1%)
minecraft.used.barrel: #23, 105(1%)
minecraft.picked_up.wheat: #23, 1769(1%)
minecraft.mined.wheat: #23, 1478(1%)
minecraft.mined.tuff: #23, 2290(1%)
minecraft.picked_up.wheat_seeds: #23, 4663(1%)
minecraft.mined.andesite: #23, 2059(1%)
minecraft.used.wheat_seeds: #23, 1588(1%)
minecraft.crafted.spruce_planks: #23, 4600(1%)
minecraft.mined.lapis_ore: #23, 36(1%)
minecraft.mined.obsidian: #23, 107(1%)
minecraft.mined.lantern: #23, 9(1%)
minecraft.crafted.barrel: #23, 54(1%)
minecraft.picked_up.oak_log: #23, 649(1%)
minecraft.mined.spruce_stairs: #23, 24(1%)
minecraft.custom.damage_dealt: #23, 204093(0%)
minecraft.picked_up.quartz: #23, 345(0%)
minecraft.crafted.furnace: #23, 34(0%)
minecraft.used.painting: #23, 26(0%)
minecraft.crafted.hopper: #23, 122(0%)
minecraft.killed.pig: #23, 5(0%)
minecraft.picked_up.oak_slab: #23, 17(0%)
minecraft.picked_up.spruce_stairs: #23, 23(0%)
minecraft.used.cauldron: #23, 4(0%)
minecraft.mined.gold_ore: #23, 13(0%)
minecraft.mined.sugar_cane: #23, 367(0%)
minecraft.custom.talked_to_villager: #23, 178(0%)
minecraft.dropped.andesite: #23, 83(0%)
minecraft.used.anvil: #23, 12(0%)
minecraft.used.flint_and_steel: #23, 19(0%)
minecraft.crafted.dispenser: #23, 4(0%)
minecraft.mined.moss_block: #23, 146(0%)
minecraft.crafted.spruce_fence: #23, 48(0%)
minecraft.mined.coarse_dirt: #23, 49(0%)
minecraft.picked_up.stone_slab: #23, 29(0%)
minecraft.dropped.leather_boots: #23, 1(0%)
minecraft.mined.smithing_table: #23, 1(0%)
minecraft.crafted.oak_trapdoor: #23, 10(0%)
minecraft.crafted.stonecutter: #23, 2(0%)
minecraft.mined.composter: #23, 4(0%)
minecraft.mined.stone_stairs: #23, 3(0%)
minecraft.picked_up.red_mushroom: #23, 3(0%)
minecraft.mined.polished_andesite_stairs: #23, 1(0%)
minecraft.used.coarse_dirt: #23, 128(0%)
minecraft.mined.stone_slab: #23, 12(0%)
minecraft.picked_up.smooth_basalt: #23, 18(0%)
minecraft.used.oak_leaves: #23, 166(0%)
minecraft.used.cyan_shulker_box: #23, 6(0%)
minecraft.used.pumpkin: #23, 8(0%)
minecraft.mined.melon: #23, 35(0%)
minecraft.crafted.redstone_torch: #23, 74(0%)
minecraft.used.oak_slab: #23, 10(0%)
minecraft.mined.farmland: #23, 5(0%)
minecraft.mined.pumpkin: #23, 41(0%)
minecraft.crafted.spruce_trapdoor: #23, 50(0%)
minecraft.used.brewing_stand: #23, 1(0%)
minecraft.crafted.lapis_block: #23, 10(0%)
minecraft.crafted.yellow_dye: #23, 26(0%)
minecraft.picked_up.shulker_shell: #23, 12(0%)
minecraft.picked_up.poppy: #23, 30(0%)
minecraft.used.moss_block: #23, 111(0%)
minecraft.mined.dead_bush: #23, 4(0%)
minecraft.crafted.grindstone: #23, 2(0%)
minecraft.used.spruce_planks: #23, 26(0%)
minecraft.used.birch_planks: #23, 7(0%)
minecraft.picked_up.honey_block: #23, 11(0%)
minecraft.picked_up.clay: #23, 13(0%)
minecraft.mined.smooth_stone_slab: #23, 4(0%)
minecraft.used.blast_furnace: #23, 1(0%)
minecraft.mined.fern: #23, 2(0%)
minecraft.used.spruce_fence_gate: #23, 2(0%)
minecraft.used.white_concrete: #23, 31(0%)
minecraft.crafted.bread: #23, 8(0%)
minecraft.mined.stripped_oak_log: #23, 2(0%)
minecraft.crafted.stone_slab: #23, 6(0%)
minecraft.picked_up.light_blue_shulker_box: #23, 1(0%)
minecraft.crafted.quartz_block: #23, 15(0%)
minecraft.used.bone_block: #23, 3(0%)
minecraft.mined.acacia_leaves: #23, 4(0%)
minecraft.picked_up.white_shulker_box: #24, 66(1%)
minecraft.used.stone: #24, 6638(1%)
minecraft.used.white_shulker_box: #24, 67(1%)
minecraft.picked_up.tuff: #24, 2566(1%)
minecraft.picked_up.andesite: #24, 1964(1%)
minecraft.mined.deepslate_lapis_ore: #24, 63(1%)
minecraft.custom.boat_one_cm: #24, 653718(1%)
minecraft.picked_up.soul_sand: #24, 135(0%)
minecraft.used.obsidian: #24, 80(0%)
minecraft.used.soul_sand: #24, 45(0%)
minecraft.mined.soul_sand: #24, 79(0%)
minecraft.picked_up.spruce_slab: #24, 52(0%)
minecraft.used.oak_trapdoor: #24, 20(0%)
minecraft.mined.deepslate_diamond_ore: #24, 179(0%)
minecraft.mined.nether_quartz_ore: #24, 131(0%)
minecraft.picked_up.campfire: #24, 4(0%)
minecraft.picked_up.ender_pearl: #24, 476(0%)
minecraft.picked_up.sugar_cane: #24, 831(0%)
minecraft.dropped.arrow: #24, 59(0%)
minecraft.picked_up.lily_pad: #24, 6(0%)
minecraft.picked_up.composter: #24, 4(0%)
minecraft.mined.spruce_trapdoor: #24, 15(0%)
minecraft.mined.oak_slab: #24, 3(0%)
minecraft.mined.smooth_basalt: #24, 13(0%)
minecraft.picked_up.cyan_shulker_box: #24, 5(0%)
minecraft.crafted.composter: #24, 9(0%)
minecraft.picked_up.pumpkin: #24, 73(0%)
minecraft.crafted.stone_button: #24, 8(0%)
minecraft.crafted.shulker_box: #24, 10(0%)
minecraft.crafted.spruce_sign: #24, 6(0%)
minecraft.crafted.armor_stand: #24, 7(0%)
minecraft.dropped.granite: #24, 14(0%)
minecraft.used.crafter: #24, 2(0%)
minecraft.mined.crafter: #24, 1(0%)
minecraft.picked_up.crafter: #24, 1(0%)
minecraft.used.deepslate_diamond_ore: #24, 12(0%)
minecraft.used.purple_shulker_box: #24, 2(0%)
minecraft.picked_up.stripped_oak_log: #24, 4(0%)
minecraft.crafted.campfire: #24, 2(0%)
minecraft.crafted.blast_furnace: #24, 1(0%)
minecraft.crafted.smooth_stone_slab: #24, 12(0%)
minecraft.crafted.gold_ingot: #24, 61(0%)
minecraft.picked_up.oak_leaves: #24, 46(0%)
minecraft.crafted.orange_dye: #24, 1(0%)
minecraft.killed.enderman: #24, 7(0%)
minecraft.dropped.leather_helmet: #25, 1(0%)
minecraft.picked_up.leather: #25, 120(0%)
minecraft.mined.tripwire: #25, 3(0%)
minecraft.custom.time_since_rest: #25, 74110(0%)
minecraft.used.composter: #25, 11(0%)
minecraft.mined.spruce_slab: #25, 13(0%)
minecraft.mined.cyan_shulker_box: #25, 4(0%)
minecraft.used.spruce_trapdoor: #25, 48(0%)
minecraft.used.campfire: #25, 3(0%)
minecraft.crafted.anvil: #25, 4(0%)
minecraft.picked_up.deepslate_diamond_ore: #25, 18(0%)
minecraft.picked_up.beef: #25, 17(0%)
minecraft.crafted.cooked_beef: #25, 7(0%)
minecraft.picked_up.chorus_fruit: #25, 10(0%)
minecraft.crafted.red_dye: #25, 19(0%)
minecraft.mined.purple_shulker_box: #25, 1(0%)
minecraft.picked_up.purple_shulker_box: #25, 1(0%)
minecraft.killed.cow: #25, 3(0%)
minecraft.picked_up.smooth_stone_slab: #25, 4(0%)
minecraft.dropped.cobbled_deepslate: #25, 29(0%)
minecraft.mined.bone_block: #25, 1(0%)
minecraft.dropped.ender_pearl: #25, 32(0%)
minecraft.crafted.repeater: #25, 1(0%)
minecraft.used.copper_ore: #25, 1(0%)
minecraft.picked_up.leather_helmet: #26, 2(1%)
minecraft.crafted.spruce_slab: #26, 36(0%)
minecraft.dropped.iron_nugget: #26, 3(0%)
minecraft.used.spruce_stairs: #26, 1(0%)
minecraft.custom.time_since_death: #32, 74066(0%)
