stat, rank, value, (percentage) 
minecraft.dropped.magenta_stained_glass: #1, 7(30%)
minecraft.used.elytra: #3, 301(12%)
minecraft.used.jungle_boat: #2, 39(16%)
minecraft.dropped.yellow_dye: #2, 107(13%)
minecraft.used.orange_bed: #2, 37(18%)
minecraft.picked_up.soul_sand: #2, 3525(12%)
minecraft.crafted.lime_wool: #2, 768(22%)
minecraft.picked_up.crimson_pressure_plate: #1, 11(69%)
minecraft.used.wind_charge: #2, 974(12%)
minecraft.used.bundle: #3, 188(14%)
minecraft.picked_up.weeping_vines: #2, 776(14%)
minecraft.used.white_banner: #2, 144(13%)
minecraft.picked_up.bamboo_raft: #2, 51(20%)
minecraft.crafted.cyan_stained_glass: #3, 2008(22%)
minecraft.picked_up.copper_ingot: #2, 2480(14%)
minecraft.dropped.redstone: #2, 2551(13%)
minecraft.dropped.brown_stained_glass: #1, 189(67%)
minecraft.picked_up.dark_prismarine_slab: #2, 144(27%)
minecraft.crafted.raw_copper: #2, 29039(14%)
minecraft.picked_up.coal_block: #2, 745(17%)
minecraft.dropped.wooden_sword: #2, 19(16%)
minecraft.dropped.firework_star: #1, 64(98%)
minecraft.picked_up.bamboo_trapdoor: #2, 368(13%)
minecraft.used.mace: #3, 2752(13%)
minecraft.crafted.redstone_torch: #3, 10073(16%)
minecraft.mined.obsidian: #2, 2136(12%)
minecraft.used.stone_button: #2, 945(12%)
minecraft.dropped.red_tulip: #2, 109(16%)
minecraft.crafted.comparator: #3, 1049(16%)
minecraft.used.crimson_pressure_plate: #1, 15(48%)
minecraft.used.magenta_terracotta: #2, 468(21%)
minecraft.picked_up.sugar_cane: #2, 55677(11%)
minecraft.mined.verdant_froglight: #2, 1366(14%)
minecraft.mined.blue_ice: #2, 1126(17%)
minecraft.used.suspicious_stew: #1, 9(47%)
minecraft.picked_up.sculk_catalyst: #2, 154(18%)
minecraft.mined.potted_fern: #1, 3(38%)
minecraft.dropped.red_banner: #1, 3(38%)
minecraft.picked_up.diamond_chestplate: #2, 45(12%)
minecraft.picked_up.shulker_shell: #2, 2180(12%)
minecraft.mined.smithing_table: #3, 82(17%)
minecraft.picked_up.tnt: #2, 1468(13%)
minecraft.picked_up.lime_concrete: #2, 716(17%)
minecraft.mined.redstone_wire: #2, 1953(11%)
minecraft.dropped.brown_shulker_box: #2, 9(28%)
minecraft.dropped.fire_coral_block: #1, 3(30%)
minecraft.picked_up.glowstone_dust: #2, 1845(12%)
minecraft.dropped.gray_dye: #2, 66(17%)
minecraft.dropped.stripped_dark_oak_log: #2, 56(25%)
minecraft.broken.flint_and_steel: #2, 13(28%)
minecraft.mined.bamboo: #3, 6868(15%)
minecraft.picked_up.cactus: #3, 7032(15%)
minecraft.mined.sculk_shrieker: #2, 107(16%)
minecraft.used.jukebox: #2, 64(11%)
minecraft.mined.piston_head: #2, 27(14%)
minecraft.dropped.tube_coral_fan: #1, 3(25%)
minecraft.used.black_terracotta: #2, 3567(18%)
minecraft.crafted.activator_rail: #2, 1092(14%)
minecraft.broken.fishing_rod: #2, 17(14%)
minecraft.dropped.oxidized_cut_copper_slab: #1, 4(57%)
minecraft.used.lily_pad: #1, 6(86%)
minecraft.dropped.oxidized_copper_bulb: #1, 6(86%)
minecraft.crafted.soul_lantern: #2, 587(17%)
minecraft.mined.fern: #3, 856(15%)
minecraft.mined.crimson_pressure_plate: #1, 11(85%)
minecraft.mined.red_shulker_box: #2, 1459(10%)
minecraft.mined.suspicious_gravel: #2, 131(22%)
minecraft.picked_up.amethyst_cluster: #2, 627(13%)
minecraft.picked_up.danger_pottery_sherd: #1, 7(33%)
minecraft.mined.dark_prismarine_slab: #2, 102(22%)
minecraft.picked_up.stone_button: #2, 311(11%)
minecraft.custom.damage_resisted: #3, 38265(9%)
minecraft.crafted.hopper_minecart: #2, 113(11%)
minecraft.used.netherrack: #2, 7017(10%)
minecraft.killed.cave_spider: #3, 12569(16%)
minecraft.used.green_bundle: #1, 13(81%)
minecraft.picked_up.iron_block: #2, 6347(10%)
minecraft.picked_up.lever: #2, 964(11%)
minecraft.picked_up.sculk_shrieker: #2, 104(16%)
minecraft.picked_up.white_shulker_box: #2, 719(10%)
minecraft.crafted.copper_block: #2, 3906(10%)
minecraft.crafted.red_nether_bricks: #2, 651(19%)
minecraft.dropped.yellow_banner: #1, 2(40%)
minecraft.mined.potted_jungle_sapling: #1, 2(40%)
minecraft.dropped.blue_orchid: #1, 4(80%)
minecraft.mined.spruce_leaves: #2, 8279(10%)
minecraft.picked_up.green_concrete: #2, 758(16%)
minecraft.picked_up.dark_prismarine: #2, 839(15%)
minecraft.mined.hay_block: #3, 648(16%)
minecraft.used.waxed_exposed_cut_copper_slab: #2, 143(22%)
minecraft.used.jungle_pressure_plate: #2, 16(26%)
minecraft.dropped.dandelion: #3, 690(15%)
minecraft.mined.waxed_weathered_copper: #2, 168(21%)
minecraft.mined.green_concrete: #2, 754(16%)
minecraft.picked_up.netherrack: #2, 30337(10%)
minecraft.used.brush: #2, 389(20%)
minecraft.dropped.bell: #1, 10(26%)
minecraft.crafted.cyan_dye: #3, 3798(15%)
minecraft.used.diamond_helmet: #3, 31(16%)
minecraft.picked_up.spectral_arrow: #2, 1964(14%)
minecraft.dropped.gray_glazed_terracotta: #1, 3(75%)
minecraft.crafted.purple_bundle: #1, 2(50%)
minecraft.dropped.music_disc_precipice: #1, 2(50%)
minecraft.mined.potted_acacia_sapling: #1, 2(50%)
minecraft.picked_up.green_bundle: #1, 2(50%)
minecraft.crafted.green_bundle: #1, 2(50%)
minecraft.used.rabbit: #1, 3(50%)
minecraft.dropped.lime_candle: #1, 3(75%)
minecraft.dropped.snort_pottery_sherd: #1, 3(75%)
minecraft.picked_up.crimson_hanging_sign: #1, 6(75%)
minecraft.crafted.respawn_anchor: #2, 54(23%)
minecraft.dropped.mangrove_button: #2, 16(36%)
minecraft.crafted.jungle_pressure_plate: #2, 14(25%)
minecraft.dropped.lapis_lazuli: #2, 504(12%)
minecraft.crafted.pink_dye: #3, 2137(14%)
minecraft.mined.brick_wall: #2, 31(24%)
minecraft.used.mossy_cobblestone_stairs: #2, 81(15%)
minecraft.mined.purple_terracotta: #2, 220(20%)
minecraft.dropped.dark_oak_wood: #1, 10(48%)
minecraft.crafted.composter: #3, 1042(14%)
minecraft.crafted.decorated_pot: #2, 1080(10%)
minecraft.custom.inspect_hopper: #2, 7391(10%)
minecraft.mined.rail: #2, 3250(10%)
minecraft.dropped.music_disc_13: #2, 7(17%)
minecraft.crafted.cooked_mutton: #2, 405(12%)
minecraft.mined.barrel: #2, 366(9%)
minecraft.picked_up.shield: #2, 40(10%)
minecraft.dropped.oxidized_copper_door: #1, 2(67%)
minecraft.dropped.dragon_breath: #1, 12(67%)
minecraft.dropped.damaged_anvil: #1, 3(33%)
minecraft.dropped.stripped_mangrove_wood: #1, 2(33%)
minecraft.dropped.cracked_nether_bricks: #1, 2(67%)
minecraft.dropped.exposed_cut_copper_slab: #1, 2(67%)
minecraft.broken.wooden_hoe: #1, 2(67%)
minecraft.crafted.iron_ingot: #3, 112023(13%)
minecraft.picked_up.smooth_sandstone_stairs: #2, 127(18%)
minecraft.used.white_shulker_box: #2, 757(9%)
minecraft.crafted.light_blue_dye: #3, 3677(13%)
minecraft.mined.yellow_terracotta: #3, 2254(14%)
minecraft.dropped.smooth_sandstone: #2, 125(23%)
minecraft.crafted.diamond_axe: #2, 12(9%)
minecraft.mined.target: #3, 137(16%)
minecraft.used.nether_wart: #3, 1716(14%)
minecraft.custom.strider_one_cm: #1, 217317(62%)
minecraft.dropped.wind_charge: #2, 646(12%)
minecraft.dropped.powered_rail: #3, 92(20%)
minecraft.mined.green_wall_banner: #2, 10(28%)
minecraft.dropped.jungle_wood: #2, 60(44%)
minecraft.used.muddy_mangrove_roots: #2, 1021(12%)
minecraft.used.tnt: #3, 2077(13%)
minecraft.killed.polar_bear: #2, 17(37%)
minecraft.crafted.light_gray_dye: #3, 3848(13%)
minecraft.picked_up.suspicious_sand: #1, 3(60%)
minecraft.used.dark_oak_log: #3, 3405(13%)
minecraft.used.verdant_froglight: #2, 5177(12%)
minecraft.crafted.smooth_stone_slab: #2, 3234(9%)
minecraft.dropped.comparator: #3, 163(23%)
minecraft.picked_up.yellow_terracotta: #3, 2270(13%)
minecraft.used.writable_book: #3, 831(11%)
minecraft.crafted.lime_concrete_powder: #2, 2112(13%)
minecraft.crafted.jack_o_lantern: #2, 305(20%)
minecraft.used.redstone: #3, 10498(13%)
minecraft.dropped.waxed_exposed_cut_copper_slab: #1, 4(57%)
minecraft.mined.black_terracotta: #2, 767(13%)
minecraft.crafted.brown_concrete_powder: #2, 1280(11%)
minecraft.picked_up.heart_pottery_sherd: #2, 8(27%)
minecraft.picked_up.damaged_anvil: #3, 31(15%)
minecraft.dropped.spruce_boat: #2, 10(21%)
minecraft.used.jungle_log: #3, 1640(13%)
minecraft.picked_up.spider_eye: #3, 6962(12%)
minecraft.picked_up.jungle_boat: #3, 49(16%)
minecraft.used.bamboo_block: #3, 1467(14%)
minecraft.picked_up.jungle_stairs: #3, 164(15%)
minecraft.dropped.brown_carpet: #2, 48(26%)
minecraft.mined.crimson_slab: #2, 55(19%)
minecraft.dropped.weeping_vines: #2, 17(16%)
minecraft.mined.purpur_stairs: #3, 317(17%)
minecraft.mined.soul_soil: #3, 3368(13%)
minecraft.crafted.diamond_sword: #3, 21(12%)
minecraft.mined.redstone_torch: #3, 249(12%)
minecraft.dropped.smithing_table: #2, 5(29%)
minecraft.crafted.glistering_melon_slice: #2, 183(17%)
minecraft.custom.inspect_dispenser: #3, 3261(11%)
minecraft.used.feather: #1, 8(100%)
minecraft.used.chainmail_chestplate: #1, 1(100%)
minecraft.dropped.crimson_stairs: #1, 5(100%)
minecraft.dropped.plenty_pottery_sherd: #1, 1(100%)
minecraft.dropped.waxed_cut_copper_stairs: #1, 2(100%)
minecraft.dropped.blue_stained_glass: #1, 580(100%)
minecraft.dropped.creeper_banner_pattern: #1, 1(100%)
minecraft.dropped.exposed_copper_trapdoor: #1, 2(100%)
minecraft.dropped.waxed_weathered_chiseled_copper: #1, 2(50%)
minecraft.dropped.waxed_exposed_chiseled_copper: #1, 1(100%)
minecraft.dropped.exposed_cut_copper_stairs: #1, 1(100%)
minecraft.dropped.crimson_pressure_plate: #1, 10(100%)
minecraft.dropped.pink_stained_glass: #1, 5(100%)
minecraft.dropped.crimson_fence_gate: #1, 5(100%)
minecraft.dropped.tall_dry_grass: #1, 6(100%)
minecraft.dropped.brown_glazed_terracotta: #1, 2(100%)
minecraft.dropped.crimson_hanging_sign: #1, 1(100%)
minecraft.dropped.red_nether_bricks: #1, 2(100%)
minecraft.dropped.warped_door: #1, 1(50%)
minecraft.dropped.waxed_exposed_copper_trapdoor: #1, 3(100%)
minecraft.dropped.chiseled_nether_bricks: #1, 2(100%)
minecraft.dropped.waxed_exposed_cut_copper_stairs: #1, 1(100%)
minecraft.dropped.exposed_copper: #1, 1(50%)
minecraft.mined.crimson_hanging_sign: #1, 6(100%)
minecraft.picked_up.suspicious_gravel: #1, 6(100%)
minecraft.picked_up.chiseled_nether_bricks: #1, 2(100%)
minecraft.picked_up.honeycomb: #3, 6141(14%)
minecraft.crafted.orange_dye: #3, 2917(12%)
minecraft.picked_up.black_terracotta: #2, 850(13%)
minecraft.crafted.nether_bricks: #3, 2136(16%)
minecraft.picked_up.purpur_stairs: #3, 318(16%)
minecraft.mined.chain: #2, 336(8%)
minecraft.crafted.oxidized_chiseled_copper: #2, 64(16%)
minecraft.picked_up.golden_carrot: #3, 4831(8%)
minecraft.dropped.sticky_piston: #2, 138(16%)
minecraft.crafted.light_blue_wool: #2, 768(13%)
minecraft.crafted.conduit: #2, 5(24%)
minecraft.used.light_gray_terracotta: #3, 946(14%)
minecraft.picked_up.trial_key: #3, 181(15%)
minecraft.mined.nether_bricks: #3, 837(14%)
minecraft.used.brown_mushroom: #3, 308(14%)
minecraft.mined.gold_ore: #2, 294(8%)
minecraft.picked_up.splash_potion: #3, 173(11%)
minecraft.used.warped_wart_block: #3, 354(15%)
minecraft.dropped.paper: #3, 485(11%)
minecraft.picked_up.mangrove_door: #2, 12(12%)
minecraft.picked_up.blue_terracotta: #2, 448(13%)
minecraft.used.warped_pressure_plate: #2, 16(37%)
minecraft.mined.brown_stained_glass_pane: #2, 24(21%)
minecraft.picked_up.sticky_piston: #3, 495(11%)
minecraft.mined.bamboo_trapdoor: #3, 263(13%)
minecraft.mined.cyan_glazed_terracotta: #2, 12(26%)
minecraft.dropped.light_blue_carpet: #2, 23(37%)
minecraft.picked_up.dark_oak_wood: #3, 77(17%)
minecraft.crafted.raw_iron_block: #3, 719(14%)
minecraft.mined.pearlescent_froglight: #2, 473(9%)
minecraft.dropped.birch_button: #2, 13(18%)
minecraft.picked_up.angler_pottery_sherd: #2, 12(20%)
minecraft.used.exposed_cut_copper_slab: #2, 31(22%)
minecraft.crafted.barrel: #3, 1097(11%)
minecraft.crafted.end_crystal: #2, 82(36%)
minecraft.used.brown_concrete_powder: #2, 640(9%)
minecraft.picked_up.nether_bricks: #3, 1036(13%)
minecraft.picked_up.dead_bush: #3, 823(14%)
minecraft.mined.bamboo_pressure_plate: #2, 7(19%)
minecraft.dropped.firework_rocket: #3, 3231(9%)
minecraft.crafted.purple_stained_glass: #3, 5312(16%)
minecraft.custom.interact_with_lectern: #4, 1451(9%)
minecraft.mined.potted_bamboo: #2, 3(16%)
minecraft.picked_up.gray_carpet: #3, 662(12%)
minecraft.picked_up.birch_fence: #3, 193(14%)
minecraft.dropped.painting: #2, 27(21%)
minecraft.picked_up.waxed_weathered_cut_copper: #2, 101(16%)
minecraft.custom.pot_flower: #3, 205(10%)
minecraft.dropped.golden_axe: #2, 4(21%)
minecraft.picked_up.warped_trapdoor: #3, 149(14%)
minecraft.picked_up.beehive: #2, 582(9%)
minecraft.picked_up.magma_cream: #3, 461(13%)
minecraft.picked_up.shelter_pottery_sherd: #2, 8(14%)
minecraft.custom.play_noteblock: #3, 515(9%)
minecraft.used.beehive: #2, 893(9%)
minecraft.used.stick: #2, 3(27%)
minecraft.mined.beehive: #2, 356(9%)
minecraft.crafted.lightning_rod: #3, 824(12%)
minecraft.picked_up.cooked_mutton: #3, 894(12%)
minecraft.dropped.birch_leaves: #3, 598(14%)
minecraft.dropped.oxidized_copper: #2, 67(18%)
minecraft.dropped.warped_fence_gate: #2, 19(40%)
minecraft.picked_up.raiser_armor_trim_smithing_template: #2, 4(27%)
minecraft.used.glistering_melon_slice: #2, 4(20%)
minecraft.picked_up.snort_pottery_sherd: #2, 9(26%)
minecraft.dropped.dragon_head: #2, 10(18%)
minecraft.mined.crimson_trapdoor: #2, 38(13%)
minecraft.used.target: #3, 381(12%)
minecraft.crafted.light_blue_terracotta: #2, 1344(8%)
minecraft.mined.chiseled_sandstone: #2, 50(10%)
minecraft.picked_up.sniffer_egg: #2, 16(19%)
minecraft.dropped.polished_blackstone: #2, 10(19%)
minecraft.crafted.diamond_chestplate: #3, 10(11%)
minecraft.crafted.diamond_leggings: #3, 11(10%)
minecraft.crafted.cooked_beef: #3, 1339(10%)
minecraft.mined.mushroom_stem: #3, 1215(11%)
minecraft.crafted.red_dye: #3, 6319(10%)
minecraft.dropped.horn_coral: #2, 3(30%)
minecraft.dropped.brain_coral: #2, 3(25%)
minecraft.crafted.crimson_door: #2, 9(30%)
minecraft.used.crimson_door: #2, 6(38%)
minecraft.dropped.conduit: #2, 2(25%)
minecraft.crafted.stone_button: #3, 905(10%)
minecraft.crafted.chest_minecart: #2, 34(13%)
minecraft.dropped.mossy_cobblestone_slab: #2, 23(21%)
minecraft.crafted.cherry_button: #2, 4(21%)
minecraft.dropped.lime_stained_glass_pane: #2, 8(36%)
minecraft.dropped.ink_sac: #3, 94(11%)
minecraft.picked_up.sand: #3, 167913(10%)
minecraft.used.magenta_shulker_box: #3, 227(13%)
minecraft.picked_up.music_disc_precipice: #3, 14(20%)
minecraft.dropped.pink_shulker_box: #2, 6(20%)
minecraft.picked_up.ladder: #3, 795(10%)
minecraft.picked_up.jungle_log: #3, 4835(10%)
minecraft.dropped.bamboo: #4, 8917(13%)
minecraft.mined.deepslate_coal_ore: #2, 35(9%)
minecraft.mined.oxidized_copper_bulb: #3, 57(15%)
minecraft.crafted.red_wool: #3, 820(12%)
minecraft.mined.blue_concrete_powder: #2, 8(28%)
minecraft.dropped.magenta_wool: #2, 43(15%)
minecraft.dropped.oxidized_copper_grate: #2, 68(34%)
minecraft.mined.mossy_cobblestone: #3, 397(10%)
minecraft.mined.bamboo_slab: #3, 207(12%)
minecraft.mined.red_stained_glass_pane: #2, 28(14%)
minecraft.mined.jungle_slab: #3, 133(11%)
minecraft.mined.iron_ore: #3, 3617(9%)
minecraft.used.smooth_stone_slab: #3, 5702(10%)
minecraft.picked_up.brown_glazed_terracotta: #2, 27(45%)
minecraft.picked_up.oxidized_copper_bulb: #3, 63(15%)
minecraft.picked_up.stripped_jungle_log: #3, 529(12%)
minecraft.picked_up.oxidized_copper: #2, 1703(6%)
minecraft.picked_up.brick: #3, 2052(9%)
minecraft.picked_up.gold_nugget: #3, 6426(9%)
minecraft.picked_up.flow_pottery_sherd: #3, 56(14%)
minecraft.dropped.purple_bundle: #2, 2(33%)
minecraft.mined.mossy_stone_brick_stairs: #3, 14(17%)
minecraft.picked_up.miner_pottery_sherd: #2, 11(33%)
minecraft.picked_up.tropical_fish_bucket: #2, 12(22%)
minecraft.dropped.cobbled_deepslate_wall: #2, 14(26%)
minecraft.picked_up.mycelium: #2, 894(11%)
minecraft.picked_up.firework_star: #2, 66(44%)
minecraft.mined.jungle_sapling: #3, 24(15%)
minecraft.picked_up.magenta_shulker_box: #3, 217(13%)
minecraft.dropped.white_shulker_box: #2, 21(8%)
minecraft.mined.magenta_shulker_box: #3, 214(13%)
minecraft.mined.brown_glazed_terracotta: #2, 25(43%)
minecraft.dropped.oxidized_cut_copper: #2, 6(43%)
minecraft.mined.lily_of_the_valley: #3, 118(13%)
minecraft.dropped.warped_fungus: #3, 60(23%)
minecraft.mined.birch_fence: #3, 124(12%)
minecraft.mined.red_glazed_terracotta: #3, 50(17%)
minecraft.killed_by.zombie: #3, 33(8%)
minecraft.killed_by.slime: #4, 55(11%)
minecraft.mined.dark_oak_wood: #3, 71(13%)
minecraft.mined.mycelium: #2, 1011(13%)
minecraft.dropped.bubble_coral_fan: #2, 3(25%)
minecraft.killed_by.pillager: #2, 3(25%)
minecraft.custom.play_record: #3, 100(9%)
minecraft.used.dark_oak_trapdoor: #3, 1102(9%)
minecraft.crafted.raw_gold: #2, 846(14%)
minecraft.used.oxidized_copper_grate: #3, 302(11%)
minecraft.dropped.cartography_table: #2, 7(41%)
minecraft.mined.sculk_sensor: #4, 668(14%)
minecraft.picked_up.lily_of_the_valley: #3, 144(12%)
minecraft.crafted.polished_diorite: #3, 704(10%)
minecraft.picked_up.soul_soil: #4, 3549(13%)
minecraft.used.warped_fungus_on_a_stick: #2, 18(40%)
minecraft.dropped.soul_campfire: #2, 2(40%)
minecraft.picked_up.waxed_exposed_copper: #2, 201(9%)
minecraft.dropped.deepslate_iron_ore: #2, 48(8%)
minecraft.dropped.lilac: #3, 74(18%)
minecraft.dropped.redstone_block: #2, 207(6%)
minecraft.crafted.deepslate_brick_slab: #2, 408(7%)
minecraft.picked_up.gray_bundle: #2, 3(17%)
minecraft.used.music_disc_cat: #3, 13(14%)
minecraft.mined.potted_mangrove_propagule: #2, 3(23%)
minecraft.used.nether_bricks: #3, 333(12%)
minecraft.dropped.jungle_pressure_plate: #2, 2(29%)
minecraft.used.magenta_dye: #2, 18(13%)
minecraft.mined.exposed_copper: #3, 283(11%)
minecraft.used.moss_carpet: #3, 3224(8%)
minecraft.dropped.flower_pot: #3, 39(13%)
minecraft.picked_up.activator_rail: #2, 147(6%)
minecraft.crafted.chest: #3, 5934(9%)
minecraft.custom.tune_noteblock: #2, 14814(3%)
minecraft.dropped.sculk_sensor: #3, 25(24%)
minecraft.picked_up.sculk_sensor: #4, 702(14%)
minecraft.picked_up.spruce_trapdoor: #3, 1376(8%)
minecraft.picked_up.brick_wall: #3, 31(18%)
minecraft.picked_up.chain: #3, 523(8%)
minecraft.crafted.green_stained_glass: #2, 896(7%)
minecraft.mined.lapis_ore: #3, 432(8%)
minecraft.picked_up.lime_terracotta: #3, 367(13%)
minecraft.crafted.hopper: #3, 2444(8%)
minecraft.dropped.light_blue_shulker_box: #2, 8(13%)
minecraft.custom.talked_to_villager: #3, 4562(7%)
minecraft.picked_up.oak_fence: #3, 415(9%)
minecraft.picked_up.mutton: #2, 623(4%)
minecraft.picked_up.netherite_upgrade_smithing_template: #2, 5(7%)
minecraft.picked_up.warped_wart_block: #3, 2426(9%)
minecraft.used.torch: #3, 15444(8%)
minecraft.custom.swim_one_cm: #4, 13555143(8%)
minecraft.mined.blue_terracotta: #2, 218(7%)
minecraft.used.bell: #3, 31(16%)
minecraft.dropped.light_gray_carpet: #2, 11(10%)
minecraft.picked_up.barrel: #3, 444(8%)
minecraft.mined.sculk_catalyst: #3, 150(13%)
minecraft.dropped.villager_spawn_egg: #2, 2(50%)
minecraft.picked_up.villager_spawn_egg: #2, 2(50%)
minecraft.dropped.loom: #2, 6(14%)
minecraft.dropped.exposed_copper_bulb: #2, 1(50%)
minecraft.picked_up.tadpole_bucket: #2, 1(50%)
minecraft.crafted.creeper_banner_pattern: #2, 1(50%)
minecraft.crafted.tall_dry_grass: #2, 12(50%)
minecraft.dropped.miner_pottery_sherd: #2, 1(50%)
minecraft.dropped.lime_carpet: #2, 6(33%)
minecraft.used.brown_stained_glass_pane: #3, 269(20%)
minecraft.mined.cobbled_deepslate_slab: #3, 285(10%)
minecraft.crafted.dark_prismarine_slab: #2, 54(14%)
minecraft.picked_up.mushroom_stem: #3, 1194(10%)
minecraft.mined.birch_pressure_plate: #3, 10(20%)
minecraft.picked_up.crossbow: #4, 157(12%)
minecraft.picked_up.stone_axe: #3, 5(12%)
minecraft.dropped.crimson_stem: #2, 25(13%)
minecraft.picked_up.exposed_copper_trapdoor: #3, 146(11%)
minecraft.custom.interact_with_anvil: #3, 914(7%)
minecraft.dropped.pumpkin_pie: #2, 43(13%)
minecraft.mined.red_mushroom: #3, 62(11%)
minecraft.picked_up.brown_shulker_box: #3, 345(9%)
minecraft.picked_up.stone_sword: #3, 96(8%)
minecraft.dropped.bamboo_raft: #3, 10(21%)
minecraft.custom.interact_with_furnace: #3, 3568(6%)
minecraft.mined.basalt: #3, 7232(8%)
minecraft.dropped.magenta_concrete_powder: #2, 3(15%)
minecraft.picked_up.arms_up_pottery_sherd: #2, 3(30%)
minecraft.custom.sprint_one_cm: #4, 247142547(7%)
minecraft.picked_up.deepslate_coal_ore: #2, 34(7%)
minecraft.mined.exposed_copper_trapdoor: #3, 141(10%)
minecraft.dropped.mangrove_wood: #2, 71(44%)
minecraft.picked_up.red_glazed_terracotta: #3, 53(16%)
minecraft.used.green_glazed_terracotta: #2, 288(17%)
minecraft.used.green_stained_glass: #3, 556(11%)
minecraft.crafted.oak_door: #3, 30(9%)
minecraft.used.fire_charge: #2, 3(43%)
minecraft.dropped.mangrove_hanging_sign: #2, 2(29%)
minecraft.used.gold_nugget: #3, 146(11%)
minecraft.dropped.flowering_azalea: #3, 448(9%)
minecraft.picked_up.end_crystal: #2, 9(14%)
minecraft.dropped.oxidized_cut_copper_stairs: #2, 10(42%)
minecraft.picked_up.lapis_lazuli: #3, 8534(7%)
minecraft.dropped.end_crystal: #2, 3(27%)
minecraft.picked_up.orange_candle: #2, 3(27%)
minecraft.crafted.stick: #3, 30625(7%)
minecraft.used.snowball: #3, 377(5%)
minecraft.mined.bamboo_fence_gate: #3, 31(13%)
minecraft.used.comparator: #4, 1219(11%)
