stat, rank, value, (percentage) 
minecraft.dropped.obsidian: #20, 1(0%)
minecraft.mined.stone_brick_slab: #20, 3(0%)
minecraft.dropped.oak_log: #20, 4(0%)
minecraft.dropped.feather: #20, 6(0%)
minecraft.picked_up.dark_oak_leaves: #20, 4(0%)
minecraft.mined.nether_sprouts: #20, 2(0%)
minecraft.crafted.target: #20, 1(0%)
minecraft.crafted.tnt: #20, 10(0%)
minecraft.dropped.bamboo_planks: #20, 2(0%)
minecraft.used.polished_deepslate_slab: #20, 4(0%)
minecraft.picked_up.spruce_button: #20, 1(0%)
minecraft.dropped.poppy: #20, 6(0%)
minecraft.crafted.glowstone: #20, 1(0%)
minecraft.picked_up.gray_wool: #20, 3(0%)
minecraft.mined.verdant_froglight: #20, 1(0%)
minecraft.picked_up.warped_roots: #20, 3(0%)
minecraft.used.spruce_button: #20, 1(0%)
minecraft.custom.interact_with_furnace: #21, 1051(2%)
minecraft.picked_up.bow: #21, 76(2%)
minecraft.picked_up.stick: #21, 1887(1%)
minecraft.used.torch: #21, 2743(1%)
minecraft.used.spruce_sign: #21, 90(1%)
minecraft.picked_up.torch: #21, 1474(1%)
minecraft.picked_up.birch_log: #21, 706(1%)
minecraft.picked_up.kelp: #21, 1001(1%)
minecraft.crafted.oak_sign: #21, 24(1%)
minecraft.picked_up.golden_leggings: #21, 4(1%)
minecraft.mined.granite: #21, 2243(1%)
minecraft.mined.stone: #21, 59182(1%)
minecraft.custom.damage_resisted: #21, 2226(1%)
minecraft.picked_up.raw_iron: #21, 570(1%)
minecraft.used.lever: #21, 77(1%)
minecraft.crafted.item_frame: #21, 91(1%)
minecraft.picked_up.coal_ore: #21, 659(1%)
minecraft.picked_up.iron_pickaxe: #21, 2(1%)
minecraft.dropped.wheat_seeds: #21, 1263(1%)
minecraft.mined.oak_log: #21, 701(1%)
minecraft.crafted.lever: #21, 51(1%)
minecraft.mined.gravel: #21, 3675(1%)
minecraft.crafted.barrel: #21, 65(1%)
minecraft.crafted.iron_helmet: #21, 1(1%)
minecraft.mined.moss_carpet: #21, 52(1%)
minecraft.mined.chipped_anvil: #21, 2(1%)
minecraft.picked_up.bamboo_sign: #21, 10(1%)
minecraft.picked_up.bamboo: #21, 2287(0%)
minecraft.used.repeater: #21, 116(1%)
minecraft.crafted.chiseled_tuff_bricks: #21, 5(1%)
minecraft.picked_up.basalt: #21, 150(0%)
minecraft.mined.tuff_bricks: #21, 160(0%)
minecraft.mined.bamboo: #21, 213(0%)
minecraft.crafted.white_bed: #21, 3(0%)
minecraft.mined.end_rod: #21, 26(0%)
minecraft.mined.cyan_terracotta: #21, 37(0%)
minecraft.killed.squid: #21, 28(0%)
minecraft.picked_up.pumpkin: #21, 321(0%)
minecraft.dropped.oxeye_daisy: #21, 4(0%)
minecraft.mined.piston: #21, 17(0%)
minecraft.dropped.dandelion: #21, 18(0%)
minecraft.used.dispenser: #21, 18(0%)
minecraft.dropped.ender_pearl: #21, 892(0%)
minecraft.mined.glow_lichen: #21, 78(0%)
minecraft.picked_up.stone_slab: #21, 45(0%)
minecraft.picked_up.red_dye: #21, 5(0%)
minecraft.used.end_rod: #21, 41(0%)
minecraft.picked_up.nether_wart: #21, 130(0%)
minecraft.crafted.stone_button: #21, 26(0%)
minecraft.used.pumpkin_seeds: #21, 7(0%)
minecraft.custom.traded_with_villager: #21, 1360(0%)
minecraft.picked_up.loom: #21, 1(0%)
minecraft.crafted.stone_sword: #21, 1(0%)
minecraft.used.bamboo_sign: #21, 11(0%)
minecraft.picked_up.piston: #21, 18(0%)
minecraft.used.oak_slab: #21, 20(0%)
minecraft.used.crafter: #21, 7(0%)
minecraft.crafted.chiseled_bookshelf: #21, 8(0%)
minecraft.picked_up.red_mushroom: #21, 4(0%)
minecraft.used.oak_leaves: #21, 243(0%)
minecraft.crafted.black_dye: #21, 155(0%)
minecraft.crafted.cyan_terracotta: #21, 184(0%)
minecraft.crafted.cyan_dye: #21, 50(0%)
minecraft.used.tuff_brick_slab: #21, 20(0%)
minecraft.picked_up.bamboo_planks: #21, 62(0%)
minecraft.mined.pumpkin_stem: #21, 1(0%)
minecraft.used.iron_trapdoor: #21, 17(0%)
minecraft.crafted.polished_tuff_slab: #21, 6(0%)
minecraft.crafted.observer: #21, 39(0%)
minecraft.mined.basalt: #21, 150(0%)
minecraft.picked_up.redstone_ore: #21, 4(0%)
minecraft.crafted.oak_boat: #21, 3(0%)
minecraft.used.slime_block: #21, 22(0%)
minecraft.used.chiseled_tuff: #21, 14(0%)
minecraft.picked_up.black_stained_glass: #21, 9(0%)
minecraft.picked_up.short_grass: #21, 78(0%)
minecraft.used.smooth_stone_slab: #21, 73(0%)
minecraft.mined.warped_nylium: #21, 9(0%)
minecraft.picked_up.sandstone: #21, 184(0%)
minecraft.picked_up.warped_nylium: #21, 9(0%)
minecraft.mined.tnt: #21, 3(0%)
minecraft.crafted.bone_block: #21, 64(0%)
minecraft.used.glass: #21, 188(0%)
minecraft.mined.stripped_birch_log: #21, 6(0%)
minecraft.dropped.glass_bottle: #21, 18(0%)
minecraft.picked_up.stripped_birch_log: #21, 6(0%)
minecraft.crafted.tripwire_hook: #21, 2(0%)
minecraft.mined.smooth_quartz_slab: #21, 2(0%)
minecraft.used.white_carpet: #21, 5(0%)
minecraft.picked_up.white_carpet: #21, 2(0%)
minecraft.used.oak_stairs: #21, 2(0%)
minecraft.used.smooth_quartz: #21, 25(0%)
minecraft.used.birch_trapdoor: #21, 1(0%)
minecraft.picked_up.birch_leaves: #21, 59(0%)
minecraft.mined.white_carpet: #21, 1(0%)
minecraft.mined.waxed_oxidized_copper: #21, 6(0%)
minecraft.picked_up.smooth_quartz_slab: #21, 1(0%)
minecraft.used.waxed_oxidized_copper: #21, 3(0%)
minecraft.used.target: #21, 1(0%)
minecraft.picked_up.pale_oak_leaves: #21, 3(0%)
minecraft.used.warped_nylium: #21, 1(0%)
minecraft.picked_up.crying_obsidian: #21, 1(0%)
minecraft.used.light_blue_shulker_box: #21, 1(0%)
minecraft.used.smooth_quartz_slab: #21, 1(0%)
minecraft.mined.yellow_terracotta: #21, 1(0%)
minecraft.used.experience_bottle: #21, 1(0%)
minecraft.mined.warped_wart_block: #21, 1(0%)
minecraft.killed.witch: #21, 1(0%)
minecraft.custom.walk_one_cm: #22, 59372253(2%)
minecraft.crafted.spruce_planks: #22, 9616(1%)
minecraft.crafted.torch: #22, 1868(1%)
minecraft.picked_up.spruce_sign: #22, 27(1%)
minecraft.mined.deepslate: #22, 9531(1%)
minecraft.custom.open_enderchest: #22, 895(1%)
minecraft.picked_up.white_shulker_box: #22, 78(1%)
minecraft.mined.andesite: #22, 2965(1%)
minecraft.picked_up.iron_bars: #22, 83(1%)
minecraft.picked_up.apple: #22, 54(1%)
minecraft.picked_up.iron_block: #22, 564(1%)
minecraft.mined.iron_ore: #22, 343(1%)
minecraft.crafted.furnace: #22, 65(1%)
minecraft.dropped.torch: #22, 78(1%)
minecraft.picked_up.barrel: #22, 48(1%)
minecraft.mined.oxeye_daisy: #22, 12(1%)
minecraft.picked_up.iron_ore: #22, 148(1%)
minecraft.used.oak_boat: #22, 10(1%)
minecraft.picked_up.pointed_dripstone: #22, 255(1%)
minecraft.killed.zombie_villager: #22, 2(1%)
minecraft.mined.deepslate_redstone_ore: #22, 395(1%)
minecraft.mined.lapis_ore: #22, 38(1%)
minecraft.custom.inspect_hopper: #22, 543(1%)
minecraft.used.beacon: #22, 5(1%)
minecraft.picked_up.oak_log: #22, 743(1%)
minecraft.picked_up.diamond: #22, 513(1%)
minecraft.crafted.iron_leggings: #22, 1(1%)
minecraft.mined.sand: #22, 8015(1%)
minecraft.mined.oak_planks: #22, 46(1%)
minecraft.used.bamboo: #22, 124(1%)
minecraft.mined.copper_ore: #22, 705(1%)
minecraft.picked_up.oak_planks: #22, 84(1%)
minecraft.picked_up.chipped_anvil: #22, 2(1%)
minecraft.picked_up.raw_copper: #22, 2580(0%)
minecraft.used.writable_book: #22, 29(0%)
minecraft.picked_up.sand: #22, 7410(0%)
minecraft.mined.deepslate_iron_ore: #22, 89(0%)
minecraft.picked_up.ender_pearl: #22, 1029(0%)
minecraft.mined.rail: #22, 134(0%)
minecraft.mined.campfire: #22, 4(0%)
minecraft.picked_up.spruce_trapdoor: #22, 61(0%)
minecraft.mined.ladder: #22, 9(0%)
minecraft.used.red_shulker_box: #22, 49(0%)
minecraft.picked_up.red_shulker_box: #22, 48(0%)
minecraft.dropped.deepslate: #22, 118(0%)
minecraft.crafted.bookshelf: #22, 21(0%)
minecraft.mined.red_shulker_box: #22, 46(0%)
minecraft.picked_up.end_rod: #22, 25(0%)
minecraft.picked_up.comparator: #22, 14(0%)
minecraft.dropped.player_head: #22, 41(0%)
minecraft.picked_up.splash_potion: #22, 4(0%)
minecraft.dropped.egg: #22, 16(0%)
minecraft.picked_up.dark_oak_fence: #22, 11(0%)
minecraft.picked_up.sweet_berries: #22, 61(0%)
minecraft.crafted.emerald: #22, 1298(0%)
minecraft.mined.amethyst_cluster: #22, 26(0%)
minecraft.picked_up.deepslate_iron_ore: #22, 19(0%)
minecraft.mined.oak_slab: #22, 5(0%)
minecraft.crafted.white_dye: #22, 198(0%)
minecraft.used.deepslate_redstone_ore: #22, 31(0%)
minecraft.picked_up.shulker_shell: #22, 39(0%)
minecraft.used.ender_pearl: #22, 19(0%)
minecraft.picked_up.oxeye_daisy: #22, 17(0%)
minecraft.killed.enderman: #22, 1750(0%)
minecraft.picked_up.clay_ball: #22, 140(0%)
minecraft.killed_by.ravager: #22, 9(0%)
minecraft.picked_up.copper_trapdoor: #22, 4(0%)
minecraft.mined.deepslate_copper_ore: #22, 12(0%)
minecraft.picked_up.hopper_minecart: #22, 2(0%)
minecraft.dropped.stick: #22, 121(0%)
minecraft.dropped.spruce_sign: #22, 1(0%)
minecraft.crafted.redstone_torch: #22, 95(0%)
minecraft.crafted.sticky_piston: #22, 12(0%)
minecraft.picked_up.peony: #22, 8(0%)
minecraft.mined.ochre_froglight: #22, 5(0%)
minecraft.mined.dead_bush: #22, 9(0%)
minecraft.dropped.azure_bluet: #22, 2(0%)
minecraft.mined.glass: #22, 29(0%)
minecraft.mined.iron_door: #22, 1(0%)
minecraft.picked_up.iron_door: #22, 1(0%)
minecraft.mined.crafter: #22, 2(0%)
minecraft.crafted.shulker_box: #22, 14(0%)
minecraft.picked_up.crafter: #22, 2(0%)
minecraft.crafted.brick: #22, 146(0%)
minecraft.dropped.stone_button: #22, 1(0%)
minecraft.crafted.coal: #22, 63(0%)
minecraft.picked_up.poppy: #22, 40(0%)
minecraft.dropped.tuff: #22, 17(0%)
minecraft.used.stone_slab: #22, 47(0%)
minecraft.crafted.white_carpet: #22, 6(0%)
minecraft.mined.magma_block: #22, 21(0%)
minecraft.picked_up.lilac: #22, 4(0%)
minecraft.mined.carved_pumpkin: #22, 3(0%)
minecraft.mined.smooth_stone_slab: #22, 4(0%)
minecraft.mined.snow_block: #22, 12(0%)
minecraft.dropped.stone_slab: #22, 2(0%)
minecraft.dropped.stone_sword: #22, 1(0%)
minecraft.crafted.comparator: #22, 2(0%)
minecraft.used.gold_block: #22, 3(0%)
minecraft.picked_up.waxed_oxidized_copper: #22, 3(0%)
minecraft.picked_up.light_blue_shulker_box: #22, 1(0%)
minecraft.crafted.raw_copper_block: #22, 6(0%)
minecraft.used.black_stained_glass: #22, 7(0%)
minecraft.crafted.gold_block: #22, 1(0%)
minecraft.dropped.sandstone: #22, 1(0%)
minecraft.mined.white_terracotta: #22, 2(0%)
minecraft.crafted.wheat: #22, 9(0%)
minecraft.picked_up.white_terracotta: #22, 2(0%)
minecraft.picked_up.andesite: #23, 3058(1%)
minecraft.used.white_shulker_box: #23, 77(1%)
minecraft.used.furnace: #23, 48(1%)
minecraft.picked_up.redstone: #23, 2322(1%)
minecraft.mined.beacon: #23, 4(1%)
minecraft.mined.coal_ore: #23, 1505(1%)
minecraft.mined.deepslate_lapis_ore: #23, 63(1%)
minecraft.custom.deaths: #23, 99(0%)
minecraft.mined.barrel: #23, 26(1%)
minecraft.used.ladder: #23, 83(1%)
minecraft.mined.torch: #23, 263(1%)
minecraft.custom.interact_with_beacon: #23, 9(1%)
minecraft.crafted.ladder: #23, 78(1%)
minecraft.picked_up.gravel: #23, 3129(1%)
minecraft.used.obsidian: #23, 108(1%)
minecraft.picked_up.golden_boots: #23, 4(1%)
minecraft.picked_up.paper: #23, 54(1%)
minecraft.used.piston: #23, 81(1%)
minecraft.killed_by.slime: #23, 2(0%)
minecraft.picked_up.tuff_bricks: #23, 151(0%)
minecraft.picked_up.rail: #23, 208(0%)
minecraft.mined.anvil: #23, 4(0%)
minecraft.picked_up.oak_sapling: #23, 139(0%)
minecraft.picked_up.deepslate: #23, 1084(0%)
minecraft.crafted.minecart: #23, 15(0%)
minecraft.picked_up.iron_ingot: #23, 439(0%)
minecraft.used.redstone: #23, 303(0%)
minecraft.picked_up.lever: #23, 33(0%)
minecraft.used.polished_tuff: #23, 166(0%)
minecraft.used.white_bed: #23, 23(0%)
minecraft.used.oak_trapdoor: #23, 23(0%)
minecraft.used.hopper: #23, 129(0%)
minecraft.used.oak_log: #23, 56(0%)
minecraft.picked_up.stone_button: #23, 8(0%)
minecraft.picked_up.deepslate_redstone_ore: #23, 63(0%)
minecraft.mined.dispenser: #23, 5(0%)
minecraft.picked_up.campfire: #23, 4(0%)
minecraft.mined.redstone_torch: #23, 5(0%)
minecraft.dropped.bone: #23, 44(0%)
minecraft.used.deepslate: #23, 196(0%)
minecraft.picked_up.powered_rail: #23, 30(0%)
minecraft.mined.tripwire: #23, 4(0%)
minecraft.crafted.copper_ingot: #23, 323(0%)
minecraft.mined.blackstone: #23, 87(0%)
minecraft.crafted.cooked_beef: #23, 24(0%)
minecraft.mined.observer: #23, 16(0%)
minecraft.picked_up.observer: #23, 20(0%)
minecraft.picked_up.redstone_torch: #23, 17(0%)
minecraft.picked_up.sugar_cane: #23, 834(0%)
minecraft.picked_up.dispenser: #23, 7(0%)
minecraft.dropped.potion: #23, 6(0%)
minecraft.picked_up.rose_bush: #23, 15(0%)
minecraft.killed.chicken: #23, 9(0%)
minecraft.used.sticky_piston: #23, 14(0%)
minecraft.picked_up.glow_lichen: #23, 77(0%)
minecraft.mined.redstone_ore: #23, 4(0%)
minecraft.picked_up.vine: #23, 9(0%)
minecraft.dropped.shulker_box: #23, 3(0%)
minecraft.mined.powered_rail: #23, 8(0%)
minecraft.crafted.hay_block: #23, 24(0%)
minecraft.used.cooked_chicken: #23, 6(0%)
minecraft.mined.warped_stem: #23, 17(0%)
minecraft.killed.ghast: #23, 1(0%)
minecraft.dropped.oak_sapling: #23, 4(0%)
minecraft.custom.interact_with_brewingstand: #23, 12(0%)
minecraft.used.deepslate_diamond_ore: #23, 16(0%)
minecraft.mined.iron_trapdoor: #23, 1(0%)
minecraft.dropped.flint: #23, 6(0%)
minecraft.mined.warped_fungus: #23, 1(0%)
minecraft.picked_up.oak_leaves: #23, 100(0%)
minecraft.dropped.iron_ingot: #23, 15(0%)
minecraft.mined.soul_soil: #23, 13(0%)
minecraft.dropped.gunpowder: #23, 14(0%)
minecraft.picked_up.smooth_stone: #23, 28(0%)
minecraft.dropped.netherrack: #23, 45(0%)
minecraft.picked_up.iron_trapdoor: #23, 1(0%)
minecraft.picked_up.amethyst_shard: #23, 21(0%)
minecraft.picked_up.magma_block: #23, 14(0%)
minecraft.crafted.gray_dye: #23, 12(0%)
minecraft.dropped.white_wool: #23, 2(0%)
minecraft.dropped.pumpkin_seeds: #23, 3(0%)
minecraft.used.white_terracotta: #23, 2(0%)
minecraft.picked_up.warped_fungus: #23, 1(0%)
minecraft.used.chest: #24, 407(1%)
minecraft.mined.white_shulker_box: #24, 64(1%)
minecraft.picked_up.granite: #24, 2044(1%)
minecraft.picked_up.beacon: #24, 4(1%)
minecraft.crafted.stick: #24, 2984(1%)
minecraft.custom.interact_with_anvil: #24, 82(1%)
minecraft.picked_up.arrow: #24, 591(1%)
minecraft.mined.furnace: #24, 17(1%)
minecraft.crafted.chest: #24, 394(1%)
minecraft.used.wooden_pickaxe: #24, 3(1%)
minecraft.crafted.book: #24, 43(1%)
minecraft.mined.obsidian: #24, 89(0%)
minecraft.picked_up.cobblestone: #24, 10465(0%)
minecraft.mined.white_bed: #24, 28(0%)
minecraft.used.shulker_box: #24, 280(0%)
minecraft.crafted.diamond_block: #24, 61(0%)
minecraft.picked_up.furnace: #24, 15(0%)
minecraft.picked_up.shulker_box: #24, 287(0%)
minecraft.crafted.bucket: #24, 29(0%)
minecraft.mined.shulker_box: #24, 269(0%)
minecraft.picked_up.white_bed: #24, 24(0%)
minecraft.crafted.hopper: #24, 104(0%)
minecraft.picked_up.oak_slab: #24, 15(0%)
minecraft.picked_up.diamond_block: #24, 20(0%)
minecraft.picked_up.hopper: #24, 42(0%)
minecraft.picked_up.bone: #24, 342(0%)
minecraft.picked_up.ender_chest: #24, 64(0%)
minecraft.picked_up.flint: #24, 58(0%)
minecraft.picked_up.anvil: #24, 4(0%)
minecraft.mined.hopper: #24, 29(0%)
minecraft.picked_up.string: #24, 189(0%)
minecraft.mined.redstone_block: #24, 12(0%)
minecraft.mined.sugar_cane: #24, 259(0%)
minecraft.picked_up.redstone_block: #24, 27(0%)
minecraft.mined.redstone_wall_torch: #24, 3(0%)
minecraft.picked_up.ladder: #24, 14(0%)
minecraft.used.redstone_torch: #24, 23(0%)
minecraft.crafted.diamond: #24, 126(0%)
minecraft.crafted.oak_slab: #24, 54(0%)
minecraft.mined.polished_tuff: #24, 16(0%)
minecraft.dropped.string: #24, 23(0%)
minecraft.crafted.oak_trapdoor: #24, 8(0%)
minecraft.used.powered_rail: #24, 33(0%)
minecraft.killed.creeper: #24, 26(0%)
minecraft.crafted.powered_rail: #24, 24(0%)
minecraft.dropped.cobblestone: #24, 248(0%)
minecraft.used.iron_door: #24, 1(0%)
minecraft.mined.stone_stairs: #24, 2(0%)
minecraft.dropped.lead: #24, 1(0%)
minecraft.picked_up.feather: #24, 13(0%)
minecraft.used.redstone_block: #24, 13(0%)
minecraft.picked_up.beef: #24, 28(0%)
minecraft.picked_up.pumpkin_seeds: #24, 23(0%)
minecraft.picked_up.warped_stem: #24, 16(0%)
minecraft.mined.birch_leaves: #24, 88(0%)
minecraft.used.ender_chest: #24, 12(0%)
minecraft.used.comparator: #24, 7(0%)
minecraft.used.minecart: #24, 2(0%)
minecraft.picked_up.white_wool: #24, 19(0%)
minecraft.mined.ender_chest: #24, 8(0%)
minecraft.picked_up.glass: #24, 30(0%)
minecraft.used.dropper: #24, 3(0%)
minecraft.mined.yellow_shulker_box: #24, 2(0%)
minecraft.dropped.pointed_dripstone: #24, 1(0%)
minecraft.mined.sticky_piston: #24, 1(0%)
minecraft.picked_up.minecart: #24, 1(0%)
minecraft.picked_up.sticky_piston: #24, 1(0%)
minecraft.used.gravel: #24, 25(0%)
minecraft.crafted.dropper: #24, 2(0%)
minecraft.crafted.smooth_stone: #24, 3(0%)
minecraft.mined.chest: #25, 148(1%)
minecraft.picked_up.chest: #25, 173(1%)
minecraft.mined.oak_trapdoor: #25, 8(0%)
minecraft.picked_up.obsidian: #25, 91(0%)
minecraft.picked_up.lapis_lazuli: #25, 429(0%)
minecraft.killed.pig: #25, 4(0%)
minecraft.picked_up.oak_trapdoor: #25, 8(0%)
minecraft.crafted.iron_ingot: #25, 2433(0%)
minecraft.crafted.rail: #25, 96(0%)
minecraft.used.soul_sand: #25, 28(0%)
minecraft.picked_up.soul_sand: #25, 64(0%)
minecraft.picked_up.golden_chestplate: #25, 1(0%)
minecraft.mined.fire: #25, 33(0%)
minecraft.used.rail: #25, 104(0%)
minecraft.used.observer: #25, 52(0%)
minecraft.used.flint_and_steel: #25, 10(0%)
minecraft.picked_up.quartz: #25, 81(0%)
minecraft.crafted.redstone: #25, 360(0%)
minecraft.picked_up.polished_tuff: #25, 13(0%)
minecraft.mined.oak_leaves: #25, 184(0%)
minecraft.picked_up.stone_stairs: #25, 2(0%)
minecraft.custom.mob_kills: #25, 5619(0%)
minecraft.picked_up.netherrack: #25, 205(0%)
minecraft.killed.skeleton: #25, 40(0%)
minecraft.used.splash_potion: #25, 1(0%)
minecraft.mined.netherrack: #25, 206(0%)
minecraft.picked_up.yellow_shulker_box: #25, 2(0%)
minecraft.used.netherrack: #25, 25(0%)
minecraft.used.yellow_shulker_box: #25, 2(0%)
minecraft.crafted.redstone_block: #25, 9(0%)
minecraft.custom.minecart_one_cm: #25, 31431(0%)
minecraft.dropped.iron_nugget: #25, 3(0%)
minecraft.mined.soul_sand: #25, 3(0%)
minecraft.picked_up.packed_ice: #25, 17(0%)
minecraft.mined.packed_ice: #25, 19(0%)
minecraft.used.mace: #26, 24(0%)
minecraft.killed.sheep: #26, 2(0%)
minecraft.picked_up.glow_ink_sac: #27, 6(0%)
minecraft.picked_up.mutton: #27, 7(0%)
minecraft.used.glow_ink_sac: #27, 1(0%)
