stat, rank, value, (percentage) 
minecraft.picked_up.light_gray_wool: #22, 1(0%)
minecraft.used.smooth_quartz: #22, 8(0%)
minecraft.killed.wither_skeleton: #22, 4(0%)
minecraft.dropped.brick: #22, 1(0%)
minecraft.picked_up.black_wool: #22, 3(0%)
minecraft.picked_up.red_sand: #22, 3(0%)
minecraft.mined.red_sand: #22, 2(0%)
minecraft.killed.drowned: #22, 10(0%)
minecraft.custom.drop: #23, 4191(1%)
minecraft.custom.sprint_one_cm: #23, 36788369(1%)
minecraft.picked_up.spruce_sign: #23, 25(1%)
minecraft.used.item_frame: #23, 102(1%)
minecraft.crafted.diamond_boots: #23, 2(1%)
minecraft.custom.interact_with_anvil: #23, 126(1%)
minecraft.picked_up.beacon: #23, 5(1%)
minecraft.used.player_head: #23, 32(1%)
minecraft.picked_up.golden_chestplate: #23, 3(1%)
minecraft.picked_up.oak_fence: #23, 31(1%)
minecraft.dropped.iron_chestplate: #23, 1(1%)
minecraft.dropped.iron_leggings: #23, 1(1%)
minecraft.used.spruce_sign: #23, 33(0%)
minecraft.picked_up.spyglass: #23, 1(0%)
minecraft.picked_up.copper_ore: #23, 302(0%)
minecraft.killed.wandering_trader: #23, 1(1%)
minecraft.mined.spruce_log: #23, 942(0%)
minecraft.crafted.diamond_block: #23, 65(0%)
minecraft.picked_up.spruce_slab: #23, 71(0%)
minecraft.custom.damage_resisted: #23, 1211(0%)
minecraft.picked_up.white_bed: #23, 28(0%)
minecraft.picked_up.spruce_log: #23, 964(0%)
minecraft.picked_up.lapis_ore: #23, 12(0%)
minecraft.picked_up.red_wool: #23, 24(0%)
minecraft.used.chipped_anvil: #23, 1(0%)
minecraft.mined.player_wall_head: #23, 2(0%)
minecraft.crafted.iron_pickaxe: #23, 1(0%)
minecraft.mined.nether_quartz_ore: #23, 132(0%)
minecraft.picked_up.string: #23, 203(0%)
minecraft.used.decorated_pot: #23, 10(0%)
minecraft.picked_up.netherite_boots: #23, 1(0%)
minecraft.killed.trader_llama: #23, 1(0%)
minecraft.used.composter: #23, 19(0%)
minecraft.used.lava_bucket: #23, 12(0%)
minecraft.picked_up.chicken: #23, 21(0%)
minecraft.custom.interact_with_blast_furnace: #23, 10(0%)
minecraft.crafted.spruce_stairs: #23, 32(0%)
minecraft.crafted.bone_meal: #23, 3188(0%)
minecraft.mined.smooth_basalt: #23, 23(0%)
minecraft.crafted.dark_oak_trapdoor: #23, 26(0%)
minecraft.dropped.redstone: #23, 42(0%)
minecraft.mined.spruce_trapdoor: #23, 21(0%)
minecraft.picked_up.birch_sapling: #23, 29(0%)
minecraft.used.grass_block: #23, 869(0%)
minecraft.used.diamond_hoe: #23, 1214(0%)
minecraft.picked_up.andesite_slab: #23, 4(0%)
minecraft.picked_up.hopper_minecart: #23, 2(0%)
minecraft.picked_up.spruce_leaves: #23, 76(0%)
minecraft.picked_up.end_rod: #23, 12(0%)
minecraft.used.end_rod: #23, 21(0%)
minecraft.used.bookshelf: #23, 5(0%)
minecraft.picked_up.oxeye_daisy: #23, 12(0%)
minecraft.picked_up.iron_door: #23, 1(0%)
minecraft.picked_up.deepslate_iron_ore: #23, 10(0%)
minecraft.dropped.ender_chest: #23, 1(0%)
minecraft.used.glow_lichen: #23, 41(0%)
minecraft.mined.brewing_stand: #23, 1(0%)
minecraft.picked_up.brewing_stand: #23, 1(0%)
minecraft.used.oak_fence_gate: #23, 1(0%)
minecraft.custom.bell_ring: #23, 1(0%)
minecraft.crafted.oak_fence_gate: #23, 1(0%)
minecraft.picked_up.shears: #23, 1(0%)
minecraft.mined.amethyst_block: #23, 9(0%)
minecraft.picked_up.flint_and_steel: #23, 1(0%)
minecraft.picked_up.chorus_fruit: #23, 14(0%)
minecraft.picked_up.ghast_tear: #23, 1(0%)
minecraft.picked_up.amethyst_block: #23, 8(0%)
minecraft.picked_up.green_wool: #23, 14(0%)
minecraft.mined.glowstone: #23, 2(0%)
minecraft.picked_up.yellow_wool: #23, 11(0%)
minecraft.mined.cobblestone_stairs: #23, 1(0%)
minecraft.crafted.light_gray_dye: #23, 9(0%)
minecraft.crafted.pink_dye: #23, 4(0%)
minecraft.mined.sculk_sensor: #23, 1(0%)
minecraft.picked_up.sculk_sensor: #23, 1(0%)
minecraft.picked_up.gray_carpet: #23, 1(0%)
minecraft.mined.end_stone: #23, 2(0%)
minecraft.dropped.scaffolding: #23, 1(0%)
minecraft.dropped.cooked_porkchop: #23, 1(0%)
minecraft.killed.silverfish: #23, 9(0%)
minecraft.mined.white_terracotta: #23, 2(0%)
minecraft.used.green_wool: #23, 1(0%)
minecraft.picked_up.white_terracotta: #23, 2(0%)
minecraft.killed.witch: #23, 1(0%)
minecraft.picked_up.stick: #24, 956(1%)
minecraft.mined.dark_oak_log: #24, 604(1%)
minecraft.dropped.leather_leggings: #24, 2(1%)
minecraft.picked_up.chest: #24, 202(1%)
minecraft.picked_up.dark_oak_log: #24, 613(1%)
minecraft.crafted.stone_pickaxe: #24, 1(1%)
minecraft.picked_up.iron_ore: #24, 99(1%)
minecraft.picked_up.water_bucket: #24, 5(0%)
minecraft.custom.climb_one_cm: #24, 273752(0%)
minecraft.picked_up.obsidian: #24, 104(0%)
minecraft.crafted.barrel: #24, 43(0%)
minecraft.mined.calcite: #24, 142(0%)
minecraft.picked_up.saddle: #24, 3(0%)
minecraft.picked_up.deepslate: #24, 1051(0%)
minecraft.mined.diorite: #24, 928(0%)
minecraft.picked_up.egg: #24, 67(0%)
minecraft.picked_up.writable_book: #24, 2(0%)
minecraft.crafted.spruce_planks: #24, 1972(0%)
minecraft.picked_up.spruce_stairs: #24, 17(0%)
minecraft.used.anvil: #24, 12(0%)
minecraft.picked_up.calcite: #24, 103(0%)
minecraft.picked_up.diamond_chestplate: #24, 1(0%)
minecraft.custom.inspect_dispenser: #24, 63(0%)
minecraft.used.deepslate: #24, 176(0%)
minecraft.mined.fire: #24, 35(0%)
minecraft.used.spruce_stairs: #24, 28(0%)
minecraft.crafted.lapis_lazuli: #24, 36(0%)
minecraft.mined.dispenser: #24, 3(0%)
minecraft.killed.chicken: #24, 9(0%)
minecraft.dropped.stick: #24, 115(0%)
minecraft.picked_up.ink_sac: #24, 41(0%)
minecraft.crafted.white_dye: #24, 140(0%)
minecraft.picked_up.spruce_trapdoor: #24, 21(0%)
minecraft.killed.squid: #24, 8(0%)
minecraft.picked_up.decorated_pot: #24, 3(0%)
minecraft.used.chiseled_tuff_bricks: #24, 21(0%)
minecraft.used.dispenser: #24, 6(0%)
minecraft.dropped.diamond_block: #24, 2(0%)
minecraft.crafted.bookshelf: #24, 6(0%)
minecraft.dropped.bucket: #24, 2(0%)
minecraft.picked_up.slime_ball: #24, 32(0%)
minecraft.picked_up.gunpowder: #24, 139(0%)
minecraft.picked_up.dispenser: #24, 3(0%)
minecraft.mined.end_rod: #24, 4(0%)
minecraft.mined.decorated_pot: #24, 3(0%)
minecraft.picked_up.smooth_basalt: #24, 6(0%)
minecraft.mined.cactus: #24, 1(0%)
minecraft.custom.traded_with_villager: #24, 203(0%)
minecraft.picked_up.scaffolding: #24, 76(0%)
minecraft.used.scaffolding: #24, 77(0%)
minecraft.mined.fern: #24, 2(0%)
minecraft.crafted.light_blue_dye: #24, 8(0%)
minecraft.custom.minecart_one_cm: #24, 34658(0%)
minecraft.picked_up.cobblestone_stairs: #24, 1(0%)
minecraft.crafted.emerald: #24, 123(0%)
minecraft.crafted.scaffolding: #24, 12(0%)
minecraft.picked_up.glow_berries: #24, 1(0%)
minecraft.used.white_wool: #24, 3(0%)
minecraft.crafted.gray_dye: #24, 4(0%)
minecraft.mined.basalt: #24, 10(0%)
minecraft.picked_up.end_stone: #24, 2(0%)
minecraft.dropped.armadillo_scute: #24, 1(0%)
minecraft.used.cocoa_beans: #24, 2(0%)
minecraft.crafted.black_dye: #24, 4(0%)
minecraft.custom.interact_with_stonecutter: #25, 101(1%)
minecraft.used.torch: #25, 1627(1%)
minecraft.picked_up.stonecutter: #25, 11(1%)
minecraft.mined.stonecutter: #25, 10(1%)
minecraft.picked_up.white_shulker_box: #25, 36(0%)
minecraft.mined.white_shulker_box: #25, 34(0%)
minecraft.used.barrel: #25, 50(0%)
minecraft.used.leather_boots: #25, 1(0%)
minecraft.used.white_shulker_box: #25, 38(0%)
minecraft.picked_up.iron_leggings: #25, 1(0%)
minecraft.picked_up.torch: #25, 478(0%)
minecraft.picked_up.iron_chestplate: #25, 1(0%)
minecraft.used.obsidian: #25, 69(0%)
minecraft.picked_up.iron_pickaxe: #25, 1(0%)
minecraft.mined.gravel: #25, 1940(0%)
minecraft.mined.obsidian: #25, 63(0%)
minecraft.picked_up.diorite: #25, 894(0%)
minecraft.mined.wall_torch: #25, 37(0%)
minecraft.picked_up.anvil: #25, 4(0%)
minecraft.mined.chipped_anvil: #25, 1(0%)
minecraft.mined.barrel: #25, 11(0%)
minecraft.picked_up.gravel: #25, 1369(0%)
minecraft.picked_up.chipped_anvil: #25, 1(0%)
minecraft.picked_up.apple: #25, 14(0%)
minecraft.custom.talked_to_villager: #25, 127(0%)
minecraft.picked_up.enchanted_book: #25, 3(0%)
minecraft.mined.dark_oak_fence: #25, 7(0%)
minecraft.dropped.carved_pumpkin: #25, 2(0%)
minecraft.picked_up.melon_slice: #25, 99(0%)
minecraft.picked_up.barrel: #25, 9(0%)
minecraft.picked_up.lead: #25, 12(0%)
minecraft.picked_up.bone: #25, 158(0%)
minecraft.killed.sheep: #25, 6(0%)
minecraft.picked_up.dark_oak_fence: #25, 6(0%)
minecraft.mined.spruce_stairs: #25, 6(0%)
minecraft.picked_up.orange_dye: #25, 1(0%)
minecraft.mined.spruce_leaves: #25, 89(0%)
minecraft.picked_up.blue_dye: #25, 1(0%)
minecraft.mined.torch: #25, 40(0%)
minecraft.picked_up.chiseled_tuff_bricks: #25, 5(0%)
minecraft.picked_up.stone_sword: #25, 1(0%)
minecraft.picked_up.cooked_porkchop: #25, 11(0%)
minecraft.picked_up.spider_eye: #25, 34(0%)
minecraft.mined.chiseled_tuff_bricks: #25, 3(0%)
minecraft.mined.sugar_cane: #25, 63(0%)
minecraft.used.egg: #25, 20(0%)
minecraft.picked_up.deepslate_lapis_ore: #25, 2(0%)
minecraft.mined.ladder: #25, 1(0%)
minecraft.mined.dark_oak_leaves: #25, 15(0%)
minecraft.mined.melon: #25, 10(0%)
minecraft.dropped.filled_map: #25, 1(0%)
minecraft.mined.carved_pumpkin: #25, 2(0%)
minecraft.picked_up.dark_oak_sapling: #25, 8(0%)
minecraft.picked_up.sugar_cane: #25, 129(0%)
minecraft.picked_up.basalt: #25, 7(0%)
minecraft.custom.animals_bred: #25, 4(0%)
minecraft.crafted.blue_dye: #25, 9(0%)
minecraft.picked_up.sea_pickle: #25, 2(0%)
minecraft.mined.scaffolding: #25, 12(0%)
minecraft.picked_up.spruce_sapling: #25, 6(0%)
minecraft.used.pumpkin: #25, 1(0%)
minecraft.picked_up.pumpkin_seeds: #25, 4(0%)
minecraft.mined.pumpkin: #25, 3(0%)
minecraft.picked_up.cactus: #25, 3(0%)
minecraft.used.tnt: #25, 1(0%)
minecraft.picked_up.melon: #25, 2(0%)
minecraft.mined.smooth_stone: #25, 1(0%)
minecraft.picked_up.emerald: #25, 1(0%)
minecraft.picked_up.diamond_helmet: #26, 3(1%)
minecraft.killed_by.slime: #26, 2(0%)
minecraft.mined.anvil: #26, 3(0%)
minecraft.picked_up.diamond_block: #26, 13(0%)
minecraft.dropped.writable_book: #26, 1(0%)
minecraft.picked_up.cooked_chicken: #26, 16(0%)
minecraft.picked_up.glow_ink_sac: #26, 7(0%)
minecraft.used.bundle: #26, 1(0%)
minecraft.custom.interact_with_smithing_table: #26, 1(0%)
minecraft.picked_up.red_dye: #26, 1(0%)
minecraft.picked_up.glass_bottle: #26, 12(0%)
minecraft.picked_up.filled_map: #26, 3(0%)
minecraft.picked_up.pumpkin: #26, 3(0%)
minecraft.dropped.diamond_boots: #27, 1(0%)
minecraft.dropped.leather_chestplate: #27, 1(0%)
minecraft.picked_up.cod: #27, 7(0%)
minecraft.picked_up.yellow_dye: #27, 1(0%)
minecraft.used.fishing_rod: #27, 4(0%)
minecraft.picked_up.netherite_pickaxe: #28, 1(0%)
minecraft.picked_up.carved_pumpkin: #28, 5(0%)
minecraft.used.ender_pearl: #28, 5(0%)
minecraft.used.diamond_boots: #29, 1(0%)
minecraft.picked_up.armadillo_scute: #30, 3(0%)
minecraft.used.mace: #30, 3(0%)
minecraft.custom.time_since_rest: #54, 1121(0%)
