stat, rank, value, (percentage) 
minecraft.mined.spruce_trapdoor: #18, 58(1%)
minecraft.picked_up.bamboo_planks: #18, 187(1%)
minecraft.mined.dead_bush: #18, 34(1%)
minecraft.dropped.granite: #18, 99(1%)
minecraft.used.oak_stairs: #18, 19(1%)
minecraft.picked_up.acacia_trapdoor: #18, 16(1%)
minecraft.picked_up.pink_dye: #18, 3(0%)
minecraft.picked_up.clay_ball: #18, 324(0%)
minecraft.mined.piston_head: #18, 1(1%)
minecraft.used.oak_leaves: #18, 449(0%)
minecraft.mined.stone_stairs: #18, 7(0%)
minecraft.picked_up.smithing_table: #18, 2(0%)
minecraft.used.moss_block: #18, 479(0%)
minecraft.used.black_concrete: #18, 86(0%)
minecraft.picked_up.jungle_boat: #18, 1(0%)
minecraft.dropped.iron_ore: #18, 6(0%)
minecraft.mined.birch_leaves: #18, 251(0%)
minecraft.mined.lilac: #18, 2(0%)
minecraft.used.potato: #18, 18(0%)
minecraft.crafted.loom: #18, 4(0%)
minecraft.used.dark_oak_planks: #18, 45(0%)
minecraft.dropped.white_dye: #18, 4(0%)
minecraft.mined.stripped_birch_log: #18, 13(0%)
minecraft.used.azalea: #18, 7(0%)
minecraft.dropped.potato: #18, 36(0%)
minecraft.picked_up.light_gray_concrete_powder: #18, 13(0%)
minecraft.picked_up.stripped_birch_log: #18, 12(0%)
minecraft.used.leaf_litter: #18, 24(0%)
minecraft.dropped.chicken: #18, 7(0%)
minecraft.dropped.cobbled_deepslate: #18, 191(0%)
minecraft.picked_up.detector_rail: #18, 1(0%)
minecraft.crafted.smooth_quartz: #18, 36(0%)
minecraft.picked_up.cyan_concrete: #18, 5(0%)
minecraft.dropped.sugar_cane: #18, 37(0%)
minecraft.used.sea_pickle: #18, 8(0%)
minecraft.dropped.iron_boots: #18, 1(0%)
minecraft.picked_up.birch_stairs: #18, 1(0%)
minecraft.used.lilac: #18, 1(0%)
minecraft.picked_up.birch_leaves: #18, 106(0%)
minecraft.picked_up.cyan_dye: #18, 1(0%)
minecraft.used.oak_sapling: #18, 36(0%)
minecraft.mined.red_sand: #18, 140(0%)
minecraft.mined.cyan_concrete: #18, 4(0%)
minecraft.picked_up.breeze_rod: #18, 13(0%)
minecraft.crafted.bamboo_trapdoor: #18, 10(0%)
minecraft.used.smithing_table: #18, 3(0%)
minecraft.picked_up.nether_bricks: #18, 6(0%)
minecraft.killed.breeze: #18, 3(0%)
minecraft.used.stone_pressure_plate: #18, 2(0%)
minecraft.crafted.orange_wool: #18, 2(0%)
minecraft.dropped.iron_bars: #18, 2(0%)
minecraft.dropped.beef: #18, 2(0%)
minecraft.picked_up.purple_dye: #18, 1(0%)
minecraft.dropped.poppy: #18, 17(0%)
minecraft.dropped.porkchop: #18, 6(0%)
minecraft.crafted.slime_ball: #18, 18(0%)
minecraft.picked_up.acacia_leaves: #18, 3(0%)
minecraft.dropped.cactus: #18, 3(0%)
minecraft.crafted.spruce_button: #18, 6(0%)
minecraft.dropped.smooth_stone: #18, 2(0%)
minecraft.mined.prismarine_bricks: #18, 1(0%)
minecraft.killed.drowned: #18, 27(0%)
minecraft.killed.vindicator: #18, 1(0%)
minecraft.picked_up.golden_leggings: #19, 6(2%)
minecraft.picked_up.birch_log: #19, 874(1%)
minecraft.killed.zombie_villager: #19, 4(1%)
minecraft.picked_up.observer: #19, 151(1%)
minecraft.mined.oak_wall_sign: #19, 6(1%)
minecraft.picked_up.deepslate_lapis_ore: #19, 46(1%)
minecraft.picked_up.oak_log: #19, 1432(1%)
minecraft.custom.inspect_dispenser: #19, 318(1%)
minecraft.dropped.deepslate: #19, 395(1%)
minecraft.dropped.leather_leggings: #19, 3(1%)
minecraft.mined.carrots: #19, 108(1%)
minecraft.mined.player_wall_head: #19, 7(1%)
minecraft.mined.repeater: #19, 50(1%)
minecraft.crafted.diamond_hoe: #19, 1(1%)
minecraft.dropped.wheat_seeds: #19, 1619(1%)
minecraft.mined.redstone_wall_torch: #19, 13(1%)
minecraft.used.tuff: #19, 616(1%)
minecraft.dropped.stone: #19, 2096(1%)
minecraft.mined.spruce_sapling: #19, 5(1%)
minecraft.picked_up.warped_stem: #19, 159(1%)
minecraft.picked_up.oak_slab: #19, 33(1%)
minecraft.picked_up.diamond_chestplate: #19, 3(1%)
minecraft.crafted.stone_button: #19, 69(1%)
minecraft.mined.oak_leaves: #19, 1400(1%)
minecraft.used.sticky_piston: #19, 67(1%)
minecraft.picked_up.cod: #19, 115(1%)
minecraft.picked_up.blackstone: #19, 392(1%)
minecraft.used.oak_log: #19, 122(1%)
minecraft.dropped.white_bed: #19, 1(1%)
minecraft.dropped.iron_chestplate: #19, 1(1%)
minecraft.killed.phantom: #19, 8(1%)
minecraft.dropped.gravel: #19, 294(1%)
minecraft.crafted.note_block: #19, 33(1%)
minecraft.used.fishing_rod: #19, 237(0%)
minecraft.picked_up.tnt: #19, 66(1%)
minecraft.crafted.cauldron: #19, 10(1%)
minecraft.picked_up.netherite_boots: #19, 2(0%)
minecraft.used.campfire: #19, 19(0%)
minecraft.picked_up.netherite_leggings: #19, 2(0%)
minecraft.mined.jukebox: #19, 2(0%)
minecraft.dropped.iron_shovel: #19, 1(0%)
minecraft.mined.azalea: #19, 11(0%)
minecraft.crafted.flower_pot: #19, 16(0%)
minecraft.picked_up.deepslate_diamond_ore: #19, 122(0%)
minecraft.used.book: #19, 10(0%)
minecraft.dropped.flint: #19, 33(0%)
minecraft.mined.warped_nylium: #19, 28(0%)
minecraft.picked_up.stone_stairs: #19, 9(0%)
minecraft.crafted.packed_mud: #19, 382(0%)
minecraft.picked_up.jukebox: #19, 2(0%)
minecraft.mined.bamboo_sapling: #19, 1(0%)
minecraft.picked_up.brick: #19, 70(0%)
minecraft.mined.stripped_dark_oak_log: #19, 29(0%)
minecraft.mined.bamboo_planks: #19, 6(0%)
minecraft.picked_up.music_disc_cat: #19, 1(0%)
minecraft.picked_up.stripped_dark_oak_log: #19, 29(0%)
minecraft.mined.mud_bricks: #19, 12(0%)
minecraft.crafted.bricks: #19, 72(0%)
minecraft.dropped.glass_bottle: #19, 49(0%)
minecraft.crafted.brick: #19, 300(0%)
minecraft.custom.use_cauldron: #19, 17(0%)
minecraft.picked_up.azure_bluet: #19, 33(0%)
minecraft.picked_up.slime_block: #19, 23(0%)
minecraft.picked_up.green_dye: #19, 14(0%)
minecraft.crafted.tripwire_hook: #19, 4(0%)
minecraft.dropped.birch_log: #19, 4(0%)
minecraft.mined.end_stone_bricks: #19, 3(0%)
minecraft.picked_up.cobblestone_wall: #19, 2(0%)
minecraft.mined.purpur_slab: #19, 1(0%)
minecraft.dropped.crossbow: #19, 2(0%)
minecraft.mined.mushroom_stem: #19, 13(0%)
minecraft.picked_up.honey_block: #19, 25(0%)
minecraft.picked_up.oxidized_copper: #19, 31(0%)
minecraft.mined.bamboo_block: #19, 3(0%)
minecraft.dropped.soul_sand: #19, 5(0%)
minecraft.used.sand: #19, 355(0%)
minecraft.mined.beetroots: #19, 4(0%)
minecraft.used.jungle_stairs: #19, 3(0%)
minecraft.picked_up.purpur_pillar: #19, 4(0%)
minecraft.picked_up.stone_pressure_plate: #19, 2(0%)
minecraft.picked_up.red_sand: #19, 131(0%)
minecraft.dropped.salmon: #19, 1(0%)
minecraft.mined.mossy_stone_bricks: #19, 4(0%)
minecraft.mined.waxed_copper_bulb: #19, 1(0%)
minecraft.picked_up.waxed_copper_bulb: #19, 1(0%)
minecraft.picked_up.crimson_roots: #19, 15(0%)
minecraft.picked_up.weeping_vines: #19, 3(0%)
minecraft.crafted.tuff_bricks: #19, 8(0%)
minecraft.crafted.bamboo_slab: #19, 24(0%)
minecraft.picked_up.warped_roots: #19, 12(0%)
minecraft.mined.nether_sprouts: #19, 2(0%)
minecraft.dropped.beetroot: #19, 7(0%)
minecraft.picked_up.big_dripleaf: #19, 1(0%)
minecraft.used.stripped_birch_log: #19, 1(0%)
minecraft.used.poppy: #19, 2(0%)
minecraft.picked_up.azalea_leaves: #19, 12(0%)
minecraft.picked_up.flowering_azalea_leaves: #19, 3(0%)
minecraft.killed.pillager: #19, 30(0%)
minecraft.picked_up.dark_oak_log: #20, 1937(2%)
minecraft.dropped.diamond_boots: #20, 3(1%)
minecraft.used.white_shulker_box: #20, 92(1%)
minecraft.picked_up.tuff_bricks: #20, 352(1%)
minecraft.used.written_book: #20, 54(1%)
minecraft.picked_up.wind_charge: #20, 166(1%)
minecraft.used.tuff_bricks: #20, 552(1%)
minecraft.custom.player_kills: #20, 9(1%)
minecraft.used.spruce_trapdoor: #20, 479(1%)
minecraft.picked_up.chainmail_helmet: #20, 1(1%)
minecraft.picked_up.lever: #20, 68(1%)
minecraft.dropped.diamond: #20, 76(1%)
minecraft.picked_up.repeater: #20, 66(1%)
minecraft.used.redstone: #20, 570(1%)
minecraft.used.repeater: #20, 145(1%)
minecraft.picked_up.oak_sapling: #20, 236(1%)
minecraft.mined.flowering_azalea: #20, 11(1%)
minecraft.crafted.shield: #20, 2(1%)
minecraft.dropped.oak_planks: #20, 16(1%)
minecraft.dropped.shield: #20, 1(1%)
minecraft.picked_up.orange_dye: #20, 4(0%)
minecraft.used.flower_pot: #20, 12(0%)
minecraft.picked_up.fishing_rod: #20, 5(0%)
minecraft.used.spruce_door: #20, 2(0%)
minecraft.mined.stone_bricks: #20, 167(0%)
minecraft.dropped.stick: #20, 300(0%)
minecraft.dropped.bucket: #20, 8(0%)
minecraft.crafted.campfire: #20, 15(0%)
minecraft.picked_up.slime_ball: #20, 121(0%)
minecraft.used.mossy_cobblestone: #20, 31(0%)
minecraft.mined.cherry_log: #20, 77(0%)
minecraft.dropped.iron_sword: #20, 1(0%)
minecraft.mined.mangrove_planks: #20, 8(0%)
minecraft.mined.warped_fungus: #20, 4(0%)
minecraft.mined.dark_oak_leaves: #20, 107(0%)
minecraft.crafted.stone_slab: #20, 86(0%)
minecraft.dropped.copper_ore: #20, 7(0%)
minecraft.crafted.bamboo_planks: #20, 762(0%)
minecraft.dropped.lapis_lazuli: #20, 12(0%)
minecraft.picked_up.mud: #20, 416(0%)
minecraft.picked_up.bricks: #20, 14(0%)
minecraft.used.air: #20, 103(0%)
minecraft.picked_up.magma_block: #20, 83(0%)
minecraft.used.melon: #20, 2(0%)
minecraft.mined.crimson_fungus: #20, 2(0%)
minecraft.crafted.stone: #20, 24(0%)
minecraft.picked_up.pink_petals: #20, 79(0%)
minecraft.mined.magma_block: #20, 67(0%)
minecraft.picked_up.jungle_planks: #20, 8(0%)
minecraft.used.oxidized_copper_grate: #20, 4(0%)
minecraft.dropped.lever: #20, 2(0%)
minecraft.mined.smooth_quartz: #20, 12(0%)
minecraft.crafted.polished_blackstone_button: #20, 2(0%)
minecraft.picked_up.purpur_slab: #20, 1(0%)
minecraft.picked_up.smooth_quartz: #20, 12(0%)
minecraft.picked_up.acacia_sapling: #20, 17(0%)
minecraft.mined.pink_petals: #20, 6(0%)
minecraft.used.oxidized_copper: #20, 9(0%)
minecraft.mined.flowering_azalea_leaves: #20, 35(0%)
minecraft.dropped.cooked_porkchop: #20, 7(0%)
minecraft.used.blackstone: #20, 18(0%)
minecraft.used.jungle_slab: #20, 5(0%)
minecraft.picked_up.beetroot: #20, 16(0%)
minecraft.used.smooth_quartz: #20, 29(0%)
minecraft.mined.azalea_leaves: #20, 76(0%)
minecraft.picked_up.crimson_fungus: #20, 2(0%)
minecraft.mined.stripped_jungle_log: #20, 2(0%)
minecraft.picked_up.stripped_jungle_log: #20, 2(0%)
minecraft.mined.crimson_stem: #20, 4(0%)
minecraft.picked_up.warped_fungus: #20, 4(0%)
minecraft.dropped.pumpkin_seeds: #20, 4(0%)
minecraft.dropped.emerald: #20, 11(0%)
minecraft.dropped.flowering_azalea: #20, 1(0%)
minecraft.picked_up.dead_bush: #20, 1(0%)
minecraft.used.mossy_stone_bricks: #20, 1(0%)
minecraft.picked_up.prismarine_bricks: #20, 1(0%)
minecraft.killed.witch: #20, 1(0%)
minecraft.used.soul_sand: #21, 134(1%)
minecraft.picked_up.golden_chestplate: #21, 5(1%)
minecraft.used.painting: #21, 53(1%)
minecraft.picked_up.bone: #21, 985(1%)
minecraft.used.hopper_minecart: #21, 9(1%)
minecraft.used.jukebox: #21, 5(1%)
minecraft.dropped.diamond_shovel: #21, 2(1%)
minecraft.used.cobbled_deepslate: #21, 740(1%)
minecraft.picked_up.birch_sapling: #21, 117(1%)
minecraft.picked_up.saddle: #21, 6(1%)
minecraft.picked_up.spruce_trapdoor: #21, 117(1%)
minecraft.dropped.dirt: #21, 831(1%)
minecraft.picked_up.dark_oak_trapdoor: #21, 23(1%)
minecraft.killed.trader_llama: #21, 2(1%)
minecraft.killed.wandering_trader: #21, 1(1%)
minecraft.crafted.dispenser: #21, 8(0%)
minecraft.picked_up.oak_leaves: #21, 734(0%)
minecraft.dropped.andesite: #21, 109(0%)
minecraft.mined.oak_sign: #21, 1(0%)
minecraft.picked_up.cooked_porkchop: #21, 54(0%)
minecraft.used.decorated_pot: #21, 14(0%)
minecraft.picked_up.comparator: #21, 17(0%)
minecraft.used.comparator: #21, 38(0%)
minecraft.mined.sunflower: #21, 19(0%)
minecraft.dropped.ink_sac: #21, 3(0%)
minecraft.dropped.redstone: #21, 58(0%)
minecraft.crafted.painting: #21, 7(0%)
minecraft.dropped.arrow: #21, 95(0%)
minecraft.picked_up.cherry_sapling: #21, 26(0%)
minecraft.picked_up.cherry_log: #21, 76(0%)
minecraft.picked_up.moss_block: #21, 740(0%)
minecraft.picked_up.dark_oak_sapling: #21, 55(0%)
minecraft.picked_up.hopper_minecart: #21, 2(0%)
minecraft.dropped.polished_tuff: #21, 2(0%)
minecraft.picked_up.mud_bricks: #21, 12(0%)
minecraft.used.tnt: #21, 25(0%)
minecraft.mined.peony: #21, 1(0%)
minecraft.picked_up.peony: #21, 8(0%)
minecraft.crafted.dropper: #21, 14(0%)
minecraft.dropped.ender_chest: #21, 1(0%)
minecraft.used.jungle_log: #21, 15(0%)
minecraft.picked_up.polished_andesite_stairs: #21, 1(0%)
minecraft.dropped.oak_slab: #21, 1(0%)
minecraft.picked_up.light_gray_dye: #21, 1(0%)
minecraft.picked_up.end_stone_bricks: #21, 3(0%)
minecraft.mined.mangrove_leaves: #21, 160(0%)
minecraft.picked_up.bone_block: #21, 51(0%)
minecraft.mined.muddy_mangrove_roots: #21, 10(0%)
minecraft.used.mangrove_planks: #21, 10(0%)
minecraft.picked_up.muddy_mangrove_roots: #21, 10(0%)
minecraft.picked_up.amethyst_cluster: #21, 3(0%)
minecraft.dropped.shears: #21, 1(0%)
minecraft.picked_up.lilac: #21, 4(0%)
minecraft.crafted.polished_blackstone: #21, 4(0%)
minecraft.mined.crimson_roots: #21, 2(0%)
minecraft.dropped.stone_sword: #21, 1(0%)
minecraft.crafted.stone_pressure_plate: #21, 1(0%)
minecraft.used.cobblestone_wall: #21, 1(0%)
minecraft.crafted.moss_carpet: #21, 6(0%)
minecraft.used.bamboo_block: #21, 2(0%)
minecraft.dropped.bamboo: #21, 7(0%)
minecraft.used.pink_petals: #21, 1(0%)
minecraft.custom.drop: #22, 5278(2%)
minecraft.dropped.diamond_sword: #22, 3(1%)
minecraft.mined.lever: #22, 26(1%)
minecraft.picked_up.deepslate: #22, 2412(1%)
minecraft.dropped.diorite: #22, 166(1%)
minecraft.mined.player_head: #22, 23(1%)
minecraft.picked_up.rotten_flesh: #22, 1008(1%)
minecraft.mined.vine: #22, 114(1%)
minecraft.picked_up.chainmail_chestplate: #22, 1(1%)
minecraft.used.piston: #22, 90(1%)
minecraft.mined.dispenser: #22, 10(1%)
minecraft.custom.pot_flower: #22, 10(1%)
minecraft.dropped.pointed_dripstone: #22, 13(0%)
minecraft.killed.spider: #22, 30(0%)
minecraft.picked_up.flower_pot: #22, 5(0%)
minecraft.used.dark_oak_log: #22, 89(0%)
minecraft.dropped.dandelion: #22, 15(0%)
minecraft.mined.comparator: #22, 8(0%)
minecraft.used.observer: #22, 90(0%)
minecraft.killed.zombie: #22, 355(0%)
minecraft.picked_up.dispenser: #22, 10(0%)
minecraft.dropped.baked_potato: #22, 9(0%)
minecraft.crafted.dark_oak_trapdoor: #22, 28(0%)
minecraft.dropped.leather_boots: #22, 1(0%)
minecraft.used.chain: #22, 31(0%)
minecraft.mined.smithing_table: #22, 1(0%)
minecraft.mined.chain: #22, 8(0%)
minecraft.used.dropper: #22, 14(0%)
minecraft.mined.mud: #22, 449(0%)
minecraft.crafted.oak_trapdoor: #22, 10(0%)
minecraft.used.coarse_dirt: #22, 144(0%)
minecraft.mined.polished_andesite_stairs: #22, 1(0%)
minecraft.picked_up.black_dye: #22, 2(0%)
minecraft.mined.dropper: #22, 2(0%)
minecraft.dropped.carrot: #22, 37(0%)
minecraft.picked_up.pitcher_plant: #22, 2(0%)
minecraft.mined.dark_oak_slab: #22, 3(0%)
minecraft.picked_up.dropper: #22, 3(0%)
minecraft.picked_up.beetroot_seeds: #22, 23(0%)
minecraft.mined.tnt: #22, 2(0%)
minecraft.dropped.gunpowder: #22, 19(0%)
minecraft.picked_up.lime_dye: #22, 1(0%)
minecraft.crafted.grindstone: #22, 2(0%)
minecraft.used.mud_bricks: #22, 12(0%)
minecraft.dropped.scaffolding: #22, 6(0%)
minecraft.mined.mangrove_roots: #22, 43(0%)
minecraft.dropped.dark_oak_planks: #22, 1(0%)
minecraft.used.stone_sword: #22, 7(0%)
minecraft.used.dark_oak_stairs: #22, 4(0%)
minecraft.crafted.dark_oak_stairs: #22, 4(0%)
minecraft.used.mangrove_roots: #22, 13(0%)
minecraft.crafted.blast_furnace: #22, 1(0%)
minecraft.picked_up.stripped_mangrove_log: #22, 4(0%)
minecraft.mined.stripped_mangrove_log: #22, 4(0%)
minecraft.picked_up.mossy_stone_bricks: #22, 2(0%)
minecraft.used.magma_block: #22, 7(0%)
minecraft.used.smooth_quartz_stairs: #22, 1(0%)
minecraft.mined.purpur_block: #22, 2(0%)
minecraft.mined.warped_roots: #22, 1(0%)
minecraft.picked_up.purpur_block: #22, 2(0%)
minecraft.dropped.gold_ingot: #22, 1(0%)
minecraft.killed.slime: #22, 1(0%)
minecraft.used.polished_tuff_wall: #22, 1(0%)
minecraft.used.jungle_planks: #22, 1(0%)
minecraft.picked_up.bamboo_block: #22, 3(0%)
minecraft.picked_up.white_shulker_box: #23, 68(1%)
minecraft.mined.white_shulker_box: #23, 64(1%)
minecraft.picked_up.arrow: #23, 806(1%)
minecraft.dropped.leather_chestplate: #23, 3(1%)
minecraft.picked_up.carrot: #23, 446(1%)
minecraft.crafted.diamond_sword: #23, 1(1%)
minecraft.crafted.bow: #23, 12(1%)
minecraft.used.lever: #23, 50(1%)
minecraft.picked_up.stone_bricks: #23, 169(0%)
minecraft.crafted.chain: #23, 72(0%)
minecraft.picked_up.chain: #23, 22(0%)
minecraft.used.dark_oak_trapdoor: #23, 37(0%)
minecraft.picked_up.painting: #23, 12(0%)
minecraft.used.bow: #23, 200(0%)
minecraft.picked_up.shield: #23, 1(0%)
minecraft.mined.bone_block: #23, 17(0%)
minecraft.used.dispenser: #23, 11(0%)
minecraft.dropped.water_bucket: #23, 1(0%)
minecraft.mined.stone_button: #23, 3(0%)
minecraft.dropped.iron_nugget: #23, 36(0%)
minecraft.picked_up.bone_meal: #23, 236(0%)
minecraft.picked_up.moss_carpet: #23, 144(0%)
minecraft.custom.time_since_rest: #23, 88471(0%)
minecraft.killed.skeleton: #23, 106(0%)
minecraft.picked_up.flowering_azalea: #23, 23(0%)
minecraft.picked_up.azalea: #23, 38(0%)
minecraft.killed.creeper: #23, 28(0%)
minecraft.crafted.piston: #23, 22(0%)
minecraft.used.stone_stairs: #23, 8(0%)
minecraft.dropped.lead: #23, 1(0%)
minecraft.mined.stone_brick_stairs: #23, 3(0%)
minecraft.picked_up.mangrove_roots: #23, 37(0%)
minecraft.crafted.decorated_pot: #23, 3(0%)
minecraft.dropped.moss_carpet: #23, 4(0%)
minecraft.used.acacia_log: #23, 3(0%)
minecraft.dropped.beetroot_seeds: #23, 3(0%)
minecraft.dropped.feather: #23, 2(0%)
minecraft.picked_up.deepslate_bricks: #23, 1(0%)
minecraft.mined.cherry_leaves: #23, 3(0%)
minecraft.picked_up.bow: #24, 33(1%)
minecraft.picked_up.redstone: #24, 1767(1%)
minecraft.dropped.bow: #24, 8(0%)
minecraft.dropped.paper: #24, 10(0%)
minecraft.dropped.bone: #24, 35(0%)
minecraft.used.oak_planks: #24, 27(0%)
minecraft.used.moss_carpet: #24, 58(0%)
minecraft.dropped.rotten_flesh: #24, 151(0%)
minecraft.used.stone_bricks: #24, 145(0%)
minecraft.picked_up.stone_button: #24, 3(0%)
minecraft.used.stone_button: #24, 8(0%)
minecraft.dropped.cornflower: #24, 1(0%)
minecraft.picked_up.polished_tuff_slab: #24, 4(0%)
minecraft.used.grindstone: #24, 2(0%)
minecraft.picked_up.dark_oak_slab: #24, 3(0%)
minecraft.crafted.dark_oak_slab: #24, 12(0%)
minecraft.mined.warped_stem: #24, 7(0%)
minecraft.used.honeycomb: #24, 7(0%)
minecraft.mined.polished_tuff_slab: #24, 1(0%)
minecraft.mined.shroomlight: #24, 1(0%)
minecraft.used.polished_tuff_slab: #24, 6(0%)
minecraft.used.mangrove_log: #24, 5(0%)
minecraft.used.stone_brick_stairs: #24, 3(0%)
minecraft.dropped.green_dye: #24, 1(0%)
minecraft.used.spruce_sapling: #24, 8(0%)
minecraft.dropped.kelp: #24, 3(0%)
minecraft.dropped.sand: #24, 9(0%)
minecraft.dropped.iron_ingot: #24, 3(0%)
minecraft.picked_up.packed_mud: #24, 6(0%)
minecraft.used.packed_mud: #24, 7(0%)
minecraft.used.mud: #24, 5(0%)
minecraft.picked_up.short_grass: #24, 3(0%)
minecraft.dropped.bone_meal: #24, 4(0%)
minecraft.crafted.coarse_dirt: #24, 4(0%)
minecraft.crafted.dark_oak_planks: #25, 548(0%)
minecraft.crafted.stone_bricks: #25, 196(0%)
minecraft.picked_up.sunflower: #25, 20(0%)
minecraft.picked_up.gunpowder: #25, 130(0%)
minecraft.dropped.gold_nugget: #25, 8(0%)
minecraft.used.dark_oak_slab: #25, 9(0%)
minecraft.mined.jungle_log: #25, 18(0%)
minecraft.picked_up.jungle_log: #25, 16(0%)
minecraft.dropped.tuff: #25, 2(0%)
minecraft.mined.packed_mud: #25, 4(0%)
minecraft.dropped.diamond_leggings: #26, 1(1%)
minecraft.dropped.moss_block: #26, 1(0%)
minecraft.custom.time_since_death: #29, 158089(0%)
