stat, rank, value, (percentage) 
minecraft.mined.waxed_oxidized_cut_copper: #2, 853(20%)
minecraft.killed_by.ravager: #2, 790(17%)
minecraft.mined.heavy_core: #1, 11(58%)
minecraft.mined.soul_wall_torch: #1, 13(72%)
minecraft.picked_up.polished_tuff_wall: #2, 573(17%)
minecraft.custom.sprint_one_cm: #2, 331516783(9%)
minecraft.picked_up.music_disc_cat: #2, 58(18%)
minecraft.picked_up.tipped_arrow: #2, 2127(19%)
minecraft.mined.water_cauldron: #1, 17(17%)
minecraft.crafted.wolf_armor: #1, 65(71%)
minecraft.dropped.goat_horn: #1, 19(15%)
minecraft.picked_up.cobbled_deepslate_stairs: #2, 357(17%)
minecraft.picked_up.smooth_quartz_stairs: #2, 380(18%)
minecraft.crafted.golden_leggings: #1, 19(28%)
minecraft.mined.bamboo_wall_sign: #2, 76(16%)
minecraft.used.white_dye: #2, 206(19%)
minecraft.mined.red_glazed_terracotta: #1, 62(22%)
minecraft.custom.open_shulker_box: #2, 94320(9%)
minecraft.picked_up.pink_bed: #2, 103(32%)
minecraft.crafted.magenta_wool: #2, 384(32%)
minecraft.crafted.orange_dye: #2, 3702(16%)
minecraft.used.crossbow: #2, 649(22%)
minecraft.used.iron_door: #2, 136(16%)
minecraft.custom.aviate_one_cm: #2, 1596216461(9%)
minecraft.mined.skeleton_skull: #1, 17(40%)
minecraft.mined.target: #2, 158(19%)
minecraft.picked_up.music_disc_11: #1, 19(35%)
minecraft.picked_up.orange_shulker_box: #3, 986(18%)
minecraft.used.jukebox: #1, 64(11%)
minecraft.picked_up.iron_door: #2, 121(16%)
minecraft.mined.brown_wall_banner: #1, 43(25%)
minecraft.mined.gray_stained_glass_pane: #1, 40(23%)
minecraft.killed_by.wither: #1, 5(45%)
minecraft.mined.warped_hanging_sign: #1, 10(45%)
minecraft.dropped.netherite_sword: #2, 17(23%)
minecraft.picked_up.grindstone: #1, 99(12%)
minecraft.mined.polished_andesite: #2, 768(15%)
minecraft.picked_up.bamboo_pressure_plate: #1, 26(27%)
minecraft.used.target: #2, 547(18%)
minecraft.used.chiseled_copper: #1, 145(22%)
minecraft.picked_up.cyan_stained_glass_pane: #1, 75(24%)
minecraft.custom.interact_with_crafting_table: #1, 7919(9%)
minecraft.killed.slime: #2, 1855(16%)
minecraft.mined.warped_slab: #2, 221(20%)
minecraft.dropped.warped_slab: #1, 60(53%)
minecraft.dropped.pale_hanging_moss: #1, 109(44%)
minecraft.used.ender_eye: #1, 55(52%)
minecraft.dropped.oak_pressure_plate: #1, 10(24%)
minecraft.mined.dragon_head: #1, 5(24%)
minecraft.custom.climb_one_cm: #2, 7964229(9%)
minecraft.killed.stray: #2, 642(20%)
minecraft.picked_up.light_blue_concrete_powder: #2, 252(23%)
minecraft.picked_up.ink_sac: #3, 4957(18%)
minecraft.used.bamboo_slab: #2, 2282(19%)
minecraft.dropped.waxed_oxidized_cut_copper: #2, 53(28%)
minecraft.crafted.white_stained_glass: #2, 7560(18%)
minecraft.picked_up.polished_blackstone_button: #2, 46(20%)
minecraft.used.lime_candle: #1, 49(86%)
minecraft.picked_up.blue_glazed_terracotta: #1, 47(64%)
minecraft.dropped.flow_banner_pattern: #1, 6(43%)
minecraft.crafted.netherite_boots: #2, 14(24%)
minecraft.used.polished_blackstone_button: #2, 236(16%)
minecraft.crafted.golden_axe: #1, 7(64%)
minecraft.mined.iron_block: #2, 5653(14%)
minecraft.picked_up.stone_sword: #2, 177(14%)
minecraft.crafted.crimson_fence: #2, 153(32%)
minecraft.mined.bamboo_sign: #2, 43(17%)
minecraft.used.soul_torch: #1, 74(31%)
minecraft.crafted.cherry_hanging_sign: #1, 30(42%)
minecraft.crafted.netherite_leggings: #2, 14(23%)
minecraft.picked_up.waxed_copper_block: #2, 2009(18%)
minecraft.picked_up.red_glazed_terracotta: #1, 70(21%)
minecraft.mined.bamboo_hanging_sign: #1, 14(41%)
minecraft.crafted.chiseled_resin_bricks: #1, 16(62%)
minecraft.killed.ender_dragon: #1, 9(41%)
minecraft.used.tropical_fish: #1, 9(27%)
minecraft.mined.iron_door: #2, 111(16%)
minecraft.used.birch_boat: #2, 58(26%)
minecraft.used.red_tulip: #1, 25(20%)
minecraft.mined.orange_carpet: #2, 87(21%)
minecraft.crafted.gold_nugget: #2, 26469(16%)
minecraft.mined.blue_concrete_powder: #1, 14(48%)
minecraft.mined.deepslate_iron_ore: #2, 2841(14%)
minecraft.crafted.netherite_ingot: #2, 58(17%)
minecraft.mined.blue_glazed_terracotta: #1, 47(60%)
minecraft.used.detector_rail: #2, 98(17%)
minecraft.picked_up.heavy_weighted_pressure_plate: #1, 20(15%)
minecraft.dropped.beehive: #1, 113(40%)
minecraft.picked_up.raw_gold_block: #2, 197(26%)
minecraft.mined.waxed_copper_door: #1, 4(40%)
minecraft.picked_up.waxed_copper_door: #1, 4(40%)
minecraft.mined.polished_blackstone_brick_wall: #1, 12(60%)
minecraft.custom.damage_blocked_by_shield: #2, 55754(15%)
minecraft.mined.redstone_lamp: #2, 114(15%)
minecraft.picked_up.deepslate: #2, 37781(14%)
minecraft.crafted.nether_wart_block: #1, 193(60%)
minecraft.used.redstone: #2, 11269(13%)
minecraft.used.porkchop: #2, 40(24%)
minecraft.mined.yellow_banner: #1, 8(30%)
minecraft.dropped.phantom_membrane: #2, 42(18%)
minecraft.picked_up.warped_trapdoor: #2, 187(18%)
minecraft.crafted.cyan_bed: #2, 37(22%)
minecraft.picked_up.gilded_blackstone: #2, 287(31%)
minecraft.crafted.trapped_chest: #2, 36(42%)
minecraft.mined.tuff: #1, 25198(9%)
minecraft.dropped.wither_skeleton_skull: #1, 14(29%)
minecraft.mined.orange_banner: #1, 8(33%)
minecraft.picked_up.golden_carrot: #2, 5462(9%)
minecraft.used.pale_moss_block: #3, 4304(24%)
minecraft.mined.crimson_stem: #2, 1579(16%)
minecraft.used.deepslate: #2, 10714(13%)
minecraft.used.iron_axe: #1, 2307(10%)
minecraft.mined.waxed_copper_block: #2, 1974(17%)
minecraft.used.nether_wart: #2, 1746(14%)
minecraft.used.sticky_piston: #2, 1254(13%)
minecraft.used.skeleton_skull: #1, 12(46%)
minecraft.crafted.paper: #2, 27957(13%)
minecraft.mined.lever: #2, 372(13%)
minecraft.picked_up.slime_block: #3, 2485(18%)
minecraft.picked_up.bamboo_sign: #2, 232(14%)
minecraft.used.cherry_hanging_sign: #1, 27(46%)
minecraft.dropped.heart_of_the_sea: #1, 8(57%)
minecraft.used.tnt_minecart: #2, 106(25%)
minecraft.picked_up.skeleton_skull: #1, 19(28%)
minecraft.picked_up.birch_boat: #2, 59(23%)
minecraft.dropped.firefly_bush: #1, 18(75%)
minecraft.picked_up.polished_andesite: #2, 879(14%)
minecraft.picked_up.scrape_pottery_sherd: #2, 74(19%)
minecraft.mined.nether_brick_wall: #1, 16(32%)
minecraft.picked_up.chainmail_helmet: #2, 16(15%)
minecraft.picked_up.guster_banner_pattern: #2, 12(23%)
minecraft.dropped.pale_moss_carpet: #2, 202(23%)
minecraft.dropped.birch_fence_gate: #1, 45(56%)
minecraft.crafted.crimson_hanging_sign: #1, 30(56%)
minecraft.mined.waxed_copper_trapdoor: #2, 50(23%)
minecraft.used.warped_pressure_plate: #1, 19(44%)
minecraft.used.stone_bricks: #2, 14864(13%)
minecraft.mined.oak_fence_gate: #2, 39(15%)
minecraft.mined.warped_stem: #2, 2411(13%)
minecraft.mined.bamboo_block: #2, 400(15%)
minecraft.picked_up.splash_potion: #2, 191(12%)
minecraft.picked_up.honey_block: #2, 3106(13%)
minecraft.crafted.netherite_shovel: #1, 4(18%)
minecraft.picked_up.end_stone_brick_stairs: #1, 16(36%)
minecraft.mined.purple_wall_banner: #1, 6(55%)
minecraft.used.warped_stem: #2, 1019(14%)
minecraft.picked_up.guster_pottery_sherd: #2, 84(20%)
minecraft.used.tuff_brick_slab: #2, 1397(14%)
minecraft.picked_up.pale_oak_log: #2, 6192(14%)
minecraft.picked_up.light_blue_shulker_box: #2, 776(13%)
minecraft.dropped.totem_of_undying: #2, 151(15%)
minecraft.picked_up.white_banner: #3, 547(17%)
minecraft.picked_up.anvil: #3, 224(14%)
minecraft.crafted.blue_bundle: #1, 5(71%)
minecraft.used.pale_oak_sapling: #2, 624(16%)
minecraft.used.polished_tuff: #2, 5810(12%)
minecraft.used.mangrove_hanging_sign: #1, 39(21%)
minecraft.picked_up.emerald: #2, 5434(12%)
minecraft.dropped.orange_banner: #1, 9(53%)
minecraft.dropped.dark_oak_door: #1, 16(30%)
minecraft.crafted.soul_torch: #2, 1052(21%)
minecraft.picked_up.sunflower: #2, 2022(11%)
minecraft.picked_up.leather_leggings: #2, 51(10%)
minecraft.used.netherite_chestplate: #2, 135(26%)
minecraft.used.waxed_oxidized_cut_copper_stairs: #2, 500(19%)
minecraft.mined.dark_prismarine: #2, 488(18%)
minecraft.mined.pale_oak_log: #2, 6094(15%)
minecraft.mined.mangrove_pressure_plate: #1, 11(69%)
minecraft.used.blue_carpet: #2, 905(31%)
minecraft.dropped.white_candle: #1, 39(68%)
minecraft.used.light_blue_shulker_box: #2, 777(13%)
minecraft.picked_up.oak_door: #2, 43(13%)
minecraft.used.bucket: #2, 9310(11%)
minecraft.crafted.diamond_chestplate: #2, 12(13%)
minecraft.crafted.waxed_weathered_chiseled_copper: #1, 96(29%)
minecraft.mined.cactus_flower: #1, 18(20%)
minecraft.mined.oak_button: #2, 34(16%)
minecraft.picked_up.waxed_copper_trapdoor: #2, 50(22%)
minecraft.custom.sleep_in_bed: #2, 3857(9%)
minecraft.crafted.cyan_wool: #2, 406(19%)
minecraft.dropped.emerald_ore: #1, 4(40%)
minecraft.mined.end_stone_brick_stairs: #1, 16(40%)
minecraft.dropped.guster_banner_pattern: #1, 3(50%)
minecraft.dropped.crimson_fungus: #2, 68(33%)
minecraft.picked_up.bundle: #2, 48(10%)
minecraft.picked_up.bone: #2, 12694(12%)
minecraft.picked_up.warped_stem: #2, 2476(12%)
minecraft.picked_up.crimson_slab: #2, 128(27%)
minecraft.picked_up.black_harness: #1, 60(98%)
minecraft.picked_up.chiseled_tuff_bricks: #2, 691(12%)
minecraft.crafted.cyan_shulker_box: #2, 22(14%)
minecraft.mined.white_wall_banner: #2, 48(13%)
minecraft.crafted.waxed_oxidized_chiseled_copper: #1, 68(49%)
minecraft.crafted.oxidized_chiseled_copper: #1, 64(16%)
minecraft.mined.powder_snow: #2, 145(17%)
minecraft.custom.crouch_one_cm: #3, 53466071(9%)
minecraft.mined.cherry_log: #2, 3152(13%)
minecraft.picked_up.yellow_banner: #2, 21(24%)
minecraft.mined.light_blue_shulker_box: #2, 773(13%)
minecraft.mined.bamboo_mosaic: #2, 78(24%)
minecraft.used.chiseled_resin_bricks: #1, 49(48%)
minecraft.picked_up.flow_pottery_sherd: #2, 70(17%)
minecraft.picked_up.stone_pickaxe: #2, 15(15%)
minecraft.dropped.birch_door: #1, 9(47%)
minecraft.crafted.polished_tuff: #3, 6595(16%)
minecraft.custom.walk_under_water_one_cm: #3, 23336558(8%)
minecraft.used.lantern: #2, 824(12%)
minecraft.dropped.honey_block: #2, 316(17%)
minecraft.crafted.raw_iron_block: #2, 734(14%)
minecraft.picked_up.warped_planks: #2, 302(14%)
minecraft.picked_up.music_disc_tears: #1, 6(38%)
minecraft.mined.oak_trapdoor: #2, 214(11%)
minecraft.mined.oak_fence: #2, 496(12%)
minecraft.picked_up.clock: #2, 16(17%)
minecraft.mined.pink_bed: #2, 102(26%)
minecraft.crafted.turtle_helmet: #1, 6(46%)
minecraft.used.ladder: #2, 1403(11%)
minecraft.crafted.iron_boots: #3, 29(15%)
minecraft.dropped.leather_leggings: #2, 32(10%)
minecraft.used.music_disc_cat: #2, 17(19%)
minecraft.picked_up.sniffer_egg: #1, 19(23%)
minecraft.custom.walk_on_water_one_cm: #3, 10561768(7%)
minecraft.picked_up.ender_eye: #2, 30(22%)
minecraft.picked_up.crimson_stem: #2, 1546(13%)
minecraft.dropped.dispenser: #2, 78(19%)
minecraft.dropped.gray_bundle: #1, 4(36%)
minecraft.used.glass: #3, 29732(15%)
minecraft.used.cracked_nether_bricks: #1, 46(90%)
minecraft.dropped.pale_moss_block: #2, 131(21%)
minecraft.crafted.crossbow: #2, 30(35%)
minecraft.used.nether_wart_block: #2, 720(23%)
minecraft.crafted.golden_sword: #1, 8(89%)
minecraft.custom.trigger_trapped_chest: #3, 182(15%)
minecraft.mined.polished_basalt: #2, 192(15%)
minecraft.crafted.polished_blackstone_bricks: #2, 576(23%)
minecraft.dropped.gravel: #3, 7885(15%)
minecraft.used.crimson_hanging_sign: #1, 31(58%)
minecraft.mined.sniffer_egg: #1, 7(88%)
minecraft.mined.lime_candle: #1, 14(88%)
minecraft.mined.wildflowers: #2, 123(18%)
minecraft.mined.jukebox: #2, 49(11%)
minecraft.custom.raid_trigger: #2, 14601(21%)
minecraft.used.pink_bed: #2, 99(25%)
minecraft.crafted.snout_armor_trim_smithing_template: #1, 46(57%)
minecraft.crafted.cobbled_deepslate_stairs: #2, 610(15%)
minecraft.dropped.sculk_sensor: #2, 32(30%)
minecraft.mined.exposed_copper_door: #1, 4(29%)
minecraft.dropped.tuff_wall: #1, 6(29%)
minecraft.mined.potted_orange_tulip: #1, 3(43%)
minecraft.picked_up.chipped_anvil: #2, 42(11%)
minecraft.used.golden_apple: #2, 100(19%)
minecraft.picked_up.lime_candle: #1, 23(85%)
minecraft.picked_up.yellow_stained_glass: #2, 268(22%)
minecraft.crafted.red_wool: #2, 927(13%)
minecraft.picked_up.dried_ghast: #2, 160(27%)
minecraft.mined.oak_log: #2, 10669(10%)
minecraft.mined.blue_carpet: #2, 114(30%)
minecraft.used.purple_banner: #2, 11(30%)
minecraft.mined.tall_dry_grass: #2, 117(18%)
minecraft.crafted.tripwire_hook: #2, 290(12%)
minecraft.dropped.netherite_chestplate: #1, 5(21%)
minecraft.mined.suspicious_sand: #2, 28(27%)
minecraft.dropped.crimson_sign: #1, 10(28%)
minecraft.picked_up.golden_hoe: #1, 5(56%)
minecraft.dropped.mace: #2, 19(13%)
minecraft.used.ominous_bottle: #2, 41(17%)
minecraft.used.vine: #2, 132(13%)
minecraft.mined.oak_stairs: #2, 278(12%)
minecraft.crafted.flint_and_steel: #2, 263(11%)
minecraft.picked_up.turtle_egg: #2, 176(16%)
minecraft.dropped.name_tag: #2, 38(12%)
minecraft.dropped.cyan_concrete: #2, 110(38%)
minecraft.dropped.stripped_pale_oak_log: #1, 9(82%)
minecraft.crafted.warped_hanging_sign: #2, 60(26%)
minecraft.used.shroomlight: #3, 525(16%)
minecraft.used.firework_rocket: #3, 62155(9%)
minecraft.picked_up.honeycomb_block: #2, 1205(26%)
minecraft.crafted.black_dye: #2, 8475(11%)
minecraft.mined.cyan_stained_glass_pane: #2, 48(22%)
minecraft.crafted.skull_banner_pattern: #1, 2(40%)
minecraft.crafted.orange_bundle: #1, 4(80%)
minecraft.dropped.shelter_pottery_sherd: #1, 4(80%)
minecraft.dropped.netherite_leggings: #2, 9(15%)
minecraft.picked_up.rail: #2, 4985(10%)
minecraft.mined.white_shulker_box: #2, 681(10%)
minecraft.mined.turtle_egg: #2, 176(17%)
minecraft.used.rail: #2, 6065(10%)
minecraft.killed.hoglin: #2, 27(15%)
minecraft.used.heavy_weighted_pressure_plate: #2, 51(13%)
minecraft.killed.player: #3, 307(11%)
minecraft.used.diamond: #2, 161(12%)
minecraft.dropped.crossbow: #3, 253(15%)
minecraft.picked_up.arrow: #2, 9865(9%)
minecraft.picked_up.oak_fence: #2, 513(11%)
minecraft.used.oak_log: #3, 2681(14%)
minecraft.picked_up.bolt_armor_trim_smithing_template: #2, 12(21%)
minecraft.dropped.muddy_mangrove_roots: #2, 64(21%)
minecraft.crafted.diamond_leggings: #2, 11(10%)
minecraft.used.sea_lantern: #2, 615(13%)
minecraft.killed.breeze: #2, 538(14%)
minecraft.crafted.polished_tuff_wall: #3, 427(18%)
minecraft.dropped.skeleton_skull: #1, 3(75%)
minecraft.picked_up.exposed_copper_door: #1, 4(25%)
minecraft.used.exposed_copper_door: #1, 4(50%)
minecraft.dropped.conduit: #1, 2(25%)
minecraft.crafted.red_bundle: #1, 3(75%)
minecraft.picked_up.wolf_armor: #1, 3(75%)
minecraft.picked_up.cracked_nether_bricks: #1, 6(75%)
minecraft.picked_up.jukebox: #2, 61(10%)
minecraft.killed_by.player: #3, 246(9%)
minecraft.used.player_head: #2, 472(9%)
minecraft.picked_up.tall_dry_grass: #2, 115(19%)
minecraft.crafted.smooth_quartz_stairs: #2, 145(16%)
minecraft.picked_up.oak_pressure_plate: #2, 12(14%)
minecraft.mined.ancient_debris: #2, 173(12%)
minecraft.picked_up.leather_boots: #2, 53(8%)
minecraft.picked_up.chainmail_boots: #2, 20(12%)
minecraft.crafted.bolt_armor_trim_smithing_template: #1, 22(48%)
minecraft.mined.potted_closed_eyeblossom: #1, 5(71%)
minecraft.crafted.warped_slab: #3, 1476(19%)
minecraft.picked_up.black_glazed_terracotta: #2, 146(24%)
minecraft.dropped.golden_boots: #2, 50(11%)
minecraft.crafted.ladder: #2, 1209(10%)
minecraft.dropped.golden_chestplate: #2, 38(10%)
minecraft.picked_up.music_disc_precipice: #2, 14(20%)
minecraft.used.bamboo_sign: #2, 438(10%)
minecraft.mined.nether_wart: #3, 1518(14%)
minecraft.used.brick: #1, 9(69%)
minecraft.killed.blaze: #3, 1676(15%)
minecraft.picked_up.orange_candle: #1, 5(45%)
minecraft.picked_up.cherry_log: #2, 3108(10%)
minecraft.crafted.wind_charge: #2, 12104(17%)
minecraft.dropped.hanging_roots: #1, 4(27%)
minecraft.crafted.red_harness: #1, 2(67%)
minecraft.dropped.light_blue_banner: #1, 2(67%)
minecraft.crafted.netherite_block: #1, 2(33%)
minecraft.used.netherite_block: #1, 2(67%)
minecraft.mined.netherite_block: #1, 2(67%)
minecraft.picked_up.netherite_block: #1, 2(67%)
minecraft.crafted.cyan_bundle: #1, 2(67%)
minecraft.crafted.golden_hoe: #1, 2(67%)
minecraft.dropped.warped_pressure_plate: #1, 4(67%)
minecraft.dropped.archer_pottery_sherd: #1, 2(67%)
minecraft.dropped.skull_pottery_sherd: #1, 2(67%)
minecraft.mined.potted_crimson_roots: #1, 4(67%)
minecraft.mined.raw_iron_block: #2, 258(13%)
minecraft.mined.deepslate_tile_slab: #3, 590(14%)
minecraft.used.resin_clump: #3, 2711(21%)
minecraft.used.polished_deepslate_stairs: #3, 1189(16%)
minecraft.dropped.golden_apple: #2, 30(14%)
minecraft.picked_up.firework_star: #1, 66(44%)
minecraft.dropped.oak_door: #2, 38(21%)
minecraft.mined.detector_rail: #3, 41(18%)
minecraft.used.lime_dye: #2, 20(14%)
minecraft.crafted.netherite_chestplate: #2, 8(19%)
minecraft.mined.orange_candle: #1, 3(43%)
minecraft.picked_up.target: #3, 208(16%)
minecraft.mined.yellow_wall_banner: #2, 13(32%)
minecraft.mined.waxed_chiseled_copper: #2, 82(13%)
minecraft.mined.soul_lantern: #2, 52(16%)
minecraft.crafted.netherite_helmet: #2, 8(17%)
minecraft.mined.copper_door: #2, 15(21%)
minecraft.used.chiseled_tuff_bricks: #2, 1618(9%)
minecraft.picked_up.writable_book: #2, 57(8%)
minecraft.picked_up.wooden_pickaxe: #2, 5(17%)
minecraft.mined.lantern: #3, 206(13%)
minecraft.picked_up.cactus_flower: #2, 45(19%)
minecraft.dropped.yellow_stained_glass: #2, 121(45%)
minecraft.crafted.green_wool: #2, 452(15%)
minecraft.crafted.dark_oak_sapling: #1, 8(62%)
minecraft.used.cut_copper: #2, 294(19%)
minecraft.used.netherite_shovel: #2, 293143(15%)
minecraft.used.cut_copper_slab: #2, 190(22%)
minecraft.picked_up.trapped_chest: #2, 7(37%)
minecraft.used.bell: #2, 34(17%)
minecraft.picked_up.nether_wart: #3, 5827(13%)
minecraft.crafted.gray_bundle: #1, 3(60%)
minecraft.dropped.angler_pottery_sherd: #1, 3(60%)
minecraft.picked_up.seagrass: #3, 816(16%)
minecraft.picked_up.oak_stairs: #2, 319(10%)
minecraft.used.light_gray_concrete: #3, 1548(15%)
minecraft.used.stripped_oak_wood: #3, 574(23%)
minecraft.used.deepslate_coal_ore: #2, 14(44%)
minecraft.mined.stone_bricks: #3, 5280(12%)
minecraft.picked_up.light_blue_banner: #2, 14(18%)
minecraft.used.warped_slab: #3, 1444(19%)
minecraft.dropped.cyan_dye: #2, 43(12%)
minecraft.custom.leave_game: #3, 1955(6%)
minecraft.dropped.fire_coral_fan: #2, 27(31%)
minecraft.mined.cobbled_deepslate_slab: #2, 313(11%)
minecraft.dropped.oxidized_cut_copper_stairs: #1, 14(58%)
minecraft.dropped.light_blue_concrete_powder: #2, 13(27%)
minecraft.crafted.bamboo_hanging_sign: #2, 30(17%)
minecraft.crafted.polished_blackstone_button: #2, 192(10%)
minecraft.picked_up.flow_banner_pattern: #2, 20(14%)
minecraft.picked_up.ancient_debris: #2, 173(10%)
minecraft.mined.birch_pressure_plate: #2, 11(22%)
minecraft.mined.polished_deepslate_wall: #3, 138(15%)
minecraft.picked_up.leaf_litter: #3, 687(15%)
minecraft.dropped.jungle_pressure_plate: #1, 2(29%)
minecraft.custom.interact_with_blast_furnace: #3, 525(11%)
minecraft.killed.witch: #3, 52982(13%)
minecraft.used.pale_oak_stairs: #2, 139(14%)
minecraft.mined.waxed_weathered_chiseled_copper: #2, 34(30%)
minecraft.mined.mangrove_fence: #3, 188(18%)
minecraft.crafted.blue_dye: #3, 6047(12%)
minecraft.mined.red_carpet: #2, 612(12%)
minecraft.picked_up.music_disc_creator: #2, 22(15%)
minecraft.killed.wither_skeleton: #2, 2278(9%)
minecraft.crafted.oak_stairs: #3, 512(14%)
minecraft.picked_up.oak_wood: #2, 378(12%)
minecraft.picked_up.skull_pottery_sherd: #2, 15(30%)
minecraft.used.black_glazed_terracotta: #2, 384(30%)
minecraft.used.enchanted_golden_apple: #2, 13(23%)
minecraft.used.barrel: #2, 844(8%)
minecraft.picked_up.flow_armor_trim_smithing_template: #2, 28(14%)
minecraft.used.polished_blackstone_wall: #2, 151(16%)
minecraft.picked_up.waxed_weathered_chiseled_copper: #2, 28(26%)
minecraft.mined.purple_shulker_box: #3, 431(12%)
minecraft.mined.lodestone: #2, 79(41%)
minecraft.crafted.mangrove_hanging_sign: #2, 36(17%)
minecraft.picked_up.redstone_lamp: #2, 139(9%)
minecraft.mined.polished_granite_slab: #2, 52(26%)
minecraft.used.netherite_axe: #2, 56247(15%)
minecraft.picked_up.purple_shulker_box: #3, 433(12%)
minecraft.used.coal_block: #2, 1424(13%)
minecraft.used.cobblestone_slab: #3, 3359(13%)
minecraft.picked_up.lodestone: #2, 84(29%)
minecraft.mined.polished_blackstone_pressure_plate: #2, 17(25%)
minecraft.dropped.warped_stem: #2, 120(20%)
minecraft.dropped.book: #2, 70(12%)
minecraft.crafted.waxed_exposed_chiseled_copper: #3, 93(25%)
minecraft.crafted.tall_dry_grass: #1, 12(50%)
minecraft.crafted.pale_moss_block: #1, 10(100%)
minecraft.crafted.yellow_bundle: #1, 1(100%)
minecraft.crafted.pale_oak_sapling: #1, 8(100%)
minecraft.crafted.white_bundle: #1, 1(100%)
minecraft.used.arrow: #1, 24(100%)
minecraft.used.glowstone_dust: #1, 1(100%)
minecraft.used.iron_ingot: #1, 7(100%)
minecraft.used.orange_bundle: #1, 30(100%)
minecraft.used.phantom_membrane: #1, 1(100%)
minecraft.used.dragon_egg: #1, 2(100%)
minecraft.used.blue_candle: #1, 31(100%)
minecraft.used.bone: #1, 3(100%)
minecraft.broken.bow: #1, 1(50%)
