stat, rank, value, (percentage) 
minecraft.mined.tuff: #20, 5529(2%)
minecraft.picked_up.furnace: #20, 64(2%)
minecraft.picked_up.stick: #20, 2196(1%)
minecraft.custom.open_enderchest: #20, 1355(1%)
minecraft.used.torch: #20, 2905(2%)
minecraft.picked_up.dirt: #20, 30452(1%)
minecraft.crafted.stone_pickaxe: #20, 2(1%)
minecraft.mined.oak_wall_sign: #20, 6(1%)
minecraft.picked_up.ender_pearl: #20, 2967(1%)
minecraft.picked_up.oak_log: #20, 1424(1%)
minecraft.custom.damage_resisted: #20, 3093(1%)
minecraft.used.painting: #20, 65(1%)
minecraft.used.furnace: #20, 58(1%)
minecraft.crafted.rail: #20, 384(1%)
minecraft.mined.dandelion: #20, 70(1%)
minecraft.mined.copper_ore: #20, 1045(1%)
minecraft.used.pumpkin_seeds: #20, 20(1%)
minecraft.mined.repeater: #20, 40(1%)
minecraft.picked_up.dark_oak_trapdoor: #20, 26(1%)
minecraft.mined.white_bed: #20, 45(1%)
minecraft.picked_up.raw_copper: #20, 3995(1%)
minecraft.dropped.golden_leggings: #20, 2(1%)
minecraft.crafted.hopper: #20, 214(1%)
minecraft.used.andesite: #20, 676(1%)
minecraft.mined.tuff_bricks: #20, 230(1%)
minecraft.crafted.jukebox: #20, 2(1%)
minecraft.picked_up.sand: #20, 11088(1%)
minecraft.picked_up.cherry_sapling: #20, 70(1%)
minecraft.crafted.bone_meal: #20, 9265(1%)
minecraft.mined.melon: #20, 181(1%)
minecraft.picked_up.netherite_helmet: #20, 2(1%)
minecraft.mined.birch_sign: #20, 1(1%)
minecraft.picked_up.pumpkin: #20, 503(1%)
minecraft.killed.glow_squid: #20, 4(1%)
minecraft.picked_up.bone_meal: #20, 742(1%)
minecraft.custom.happy_ghast_one_cm: #20, 122825(1%)
minecraft.dropped.baked_potato: #20, 22(1%)
minecraft.picked_up.ominous_bottle: #20, 4(1%)
minecraft.picked_up.cherry_log: #20, 178(1%)
minecraft.used.pointed_dripstone: #20, 71(1%)
minecraft.used.comparator: #20, 58(1%)
minecraft.mined.bamboo_trapdoor: #20, 12(1%)
minecraft.picked_up.bucket: #20, 19(0%)
minecraft.dropped.oxeye_daisy: #20, 5(1%)
minecraft.dropped.player_head: #20, 71(0%)
minecraft.dropped.string: #20, 73(0%)
minecraft.crafted.oak_slab: #20, 162(0%)
minecraft.custom.play_record: #20, 5(0%)
minecraft.used.iron_door: #20, 4(0%)
minecraft.mined.nether_wart: #20, 46(0%)
minecraft.mined.piston_head: #20, 1(1%)
minecraft.mined.bamboo_wall_sign: #20, 2(0%)
minecraft.used.nether_wart: #20, 52(0%)
minecraft.used.dark_oak_trapdoor: #20, 48(0%)
minecraft.picked_up.copper_trapdoor: #20, 9(0%)
minecraft.used.end_rod: #20, 54(0%)
minecraft.used.grass_block: #20, 1763(0%)
minecraft.dropped.azure_bluet: #20, 5(0%)
minecraft.picked_up.nether_wart: #20, 148(0%)
minecraft.mined.decorated_pot: #20, 19(0%)
minecraft.killed.slime: #20, 39(0%)
minecraft.picked_up.shulker_shell: #20, 57(0%)
minecraft.used.birch_button: #20, 1(0%)
minecraft.used.ender_pearl: #20, 29(0%)
minecraft.dropped.oak_slab: #20, 3(0%)
minecraft.mined.bamboo_planks: #20, 6(0%)
minecraft.crafted.dark_oak_trapdoor: #20, 34(0%)
minecraft.dropped.sunflower: #20, 6(0%)
minecraft.crafted.decorated_pot: #20, 28(0%)
minecraft.mined.iron_door: #20, 2(0%)
minecraft.picked_up.netherite_shovel: #20, 1(0%)
minecraft.picked_up.hopper_minecart: #20, 3(0%)
minecraft.mined.mangrove_propagule: #20, 6(0%)
minecraft.dropped.birch_sapling: #20, 2(0%)
minecraft.crafted.orange_shulker_box: #20, 1(0%)
minecraft.used.polished_andesite: #20, 44(0%)
minecraft.crafted.oak_stairs: #20, 8(0%)
minecraft.picked_up.oxeye_daisy: #20, 18(0%)
minecraft.mined.red_bed: #20, 1(0%)
minecraft.used.tuff_brick_stairs: #20, 25(0%)
minecraft.picked_up.red_bed: #20, 1(0%)
minecraft.used.slime_block: #20, 26(0%)
minecraft.mined.tnt: #20, 5(0%)
minecraft.dropped.oak_sapling: #20, 8(0%)
minecraft.picked_up.sea_pickle: #20, 19(0%)
minecraft.picked_up.slime_block: #20, 22(0%)
minecraft.picked_up.chorus_fruit: #20, 38(0%)
minecraft.dropped.birch_log: #20, 4(0%)
minecraft.mined.snow_block: #20, 36(0%)
minecraft.picked_up.light_gray_shulker_box: #20, 6(0%)
minecraft.picked_up.honeycomb: #20, 60(0%)
minecraft.used.dandelion: #20, 1(0%)
minecraft.mined.light_gray_shulker_box: #20, 5(0%)
minecraft.dropped.stone_bricks: #20, 5(0%)
minecraft.used.acacia_trapdoor: #20, 9(0%)
minecraft.dropped.redstone_torch: #20, 1(0%)
minecraft.crafted.acacia_trapdoor: #20, 8(0%)
minecraft.used.bread: #20, 10(0%)
minecraft.mined.beetroots: #20, 4(0%)
minecraft.crafted.white_stained_glass_pane: #20, 16(0%)
minecraft.dropped.moss_carpet: #20, 16(0%)
minecraft.picked_up.lilac: #20, 5(0%)
minecraft.used.stripped_dark_oak_log: #20, 5(0%)
minecraft.used.honey_block: #20, 9(0%)
minecraft.used.white_stained_glass_pane: #20, 9(0%)
minecraft.picked_up.pale_oak_leaves: #20, 5(0%)
minecraft.dropped.brick: #20, 3(0%)
minecraft.picked_up.smooth_quartz_stairs: #20, 1(0%)
minecraft.used.brown_shulker_box: #20, 2(0%)
minecraft.dropped.spruce_trapdoor: #20, 1(0%)
minecraft.dropped.beetroot_seeds: #20, 8(0%)
minecraft.picked_up.activator_rail: #20, 1(0%)
minecraft.killed.wither_skeleton: #20, 8(0%)
minecraft.used.cut_sandstone: #20, 2(0%)
minecraft.dropped.raw_copper: #20, 4(0%)
minecraft.picked_up.bamboo_slab: #20, 2(0%)
minecraft.killed.silverfish: #20, 24(0%)
minecraft.used.mangrove_propagule: #20, 3(0%)
minecraft.dropped.smooth_stone_slab: #20, 1(0%)
minecraft.crafted.brown_dye: #20, 3(0%)
minecraft.crafted.slime_block: #20, 1(0%)
minecraft.crafted.slime_ball: #20, 9(0%)
minecraft.used.red_carpet: #20, 1(0%)
minecraft.killed.drowned: #20, 14(0%)
minecraft.custom.interact_with_crafting_table: #21, 2153(2%)
minecraft.custom.fall_one_cm: #21, 4933154(1%)
minecraft.crafted.spruce_planks: #21, 12889(2%)
minecraft.used.item_frame: #21, 157(2%)
minecraft.mined.tall_grass: #21, 345(1%)
minecraft.mined.iron_ore: #21, 558(1%)
minecraft.picked_up.spruce_sign: #21, 29(1%)
minecraft.custom.inspect_dispenser: #21, 311(1%)
minecraft.picked_up.beacon: #21, 6(1%)
minecraft.dropped.written_book: #21, 3(1%)
minecraft.mined.redstone_wire: #21, 170(1%)
minecraft.dropped.stone_pickaxe: #21, 1(1%)
minecraft.mined.player_head: #21, 27(1%)
minecraft.mined.oxeye_daisy: #21, 13(1%)
minecraft.used.ender_chest: #21, 148(1%)
minecraft.picked_up.iron_ore: #21, 164(1%)
minecraft.mined.vine: #21, 135(1%)
minecraft.picked_up.painting: #21, 42(1%)
minecraft.picked_up.melon_seeds: #21, 14(1%)
minecraft.picked_up.cobblestone: #21, 18846(1%)
minecraft.custom.interact_with_beacon: #21, 12(1%)
minecraft.crafted.bow: #21, 18(1%)
minecraft.used.bow: #21, 654(1%)
minecraft.crafted.paper: #21, 1644(1%)
minecraft.used.redstone_torch: #21, 101(1%)
minecraft.mined.ender_chest: #21, 118(1%)
minecraft.used.splash_potion: #21, 13(1%)
minecraft.mined.sand: #21, 8946(1%)
minecraft.picked_up.writable_book: #21, 4(1%)
minecraft.picked_up.phantom_membrane: #21, 12(1%)
minecraft.picked_up.spruce_boat: #21, 4(1%)
minecraft.used.redstone: #21, 479(1%)
minecraft.used.oak_trapdoor: #21, 38(1%)
minecraft.killed_by.zombie: #21, 2(1%)
minecraft.picked_up.sunflower: #21, 75(0%)
minecraft.picked_up.bamboo_trapdoor: #21, 14(0%)
minecraft.mined.jukebox: #21, 2(0%)
minecraft.mined.amethyst_cluster: #21, 47(0%)
minecraft.crafted.shulker_box: #21, 46(0%)
minecraft.picked_up.iron_door: #21, 3(0%)
minecraft.used.powered_rail: #21, 93(0%)
minecraft.killed.phantom: #21, 5(0%)
minecraft.picked_up.end_rod: #21, 29(0%)
minecraft.mined.poppy: #21, 26(0%)
minecraft.picked_up.white_banner: #21, 11(0%)
minecraft.picked_up.jukebox: #21, 2(0%)
minecraft.mined.bamboo_sapling: #21, 1(0%)
minecraft.picked_up.emerald: #21, 132(0%)
minecraft.crafted.white_dye: #21, 267(0%)
minecraft.dropped.granite: #21, 55(0%)
minecraft.crafted.oak_trapdoor: #21, 16(0%)
minecraft.used.coal_ore: #21, 137(0%)
minecraft.custom.damage_blocked_by_shield: #21, 1040(0%)
minecraft.crafted.stonecutter: #21, 3(0%)
minecraft.picked_up.slime_ball: #21, 88(0%)
minecraft.dropped.copper_ore: #21, 7(0%)
minecraft.picked_up.dragon_head: #21, 1(0%)
minecraft.used.mossy_cobblestone: #21, 23(0%)
minecraft.used.copper_trapdoor: #21, 34(0%)
minecraft.picked_up.acacia_planks: #21, 4(0%)
minecraft.crafted.glass: #21, 327(0%)
minecraft.crafted.gold_ingot: #21, 343(0%)
minecraft.picked_up.glass_bottle: #21, 60(0%)
minecraft.crafted.gray_dye: #21, 64(0%)
minecraft.mined.chiseled_tuff: #21, 3(0%)
minecraft.dropped.leather: #21, 12(0%)
minecraft.picked_up.chiseled_tuff: #21, 3(0%)
minecraft.crafted.copper_trapdoor: #21, 26(0%)
minecraft.crafted.loom: #21, 3(0%)
minecraft.mined.cocoa: #21, 3(0%)
minecraft.crafted.glass_bottle: #21, 42(0%)
minecraft.dropped.scaffolding: #21, 13(0%)
minecraft.mined.purpur_slab: #21, 1(0%)
minecraft.dropped.crossbow: #21, 2(0%)
minecraft.mined.lilac: #21, 1(0%)
minecraft.dropped.stone_slab: #21, 5(0%)
minecraft.picked_up.polished_granite: #21, 2(0%)
minecraft.mined.bricks: #21, 4(0%)
minecraft.dropped.soul_sand: #21, 4(0%)
minecraft.picked_up.red_tulip: #21, 6(0%)
minecraft.used.beetroot_seeds: #21, 4(0%)
minecraft.used.deepslate_bricks: #21, 26(0%)
minecraft.picked_up.cobblestone_slab: #21, 4(0%)
minecraft.mined.orange_tulip: #21, 1(0%)
minecraft.picked_up.light_gray_stained_glass: #21, 1(0%)
minecraft.crafted.sugar: #21, 6(0%)
minecraft.mined.smooth_quartz_stairs: #21, 1(0%)
minecraft.picked_up.brown_carpet: #21, 1(0%)
minecraft.picked_up.light_gray_concrete: #21, 5(0%)
minecraft.crafted.birch_slab: #21, 6(0%)
minecraft.used.light_gray_concrete: #21, 5(0%)
minecraft.mined.light_gray_concrete: #21, 5(0%)
minecraft.crafted.light_gray_dye: #21, 12(0%)
minecraft.crafted.green_terracotta: #21, 8(0%)
minecraft.mined.gold_block: #21, 3(0%)
minecraft.dropped.oak_leaves: #21, 3(0%)
minecraft.dropped.mossy_cobblestone: #21, 1(0%)
minecraft.used.cocoa_beans: #21, 7(0%)
minecraft.dropped.pumpkin_seeds: #21, 4(0%)
minecraft.dropped.slime_ball: #21, 4(0%)
minecraft.crafted.bamboo_block: #21, 10(0%)
minecraft.picked_up.cookie: #21, 1(0%)
minecraft.mined.rooted_dirt: #21, 3(0%)
minecraft.used.glowstone: #21, 1(0%)
minecraft.picked_up.mangrove_leaves: #21, 12(0%)
minecraft.picked_up.bamboo_block: #21, 5(0%)
minecraft.crafted.gold_nugget: #21, 9(0%)
minecraft.custom.jump: #22, 168957(1%)
minecraft.picked_up.diamond_boots: #22, 13(1%)
minecraft.picked_up.iron_helmet: #22, 2(1%)
minecraft.crafted.diamond_chestplate: #22, 1(1%)
minecraft.picked_up.stone: #22, 38130(1%)
minecraft.picked_up.chest: #22, 240(1%)
minecraft.mined.nether_quartz_ore: #22, 348(1%)
minecraft.mined.grass_block: #22, 11440(1%)
minecraft.used.player_head: #22, 33(1%)
minecraft.picked_up.tuff_bricks: #22, 221(1%)
minecraft.crafted.birch_sign: #22, 9(1%)
minecraft.picked_up.scaffolding: #22, 1137(1%)
minecraft.dropped.iron_chestplate: #22, 1(1%)
minecraft.used.repeater: #22, 114(1%)
minecraft.used.iron_bars: #22, 125(1%)
minecraft.killed.pig: #22, 6(0%)
minecraft.used.scaffolding: #22, 888(0%)
minecraft.mined.end_rod: #22, 22(0%)
minecraft.used.jukebox: #22, 2(0%)
minecraft.picked_up.mangrove_log: #22, 143(0%)
minecraft.crafted.iron_bars: #22, 112(0%)
minecraft.used.shield: #22, 19(0%)
minecraft.picked_up.iron_sword: #22, 2(0%)
minecraft.mined.observer: #22, 29(0%)
minecraft.picked_up.string: #22, 247(0%)
minecraft.used.dispenser: #22, 16(0%)
minecraft.dropped.ink_sac: #22, 3(0%)
minecraft.picked_up.iron_shovel: #22, 1(0%)
minecraft.mined.player_wall_head: #22, 2(0%)
minecraft.dropped.bucket: #22, 5(0%)
minecraft.picked_up.music_disc_13: #22, 1(0%)
minecraft.picked_up.brick: #22, 49(0%)
minecraft.dropped.rotten_flesh: #22, 216(0%)
minecraft.dropped.cobblestone: #22, 431(0%)
minecraft.mined.mangrove_log: #22, 65(0%)
minecraft.picked_up.smooth_stone_slab: #22, 29(0%)
minecraft.used.cooked_salmon: #22, 8(0%)
minecraft.mined.pumpkin_stem: #22, 1(0%)
minecraft.mined.sunflower: #22, 9(0%)
minecraft.picked_up.crossbow: #22, 2(0%)
minecraft.picked_up.dandelion: #22, 91(0%)
minecraft.mined.rose_bush: #22, 2(0%)
minecraft.custom.mob_kills: #22, 9283(0%)
minecraft.dropped.coal_ore: #22, 4(0%)
minecraft.picked_up.deepslate_bricks: #22, 12(0%)
minecraft.mined.end_stone_bricks: #22, 2(0%)
minecraft.mined.cobblestone_slab: #22, 4(0%)
minecraft.picked_up.light_gray_dye: #22, 1(0%)
minecraft.dropped.cobbled_deepslate: #22, 124(0%)
minecraft.picked_up.end_stone_bricks: #22, 3(0%)
minecraft.picked_up.purpur_slab: #22, 1(0%)
minecraft.dropped.gold_nugget: #22, 13(0%)
minecraft.dropped.polished_tuff: #22, 1(0%)
minecraft.mined.jungle_slab: #22, 1(0%)
minecraft.killed.blaze: #22, 8(0%)
minecraft.mined.deepslate_bricks: #22, 6(0%)
minecraft.picked_up.honey_block: #22, 14(0%)
minecraft.picked_up.mangrove_propagule: #22, 11(0%)
minecraft.picked_up.ghast_tear: #22, 1(0%)
minecraft.mined.soul_fire: #22, 1(0%)
minecraft.picked_up.tnt: #22, 6(0%)
minecraft.dropped.moss_block: #22, 15(0%)
minecraft.picked_up.mangrove_roots: #22, 38(0%)
minecraft.picked_up.gold_block: #22, 3(0%)
minecraft.dropped.rail: #22, 1(0%)
minecraft.picked_up.smooth_quartz_slab: #22, 1(0%)
minecraft.crafted.black_dye: #22, 22(0%)
minecraft.killed.cave_spider: #22, 17(0%)
minecraft.crafted.polished_andesite: #22, 4(0%)
minecraft.crafted.bamboo_planks: #22, 58(0%)
minecraft.picked_up.black_shulker_box: #22, 1(0%)
minecraft.used.black_shulker_box: #22, 1(0%)
minecraft.used.polished_deepslate: #22, 5(0%)
minecraft.used.bamboo_block: #22, 2(0%)
minecraft.killed.magma_cube: #22, 1(0%)
minecraft.picked_up.cooked_mutton: #22, 1(0%)
minecraft.dropped.azalea: #22, 1(0%)
minecraft.dropped.sugar_cane: #22, 2(0%)
minecraft.crafted.golden_carrot: #22, 2(0%)
minecraft.killed.witch: #22, 1(0%)
minecraft.custom.interact_with_furnace: #23, 904(2%)
minecraft.mined.chest: #23, 189(1%)
minecraft.crafted.oak_sign: #23, 24(1%)
minecraft.used.stone: #23, 8485(1%)
minecraft.picked_up.player_head: #23, 310(1%)
minecraft.picked_up.diamond_helmet: #23, 4(1%)
minecraft.used.netherrack: #23, 566(1%)
minecraft.mined.dirt: #23, 11193(1%)
minecraft.picked_up.porkchop: #23, 34(1%)
minecraft.picked_up.iron_boots: #23, 2(1%)
minecraft.mined.stone: #23, 45509(1%)
minecraft.picked_up.ender_chest: #23, 135(1%)
minecraft.crafted.chest: #23, 437(1%)
minecraft.picked_up.coal_ore: #23, 497(1%)
minecraft.picked_up.diamond: #23, 489(1%)
minecraft.custom.inspect_hopper: #23, 422(1%)
minecraft.crafted.item_frame: #23, 61(1%)
minecraft.picked_up.flower_pot: #23, 5(0%)
minecraft.picked_up.netherrack: #23, 1310(0%)
minecraft.dropped.diorite: #23, 85(0%)
minecraft.mined.scaffolding: #23, 270(0%)
minecraft.dropped.pointed_dripstone: #23, 9(0%)
minecraft.picked_up.netherite_pickaxe: #23, 2(0%)
minecraft.custom.pot_flower: #23, 6(0%)
minecraft.crafted.powered_rail: #23, 60(0%)
minecraft.mined.netherrack: #23, 1157(0%)
minecraft.picked_up.diamond_chestplate: #23, 1(0%)
minecraft.used.observer: #23, 68(0%)
minecraft.custom.play_noteblock: #23, 10(0%)
minecraft.picked_up.iron_axe: #23, 1(0%)
minecraft.crafted.scaffolding: #23, 108(0%)
minecraft.picked_up.polished_andesite: #23, 12(0%)
minecraft.dropped.stone: #23, 466(0%)
minecraft.mined.polished_andesite: #23, 9(0%)
minecraft.dropped.cornflower: #23, 2(0%)
minecraft.dropped.stick: #23, 118(0%)
minecraft.mined.dripstone_block: #23, 73(0%)
minecraft.dropped.dandelion: #23, 7(0%)
minecraft.picked_up.spider_eye: #23, 76(0%)
minecraft.mined.brown_mushroom: #23, 3(0%)
minecraft.killed.salmon: #23, 4(0%)
minecraft.crafted.flower_pot: #23, 5(0%)
minecraft.picked_up.bricks: #23, 7(0%)
minecraft.mined.bamboo: #23, 46(0%)
minecraft.used.note_block: #23, 6(0%)
minecraft.used.spyglass: #23, 5(0%)
minecraft.picked_up.beetroot_seeds: #23, 22(0%)
minecraft.picked_up.cocoa_beans: #23, 28(0%)
minecraft.dropped.glass_bottle: #23, 13(0%)
minecraft.mined.cobweb: #23, 9(0%)
minecraft.crafted.repeater: #23, 6(0%)
minecraft.mined.mangrove_roots: #23, 38(0%)
minecraft.mined.pale_moss_carpet: #23, 1(0%)
minecraft.used.sunflower: #23, 1(0%)
minecraft.dropped.sand: #23, 21(0%)
minecraft.crafted.note_block: #23, 2(0%)
minecraft.picked_up.grass_block: #23, 385(0%)
minecraft.crafted.comparator: #23, 2(0%)
minecraft.used.andesite_slab: #23, 3(0%)
minecraft.crafted.stone_pressure_plate: #23, 1(0%)
minecraft.dropped.kelp: #23, 5(0%)
minecraft.dropped.cooked_chicken: #23, 1(0%)
minecraft.picked_up.bamboo_planks: #23, 8(0%)
minecraft.mined.polished_deepslate: #23, 1(0%)
minecraft.picked_up.glowstone_dust: #23, 3(0%)
minecraft.picked_up.polished_deepslate: #23, 1(0%)
minecraft.picked_up.rooted_dirt: #23, 3(0%)
minecraft.used.warped_stem: #23, 1(0%)
minecraft.picked_up.pale_moss_carpet: #23, 1(0%)
minecraft.dropped.bamboo: #23, 3(0%)
minecraft.used.smooth_quartz: #23, 2(0%)
minecraft.killed.pillager: #23, 10(0%)
minecraft.custom.open_chest: #24, 10891(1%)
minecraft.used.crafting_table: #24, 116(1%)
minecraft.picked_up.crafting_table: #24, 84(1%)
minecraft.used.water_bucket: #24, 528(1%)
minecraft.used.bucket: #24, 616(1%)
minecraft.picked_up.iron_chestplate: #24, 2(1%)
minecraft.mined.pointed_dripstone: #24, 45(1%)
minecraft.crafted.iron_helmet: #24, 1(1%)
minecraft.mined.coal_ore: #24, 1042(1%)
minecraft.custom.damage_dealt: #24, 170221(0%)
minecraft.used.beacon: #24, 3(0%)
minecraft.used.hopper_minecart: #24, 4(0%)
minecraft.picked_up.rotten_flesh: #24, 489(0%)
minecraft.picked_up.quartz: #24, 244(0%)
minecraft.used.diamond_sword: #24, 2860(0%)
minecraft.mined.chipped_anvil: #24, 1(0%)
minecraft.dropped.dirt: #24, 326(0%)
minecraft.picked_up.chipped_anvil: #24, 1(0%)
minecraft.picked_up.pointed_dripstone: #24, 87(0%)
minecraft.picked_up.gold_nugget: #24, 151(0%)
minecraft.custom.fill_cauldron: #24, 2(0%)
minecraft.mined.note_block: #24, 4(0%)
minecraft.picked_up.note_block: #24, 5(0%)
minecraft.crafted.redstone: #24, 666(0%)
minecraft.dropped.deepslate: #24, 67(0%)
minecraft.used.flower_pot: #24, 5(0%)
minecraft.picked_up.dripstone_block: #24, 80(0%)
minecraft.mined.kelp: #24, 7(0%)
minecraft.picked_up.bamboo: #24, 589(0%)
minecraft.killed.zombie: #24, 156(0%)
minecraft.crafted.oak_boat: #24, 2(0%)
minecraft.crafted.hopper_minecart: #24, 1(0%)
minecraft.picked_up.gold_ingot: #24, 27(0%)
minecraft.picked_up.stone_sword: #24, 1(0%)
minecraft.mined.iron_trapdoor: #24, 1(0%)
minecraft.used.oak_slab: #24, 6(0%)
minecraft.used.diorite: #24, 35(0%)
minecraft.mined.dark_oak_leaves: #24, 27(0%)
minecraft.crafted.acacia_planks: #24, 40(0%)
minecraft.mined.blackstone: #24, 28(0%)
minecraft.mined.kelp_plant: #24, 3(0%)
minecraft.picked_up.iron_trapdoor: #24, 1(0%)
minecraft.mined.mangrove_leaves: #24, 68(0%)
minecraft.picked_up.blackstone: #24, 19(0%)
minecraft.mined.glass: #24, 6(0%)
minecraft.dropped.tuff: #24, 5(0%)
minecraft.used.iron_trapdoor: #24, 2(0%)
minecraft.crafted.iron_trapdoor: #24, 2(0%)
minecraft.used.calcite: #24, 3(0%)
minecraft.used.magma_block: #24, 4(0%)
minecraft.mined.magma_block: #24, 5(0%)
minecraft.crafted.sticky_piston: #24, 1(0%)
minecraft.picked_up.melon: #24, 4(0%)
minecraft.dropped.coal: #24, 3(0%)
minecraft.mined.smooth_stone_slab: #24, 1(0%)
minecraft.picked_up.magma_block: #24, 4(0%)
minecraft.dropped.grass_block: #24, 3(0%)
minecraft.dropped.spider_eye: #24, 5(0%)
minecraft.crafted.bricks: #24, 1(0%)
minecraft.dropped.netherrack: #24, 2(0%)
minecraft.mined.crafting_table: #25, 75(1%)
minecraft.used.oak_sign: #25, 25(1%)
minecraft.mined.beacon: #25, 4(1%)
minecraft.used.chest: #25, 294(1%)
minecraft.picked_up.coal: #25, 1433(1%)
minecraft.picked_up.cauldron: #25, 2(0%)
minecraft.used.piston: #25, 69(0%)
minecraft.used.iron_block: #25, 272(0%)
minecraft.used.mace: #25, 40(0%)
minecraft.used.bamboo: #25, 41(0%)
minecraft.picked_up.cooked_chicken: #25, 19(0%)
minecraft.killed.spider: #25, 12(0%)
minecraft.used.granite: #25, 32(0%)
minecraft.used.cauldron: #25, 1(0%)
minecraft.killed.creeper: #25, 15(0%)
minecraft.crafted.cauldron: #25, 1(0%)
minecraft.used.lava_bucket: #25, 2(0%)
minecraft.crafted.redstone_torch: #25, 25(0%)
minecraft.dropped.gravel: #25, 15(0%)
minecraft.dropped.gunpowder: #25, 4(0%)
minecraft.picked_up.glass: #25, 6(0%)
minecraft.used.glass: #25, 9(0%)
minecraft.dropped.bone_meal: #25, 4(0%)
minecraft.custom.fly_one_cm: #26, 22980031(1%)
minecraft.dropped.diamond_boots: #26, 1(0%)
minecraft.dropped.oak_planks: #26, 3(0%)
minecraft.used.sticky_piston: #26, 1(0%)
