stat, rank, value, (percentage) 
minecraft.used.trapped_chest: #8, 1(2%)
minecraft.crafted.chiseled_stone_bricks: #8, 66(1%)
minecraft.used.mangrove_propagule: #8, 63(1%)
minecraft.picked_up.painting: #9, 216(5%)
minecraft.used.pink_stained_glass: #8, 26(1%)
minecraft.crafted.pumpkin_pie: #8, 48(1%)
minecraft.picked_up.waxed_exposed_copper: #8, 19(1%)
minecraft.mined.stripped_birch_wood: #8, 28(1%)
minecraft.crafted.mangrove_pressure_plate: #8, 2(1%)
minecraft.used.hay_block: #9, 99(5%)
minecraft.mined.orange_wall_banner: #8, 1(1%)
minecraft.picked_up.dark_prismarine_slab: #8, 5(1%)
minecraft.picked_up.diorite_stairs: #8, 3(1%)
minecraft.mined.tube_coral_wall_fan: #8, 11(1%)
minecraft.mined.large_amethyst_bud: #8, 10(1%)
minecraft.crafted.orange_carpet: #8, 33(1%)
minecraft.used.blue_stained_glass: #8, 27(1%)
minecraft.used.amethyst_block: #8, 35(0%)
minecraft.dropped.gray_stained_glass: #8, 1(1%)
minecraft.used.salmon_bucket: #8, 2(1%)
minecraft.used.shears: #9, 9722(4%)
minecraft.used.weathered_cut_copper: #8, 1(1%)
minecraft.crafted.dark_prismarine: #8, 64(1%)
minecraft.used.blue_carpet: #8, 17(1%)
minecraft.mined.smooth_red_sandstone_stairs: #8, 2(1%)
minecraft.picked_up.red_nether_brick_wall: #8, 1(1%)
minecraft.used.painting: #9, 240(4%)
minecraft.used.gray_glazed_terracotta: #8, 5(1%)
minecraft.mined.smooth_red_sandstone: #8, 7(0%)
minecraft.used.chiseled_quartz_block: #8, 19(0%)
minecraft.used.polished_andesite: #9, 849(4%)
minecraft.mined.resin_block: #8, 13(0%)
minecraft.crafted.magenta_wool: #8, 4(0%)
minecraft.picked_up.pale_oak_button: #8, 1(0%)
minecraft.used.white_banner: #9, 49(4%)
minecraft.dropped.pink_wool: #8, 11(0%)
minecraft.crafted.crimson_stairs: #8, 4(0%)
minecraft.picked_up.white_candle: #8, 2(0%)
minecraft.used.bubble_coral_block: #8, 1(0%)
minecraft.used.quartz_bricks: #8, 4(0%)
minecraft.picked_up.soul_sand: #9, 1166(4%)
minecraft.mined.white_candle: #8, 1(0%)
minecraft.used.spruce_button: #8, 37(0%)
minecraft.dropped.resin_block: #8, 1(0%)
minecraft.dropped.pearlescent_froglight: #8, 3(0%)
minecraft.used.crimson_stairs: #8, 1(0%)
minecraft.used.white_candle: #8, 1(0%)
minecraft.mined.ladder: #9, 102(4%)
minecraft.custom.fly_one_cm: #10, 90048619(4%)
minecraft.crafted.mangrove_slab: #9, 504(4%)
minecraft.picked_up.pumpkin: #9, 3071(4%)
minecraft.crafted.wheat: #9, 4160(4%)
minecraft.mined.black_concrete: #9, 1232(4%)
minecraft.mined.stone_brick_stairs: #9, 112(4%)
minecraft.picked_up.waxed_exposed_copper_bulb: #9, 14(6%)
minecraft.mined.nether_wart: #9, 404(4%)
minecraft.picked_up.chainmail_chestplate: #9, 5(4%)
minecraft.picked_up.cherry_leaves: #9, 1181(4%)
minecraft.crafted.acacia_trapdoor: #9, 336(4%)
minecraft.used.bamboo_sign: #9, 161(4%)
minecraft.used.chipped_anvil: #9, 11(4%)
minecraft.used.smoker: #9, 19(4%)
minecraft.mined.cherry_leaves: #9, 1400(4%)
minecraft.used.warped_sign: #9, 46(5%)
minecraft.custom.damage_blocked_by_shield: #9, 14045(4%)
minecraft.dropped.gold_nugget: #9, 522(3%)
minecraft.dropped.copper_ore: #9, 96(4%)
minecraft.crafted.stone_axe: #9, 5(3%)
minecraft.used.black_concrete: #9, 1065(4%)
minecraft.dropped.oak_sign: #9, 17(4%)
minecraft.mined.oxeye_daisy: #9, 47(3%)
minecraft.dropped.ink_sac: #9, 31(3%)
minecraft.crafted.paper: #9, 6576(3%)
minecraft.used.dark_oak_wood: #9, 463(4%)
minecraft.crafted.dark_oak_wood: #9, 495(4%)
minecraft.crafted.bamboo_block: #9, 1256(3%)
minecraft.crafted.stone_button: #9, 277(3%)
minecraft.used.oxidized_copper_door: #9, 4(5%)
minecraft.used.honey_block: #9, 532(3%)
minecraft.mined.damaged_anvil: #9, 7(4%)
minecraft.crafted.oak_door: #9, 12(4%)
minecraft.crafted.glow_item_frame: #9, 135(4%)
minecraft.dropped.gray_bed: #9, 1(7%)
minecraft.used.tuff_brick_slab: #9, 321(3%)
minecraft.crafted.green_stained_glass_pane: #9, 144(5%)
minecraft.custom.walk_one_cm: #10, 134913747(4%)
minecraft.picked_up.crimson_nylium: #9, 173(3%)
minecraft.mined.spruce_fence_gate: #9, 35(3%)
minecraft.used.bamboo: #9, 610(3%)
minecraft.crafted.diamond_hoe: #9, 3(3%)
minecraft.used.acacia_trapdoor: #9, 302(4%)
minecraft.picked_up.damaged_anvil: #9, 7(3%)
minecraft.crafted.bamboo_trapdoor: #9, 394(3%)
minecraft.used.waxed_exposed_copper_bulb: #9, 18(5%)
minecraft.mined.crimson_nylium: #9, 160(3%)
minecraft.dropped.oak_log: #9, 263(3%)
minecraft.picked_up.nether_brick_fence: #9, 19(3%)
minecraft.dropped.bricks: #9, 51(5%)
minecraft.picked_up.crying_obsidian: #9, 145(3%)
minecraft.mined.redstone_wall_torch: #9, 37(3%)
minecraft.dropped.bone_meal: #9, 2334(2%)
minecraft.picked_up.waxed_oxidized_cut_copper_slab: #9, 23(5%)
minecraft.picked_up.mangrove_door: #9, 4(4%)
minecraft.used.crimson_nylium: #9, 97(4%)
minecraft.picked_up.polished_blackstone: #9, 26(3%)
minecraft.dropped.cyan_bed: #9, 1(5%)
minecraft.crafted.chiseled_tuff: #9, 19(3%)
minecraft.picked_up.warped_trapdoor: #9, 34(3%)
minecraft.used.stripped_birch_log: #9, 131(3%)
minecraft.picked_up.tuff_brick_wall: #9, 45(3%)
minecraft.crafted.shears: #9, 323(2%)
minecraft.dropped.bee_nest: #9, 1(6%)
minecraft.mined.tuff_brick_slab: #9, 47(3%)
minecraft.used.iron_ore: #9, 243(2%)
minecraft.picked_up.emerald_block: #9, 267(2%)
minecraft.killed.enderman: #9, 21074(2%)
minecraft.picked_up.spectral_arrow: #9, 420(3%)
minecraft.crafted.polished_deepslate_stairs: #9, 36(3%)
minecraft.dropped.chainmail_boots: #9, 4(3%)
minecraft.picked_up.yellow_terracotta: #9, 369(2%)
minecraft.picked_up.blue_wool: #9, 142(3%)
minecraft.used.gunpowder: #9, 12(2%)
minecraft.mined.amethyst_cluster: #9, 218(2%)
minecraft.mined.attached_pumpkin_stem: #9, 7(2%)
minecraft.mined.chorus_flower: #9, 7(4%)
minecraft.picked_up.orange_wool: #9, 153(2%)
minecraft.picked_up.porkchop: #9, 83(2%)
minecraft.dropped.cooked_chicken: #9, 74(2%)
minecraft.dropped.waxed_copper_block: #9, 17(3%)
minecraft.crafted.purple_dye: #9, 324(2%)
minecraft.picked_up.cartography_table: #9, 9(3%)
minecraft.mined.soul_fire: #9, 38(2%)
minecraft.used.red_dye: #9, 9(2%)
minecraft.crafted.green_wool: #9, 91(3%)
minecraft.mined.honey_block: #9, 126(2%)
minecraft.picked_up.hopper_minecart: #9, 21(2%)
minecraft.crafted.warped_fence_gate: #9, 16(3%)
minecraft.mined.stone_brick_slab: #9, 122(2%)
minecraft.used.detector_rail: #9, 12(2%)
minecraft.picked_up.glistering_melon_slice: #9, 20(2%)
minecraft.used.bamboo_raft: #9, 7(3%)
minecraft.mined.copper_bulb: #9, 8(2%)
minecraft.used.acacia_fence: #9, 82(2%)
minecraft.used.spruce_leaves: #9, 528(2%)
minecraft.used.coal_ore: #9, 807(2%)
minecraft.dropped.orange_terracotta: #9, 44(2%)
minecraft.picked_up.beetroot: #9, 432(2%)
minecraft.mined.stripped_warped_stem: #9, 64(2%)
minecraft.dropped.spruce_sapling: #9, 43(2%)
minecraft.used.paper: #9, 10(2%)
minecraft.picked_up.white_shulker_box: #10, 379(5%)
minecraft.used.cornflower: #9, 3(2%)
minecraft.dropped.dripstone_block: #9, 80(2%)
minecraft.crafted.resin_block: #9, 92(2%)
minecraft.dropped.pale_moss_carpet: #9, 21(2%)
minecraft.picked_up.acacia_wood: #9, 25(2%)
minecraft.used.gold_nugget: #9, 26(2%)
minecraft.picked_up.amethyst_shard: #9, 695(1%)
minecraft.used.book: #9, 35(1%)
minecraft.killed.salmon: #10, 158(5%)
minecraft.used.torchflower: #9, 10(2%)
minecraft.dropped.cyan_dye: #9, 6(2%)
minecraft.mined.polished_andesite_slab: #9, 18(2%)
minecraft.dropped.beetroot: #9, 342(1%)
minecraft.picked_up.pale_oak_leaves: #9, 132(1%)
minecraft.crafted.blue_stained_glass_pane: #9, 16(3%)
minecraft.dropped.cooked_salmon: #9, 11(1%)
minecraft.mined.deepslate_tiles: #9, 136(1%)
minecraft.crafted.smooth_quartz: #9, 277(1%)
minecraft.used.stone_shovel: #9, 364(1%)
minecraft.mined.spruce_stairs: #10, 228(5%)
minecraft.picked_up.exposed_copper_bulb: #9, 1(2%)
minecraft.mined.cyan_candle: #9, 2(2%)
minecraft.mined.bush: #9, 39(2%)
minecraft.used.cobblestone_wall: #9, 40(1%)
minecraft.custom.sleep_in_bed: #10, 1569(4%)
minecraft.crafted.pale_oak_door: #9, 3(2%)
minecraft.mined.yellow_concrete: #9, 280(1%)
minecraft.dropped.heavy_weighted_pressure_plate: #9, 1(2%)
minecraft.picked_up.light_blue_bed: #9, 5(1%)
minecraft.used.gravel: #9, 952(1%)
minecraft.dropped.acacia_leaves: #9, 17(1%)
minecraft.dropped.chiseled_stone_bricks: #9, 41(1%)
minecraft.used.light_blue_stained_glass: #9, 260(1%)
minecraft.mined.light_blue_wool: #9, 13(1%)
minecraft.picked_up.bush: #9, 31(2%)
minecraft.picked_up.jungle_door: #9, 1(2%)
minecraft.used.soul_campfire: #9, 7(2%)
minecraft.crafted.light_blue_wool: #9, 72(1%)
minecraft.crafted.blackstone_wall: #9, 6(1%)
minecraft.dropped.diorite: #10, 926(5%)
minecraft.mined.quartz_block: #9, 76(1%)
minecraft.picked_up.bamboo_block: #9, 479(1%)
minecraft.used.cauldron: #10, 50(5%)
minecraft.mined.oxidized_copper_bulb: #9, 4(1%)
minecraft.mined.oxidized_copper_grate: #9, 16(1%)
minecraft.mined.light_blue_bed: #9, 4(1%)
minecraft.dropped.red_terracotta: #9, 15(1%)
minecraft.mined.warped_stairs: #9, 5(1%)
minecraft.dropped.furnace: #9, 3(1%)
minecraft.mined.blackstone_wall: #9, 1(2%)
minecraft.used.spruce_log: #10, 2018(4%)
minecraft.picked_up.oxidized_copper_bulb: #9, 4(1%)
minecraft.mined.oak_wood: #9, 27(1%)
minecraft.crafted.spruce_trapdoor: #10, 2358(5%)
minecraft.dropped.splash_potion: #9, 7(1%)
minecraft.crafted.yellow_banner: #9, 5(1%)
minecraft.used.brick_slab: #9, 27(1%)
minecraft.crafted.wooden_pickaxe: #10, 2(5%)
minecraft.broken.stone_shovel: #9, 2(1%)
minecraft.picked_up.brain_coral_block: #9, 33(1%)
minecraft.dropped.cauldron: #9, 1(1%)
minecraft.dropped.white_shulker_box: #9, 2(1%)
minecraft.mined.vine: #10, 696(4%)
minecraft.used.brown_candle: #9, 6(1%)
minecraft.dropped.cobblestone_wall: #9, 4(1%)
minecraft.dropped.lava_bucket: #9, 2(1%)
minecraft.custom.happy_ghast_one_cm: #10, 957412(4%)
minecraft.used.blackstone_slab: #9, 40(1%)
minecraft.used.birch_wood: #9, 26(1%)
minecraft.dropped.beef: #9, 18(1%)
minecraft.mined.pink_terracotta: #9, 16(1%)
minecraft.crafted.torch: #10, 5640(4%)
minecraft.dropped.diamond_helmet: #10, 4(4%)
minecraft.mined.blue_orchid: #9, 4(1%)
minecraft.picked_up.wildflowers: #9, 41(1%)
minecraft.picked_up.warped_stairs: #9, 4(1%)
minecraft.used.waxed_weathered_cut_copper_stairs: #9, 10(1%)
minecraft.picked_up.warped_button: #9, 1(1%)
minecraft.mined.bubble_coral: #9, 4(1%)
minecraft.picked_up.sandstone_wall: #9, 3(1%)
minecraft.picked_up.bubble_coral: #9, 4(1%)
minecraft.mined.dark_prismarine_slab: #9, 3(1%)
minecraft.crafted.yellow_wool: #9, 27(0%)
minecraft.used.tube_coral: #9, 1(1%)
minecraft.used.orange_tulip: #9, 1(1%)
minecraft.used.yellow_candle: #9, 3(1%)
minecraft.mined.tube_coral: #9, 3(0%)
minecraft.picked_up.smooth_red_sandstone_stairs: #9, 4(1%)
minecraft.used.blue_stained_glass_pane: #9, 2(1%)
minecraft.used.pale_oak_leaves: #9, 7(0%)
minecraft.crafted.polished_diorite_stairs: #9, 1(1%)
minecraft.picked_up.filled_map: #10, 724(4%)
minecraft.dropped.nether_brick_fence: #9, 1(1%)
minecraft.used.blue_orchid: #9, 2(1%)
minecraft.crafted.bundle: #9, 2(0%)
minecraft.crafted.cooked_cod: #9, 26(0%)
minecraft.used.smooth_red_sandstone: #9, 21(0%)
minecraft.crafted.end_stone_bricks: #9, 4(0%)
minecraft.used.rail: #10, 2453(4%)
minecraft.dropped.lime_wool: #9, 2(0%)
minecraft.used.fern: #9, 30(0%)
minecraft.used.red_carpet: #9, 43(0%)
minecraft.picked_up.granite: #10, 9197(4%)
minecraft.picked_up.green_candle: #9, 1(0%)
minecraft.crafted.packed_ice: #9, 6(0%)
minecraft.picked_up.iron_bars: #10, 315(4%)
minecraft.mined.wither_rose: #9, 1(0%)
minecraft.used.purple_concrete: #9, 2(0%)
minecraft.picked_up.blue_orchid: #9, 4(0%)
minecraft.used.red_sandstone_wall: #9, 5(0%)
minecraft.picked_up.bamboo_trapdoor: #10, 117(4%)
minecraft.mined.bamboo_planks: #10, 81(4%)
minecraft.custom.player_kills: #10, 38(3%)
minecraft.crafted.cauldron: #10, 72(4%)
minecraft.dropped.diamond_leggings: #10, 5(3%)
minecraft.mined.waxed_exposed_copper_bulb: #10, 14(5%)
minecraft.picked_up.andesite_slab: #10, 81(4%)
minecraft.picked_up.beetroot_seeds: #10, 900(3%)
minecraft.used.ladder: #10, 399(3%)
minecraft.picked_up.stone_axe: #10, 2(5%)
minecraft.picked_up.oak_trapdoor: #10, 83(3%)
minecraft.used.tripwire_hook: #10, 22(3%)
minecraft.picked_up.terracotta: #10, 5359(3%)
minecraft.picked_up.clay: #10, 893(3%)
minecraft.mined.terracotta: #10, 5095(3%)
minecraft.used.glow_berries: #10, 69(3%)
minecraft.used.potato: #10, 267(3%)
minecraft.picked_up.nether_wart: #10, 1266(3%)
minecraft.custom.traded_with_villager: #10, 13683(3%)
minecraft.picked_up.white_stained_glass_pane: #10, 59(4%)
minecraft.picked_up.polished_deepslate: #10, 172(3%)
minecraft.picked_up.smooth_sandstone: #10, 239(3%)
minecraft.crafted.acacia_planks: #10, 1684(3%)
minecraft.picked_up.potato: #10, 1093(2%)
minecraft.used.beetroot_seeds: #10, 164(2%)
minecraft.crafted.pale_oak_trapdoor: #10, 118(3%)
minecraft.used.polished_andesite_stairs: #10, 75(3%)
minecraft.mined.spruce_sign: #10, 4(3%)
minecraft.used.black_stained_glass_pane: #10, 241(3%)
minecraft.used.polished_deepslate_slab: #10, 484(3%)
minecraft.picked_up.crimson_stem: #10, 333(3%)
minecraft.used.tuff_slab: #10, 164(3%)
minecraft.picked_up.campfire: #10, 36(2%)
minecraft.picked_up.birch_button: #10, 6(3%)
minecraft.killed_by.guardian: #10, 5(4%)
minecraft.mined.decorated_pot: #10, 135(2%)
minecraft.mined.birch_planks: #10, 92(2%)
minecraft.mined.orange_terracotta: #10, 1069(2%)
minecraft.used.grindstone: #10, 55(2%)
minecraft.mined.orange_bed: #10, 6(3%)
minecraft.picked_up.guster_banner_pattern: #10, 2(4%)
minecraft.picked_up.cobblestone_slab: #10, 145(2%)
minecraft.picked_up.copper_trapdoor: #10, 49(2%)
minecraft.mined.copper_trapdoor: #10, 39(2%)
minecraft.used.cobbled_deepslate: #10, 2037(2%)
minecraft.mined.pale_oak_trapdoor: #10, 18(3%)
minecraft.picked_up.spruce_fence_gate: #10, 49(2%)
minecraft.used.grass_block: #10, 9611(2%)
minecraft.used.bookshelf: #10, 77(2%)
minecraft.mined.warped_planks: #10, 36(3%)
minecraft.used.oxidized_copper: #10, 247(2%)
minecraft.crafted.spruce_wood: #10, 222(2%)
minecraft.crafted.cookie: #10, 288(3%)
minecraft.used.calcite: #10, 347(2%)
minecraft.used.basalt: #10, 431(2%)
minecraft.broken.shield: #10, 2(3%)
minecraft.mined.polished_deepslate_slab: #10, 47(2%)
minecraft.used.smooth_sandstone: #10, 485(2%)
minecraft.used.red_terracotta: #10, 465(2%)
minecraft.picked_up.gray_stained_glass: #10, 38(3%)
minecraft.used.deepslate_bricks: #10, 784(2%)
minecraft.crafted.black_stained_glass_pane: #10, 240(2%)
minecraft.mined.yellow_terracotta: #10, 307(2%)
minecraft.mined.sweet_berry_bush: #10, 26(2%)
minecraft.crafted.red_terracotta: #10, 264(3%)
minecraft.crafted.bamboo_hanging_sign: #10, 6(3%)
minecraft.used.copper_trapdoor: #10, 268(2%)
minecraft.dropped.bamboo_planks: #10, 152(2%)
minecraft.used.polished_andesite_slab: #10, 151(2%)
minecraft.dropped.basalt: #10, 28(2%)
minecraft.mined.mangrove_sign: #10, 1(4%)
minecraft.killed.husk: #10, 43(2%)
minecraft.used.melon_slice: #10, 73(2%)
minecraft.mined.green_carpet: #10, 15(2%)
minecraft.dropped.oak_boat: #10, 4(2%)
minecraft.picked_up.cobweb: #10, 142(2%)
minecraft.picked_up.bamboo_raft: #10, 6(2%)
minecraft.used.waxed_oxidized_cut_copper: #10, 130(2%)
minecraft.mined.copper_grate: #10, 11(2%)
minecraft.picked_up.stripped_warped_stem: #10, 64(2%)
minecraft.used.wooden_sword: #10, 39(2%)
minecraft.crafted.glowstone: #10, 134(2%)
minecraft.mined.acacia_wall_sign: #10, 3(2%)
minecraft.used.dead_bush: #10, 22(2%)
minecraft.custom.swim_one_cm: #11, 5933079(3%)
minecraft.picked_up.rabbit_foot: #10, 1(3%)
minecraft.crafted.smooth_stone_slab: #10, 474(1%)
minecraft.used.cobblestone_slab: #10, 339(1%)
minecraft.mined.crimson_stem: #10, 143(1%)
minecraft.mined.magenta_stained_glass: #10, 6(2%)
minecraft.dropped.pufferfish: #10, 7(2%)
minecraft.used.copper_grate: #10, 75(2%)
minecraft.used.pale_oak_slab: #10, 40(2%)
minecraft.picked_up.dried_kelp: #10, 135(2%)
minecraft.crafted.heavy_weighted_pressure_plate: #10, 6(1%)
minecraft.crafted.cobbled_deepslate_stairs: #10, 60(1%)
minecraft.crafted.magenta_terracotta: #10, 72(2%)
minecraft.mined.light_gray_concrete_powder: #10, 27(1%)
minecraft.used.orange_carpet: #10, 28(2%)
minecraft.used.ender_pearl: #10, 109(1%)
minecraft.used.closed_eyeblossom: #10, 2(2%)
minecraft.mined.waxed_copper_trapdoor: #10, 4(2%)
minecraft.used.beetroot: #10, 5(2%)
minecraft.used.granite_slab: #10, 76(2%)
minecraft.dropped.big_dripleaf: #10, 4(2%)
minecraft.dropped.snow: #10, 41(1%)
minecraft.crafted.dark_oak_pressure_plate: #10, 5(2%)
minecraft.picked_up.waxed_copper_trapdoor: #10, 4(2%)
minecraft.dropped.gray_shulker_box: #10, 1(2%)
minecraft.used.player_head: #11, 235(4%)
minecraft.used.brown_wool: #10, 42(1%)
minecraft.dropped.red_wool: #10, 4(1%)
minecraft.used.smooth_sandstone_slab: #10, 93(1%)
minecraft.picked_up.glowstone_dust: #10, 146(1%)
minecraft.crafted.waxed_oxidized_cut_copper_stairs: #10, 10(2%)
minecraft.mined.lily_of_the_valley: #10, 11(1%)
minecraft.crafted.stone_pressure_plate: #10, 32(1%)
minecraft.used.granite_wall: #10, 21(1%)
minecraft.picked_up.birch_stairs: #10, 9(1%)
minecraft.crafted.black_stained_glass: #10, 528(1%)
minecraft.custom.eat_cake_slice: #10, 5(1%)
minecraft.used.gold_ingot: #10, 1(2%)
minecraft.dropped.cooked_porkchop: #10, 81(1%)
minecraft.dropped.purple_dye: #10, 4(1%)
minecraft.picked_up.azure_bluet: #10, 116(1%)
minecraft.crafted.light_gray_stained_glass: #10, 304(1%)
minecraft.picked_up.music_disc_precipice: #10, 1(1%)
minecraft.picked_up.mangrove_button: #10, 1(2%)
minecraft.picked_up.deepslate_brick_stairs: #10, 44(1%)
minecraft.dropped.jungle_leaves: #10, 8(1%)
minecraft.mined.tinted_glass: #10, 24(1%)
minecraft.dropped.cobblestone_slab: #10, 15(1%)
minecraft.dropped.shulker_shell: #10, 38(1%)
minecraft.used.scaffolding: #11, 9038(5%)
minecraft.used.stripped_warped_hyphae: #10, 7(2%)
minecraft.used.blue_wool: #10, 34(1%)
minecraft.custom.leave_game: #12, 1323(4%)
minecraft.picked_up.cut_sandstone: #10, 20(1%)
minecraft.picked_up.cyan_stained_glass: #10, 14(1%)
minecraft.crafted.yellow_bed: #10, 1(1%)
minecraft.dropped.pale_moss_block: #10, 6(1%)
minecraft.crafted.pink_wool: #10, 13(1%)
minecraft.used.string: #10, 137(0%)
minecraft.used.cobblestone_stairs: #10, 56(1%)
minecraft.used.crimson_planks: #10, 31(1%)
minecraft.used.cyan_stained_glass: #10, 47(1%)
minecraft.used.barrel: #11, 451(4%)
minecraft.dropped.nether_wart: #10, 4(1%)
minecraft.used.mangrove_pressure_plate: #10, 2(1%)
minecraft.used.tube_coral_fan: #10, 2(1%)
minecraft.crafted.birch_wood: #10, 27(1%)
minecraft.mined.waxed_weathered_copper_grate: #10, 3(1%)
minecraft.mined.orange_stained_glass: #10, 9(1%)
minecraft.used.waxed_copper_trapdoor: #10, 16(1%)
minecraft.mined.stripped_cherry_log: #10, 12(1%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #10, 34(1%)
minecraft.picked_up.pitcher_pod: #10, 9(1%)
minecraft.used.dark_prismarine: #10, 41(1%)
minecraft.mined.waxed_weathered_cut_copper_stairs: #10, 1(1%)
minecraft.picked_up.tube_coral_fan: #10, 9(0%)
minecraft.mined.large_fern: #10, 21(0%)
minecraft.used.blackstone_wall: #10, 2(1%)
minecraft.picked_up.tube_coral: #10, 3(0%)
minecraft.used.waxed_weathered_copper: #10, 13(0%)
minecraft.mined.oak_planks: #11, 329(4%)
minecraft.mined.tube_coral_fan: #10, 2(0%)
minecraft.crafted.magenta_stained_glass_pane: #10, 16(1%)
minecraft.crafted.pale_oak_fence: #10, 24(0%)
minecraft.used.bush: #10, 6(1%)
minecraft.picked_up.polished_tuff_slab: #11, 207(4%)
minecraft.picked_up.furnace_minecart: #10, 1(1%)
minecraft.dropped.bamboo_slab: #10, 8(0%)
minecraft.used.slime_ball: #10, 42(0%)
minecraft.mined.oxidized_cut_copper_stairs: #10, 4(0%)
minecraft.picked_up.blue_egg: #10, 1(0%)
minecraft.picked_up.oxidized_cut_copper_stairs: #10, 4(0%)
minecraft.picked_up.lime_stained_glass_pane: #10, 3(0%)
minecraft.picked_up.green_carpet: #10, 19(0%)
minecraft.picked_up.resin_block: #10, 13(0%)
minecraft.killed_by.stray: #10, 2(0%)
minecraft.picked_up.smooth_red_sandstone: #10, 7(0%)
minecraft.used.red_mushroom: #10, 1(0%)
minecraft.crafted.red_carpet: #10, 24(0%)
minecraft.mined.red_concrete_powder: #10, 1(0%)
minecraft.dropped.cobbled_deepslate_stairs: #10, 1(0%)
minecraft.used.wildflowers: #10, 2(0%)
minecraft.mined.purple_concrete: #10, 4(0%)
minecraft.used.bamboo_button: #10, 10(0%)
minecraft.used.prismarine: #10, 6(0%)
minecraft.killed.drowned: #10, 149(0%)
minecraft.picked_up.leather_leggings: #11, 16(3%)
minecraft.dropped.firework_rocket: #11, 1138(3%)
minecraft.mined.granite: #11, 9417(4%)
minecraft.picked_up.stone_button: #11, 111(4%)
minecraft.mined.lapis_ore: #11, 180(3%)
minecraft.picked_up.shroomlight: #11, 116(4%)
minecraft.mined.beacon: #11, 17(3%)
minecraft.crafted.lever: #11, 244(3%)
minecraft.picked_up.bamboo: #11, 13735(3%)
minecraft.picked_up.barrel: #11, 182(3%)
minecraft.used.hopper_minecart: #11, 32(3%)
minecraft.used.mangrove_door: #11, 7(5%)
minecraft.mined.tripwire_hook: #11, 5(4%)
minecraft.picked_up.beacon: #11, 16(3%)
minecraft.crafted.flower_pot: #11, 113(3%)
minecraft.crafted.bone_block: #11, 1868(3%)
minecraft.picked_up.deepslate: #11, 8053(3%)
minecraft.used.spruce_door: #11, 14(3%)
minecraft.mined.stripped_birch_log: #11, 208(3%)
minecraft.picked_up.stripped_birch_log: #11, 210(3%)
minecraft.custom.inspect_dispenser: #11, 766(3%)
minecraft.used.snowball: #11, 146(2%)
minecraft.mined.stone: #11, 188890(3%)
minecraft.picked_up.calcite: #11, 1066(3%)
minecraft.picked_up.mace: #11, 8(3%)
minecraft.mined.bamboo_trapdoor: #11, 63(3%)
minecraft.used.cake: #11, 4(4%)
minecraft.crafted.glass_pane: #11, 400(3%)
minecraft.mined.comparator: #11, 68(3%)
minecraft.mined.bamboo: #11, 1186(3%)
minecraft.mined.smoker: #11, 4(3%)
minecraft.mined.calcite: #11, 869(3%)
minecraft.mined.chiseled_bookshelf: #11, 17(3%)
minecraft.crafted.oak_trapdoor: #11, 140(2%)
minecraft.picked_up.orange_terracotta: #11, 1250(3%)
minecraft.dropped.saddle: #11, 3(3%)
minecraft.used.oak_log: #11, 446(2%)
minecraft.mined.redstone_ore: #11, 71(2%)
minecraft.custom.open_barrel: #12, 10682(4%)
minecraft.mined.spruce_door: #11, 4(3%)
minecraft.mined.bamboo_block: #11, 70(3%)
minecraft.mined.oxidized_copper_door: #11, 2(4%)
minecraft.picked_up.muddy_mangrove_roots: #11, 403(3%)
minecraft.crafted.painting: #11, 59(2%)
minecraft.picked_up.orange_bed: #11, 6(3%)
minecraft.dropped.clay: #11, 30(3%)
minecraft.picked_up.copper_ore: #11, 1266(2%)
minecraft.picked_up.stone_brick_stairs: #11, 107(2%)
minecraft.used.stone_axe: #11, 231(2%)
minecraft.mined.end_stone_bricks: #11, 43(2%)
minecraft.used.orange_bed: #11, 6(3%)
minecraft.mined.stripped_spruce_log: #11, 382(2%)
minecraft.crafted.acacia_sign: #11, 21(2%)
minecraft.picked_up.birch_trapdoor: #11, 13(3%)
minecraft.crafted.smooth_stone: #11, 683(2%)
minecraft.dropped.iron_nugget: #11, 342(2%)
minecraft.mined.dragon_wall_head: #11, 4(2%)
minecraft.picked_up.black_dye: #11, 34(2%)
minecraft.used.nether_quartz_ore: #11, 237(2%)
minecraft.mined.azure_bluet: #11, 50(2%)
minecraft.used.stripped_spruce_log: #11, 284(2%)
minecraft.dropped.carrot: #11, 677(2%)
minecraft.used.baked_potato: #11, 135(2%)
minecraft.used.mangrove_stairs: #11, 99(2%)
minecraft.used.andesite: #11, 1715(2%)
minecraft.mined.beetroots: #11, 87(2%)
minecraft.picked_up.stripped_spruce_log: #11, 369(2%)
minecraft.mined.acacia_trapdoor: #11, 44(2%)
minecraft.mined.white_wall_banner: #11, 7(2%)
minecraft.picked_up.polished_deepslate_slab: #11, 76(2%)
minecraft.crafted.mangrove_stairs: #11, 88(2%)
minecraft.used.pitcher_plant: #11, 10(2%)
minecraft.used.rotten_flesh: #11, 34(2%)
minecraft.used.spruce_wood: #11, 193(2%)
minecraft.crafted.soul_torch: #11, 132(3%)
minecraft.picked_up.cyan_concrete: #11, 61(2%)
minecraft.used.flowering_azalea: #11, 26(2%)
minecraft.picked_up.diamond_ore: #11, 4(2%)
minecraft.used.light_gray_terracotta: #11, 110(2%)
minecraft.picked_up.bell: #11, 4(2%)
minecraft.used.mossy_stone_brick_wall: #11, 3(3%)
minecraft.mined.detector_rail: #11, 4(2%)
