stat, rank, value, (percentage) 
minecraft.used.brown_terracotta: #10, 93(3%)
minecraft.mined.spruce_hanging_sign: #10, 2(4%)
minecraft.mined.stripped_bamboo_block: #10, 54(3%)
minecraft.used.dark_oak_planks: #10, 461(2%)
minecraft.picked_up.gray_carpet: #10, 112(2%)
minecraft.picked_up.lime_concrete: #10, 115(3%)
minecraft.used.copper_bulb: #10, 22(3%)
minecraft.dropped.cooked_cod: #10, 54(2%)
minecraft.mined.green_stained_glass_pane: #10, 12(3%)
minecraft.custom.fall_one_cm: #11, 13252509(4%)
minecraft.mined.orange_tulip: #10, 32(2%)
minecraft.used.oak_pressure_plate: #10, 4(3%)
minecraft.picked_up.stripped_bamboo_block: #10, 49(2%)
minecraft.crafted.mossy_cobblestone_slab: #10, 24(2%)
minecraft.picked_up.cobbled_deepslate_stairs: #10, 38(2%)
minecraft.picked_up.hopper_minecart: #10, 20(2%)
minecraft.mined.lime_concrete: #10, 175(3%)
minecraft.picked_up.pink_dye: #10, 11(2%)
minecraft.picked_up.tuff_brick_stairs: #10, 43(2%)
minecraft.picked_up.firefly_bush: #10, 65(2%)
minecraft.mined.small_dripleaf: #10, 7(2%)
minecraft.dropped.nether_gold_ore: #10, 2(3%)
minecraft.picked_up.cartography_table: #10, 7(2%)
minecraft.dropped.note_block: #10, 5(2%)
minecraft.picked_up.lily_of_the_valley: #10, 22(2%)
minecraft.dropped.azure_bluet: #10, 20(2%)
minecraft.picked_up.calibrated_sculk_sensor: #10, 5(2%)
minecraft.crafted.cherry_wood: #10, 24(2%)
minecraft.dropped.anvil: #10, 3(2%)
minecraft.picked_up.totem_of_undying: #10, 10(1%)
minecraft.dropped.light_blue_dye: #10, 5(2%)
minecraft.picked_up.sweet_berries: #10, 311(1%)
minecraft.used.netherite_boots: #10, 8(2%)
minecraft.dropped.brown_shulker_box: #10, 1(3%)
minecraft.crafted.bamboo_fence: #10, 72(2%)
minecraft.picked_up.blue_concrete: #10, 48(2%)
minecraft.picked_up.gray_wool: #10, 397(1%)
minecraft.picked_up.amethyst_shard: #10, 640(1%)
minecraft.crafted.oak_pressure_plate: #10, 3(2%)
minecraft.used.red_banner: #10, 6(1%)
minecraft.crafted.gray_stained_glass: #10, 360(2%)
minecraft.picked_up.purpur_block: #10, 202(1%)
minecraft.killed.vex: #10, 5(2%)
minecraft.dropped.polished_deepslate: #10, 13(2%)
minecraft.used.book: #10, 30(1%)
minecraft.crafted.netherite_scrap: #10, 13(2%)
minecraft.used.gray_dye: #10, 1(3%)
minecraft.picked_up.crimson_trapdoor: #10, 10(2%)
minecraft.mined.pale_oak_wall_sign: #10, 2(2%)
minecraft.crafted.smooth_quartz_slab: #10, 42(1%)
minecraft.picked_up.flow_pottery_sherd: #10, 6(1%)
minecraft.dropped.clock: #10, 1(2%)
minecraft.used.cyan_dye: #10, 5(2%)
minecraft.used.mangrove_planks: #10, 171(1%)
minecraft.dropped.waxed_chiseled_copper: #10, 2(2%)
minecraft.crafted.quartz_slab: #10, 50(2%)
minecraft.picked_up.rail: #11, 2365(5%)
minecraft.dropped.sculk_vein: #10, 5(1%)
minecraft.picked_up.open_eyeblossom: #10, 6(2%)
minecraft.picked_up.weathered_copper_trapdoor: #10, 17(1%)
minecraft.picked_up.oxidized_copper_grate: #10, 20(1%)
minecraft.used.deepslate_tiles: #10, 747(1%)
minecraft.crafted.black_terracotta: #10, 256(1%)
minecraft.mined.weathered_copper_trapdoor: #10, 17(1%)
minecraft.dropped.mutton: #10, 10(1%)
minecraft.dropped.heavy_weighted_pressure_plate: #10, 1(2%)
minecraft.mined.birch_pressure_plate: #10, 1(2%)
minecraft.crafted.nether_bricks: #10, 140(1%)
minecraft.mined.gray_terracotta: #10, 18(1%)
minecraft.picked_up.cyan_stained_glass_pane: #10, 5(2%)
minecraft.mined.orange_stained_glass_pane: #10, 7(1%)
minecraft.crafted.blackstone_wall: #10, 6(1%)
minecraft.used.mossy_stone_brick_stairs: #10, 10(1%)
minecraft.picked_up.light_blue_dye: #10, 8(1%)
minecraft.broken.stone_hoe: #10, 1(2%)
minecraft.used.porkchop: #10, 2(1%)
minecraft.crafted.white_shulker_box: #10, 10(1%)
minecraft.mined.blackstone_wall: #10, 1(2%)
minecraft.picked_up.dandelion: #10, 385(1%)
minecraft.crafted.fermented_spider_eye: #10, 33(1%)
minecraft.picked_up.magenta_wool: #10, 37(1%)
minecraft.picked_up.oxidized_copper: #10, 180(1%)
minecraft.used.lime_bed: #10, 8(1%)
minecraft.used.birch_pressure_plate: #10, 1(1%)
minecraft.picked_up.red_candle: #10, 7(1%)
minecraft.picked_up.birch_pressure_plate: #10, 1(1%)
minecraft.used.honey_bottle: #10, 38(1%)
minecraft.crafted.golden_apple: #10, 23(1%)
minecraft.custom.damage_resisted: #11, 11805(3%)
minecraft.dropped.red_terracotta: #10, 11(1%)
minecraft.picked_up.gray_banner: #10, 1(1%)
minecraft.used.wither_skeleton_skull: #10, 9(1%)
minecraft.picked_up.exposed_chiseled_copper: #10, 1(1%)
minecraft.crafted.black_banner: #10, 10(1%)
minecraft.dropped.sea_lantern: #10, 1(1%)
minecraft.dropped.repeater: #10, 9(1%)
minecraft.picked_up.red_stained_glass: #10, 18(1%)
minecraft.mined.waxed_weathered_copper_trapdoor: #10, 2(1%)
minecraft.used.mangrove_hanging_sign: #10, 2(1%)
minecraft.picked_up.gray_concrete_powder: #10, 118(1%)
minecraft.killed.villager: #10, 2(1%)
minecraft.used.pale_hanging_moss: #10, 14(1%)
minecraft.picked_up.creaking_heart: #10, 5(1%)
minecraft.mined.waxed_cut_copper: #10, 11(1%)
minecraft.picked_up.black_bed: #10, 4(1%)
minecraft.mined.suspicious_sand: #10, 1(1%)
minecraft.used.music_disc_otherside: #10, 1(1%)
minecraft.mined.black_bed: #10, 4(1%)
minecraft.crafted.beehive: #10, 42(1%)
minecraft.used.diorite_slab: #10, 36(1%)
minecraft.picked_up.echo_shard: #10, 2(1%)
minecraft.crafted.beacon: #10, 2(1%)
minecraft.picked_up.magenta_concrete: #10, 23(1%)
minecraft.mined.magenta_concrete: #10, 25(0%)
minecraft.crafted.polished_blackstone_pressure_plate: #10, 1(1%)
minecraft.dropped.black_banner: #10, 1(1%)
minecraft.used.dark_prismarine_slab: #10, 10(0%)
minecraft.mined.dried_ghast: #10, 1(1%)
minecraft.picked_up.cherry_fence: #10, 2(0%)
minecraft.mined.tuff: #11, 11262(4%)
minecraft.picked_up.dead_brain_coral_block: #10, 4(0%)
minecraft.used.blue_concrete: #10, 12(0%)
minecraft.picked_up.orange_glazed_terracotta: #10, 1(0%)
minecraft.dropped.chiseled_sandstone: #10, 1(0%)
minecraft.picked_up.copper_block: #10, 152(0%)
minecraft.picked_up.blackstone_wall: #10, 1(0%)
minecraft.used.magenta_concrete: #10, 9(0%)
minecraft.killed.player: #11, 89(3%)
minecraft.mined.smooth_red_sandstone_stairs: #10, 1(0%)
minecraft.dropped.diorite: #11, 812(4%)
minecraft.dropped.clay_ball: #10, 8(0%)
minecraft.crafted.waxed_exposed_copper_trapdoor: #10, 2(0%)
minecraft.dropped.amethyst_shard: #10, 5(0%)
minecraft.mined.red_shulker_box: #11, 555(4%)
minecraft.dropped.bone_block: #10, 64(0%)
minecraft.mined.sculk_vein: #10, 50(0%)
minecraft.picked_up.dried_ghast: #10, 1(0%)
minecraft.picked_up.smooth_red_sandstone_stairs: #10, 1(0%)
minecraft.crafted.dark_prismarine: #10, 10(0%)
minecraft.dropped.bamboo_button: #10, 2(0%)
minecraft.picked_up.red_shulker_box: #11, 556(4%)
minecraft.mined.mycelium: #10, 1(0%)
minecraft.used.honeycomb_block: #10, 1(0%)
minecraft.used.red_shulker_box: #11, 558(4%)
minecraft.mined.nether_quartz_ore: #11, 1826(4%)
minecraft.crafted.emerald: #11, 20533(4%)
minecraft.picked_up.torch: #11, 4484(4%)
minecraft.custom.walk_on_water_one_cm: #12, 5376426(4%)
minecraft.dropped.torch: #11, 334(4%)
minecraft.used.white_wool: #11, 704(4%)
minecraft.picked_up.comparator: #11, 170(4%)
minecraft.mined.obsidian: #11, 600(3%)
minecraft.crafted.oak_button: #11, 26(4%)
minecraft.used.redstone_lamp: #11, 83(3%)
minecraft.used.shears: #11, 7316(3%)
minecraft.mined.crafting_table: #11, 208(3%)
minecraft.crafted.hopper: #11, 945(3%)
minecraft.used.stone_brick_stairs: #11, 359(3%)
minecraft.dropped.enchanted_book: #11, 25(4%)
minecraft.picked_up.warped_stem: #11, 654(3%)
minecraft.crafted.netherite_axe: #11, 1(7%)
minecraft.crafted.bucket: #11, 225(3%)
minecraft.picked_up.diamond_leggings: #11, 21(2%)
minecraft.custom.interact_with_loom: #11, 72(2%)
minecraft.used.oxidized_copper_trapdoor: #11, 195(4%)
minecraft.custom.interact_with_grindstone: #11, 59(3%)
minecraft.crafted.diamond_sword: #11, 5(3%)
minecraft.crafted.black_shulker_box: #11, 4(4%)
minecraft.mined.oxeye_daisy: #11, 42(3%)
minecraft.crafted.diamond_hoe: #11, 3(3%)
minecraft.dropped.water_bucket: #11, 13(3%)
minecraft.custom.fly_one_cm: #12, 76264963(3%)
minecraft.picked_up.pointed_dripstone: #11, 919(3%)
minecraft.mined.dirt: #11, 38796(3%)
minecraft.custom.animals_bred: #11, 517(3%)
minecraft.used.glass_pane: #11, 102(3%)
minecraft.picked_up.waxed_exposed_copper_bulb: #11, 10(4%)
minecraft.used.diamond_shovel: #11, 106445(2%)
minecraft.used.waxed_oxidized_copper: #11, 284(3%)
minecraft.dropped.golden_chestplate: #11, 10(3%)
minecraft.mined.waxed_exposed_copper_bulb: #11, 10(4%)
minecraft.used.shield: #11, 147(3%)
minecraft.crafted.jungle_slab: #11, 252(3%)
minecraft.mined.spruce_sign: #11, 4(3%)
minecraft.mined.acacia_leaves: #11, 792(3%)
minecraft.used.polished_blackstone: #11, 169(3%)
minecraft.dropped.netherite_hoe: #11, 1(6%)
minecraft.mined.bamboo_wall_sign: #11, 12(3%)
minecraft.picked_up.sticky_piston: #11, 104(2%)
minecraft.dropped.iron_chestplate: #11, 4(3%)
minecraft.mined.warped_fungus: #11, 35(3%)
minecraft.mined.potted_bamboo: #11, 1(5%)
minecraft.crafted.black_concrete_powder: #11, 1736(3%)
minecraft.picked_up.glass: #11, 1537(2%)
minecraft.used.tuff_slab: #11, 150(3%)
minecraft.used.mangrove_log: #11, 363(2%)
minecraft.dropped.lantern: #11, 14(3%)
minecraft.mined.oak_button: #11, 6(3%)
minecraft.picked_up.shulker_shell: #11, 406(2%)
minecraft.picked_up.phantom_membrane: #11, 40(2%)
minecraft.crafted.netherite_sword: #11, 1(5%)
minecraft.mined.nether_brick_fence: #11, 11(3%)
minecraft.mined.oak_leaves: #11, 4040(2%)
minecraft.used.glow_lichen: #11, 735(2%)
minecraft.picked_up.magma_cream: #11, 86(2%)
minecraft.killed.magma_cube: #11, 135(2%)
minecraft.dropped.lapis_lazuli: #11, 101(2%)
minecraft.broken.shield: #11, 2(3%)
minecraft.dropped.phantom_membrane: #11, 6(3%)
minecraft.killed.blaze: #11, 231(2%)
minecraft.mined.red_mushroom: #11, 15(3%)
minecraft.dropped.birch_sign: #11, 4(2%)
minecraft.crafted.brown_terracotta: #11, 112(3%)
minecraft.mined.pitcher_plant: #11, 4(3%)
minecraft.picked_up.nautilus_shell: #11, 15(2%)
minecraft.dropped.purple_shulker_box: #11, 1(4%)
minecraft.picked_up.enchanted_golden_apple: #11, 10(2%)
minecraft.picked_up.copper_grate: #11, 19(3%)
minecraft.mined.tuff_slab: #11, 14(2%)
minecraft.used.iron_helmet: #11, 1(4%)
minecraft.killed_by.enderman: #11, 1(4%)
minecraft.picked_up.dragon_head: #11, 7(2%)
minecraft.crafted.green_stained_glass_pane: #11, 80(3%)
minecraft.crafted.raw_copper_block: #11, 659(2%)
minecraft.mined.mangrove_sign: #11, 1(4%)
minecraft.dropped.oak_boat: #11, 4(2%)
minecraft.mined.light_gray_wool: #11, 31(2%)
minecraft.picked_up.ominous_trial_key: #11, 21(2%)
minecraft.mined.mangrove_planks: #11, 45(2%)
minecraft.dropped.player_head: #11, 226(1%)
minecraft.dropped.hopper: #11, 18(2%)
minecraft.crafted.charcoal: #11, 210(2%)
minecraft.picked_up.cobweb: #11, 137(2%)
minecraft.picked_up.wither_skeleton_skull: #11, 12(2%)
minecraft.crafted.red_bed: #11, 2(2%)
minecraft.crafted.orange_dye: #11, 325(1%)
minecraft.custom.fish_caught: #11, 289(1%)
minecraft.used.ominous_trial_key: #11, 14(2%)
minecraft.used.waxed_oxidized_cut_copper: #11, 119(2%)
minecraft.used.cherry_sign: #11, 3(2%)
minecraft.picked_up.polished_blackstone_button: #11, 4(2%)
minecraft.used.waxed_exposed_copper_bulb: #11, 8(2%)
minecraft.used.jungle_leaves: #11, 140(2%)
minecraft.used.firework_rocket: #12, 22180(3%)
minecraft.picked_up.red_tulip: #11, 106(1%)
minecraft.picked_up.acacia_leaves: #11, 281(2%)
minecraft.crafted.tuff_brick_stairs: #11, 24(1%)
minecraft.crafted.detector_rail: #11, 30(1%)
minecraft.crafted.light_gray_shulker_box: #11, 5(1%)
minecraft.dropped.brick: #11, 77(1%)
minecraft.mined.white_carpet: #11, 25(1%)
minecraft.dropped.iron_ingot: #11, 299(1%)
minecraft.crafted.cooked_salmon: #11, 65(1%)
minecraft.mined.red_candle: #11, 2(2%)
minecraft.picked_up.white_carpet: #11, 39(1%)
minecraft.dropped.red_wool: #11, 4(1%)
minecraft.crafted.daylight_detector: #11, 47(1%)
minecraft.mined.bamboo_slab: #11, 20(1%)
minecraft.picked_up.deepslate_brick_wall: #11, 16(1%)
minecraft.picked_up.flow_armor_trim_smithing_template: #11, 3(1%)
minecraft.mined.mossy_stone_bricks: #11, 51(1%)
minecraft.used.cherry_trapdoor: #11, 26(1%)
minecraft.picked_up.ochre_froglight: #11, 363(1%)
minecraft.dropped.light_gray_dye: #11, 3(1%)
minecraft.picked_up.cactus_flower: #11, 4(2%)
minecraft.used.cactus_flower: #11, 2(2%)
minecraft.used.lime_concrete: #11, 63(1%)
minecraft.crafted.smooth_quartz: #11, 218(1%)
minecraft.used.wheat: #11, 6(1%)
minecraft.dropped.snow: #11, 31(1%)
minecraft.picked_up.guster_pottery_sherd: #11, 5(1%)
minecraft.dropped.purple_dye: #11, 4(1%)
minecraft.crafted.pale_oak_sign: #11, 15(1%)
minecraft.used.crimson_nylium: #11, 27(1%)
minecraft.picked_up.red_stained_glass_pane: #11, 5(1%)
minecraft.used.acacia_sapling: #11, 163(1%)
minecraft.mined.stone_brick_slab: #11, 49(1%)
minecraft.dropped.lily_of_the_valley: #11, 2(1%)
minecraft.mined.creaking_heart: #11, 6(1%)
minecraft.picked_up.azure_bluet: #11, 106(1%)
minecraft.used.blue_concrete_powder: #11, 48(1%)
minecraft.picked_up.charcoal: #11, 51(1%)
minecraft.picked_up.lime_bed: #11, 3(1%)
minecraft.picked_up.deepslate_brick_stairs: #11, 39(1%)
minecraft.dropped.iron_door: #11, 1(1%)
minecraft.mined.chorus_flower: #11, 2(1%)
minecraft.used.open_eyeblossom: #11, 1(1%)
minecraft.killed.wither_skeleton: #11, 144(1%)
minecraft.picked_up.flint_and_steel: #11, 9(1%)
minecraft.dropped.stone_brick_stairs: #11, 5(1%)
minecraft.dropped.magenta_dye: #11, 6(1%)
minecraft.crafted.waxed_exposed_chiseled_copper: #11, 4(1%)
minecraft.dropped.splash_potion: #11, 6(1%)
minecraft.mined.dark_prismarine: #11, 19(1%)
minecraft.crafted.wooden_shovel: #11, 6(1%)
minecraft.dropped.gold_ore: #11, 1(1%)
minecraft.crafted.red_sandstone_slab: #11, 6(1%)
minecraft.mined.oxidized_copper: #11, 121(0%)
minecraft.picked_up.leather_boots: #12, 24(3%)
minecraft.picked_up.armadillo_scute: #11, 36(0%)
minecraft.custom.interact_with_lectern: #12, 427(3%)
minecraft.mined.warped_slab: #11, 6(1%)
minecraft.dropped.magma_cream: #11, 2(1%)
minecraft.picked_up.waxed_weathered_cut_copper_slab: #11, 2(1%)
minecraft.mined.activator_rail: #11, 5(0%)
minecraft.crafted.chiseled_polished_blackstone: #11, 1(1%)
minecraft.crafted.bamboo_mosaic_slab: #11, 6(1%)
minecraft.crafted.blue_concrete_powder: #11, 48(1%)
minecraft.crafted.deepslate_bricks: #11, 128(0%)
minecraft.dropped.honey_block: #11, 8(0%)
minecraft.used.black_bed: #11, 3(0%)
minecraft.crafted.crimson_fence: #11, 3(1%)
minecraft.used.brain_coral_block: #11, 6(1%)
minecraft.crafted.pale_moss_carpet: #11, 48(1%)
minecraft.picked_up.dark_prismarine: #11, 19(0%)
minecraft.picked_up.gray_bed: #11, 3(0%)
minecraft.mined.gray_wool: #11, 24(0%)
minecraft.dropped.beetroot: #11, 56(0%)
minecraft.used.warped_fungus: #11, 22(0%)
minecraft.dropped.dead_bush: #11, 4(0%)
minecraft.picked_up.waxed_cut_copper: #11, 5(0%)
minecraft.used.chiseled_polished_blackstone: #11, 1(0%)
minecraft.picked_up.waxed_oxidized_chiseled_copper: #11, 1(0%)
minecraft.dropped.pitcher_plant: #11, 1(0%)
minecraft.used.snow_block: #11, 364(0%)
minecraft.picked_up.powder_snow_bucket: #11, 1(0%)
minecraft.used.amethyst_cluster: #11, 5(0%)
minecraft.mined.brown_concrete_powder: #11, 2(0%)
minecraft.picked_up.cyan_stained_glass: #11, 3(0%)
minecraft.dropped.cod: #11, 45(0%)
minecraft.dropped.black_wool: #11, 3(0%)
minecraft.picked_up.dark_prismarine_slab: #11, 1(0%)
minecraft.used.black_terracotta: #11, 20(0%)
minecraft.used.crimson_fence: #11, 2(0%)
minecraft.used.bamboo_button: #11, 9(0%)
minecraft.crafted.experience_bottle: #11, 6(0%)
minecraft.used.weathered_copper: #11, 5(0%)
minecraft.dropped.scaffolding: #12, 388(4%)
minecraft.picked_up.oak_button: #12, 27(4%)
minecraft.used.spruce_boat: #12, 22(4%)
minecraft.picked_up.tuff: #12, 11154(3%)
minecraft.used.elytra: #12, 63(3%)
minecraft.picked_up.vine: #12, 239(4%)
minecraft.crafted.iron_axe: #12, 5(4%)
minecraft.picked_up.anvil: #12, 45(3%)
minecraft.picked_up.golden_leggings: #12, 13(4%)
minecraft.mined.mangrove_trapdoor: #12, 31(4%)
minecraft.crafted.chest: #12, 2193(3%)
minecraft.custom.interact_with_blast_furnace: #12, 130(3%)
minecraft.crafted.diamond_chestplate: #12, 3(3%)
minecraft.used.polished_tuff_slab: #12, 535(3%)
minecraft.picked_up.filled_map: #12, 459(2%)
minecraft.mined.iron_ore: #12, 985(3%)
minecraft.picked_up.enchanted_book: #12, 35(2%)
minecraft.crafted.stone_pickaxe: #12, 4(2%)
minecraft.picked_up.white_bed: #12, 149(2%)
minecraft.picked_up.mace: #12, 7(3%)
minecraft.custom.damage_blocked_by_shield: #12, 9842(3%)
minecraft.mined.chain: #12, 103(2%)
minecraft.mined.nether_gold_ore: #12, 107(3%)
minecraft.mined.white_bed: #12, 141(2%)
minecraft.mined.gravel: #12, 12122(2%)
minecraft.crafted.diamond: #12, 1827(2%)
minecraft.custom.interact_with_campfire: #12, 345(2%)
minecraft.picked_up.podzol: #12, 402(3%)
minecraft.used.white_bed: #12, 150(2%)
minecraft.dropped.dirt: #12, 2794(2%)
minecraft.mined.bone_block: #12, 160(2%)
minecraft.picked_up.iron_helmet: #12, 4(2%)
minecraft.crafted.netherite_shovel: #12, 1(5%)
minecraft.used.leather_helmet: #12, 1(5%)
minecraft.mined.coal_ore: #12, 4098(2%)
minecraft.dropped.arrow: #12, 809(2%)
minecraft.picked_up.lime_shulker_box: #12, 82(2%)
minecraft.used.lime_shulker_box: #12, 81(2%)
minecraft.mined.calcite: #12, 741(2%)
minecraft.dropped.lapis_ore: #12, 6(3%)
minecraft.mined.lime_shulker_box: #12, 81(2%)
minecraft.dropped.wheat_seeds: #12, 3649(2%)
minecraft.killed.chicken: #12, 119(2%)
minecraft.mined.piston_head: #12, 5(3%)
minecraft.crafted.shulker_box: #12, 243(2%)
minecraft.used.deepslate: #12, 1561(2%)
minecraft.used.vine: #12, 24(2%)
minecraft.dropped.white_dye: #12, 43(2%)
minecraft.crafted.stone_brick_stairs: #12, 67(2%)
minecraft.dropped.wooden_sword: #12, 3(2%)
minecraft.picked_up.black_dye: #12, 34(2%)
minecraft.picked_up.wooden_pickaxe: #12, 1(3%)
minecraft.mined.jungle_sign: #12, 1(4%)
minecraft.used.copper_ore: #12, 657(2%)
minecraft.crafted.green_terracotta: #12, 327(2%)
minecraft.mined.cherry_leaves: #12, 647(2%)
minecraft.picked_up.stone_bricks: #12, 696(1%)
minecraft.mined.red_terracotta: #12, 644(2%)
minecraft.mined.warped_planks: #12, 26(2%)
minecraft.crafted.lectern: #12, 35(2%)
minecraft.mined.andesite_wall: #12, 15(2%)
minecraft.used.moss_carpet: #12, 523(1%)
minecraft.crafted.mangrove_hanging_sign: #12, 6(3%)
minecraft.mined.mossy_stone_brick_stairs: #12, 2(2%)
minecraft.used.black_concrete_powder: #12, 900(1%)
minecraft.dropped.waxed_copper_block: #12, 12(2%)
minecraft.picked_up.black_stained_glass_pane: #12, 12(2%)
minecraft.used.sweet_berries: #12, 221(1%)
minecraft.mined.stone_bricks: #12, 538(1%)
minecraft.used.melon_slice: #12, 59(1%)
minecraft.picked_up.netherite_helmet: #12, 4(1%)
minecraft.dropped.bread: #12, 225(1%)
minecraft.picked_up.lilac: #12, 98(1%)
minecraft.used.beetroot_seeds: #12, 79(1%)
minecraft.mined.acacia_wood: #12, 13(2%)
minecraft.crafted.raw_copper: #12, 2889(1%)
minecraft.crafted.brick_stairs: #12, 4(2%)
minecraft.dropped.deepslate_bricks: #12, 5(2%)
minecraft.crafted.jungle_stairs: #12, 40(1%)
minecraft.used.jungle_stairs: #12, 41(1%)
minecraft.used.shroomlight: #12, 38(1%)
minecraft.mined.beetroots: #12, 50(1%)
minecraft.dropped.gunpowder: #12, 302(1%)
minecraft.used.white_terracotta: #12, 123(1%)
minecraft.mined.copper_grate: #12, 8(2%)
minecraft.crafted.polished_tuff_wall: #12, 30(1%)
minecraft.picked_up.deepslate_diamond_ore: #12, 297(1%)
minecraft.custom.interact_with_crafting_table: #13, 3713(4%)
minecraft.dropped.tripwire_hook: #12, 3(2%)
minecraft.picked_up.glow_item_frame: #12, 31(1%)
minecraft.used.green_dye: #12, 19(1%)
minecraft.used.white_carpet: #12, 66(1%)
minecraft.crafted.polished_deepslate: #12, 388(1%)
minecraft.mined.amethyst_cluster: #12, 96(1%)
minecraft.picked_up.weeping_vines: #12, 53(1%)
minecraft.dropped.jungle_log: #12, 21(1%)
minecraft.used.red_bed: #12, 5(1%)
minecraft.picked_up.stripped_mangrove_log: #12, 99(1%)
minecraft.mined.jungle_slab: #12, 11(1%)
minecraft.picked_up.oxidized_chiseled_copper: #12, 2(1%)
minecraft.picked_up.green_stained_glass_pane: #12, 10(1%)
minecraft.crafted.smooth_stone_slab: #12, 268(1%)
minecraft.picked_up.spruce_hanging_sign: #12, 3(1%)
minecraft.custom.open_enderchest: #13, 3717(3%)
minecraft.picked_up.crimson_fungus: #12, 35(1%)
minecraft.crafted.polished_andesite_slab: #12, 16(1%)
minecraft.mined.pale_oak_planks: #12, 8(1%)
minecraft.picked_up.gray_terracotta: #12, 17(1%)
minecraft.crafted.golden_chestplate: #12, 1(1%)
minecraft.used.tuff_brick_stairs: #12, 87(1%)
minecraft.mined.weathered_copper: #12, 32(1%)
minecraft.mined.lily_of_the_valley: #12, 8(1%)
minecraft.used.gold_nugget: #12, 12(1%)
minecraft.crafted.red_banner: #12, 5(1%)
minecraft.dropped.beetroot_seeds: #12, 139(1%)
minecraft.dropped.campfire: #12, 1(1%)
minecraft.crafted.brewing_stand: #12, 9(1%)
minecraft.used.waxed_oxidized_cut_copper_stairs: #12, 22(1%)
minecraft.dropped.black_dye: #12, 3(1%)
minecraft.dropped.orange_dye: #12, 3(1%)
minecraft.used.dark_oak_wood: #12, 76(1%)
minecraft.dropped.gray_dye: #12, 3(1%)
minecraft.used.purple_bed: #12, 4(1%)
minecraft.dropped.chiseled_tuff: #12, 2(1%)
minecraft.picked_up.orange_stained_glass_pane: #12, 6(1%)
minecraft.picked_up.bamboo_block: #12, 323(0%)
minecraft.used.light_blue_dye: #12, 1(1%)
minecraft.used.birch_hanging_sign: #12, 1(1%)
minecraft.crafted.stone_brick_wall: #12, 16(1%)
minecraft.crafted.waxed_oxidized_cut_copper_stairs: #12, 5(1%)
minecraft.mined.red_wall_banner: #12, 1(1%)
minecraft.crafted.waxed_oxidized_cut_copper_slab: #12, 6(1%)
minecraft.picked_up.orange_stained_glass: #12, 9(1%)
minecraft.crafted.gray_bed: #12, 1(1%)
minecraft.dropped.leaf_litter: #12, 2(1%)
minecraft.crafted.red_shulker_box: #12, 3(0%)
minecraft.picked_up.gray_dye: #12, 8(0%)
minecraft.dropped.polished_tuff_slab: #12, 4(1%)
minecraft.used.crimson_planks: #12, 23(1%)
minecraft.picked_up.nether_star: #12, 2(1%)
minecraft.picked_up.stone_brick_slab: #12, 39(0%)
minecraft.crafted.polished_andesite_stairs: #12, 2(1%)
minecraft.dropped.packed_mud: #12, 12(0%)
minecraft.dropped.iron_axe: #12, 3(0%)
minecraft.dropped.black_stained_glass: #12, 2(0%)
minecraft.used.stripped_mangrove_log: #12, 37(0%)
minecraft.mined.dark_oak_button: #12, 1(0%)
minecraft.crafted.nether_brick_fence: #12, 6(0%)
minecraft.dropped.deepslate_iron_ore: #12, 2(0%)
minecraft.dropped.cooked_mutton: #12, 2(0%)
minecraft.crafted.snow_block: #12, 53(0%)
minecraft.picked_up.weathered_cut_copper: #12, 1(0%)
minecraft.crafted.calibrated_sculk_sensor: #12, 2(0%)
minecraft.used.gray_bed: #12, 3(0%)
minecraft.killed.turtle: #12, 1(0%)
minecraft.dropped.comparator: #12, 2(0%)
minecraft.crafted.diorite_slab: #12, 6(0%)
minecraft.used.stripped_pale_oak_log: #12, 7(0%)
minecraft.dropped.jungle_fence: #12, 1(0%)
minecraft.mined.green_concrete: #12, 11(0%)
minecraft.crafted.candle: #12, 42(0%)
minecraft.picked_up.pink_bed: #12, 1(0%)
minecraft.dropped.copper_ingot: #12, 11(0%)
minecraft.mined.cyan_stained_glass: #12, 2(0%)
minecraft.mined.dark_prismarine_slab: #12, 1(0%)
minecraft.used.waxed_exposed_copper: #12, 4(0%)
minecraft.used.magenta_concrete_powder: #12, 16(0%)
minecraft.crafted.crimson_slab: #12, 6(0%)
minecraft.mined.coal_block: #12, 2(0%)
minecraft.used.activator_rail: #12, 8(0%)
minecraft.used.dark_prismarine: #12, 8(0%)
minecraft.dropped.bamboo_slab: #12, 2(0%)
minecraft.picked_up.weathered_copper: #12, 32(0%)
minecraft.used.coal_block: #12, 9(0%)
minecraft.used.magenta_wool: #12, 1(0%)
minecraft.crafted.diorite_wall: #12, 6(0%)
minecraft.used.dark_oak_leaves: #12, 2(0%)
minecraft.used.oxidized_cut_copper: #12, 5(0%)
minecraft.used.slime_ball: #12, 8(0%)
minecraft.picked_up.sculk_vein: #12, 19(0%)
minecraft.crafted.filled_map: #12, 3(0%)
minecraft.picked_up.sunflower: #13, 630(3%)
minecraft.mined.moss_carpet: #13, 328(4%)
minecraft.crafted.diamond_axe: #13, 5(4%)
minecraft.picked_up.obsidian: #13, 813(3%)
minecraft.custom.interact_with_anvil: #13, 410(3%)
minecraft.picked_up.player_head: #13, 1050(2%)
minecraft.used.torch: #13, 6003(3%)
minecraft.crafted.torch: #13, 3984(3%)
minecraft.picked_up.arrow: #13, 2986(3%)
minecraft.crafted.mangrove_planks: #13, 1808(3%)
