stat, rank, value, (percentage) 
minecraft.dropped.muddy_mangrove_roots: #10, 1(0%)
minecraft.crafted.pink_banner: #10, 1(0%)
minecraft.used.brown_stained_glass_pane: #10, 4(0%)
minecraft.used.red_stained_glass_pane: #10, 7(0%)
minecraft.used.emerald_ore: #10, 1(0%)
minecraft.picked_up.green_bed: #10, 1(0%)
minecraft.picked_up.waxed_oxidized_copper_trapdoor: #10, 1(0%)
minecraft.used.chiseled_deepslate: #10, 28(0%)
minecraft.picked_up.red_carpet: #10, 22(0%)
minecraft.used.waxed_weathered_copper_bulb: #10, 1(0%)
minecraft.dropped.deepslate_gold_ore: #10, 1(0%)
minecraft.used.polished_granite_stairs: #10, 1(0%)
minecraft.used.waxed_weathered_cut_copper: #10, 1(0%)
minecraft.custom.raid_win: #10, 1(0%)
minecraft.dropped.carved_pumpkin: #11, 44(4%)
minecraft.picked_up.magenta_concrete_powder: #10, 1(0%)
minecraft.killed.zombified_piglin: #10, 96(0%)
minecraft.custom.fill_cauldron: #11, 37(4%)
minecraft.used.white_shulker_box: #11, 311(4%)
minecraft.used.item_frame: #11, 338(3%)
minecraft.killed.piglin: #11, 44(4%)
minecraft.picked_up.carved_pumpkin: #11, 278(3%)
minecraft.used.bow: #11, 2952(3%)
minecraft.mined.andesite: #11, 9049(3%)
minecraft.picked_up.diamond_boots: #11, 28(2%)
minecraft.picked_up.purple_shulker_box: #11, 114(3%)
minecraft.mined.tall_grass: #11, 751(3%)
minecraft.picked_up.lapis_ore: #11, 96(3%)
minecraft.crafted.lapis_lazuli: #11, 693(3%)
minecraft.custom.interact_with_blast_furnace: #11, 132(3%)
minecraft.mined.purple_shulker_box: #11, 110(3%)
minecraft.mined.cocoa: #11, 70(3%)
minecraft.used.purple_shulker_box: #11, 111(3%)
minecraft.picked_up.birch_sign: #11, 28(3%)
minecraft.mined.nether_gold_ore: #11, 130(3%)
minecraft.used.leather_boots: #11, 6(2%)
minecraft.used.polished_andesite: #11, 571(3%)
minecraft.used.iron_block: #11, 2148(3%)
minecraft.mined.deepslate_copper_ore: #11, 196(3%)
minecraft.crafted.netherite_ingot: #11, 11(3%)
minecraft.mined.damaged_anvil: #11, 6(3%)
minecraft.picked_up.chiseled_tuff: #11, 56(3%)
minecraft.picked_up.diamond_chestplate: #11, 10(3%)
minecraft.picked_up.observer: #11, 288(3%)
minecraft.dropped.diamond_block: #11, 45(3%)
minecraft.picked_up.damaged_anvil: #11, 6(3%)
minecraft.dropped.white_bed: #11, 4(3%)
minecraft.mined.kelp: #11, 108(2%)
minecraft.mined.repeater: #11, 122(2%)
minecraft.dropped.oak_planks: #11, 66(2%)
minecraft.mined.ancient_debris: #11, 40(3%)
minecraft.custom.interact_with_smoker: #11, 58(3%)
minecraft.picked_up.grass_block: #11, 27037(2%)
minecraft.crafted.shulker_box: #11, 264(2%)
minecraft.crafted.diamond_boots: #11, 4(2%)
minecraft.used.vine: #11, 27(3%)
minecraft.picked_up.repeater: #11, 207(2%)
minecraft.crafted.blue_dye: #11, 1023(2%)
minecraft.mined.kelp_plant: #11, 155(2%)
minecraft.crafted.black_dye: #11, 1705(2%)
minecraft.used.trial_key: #11, 22(2%)
minecraft.used.oxidized_copper_grate: #11, 69(2%)
minecraft.dropped.tuff_bricks: #11, 101(2%)
minecraft.mined.oak_stairs: #11, 53(2%)
minecraft.picked_up.tipped_arrow: #11, 272(2%)
minecraft.used.calcite: #11, 338(2%)
minecraft.mined.attached_melon_stem: #11, 4(2%)
minecraft.crafted.dark_oak_sign: #11, 24(2%)
minecraft.used.dark_oak_fence: #11, 157(2%)
minecraft.crafted.composter: #11, 140(2%)
minecraft.mined.redstone_lamp: #11, 15(2%)
minecraft.mined.calibrated_sculk_sensor: #11, 4(2%)
minecraft.mined.purpur_slab: #11, 15(2%)
minecraft.picked_up.cooked_porkchop: #11, 252(2%)
minecraft.used.diamond_sword: #11, 15022(1%)
minecraft.dropped.smooth_basalt: #11, 14(2%)
minecraft.used.black_concrete: #11, 492(2%)
minecraft.dropped.iron_helmet: #11, 3(2%)
minecraft.mined.weeping_vines_plant: #11, 17(2%)
minecraft.used.packed_ice: #11, 699(2%)
minecraft.mined.acacia_slab: #11, 8(2%)
minecraft.crafted.raw_copper: #11, 3384(2%)
minecraft.crafted.tuff_slab: #11, 62(2%)
minecraft.mined.amethyst_cluster: #11, 157(2%)
minecraft.picked_up.pale_oak_sapling: #11, 130(2%)
minecraft.picked_up.cobblestone_slab: #11, 92(1%)
minecraft.mined.white_terracotta: #11, 310(1%)
minecraft.dropped.bone_meal: #11, 1142(1%)
minecraft.picked_up.azalea_leaves: #11, 1878(1%)
minecraft.mined.deepslate_brick_wall: #11, 8(2%)
minecraft.dropped.smooth_stone_slab: #11, 62(1%)
minecraft.picked_up.mushroom_stem: #11, 181(2%)
minecraft.crafted.dropper: #11, 117(1%)
minecraft.picked_up.waxed_copper_block: #11, 170(2%)
minecraft.dropped.chain: #11, 21(2%)
minecraft.mined.spruce_pressure_plate: #11, 2(2%)
minecraft.picked_up.emerald_ore: #11, 8(1%)
minecraft.mined.waxed_copper_block: #11, 160(1%)
minecraft.picked_up.acacia_slab: #11, 17(2%)
minecraft.custom.interact_with_crafting_table: #12, 3791(4%)
minecraft.custom.open_enderchest: #12, 3991(3%)
minecraft.picked_up.sugar_cane: #11, 5110(1%)
minecraft.picked_up.calibrated_sculk_sensor: #11, 4(1%)
minecraft.crafted.fishing_rod: #11, 5(1%)
minecraft.crafted.gray_stained_glass: #11, 320(2%)
minecraft.used.white_dye: #11, 14(1%)
minecraft.picked_up.dark_oak_wood: #11, 7(2%)
minecraft.used.spruce_pressure_plate: #11, 5(1%)
minecraft.dropped.pink_petals: #11, 46(1%)
minecraft.mined.waxed_oxidized_copper_grate: #11, 22(1%)
minecraft.used.granite_stairs: #11, 9(1%)
minecraft.mined.pearlescent_froglight: #11, 59(1%)
minecraft.mined.dark_oak_wood: #11, 7(1%)
minecraft.used.birch_hanging_sign: #11, 2(2%)
minecraft.crafted.red_dye: #11, 560(1%)
minecraft.picked_up.spruce_pressure_plate: #11, 3(1%)
minecraft.dropped.cooked_salmon: #11, 9(1%)
minecraft.used.oak_pressure_plate: #11, 2(1%)
minecraft.mined.black_stained_glass: #11, 54(1%)
minecraft.mined.sea_lantern: #11, 14(1%)
minecraft.crafted.oak_pressure_plate: #11, 2(1%)
minecraft.used.calibrated_sculk_sensor: #11, 6(1%)
minecraft.picked_up.pink_banner: #11, 1(1%)
minecraft.picked_up.waxed_oxidized_copper_grate: #11, 15(1%)
minecraft.used.cod: #11, 2(1%)
minecraft.crafted.deepslate_brick_slab: #11, 54(1%)
minecraft.mined.weeping_vines: #11, 7(1%)
minecraft.mined.crimson_roots: #11, 35(1%)
minecraft.crafted.andesite_slab: #11, 42(1%)
minecraft.dropped.cooked_mutton: #11, 6(1%)
minecraft.mined.jungle_wall_sign: #11, 2(1%)
minecraft.picked_up.stripped_oak_wood: #11, 17(1%)
minecraft.mined.pale_oak_wall_sign: #11, 1(1%)
minecraft.mined.candle: #11, 1(1%)
minecraft.picked_up.magenta_terracotta: #11, 8(1%)
minecraft.picked_up.dandelion: #11, 297(0%)
minecraft.used.player_head: #12, 212(4%)
minecraft.picked_up.red_candle: #11, 6(1%)
minecraft.picked_up.ender_eye: #11, 1(1%)
minecraft.crafted.waxed_oxidized_cut_copper: #11, 12(1%)
minecraft.mined.mossy_cobblestone_stairs: #11, 1(1%)
minecraft.dropped.composter: #11, 1(1%)
minecraft.used.azure_bluet: #11, 5(1%)
minecraft.used.quartz_pillar: #11, 13(1%)
minecraft.used.tuff_wall: #11, 21(1%)
minecraft.picked_up.stone_shovel: #11, 1(0%)
minecraft.used.goat_horn: #11, 2(1%)
minecraft.picked_up.deepslate_coal_ore: #11, 3(1%)
minecraft.picked_up.pitcher_pod: #11, 7(0%)
minecraft.picked_up.verdant_froglight: #11, 176(0%)
minecraft.crafted.yellow_carpet: #11, 30(0%)
minecraft.picked_up.magenta_stained_glass_pane: #11, 1(1%)
minecraft.mined.stripped_acacia_log: #11, 31(0%)
minecraft.used.jungle_button: #11, 2(1%)
minecraft.used.verdant_froglight: #11, 150(0%)
minecraft.picked_up.mossy_cobblestone_stairs: #11, 1(0%)
minecraft.used.waxed_oxidized_copper_trapdoor: #11, 5(1%)
minecraft.used.stripped_bamboo_block: #11, 4(0%)
minecraft.dropped.glowstone: #11, 13(0%)
minecraft.dropped.purple_wool: #11, 1(0%)
minecraft.used.small_dripleaf: #11, 1(0%)
minecraft.dropped.light_gray_stained_glass_pane: #11, 1(0%)
minecraft.crafted.green_stained_glass: #11, 32(0%)
minecraft.picked_up.soul_lantern: #11, 4(0%)
minecraft.used.polished_diorite_slab: #11, 5(0%)
minecraft.dropped.podzol: #11, 3(0%)
minecraft.used.hanging_roots: #11, 1(0%)
minecraft.picked_up.green_carpet: #11, 16(0%)
minecraft.crafted.waxed_weathered_cut_copper: #11, 2(0%)
minecraft.used.pale_oak_wood: #11, 7(0%)
minecraft.crafted.bundle: #11, 1(0%)
minecraft.crafted.jungle_wood: #11, 12(0%)
minecraft.used.green_bed: #11, 1(0%)
minecraft.dropped.warped_roots: #11, 3(0%)
minecraft.dropped.nether_wart_block: #11, 1(0%)
minecraft.used.raw_iron_block: #11, 2(0%)
minecraft.used.torchflower_seeds: #11, 1(0%)
minecraft.crafted.magenta_wool: #11, 1(0%)
minecraft.dropped.brown_mushroom_block: #11, 6(0%)
minecraft.used.jungle_wood: #11, 3(0%)
minecraft.crafted.filled_map: #11, 12(0%)
minecraft.used.exposed_copper: #11, 15(0%)
minecraft.mined.melon: #12, 1149(4%)
minecraft.picked_up.grindstone: #12, 35(4%)
minecraft.custom.interact_with_anvil: #12, 455(3%)
minecraft.custom.inspect_hopper: #12, 2950(4%)
minecraft.picked_up.iron_leggings: #12, 8(4%)
minecraft.crafted.dark_oak_slab: #12, 852(3%)
minecraft.picked_up.chiseled_tuff_bricks: #12, 182(3%)
minecraft.used.glow_ink_sac: #12, 149(3%)
minecraft.custom.play_record: #12, 34(3%)
minecraft.custom.player_kills: #12, 31(2%)
minecraft.mined.dandelion: #12, 211(3%)
minecraft.used.birch_log: #12, 403(3%)
minecraft.used.dark_oak_slab: #12, 539(3%)
minecraft.killed.cow: #12, 311(3%)
minecraft.mined.lantern: #12, 44(3%)
minecraft.used.fishing_rod: #12, 1179(2%)
minecraft.picked_up.redstone: #12, 7425(3%)
minecraft.dropped.pointed_dripstone: #12, 71(3%)
minecraft.picked_up.dark_oak_trapdoor: #12, 89(3%)
minecraft.dropped.diamond_boots: #12, 5(2%)
minecraft.dropped.netherrack: #12, 2606(2%)
minecraft.picked_up.redstone_torch: #12, 233(2%)
minecraft.picked_up.andesite_slab: #12, 55(3%)
minecraft.picked_up.oak_boat: #12, 40(2%)
minecraft.dropped.bow: #12, 62(2%)
minecraft.picked_up.redstone_lamp: #12, 38(3%)
minecraft.crafted.hopper: #12, 659(2%)
minecraft.dropped.redstone: #12, 472(2%)
minecraft.mined.cave_vines: #12, 19(2%)
minecraft.used.ender_chest: #12, 362(2%)
minecraft.picked_up.oak_stairs: #12, 79(2%)
minecraft.picked_up.jukebox: #12, 13(2%)
minecraft.custom.deaths: #12, 307(1%)
minecraft.mined.spruce_leaves: #12, 1537(2%)
minecraft.used.andesite_slab: #12, 203(2%)
minecraft.killed_by.slime: #12, 8(2%)
minecraft.picked_up.diamond: #12, 1553(2%)
minecraft.picked_up.brown_wool: #12, 106(2%)
minecraft.crafted.bamboo_block: #12, 758(2%)
minecraft.mined.sticky_piston: #12, 55(2%)
minecraft.custom.walk_on_water_one_cm: #13, 3993429(3%)
minecraft.mined.torch: #12, 738(2%)
minecraft.used.oak_door: #12, 5(2%)
minecraft.crafted.leather_boots: #12, 28(2%)
minecraft.crafted.leather_leggings: #12, 32(2%)
minecraft.picked_up.feather: #12, 239(2%)
minecraft.mined.spruce_door: #12, 3(2%)
minecraft.used.repeater: #12, 355(2%)
minecraft.picked_up.red_terracotta: #12, 669(2%)
minecraft.picked_up.nether_wart: #12, 704(2%)
minecraft.crafted.blue_shulker_box: #12, 2(2%)
minecraft.crafted.bricks: #12, 463(2%)
minecraft.mined.acacia_planks: #12, 17(2%)
minecraft.mined.deepslate_diamond_ore: #12, 890(1%)
minecraft.dropped.fishing_rod: #12, 7(2%)
minecraft.used.mangrove_stairs: #12, 78(2%)
minecraft.used.oak_log: #12, 272(1%)
minecraft.mined.dragon_wall_head: #12, 3(2%)
minecraft.picked_up.white_terracotta: #12, 368(1%)
minecraft.picked_up.polished_andesite_stairs: #12, 13(2%)
minecraft.dropped.iron_sword: #12, 5(2%)
minecraft.used.yellow_dye: #12, 14(2%)
minecraft.used.cobbled_deepslate_slab: #12, 292(2%)
minecraft.dropped.bundle: #12, 2(1%)
minecraft.picked_up.cooked_chicken: #12, 125(1%)
minecraft.used.oak_stairs: #12, 50(1%)
minecraft.picked_up.flowering_azalea_leaves: #12, 621(2%)
minecraft.crafted.birch_slab: #12, 174(1%)
minecraft.mined.mushroom_stem: #12, 146(1%)
minecraft.used.brown_mushroom: #12, 31(1%)
minecraft.dropped.netherite_leggings: #12, 1(2%)
minecraft.used.green_banner: #12, 3(2%)
minecraft.picked_up.peony: #12, 62(1%)
minecraft.dropped.netherite_boots: #12, 1(2%)
minecraft.picked_up.cobbled_deepslate_stairs: #12, 25(1%)
minecraft.dropped.redstone_block: #12, 44(1%)
minecraft.picked_up.blaze_powder: #12, 5(1%)
minecraft.picked_up.waxed_copper_bulb: #12, 17(1%)
minecraft.mined.magenta_stained_glass: #12, 5(1%)
minecraft.picked_up.magenta_dye: #12, 10(1%)
minecraft.mined.waxed_copper_bulb: #12, 16(1%)
minecraft.crafted.hopper_minecart: #12, 10(1%)
minecraft.picked_up.totem_of_undying: #12, 7(1%)
minecraft.used.copper_grate: #12, 58(1%)
minecraft.mined.pale_oak_trapdoor: #12, 7(1%)
minecraft.used.polished_granite: #12, 86(1%)
minecraft.picked_up.seagrass: #12, 51(1%)
minecraft.picked_up.cyan_dye: #12, 10(1%)
minecraft.picked_up.music_disc_creator: #12, 2(1%)
minecraft.mined.mossy_cobblestone_slab: #12, 2(1%)
minecraft.crafted.raw_iron_block: #12, 48(1%)
minecraft.used.stone_hoe: #12, 107(1%)
minecraft.used.acacia_slab: #12, 49(1%)
minecraft.used.music_disc_cat: #12, 1(1%)
minecraft.crafted.dark_oak_door: #12, 3(1%)
minecraft.mined.waxed_oxidized_copper: #12, 110(1%)
minecraft.mined.slime_block: #12, 42(1%)
minecraft.used.gray_wool: #12, 153(1%)
minecraft.used.deepslate_brick_wall: #12, 19(1%)
minecraft.custom.tune_noteblock: #12, 1743(0%)
minecraft.crafted.brown_dye: #12, 106(1%)
minecraft.crafted.green_shulker_box: #12, 2(1%)
minecraft.mined.light_gray_terracotta: #12, 131(1%)
minecraft.mined.lime_stained_glass: #12, 4(1%)
minecraft.crafted.cobbled_deepslate_stairs: #12, 20(0%)
minecraft.used.yellow_carpet: #12, 19(0%)
minecraft.mined.cherry_sapling: #12, 1(1%)
minecraft.dropped.lantern: #12, 2(0%)
minecraft.used.polished_blackstone_stairs: #12, 9(1%)
minecraft.mined.exposed_cut_copper: #12, 1(1%)
minecraft.picked_up.exposed_cut_copper: #12, 1(1%)
minecraft.crafted.birch_button: #12, 2(0%)
minecraft.crafted.oxidized_cut_copper_stairs: #12, 4(1%)
minecraft.dropped.mangrove_planks: #12, 3(1%)
minecraft.picked_up.yellow_carpet: #12, 5(0%)
minecraft.dropped.emerald_block: #12, 10(0%)
minecraft.mined.emerald_block: #12, 18(0%)
minecraft.dropped.trial_key: #12, 1(0%)
minecraft.used.crimson_roots: #12, 2(0%)
minecraft.mined.waxed_weathered_copper_trapdoor: #12, 1(0%)
minecraft.dropped.brown_wool: #12, 1(0%)
minecraft.mined.lime_bed: #12, 1(0%)
minecraft.crafted.deepslate_tiles: #12, 17(0%)
minecraft.dropped.birch_leaves: #12, 11(0%)
minecraft.picked_up.scaffolding: #13, 7909(4%)
minecraft.mined.waxed_weathered_copper_bulb: #12, 1(0%)
minecraft.used.netherite_leggings: #12, 1(0%)
minecraft.used.netherite_boots: #12, 1(0%)
minecraft.used.acacia_planks: #12, 22(0%)
minecraft.crafted.cherry_fence: #12, 3(0%)
minecraft.picked_up.waxed_weathered_copper_bulb: #12, 1(0%)
minecraft.crafted.purple_wool: #12, 1(0%)
minecraft.mined.green_bed: #12, 1(0%)
minecraft.used.allium: #12, 1(0%)
minecraft.dropped.ice: #12, 3(0%)
minecraft.mined.stripped_jungle_wood: #12, 3(0%)
minecraft.picked_up.stripped_jungle_wood: #12, 3(0%)
minecraft.mined.resin_block: #12, 7(0%)
minecraft.used.resin_block: #12, 8(0%)
minecraft.used.cherry_planks: #12, 5(0%)
minecraft.dropped.flowering_azalea_leaves: #12, 6(0%)
minecraft.crafted.tuff_stairs: #12, 1(0%)
minecraft.used.warped_hyphae: #12, 4(0%)
minecraft.used.pink_concrete_powder: #12, 8(0%)
minecraft.picked_up.map: #12, 1(0%)
minecraft.picked_up.black_carpet: #12, 25(0%)
minecraft.used.cherry_fence: #12, 1(0%)
minecraft.used.lapis_block: #12, 5(0%)
minecraft.mined.hanging_roots: #12, 1(0%)
minecraft.picked_up.hanging_roots: #12, 1(0%)
minecraft.crafted.pink_terracotta: #12, 8(0%)
minecraft.crafted.polished_blackstone_bricks: #12, 1(0%)
minecraft.mined.purple_concrete: #12, 1(0%)
minecraft.picked_up.purple_concrete: #12, 1(0%)
minecraft.killed.drowned: #12, 100(0%)
minecraft.picked_up.andesite: #13, 9507(4%)
minecraft.picked_up.netherrack: #13, 10575(3%)
minecraft.mined.player_head: #13, 105(3%)
minecraft.used.crafting_table: #13, 250(3%)
minecraft.mined.chipped_anvil: #13, 11(3%)
minecraft.picked_up.spruce_trapdoor: #13, 505(3%)
minecraft.picked_up.chipped_anvil: #13, 12(3%)
minecraft.crafted.barrel: #13, 289(3%)
minecraft.used.piston: #13, 443(3%)
minecraft.dropped.diamond_leggings: #13, 4(3%)
minecraft.mined.obsidian: #13, 518(3%)
minecraft.used.hopper: #13, 1117(3%)
minecraft.mined.jukebox: #13, 12(3%)
minecraft.dropped.granite: #13, 489(3%)
minecraft.picked_up.bamboo: #13, 10189(2%)
minecraft.mined.sand: #13, 32226(2%)
minecraft.crafted.dark_oak_fence: #13, 186(2%)
minecraft.crafted.oak_fence: #13, 117(3%)
minecraft.mined.peony: #13, 15(2%)
minecraft.crafted.oak_button: #13, 18(3%)
minecraft.picked_up.saddle: #13, 18(2%)
minecraft.picked_up.raw_copper: #13, 11645(2%)
minecraft.mined.carved_pumpkin: #13, 140(2%)
minecraft.mined.copper_ore: #13, 2556(2%)
minecraft.picked_up.deepslate: #13, 5822(2%)
minecraft.used.iron_hoe: #13, 149(2%)
minecraft.crafted.campfire: #13, 88(2%)
minecraft.picked_up.bundle: #13, 8(2%)
minecraft.mined.ender_chest: #13, 332(2%)
minecraft.dropped.diamond_chestplate: #13, 2(2%)
minecraft.mined.white_banner: #13, 3(3%)
minecraft.used.comparator: #13, 205(2%)
minecraft.picked_up.copper_ore: #13, 1138(2%)
minecraft.crafted.iron_ingot: #13, 15592(2%)
minecraft.picked_up.ender_chest: #13, 382(2%)
minecraft.used.splash_potion: #13, 35(2%)
minecraft.picked_up.glass: #13, 1199(2%)
minecraft.mined.nether_wart: #13, 194(2%)
minecraft.picked_up.sticky_piston: #13, 74(2%)
minecraft.used.gray_shulker_box: #13, 102(2%)
minecraft.crafted.repeater: #13, 192(2%)
minecraft.picked_up.gray_shulker_box: #13, 103(2%)
minecraft.mined.moss_block: #13, 1061(2%)
minecraft.picked_up.shears: #13, 27(2%)
minecraft.dropped.chainmail_leggings: #13, 2(2%)
minecraft.picked_up.leather: #13, 603(2%)
minecraft.used.black_stained_glass_pane: #13, 155(2%)
minecraft.picked_up.spruce_leaves: #13, 740(2%)
minecraft.mined.gray_shulker_box: #13, 88(2%)
minecraft.picked_up.spruce_door: #13, 4(2%)
minecraft.crafted.tripwire_hook: #13, 40(2%)
minecraft.picked_up.brown_shulker_box: #13, 66(2%)
minecraft.dropped.oxeye_daisy: #13, 15(2%)
minecraft.crafted.observer: #13, 345(2%)
minecraft.mined.pale_oak_log: #13, 716(2%)
minecraft.used.note_block: #13, 85(1%)
minecraft.used.nether_wart: #13, 183(1%)
minecraft.used.anvil: #13, 61(1%)
minecraft.mined.attached_pumpkin_stem: #13, 5(2%)
minecraft.dropped.player_head: #13, 200(1%)
minecraft.picked_up.cherry_sapling: #13, 141(1%)
minecraft.used.brown_shulker_box: #13, 64(1%)
minecraft.mined.red_mushroom: #13, 10(2%)
minecraft.crafted.anvil: #13, 66(1%)
minecraft.mined.brown_shulker_box: #13, 59(2%)
minecraft.mined.stone_stairs: #13, 20(1%)
minecraft.crafted.cyan_shulker_box: #13, 2(1%)
minecraft.mined.mud_brick_wall: #13, 13(1%)
minecraft.mined.polished_diorite: #13, 8(1%)
minecraft.picked_up.cocoa_beans: #13, 415(1%)
minecraft.mined.dark_oak_fence: #13, 35(1%)
minecraft.picked_up.oak_fence_gate: #13, 5(1%)
minecraft.used.jungle_slab: #13, 83(1%)
minecraft.broken.shield: #13, 1(2%)
minecraft.picked_up.yellow_terracotta: #13, 173(1%)
minecraft.used.andesite_stairs: #13, 26(1%)
minecraft.crafted.raw_copper_block: #13, 383(1%)
minecraft.picked_up.pale_oak_trapdoor: #13, 8(1%)
minecraft.crafted.bamboo_fence: #13, 51(1%)
minecraft.used.mud: #13, 844(1%)
minecraft.picked_up.oak_door: #13, 3(1%)
minecraft.picked_up.smithing_table: #13, 5(1%)
minecraft.used.book: #13, 21(1%)
minecraft.killed.zombie: #13, 1019(1%)
minecraft.dropped.calcite: #13, 15(1%)
minecraft.picked_up.detector_rail: #13, 5(1%)
minecraft.picked_up.gray_wool: #13, 213(1%)
minecraft.mined.yellow_terracotta: #13, 111(1%)
minecraft.dropped.tripwire_hook: #13, 2(1%)
minecraft.killed_by.player: #14, 81(3%)
minecraft.picked_up.crimson_fungus: #13, 28(1%)
minecraft.picked_up.deepslate_brick_wall: #13, 10(1%)
minecraft.picked_up.crying_obsidian: #13, 31(1%)
minecraft.mined.jungle_fence: #13, 5(1%)
minecraft.mined.green_terracotta: #13, 11(1%)
minecraft.picked_up.music_disc_creator_music_box: #13, 1(1%)
minecraft.picked_up.spruce_hanging_sign: #13, 2(1%)
minecraft.used.cooked_chicken: #13, 32(0%)
minecraft.dropped.hopper: #13, 6(1%)
minecraft.used.jungle_planks: #13, 91(1%)
minecraft.used.emerald_block: #13, 43(1%)
minecraft.mined.oak_door: #13, 1(1%)
minecraft.picked_up.light_gray_terracotta: #13, 122(0%)
minecraft.picked_up.sugar: #13, 41(1%)
minecraft.mined.cobblestone_slab: #13, 17(0%)
minecraft.mined.dark_oak_wall_sign: #13, 1(1%)
minecraft.used.flowering_azalea_leaves: #13, 50(0%)
minecraft.crafted.netherite_scrap: #13, 4(1%)
minecraft.dropped.gray_dye: #13, 2(1%)
minecraft.used.gravel: #13, 408(0%)
minecraft.picked_up.magenta_stained_glass: #13, 5(1%)
minecraft.mined.brown_terracotta: #13, 104(0%)
minecraft.used.dark_oak_door: #13, 1(1%)
minecraft.picked_up.sculk_catalyst: #13, 4(0%)
minecraft.custom.damage_taken: #13, 575836(0%)
minecraft.picked_up.brown_terracotta: #13, 99(0%)
minecraft.used.waxed_oxidized_copper_bulb: #13, 3(1%)
minecraft.dropped.flowering_azalea: #13, 17(0%)
minecraft.picked_up.stripped_acacia_log: #13, 31(0%)
minecraft.dropped.acacia_planks: #13, 3(0%)
minecraft.used.oak_sapling: #13, 114(0%)
minecraft.mined.pale_oak_sapling: #13, 1(0%)
minecraft.picked_up.mossy_cobblestone_slab: #13, 2(0%)
minecraft.crafted.jungle_fence_gate: #13, 4(0%)
minecraft.mined.polished_blackstone_stairs: #13, 1(0%)
minecraft.crafted.detector_rail: #13, 6(0%)
minecraft.mined.stripped_oak_wood: #13, 6(0%)
minecraft.used.light_blue_terracotta: #13, 32(0%)
minecraft.used.lime_concrete: #13, 15(0%)
minecraft.used.oak_hanging_sign: #13, 2(0%)
minecraft.crafted.gold_nugget: #13, 297(0%)
minecraft.crafted.crimson_trapdoor: #13, 4(0%)
minecraft.used.fire_coral_block: #13, 3(0%)
minecraft.used.honey_bottle: #13, 9(0%)
minecraft.picked_up.cooked_mutton: #13, 10(0%)
minecraft.crafted.red_stained_glass_pane: #13, 8(0%)
minecraft.dropped.deepslate_iron_ore: #13, 1(0%)
minecraft.crafted.map: #13, 53(0%)
minecraft.mined.yellow_carpet: #13, 1(0%)
minecraft.dropped.cherry_log: #13, 1(0%)
minecraft.crafted.blue_concrete_powder: #13, 8(0%)
minecraft.dropped.amethyst_shard: #13, 2(0%)
minecraft.picked_up.magenta_concrete: #13, 3(0%)
minecraft.used.fern: #13, 8(0%)
minecraft.mined.coal_block: #13, 1(0%)
minecraft.used.gray_terracotta: #13, 2(0%)
minecraft.used.purpur_block: #13, 5(0%)
minecraft.used.stripped_oak_wood: #13, 1(0%)
minecraft.mined.oxidized_cut_copper: #13, 1(0%)
minecraft.picked_up.oxidized_cut_copper: #13, 1(0%)
minecraft.killed.evoker: #13, 2(0%)
minecraft.used.scaffolding: #14, 6528(3%)
minecraft.crafted.spruce_trapdoor: #14, 1630(3%)
minecraft.crafted.diamond_axe: #14, 4(3%)
minecraft.picked_up.obsidian: #14, 682(3%)
minecraft.mined.spruce_fence: #14, 123(3%)
minecraft.picked_up.torch: #14, 3202(3%)
minecraft.used.powered_rail: #14, 683(3%)
minecraft.mined.netherrack: #14, 11470(3%)
minecraft.mined.powered_rail: #14, 187(3%)
minecraft.crafted.cauldron: #14, 50(3%)
minecraft.crafted.mangrove_planks: #14, 1504(2%)
minecraft.mined.dirt: #14, 34546(2%)
minecraft.used.lantern: #14, 169(2%)
minecraft.picked_up.pumpkin_seeds: #14, 684(2%)
minecraft.picked_up.enchanted_book: #14, 33(2%)
minecraft.mined.birch_log: #14, 1163(2%)
minecraft.used.oak_boat: #14, 30(2%)
minecraft.crafted.bucket: #14, 165(2%)
minecraft.killed_by.zombie: #14, 8(2%)
minecraft.picked_up.gold_nugget: #14, 1510(2%)
minecraft.mined.mossy_cobblestone: #14, 85(2%)
minecraft.picked_up.ancient_debris: #14, 40(2%)
minecraft.picked_up.raw_iron: #14, 1369(2%)
minecraft.picked_up.apple: #14, 111(2%)
minecraft.used.campfire: #14, 77(2%)
minecraft.picked_up.yellow_shulker_box: #14, 101(2%)
minecraft.used.chipped_anvil: #14, 6(2%)
minecraft.mined.yellow_shulker_box: #14, 101(2%)
minecraft.used.bone_block: #14, 430(2%)
minecraft.used.yellow_shulker_box: #14, 103(2%)
minecraft.used.redstone: #14, 1558(2%)
minecraft.killed.zombie_villager: #14, 5(2%)
minecraft.dropped.stone: #14, 4872(2%)
minecraft.used.observer: #14, 541(2%)
minecraft.mined.chiseled_tuff_bricks: #14, 91(2%)
minecraft.mined.loom: #14, 4(2%)
minecraft.picked_up.red_mushroom: #14, 32(2%)
minecraft.used.glow_item_frame: #14, 71(2%)
minecraft.picked_up.pale_oak_log: #14, 805(2%)
minecraft.used.polished_tuff_wall: #14, 210(2%)
minecraft.killed.enderman: #14, 15024(2%)
minecraft.picked_up.phantom_membrane: #14, 29(2%)
minecraft.picked_up.spruce_sapling: #14, 586(2%)
minecraft.crafted.armor_stand: #14, 128(1%)
minecraft.used.muddy_mangrove_roots: #14, 162(2%)
minecraft.picked_up.emerald_block: #14, 163(2%)
minecraft.picked_up.dark_oak_fence: #14, 59(1%)
minecraft.crafted.jukebox: #14, 4(1%)
