stat, rank, value, (percentage) 
minecraft.dropped.cornflower: #11, 13(1%)
minecraft.used.end_rod: #11, 154(1%)
minecraft.mined.tuff_brick_stairs: #11, 21(1%)
minecraft.dropped.oak_button: #11, 4(1%)
minecraft.mined.oak_sapling: #11, 6(1%)
minecraft.used.bamboo_door: #11, 7(2%)
minecraft.picked_up.amethyst_shard: #11, 559(1%)
minecraft.picked_up.totem_of_undying: #11, 8(1%)
minecraft.mined.pale_oak_planks: #11, 12(2%)
minecraft.used.birch_fence: #11, 36(1%)
minecraft.custom.swim_one_cm: #12, 5600786(3%)
minecraft.killed.armadillo: #11, 1(2%)
minecraft.crafted.polished_tuff_wall: #11, 30(1%)
minecraft.used.granite_slab: #11, 68(2%)
minecraft.crafted.brown_concrete_powder: #11, 136(1%)
minecraft.mined.deepslate_tiles: #11, 117(1%)
minecraft.used.acacia_fence: #11, 44(1%)
minecraft.picked_up.netherite_upgrade_smithing_template: #11, 1(1%)
minecraft.crafted.cherry_wood: #11, 15(1%)
minecraft.picked_up.stripped_mangrove_log: #11, 104(1%)
minecraft.dropped.leather: #11, 64(1%)
minecraft.mined.stripped_mangrove_log: #11, 104(1%)
minecraft.crafted.green_shulker_box: #11, 3(1%)
minecraft.mined.honey_block: #11, 57(1%)
minecraft.used.deepslate_brick_slab: #11, 165(1%)
minecraft.picked_up.mutton: #11, 112(1%)
minecraft.mined.birch_wall_sign: #11, 3(1%)
minecraft.picked_up.purple_bed: #11, 4(1%)
minecraft.picked_up.polished_blackstone_stairs: #11, 5(1%)
minecraft.crafted.end_rod: #11, 96(1%)
minecraft.used.crimson_sign: #11, 5(1%)
minecraft.crafted.stone_hoe: #11, 2(1%)
minecraft.crafted.purple_terracotta: #11, 80(1%)
minecraft.used.cyan_stained_glass_pane: #11, 35(1%)
minecraft.picked_up.yellow_banner: #11, 1(1%)
minecraft.used.bell: #11, 2(1%)
minecraft.picked_up.stone_pressure_plate: #11, 14(1%)
minecraft.dropped.enchanted_golden_apple: #11, 1(1%)
minecraft.used.bubble_coral_fan: #11, 2(1%)
minecraft.dropped.rose_bush: #11, 6(1%)
minecraft.mined.tinted_glass: #11, 18(1%)
minecraft.mined.exposed_copper_trapdoor: #11, 9(1%)
minecraft.picked_up.cyan_carpet: #11, 6(1%)
minecraft.mined.stone_pressure_plate: #11, 12(1%)
minecraft.used.netherite_chestplate: #11, 5(1%)
minecraft.used.sponge: #11, 77(1%)
minecraft.used.gray_banner: #11, 2(1%)
minecraft.used.green_stained_glass: #11, 31(1%)
minecraft.used.pale_moss_carpet: #11, 67(0%)
minecraft.used.lime_stained_glass_pane: #11, 24(1%)
minecraft.crafted.birch_wood: #11, 24(1%)
minecraft.mined.spruce_wood: #11, 6(0%)
minecraft.mined.yellow_stained_glass_pane: #11, 4(1%)
minecraft.mined.stripped_jungle_wood: #11, 10(1%)
minecraft.used.light_blue_stained_glass: #11, 120(0%)
minecraft.picked_up.pink_carpet: #11, 2(1%)
minecraft.crafted.resin_block: #11, 21(0%)
minecraft.used.diorite_slab: #11, 32(0%)
minecraft.used.acacia_button: #11, 2(0%)
minecraft.mined.sculk: #11, 473(0%)
minecraft.used.warped_button: #11, 1(0%)
minecraft.picked_up.polished_diorite_slab: #11, 2(1%)
minecraft.crafted.compass: #11, 127(0%)
minecraft.used.birch_boat: #11, 1(0%)
minecraft.used.firefly_bush: #11, 5(0%)
minecraft.crafted.candle: #11, 64(0%)
minecraft.used.birch_wood: #11, 14(0%)
minecraft.used.oxidized_cut_copper_slab: #11, 20(0%)
minecraft.crafted.acacia_button: #11, 2(0%)
minecraft.used.purple_stained_glass: #11, 78(0%)
minecraft.mined.raw_iron_block: #11, 5(0%)
minecraft.mined.tube_coral: #11, 2(0%)
minecraft.crafted.purple_stained_glass: #11, 80(0%)
minecraft.mined.crimson_planks: #11, 3(0%)
minecraft.picked_up.raw_iron_block: #11, 5(0%)
minecraft.mined.light_blue_stained_glass_pane: #11, 1(0%)
minecraft.mined.horn_coral_block: #11, 5(0%)
minecraft.used.red_glazed_terracotta: #11, 2(0%)
minecraft.mined.coal_block: #11, 2(0%)
minecraft.used.waxed_weathered_cut_copper_stairs: #11, 2(0%)
minecraft.used.purple_terracotta: #11, 6(0%)
minecraft.crafted.packed_ice: #11, 3(0%)
minecraft.dropped.bone_block: #11, 34(0%)
minecraft.used.jack_o_lantern: #11, 1(0%)
minecraft.killed.drowned: #11, 136(0%)
minecraft.killed.witch: #11, 8(0%)
minecraft.killed.vindicator: #11, 15(0%)
minecraft.picked_up.oak_log: #12, 4701(4%)
minecraft.picked_up.bow: #12, 178(4%)
minecraft.picked_up.torch: #12, 4344(4%)
minecraft.picked_up.stick: #12, 4278(3%)
minecraft.used.dirt: #12, 28619(3%)
minecraft.dropped.diorite: #12, 657(3%)
minecraft.killed_by.zombie: #12, 12(3%)
minecraft.picked_up.diamond_boots: #12, 28(2%)
minecraft.used.hopper_minecart: #12, 31(3%)
minecraft.picked_up.dirt: #12, 60600(3%)
minecraft.picked_up.furnace: #12, 102(3%)
minecraft.crafted.bow: #12, 65(3%)
minecraft.mined.grass_block: #12, 47853(3%)
minecraft.used.cactus: #12, 131(3%)
minecraft.mined.lever: #12, 82(3%)
minecraft.picked_up.written_book: #12, 16(3%)
minecraft.crafted.diamond_leggings: #12, 3(3%)
minecraft.crafted.item_frame: #12, 305(3%)
minecraft.picked_up.red_mushroom: #12, 50(3%)
minecraft.used.tuff_brick_wall: #12, 66(3%)
minecraft.picked_up.pale_oak_planks: #12, 54(4%)
minecraft.picked_up.observer: #12, 287(3%)
minecraft.used.shield: #12, 138(3%)
minecraft.picked_up.diamond_hoe: #12, 5(3%)
minecraft.crafted.smoker: #12, 16(3%)
minecraft.custom.walk_under_water_one_cm: #13, 9407671(3%)
minecraft.picked_up.light_gray_wool: #12, 148(2%)
minecraft.crafted.mossy_cobblestone: #12, 415(3%)
minecraft.mined.sunflower: #12, 121(2%)
minecraft.crafted.bone_block: #12, 1423(2%)
minecraft.mined.leaf_litter: #12, 46(3%)
minecraft.crafted.ender_chest: #12, 25(2%)
minecraft.mined.mangrove_log: #12, 728(2%)
minecraft.mined.dark_oak_slab: #12, 68(2%)
minecraft.mined.end_rod: #12, 129(2%)
minecraft.used.redstone_block: #12, 292(2%)
minecraft.picked_up.piston: #12, 157(2%)
minecraft.picked_up.damaged_anvil: #12, 5(2%)
minecraft.picked_up.dark_oak_fence: #12, 88(2%)
minecraft.picked_up.lever: #12, 182(2%)
minecraft.mined.smoker: #12, 3(3%)
minecraft.used.bookshelf: #12, 72(2%)
minecraft.mined.green_wool: #12, 55(2%)
minecraft.picked_up.copper_ore: #12, 1154(2%)
minecraft.dropped.leather_boots: #12, 9(2%)
minecraft.used.diamond_hoe: #12, 12605(2%)
minecraft.mined.target: #12, 19(2%)
minecraft.mined.polished_tuff_wall: #12, 31(2%)
minecraft.dropped.grass_block: #12, 846(2%)
minecraft.picked_up.white_wool: #12, 681(2%)
minecraft.crafted.green_dye: #12, 239(2%)
minecraft.picked_up.trident: #12, 9(2%)
minecraft.used.stone_slab: #12, 1262(2%)
minecraft.used.iron_chestplate: #12, 1(3%)
minecraft.used.white_concrete_powder: #12, 1773(2%)
minecraft.mined.granite_stairs: #12, 3(3%)
minecraft.mined.warped_roots: #12, 133(2%)
minecraft.picked_up.deepslate_bricks: #12, 187(2%)
minecraft.mined.warped_nylium: #12, 125(2%)
minecraft.used.lava_bucket: #12, 80(2%)
minecraft.mined.stone_brick_stairs: #12, 48(2%)
minecraft.mined.warped_fungus: #12, 22(2%)
minecraft.custom.minecart_one_cm: #12, 1893164(1%)
minecraft.used.dandelion: #12, 13(2%)
minecraft.mined.cactus: #12, 33(1%)
minecraft.mined.smooth_stone_slab: #12, 133(1%)
minecraft.crafted.tuff_slab: #12, 60(2%)
minecraft.used.tinted_glass: #12, 180(2%)
minecraft.used.polished_deepslate_slab: #12, 262(2%)
minecraft.picked_up.tnt: #12, 170(1%)
minecraft.mined.polished_diorite: #12, 10(1%)
minecraft.dropped.iron_nugget: #12, 230(1%)
minecraft.crafted.stone_bricks: #12, 1904(1%)
minecraft.mined.light_gray_wool: #12, 25(2%)
minecraft.picked_up.cobbled_deepslate_slab: #12, 89(2%)
minecraft.used.smooth_stone_slab: #12, 731(1%)
minecraft.used.air: #12, 592(1%)
minecraft.dropped.spruce_trapdoor: #12, 35(1%)
minecraft.killed.skeleton: #12, 735(1%)
minecraft.used.spruce_wood: #12, 144(1%)
minecraft.used.spruce_hanging_sign: #12, 7(1%)
minecraft.used.honey_block: #12, 196(1%)
minecraft.crafted.cyan_terracotta: #12, 1080(1%)
minecraft.mined.polished_deepslate_wall: #12, 12(1%)
minecraft.used.cyan_terracotta: #12, 957(1%)
minecraft.used.black_concrete: #12, 346(1%)
minecraft.mined.muddy_mangrove_roots: #12, 164(1%)
minecraft.picked_up.pearlescent_froglight: #12, 360(1%)
minecraft.crafted.netherite_boots: #12, 1(2%)
minecraft.crafted.target: #12, 42(1%)
minecraft.crafted.blaze_powder: #12, 188(1%)
minecraft.mined.white_terracotta: #12, 243(1%)
minecraft.crafted.mossy_cobblestone_slab: #12, 14(1%)
minecraft.mined.tnt: #12, 28(1%)
minecraft.picked_up.cactus: #12, 435(1%)
minecraft.used.bee_nest: #12, 7(2%)
minecraft.dropped.brick: #12, 67(1%)
minecraft.mined.deepslate_brick_wall: #12, 6(2%)
minecraft.dropped.smooth_basalt: #12, 8(1%)
minecraft.dropped.netherite_sword: #12, 1(1%)
minecraft.mined.brown_mushroom_block: #12, 640(1%)
minecraft.picked_up.red_concrete: #12, 110(1%)
minecraft.mined.pale_hanging_moss: #12, 29(1%)
minecraft.used.flowering_azalea: #12, 15(1%)
minecraft.picked_up.cherry_trapdoor: #12, 9(1%)
minecraft.mined.green_concrete_powder: #12, 9(1%)
minecraft.mined.tuff_brick_wall: #12, 7(1%)
minecraft.used.cobblestone_wall: #12, 34(1%)
minecraft.dropped.chainmail_helmet: #12, 1(1%)
minecraft.dropped.snow: #12, 28(1%)
minecraft.picked_up.pale_moss_carpet: #12, 84(1%)
minecraft.used.mangrove_wood: #12, 57(1%)
minecraft.used.copper_door: #12, 3(1%)
minecraft.crafted.orange_dye: #12, 158(1%)
minecraft.picked_up.cobblestone_stairs: #12, 27(1%)
minecraft.used.music_disc_13: #12, 1(1%)
minecraft.mined.fire_coral_fan: #12, 4(1%)
minecraft.used.warped_fence: #12, 20(1%)
minecraft.used.red_wool: #12, 38(1%)
minecraft.used.yellow_banner: #12, 2(1%)
minecraft.crafted.slime_block: #12, 41(1%)
minecraft.used.map: #12, 8(1%)
minecraft.mined.gray_stained_glass_pane: #12, 2(1%)
minecraft.dropped.sculk_vein: #12, 3(1%)
minecraft.picked_up.dried_kelp: #12, 62(1%)
minecraft.used.brown_banner: #12, 4(1%)
minecraft.dropped.jungle_leaves: #12, 6(1%)
minecraft.crafted.cyan_stained_glass_pane: #12, 32(1%)
minecraft.picked_up.lapis_block: #12, 24(1%)
minecraft.mined.candle: #12, 1(1%)
minecraft.picked_up.experience_bottle: #12, 30(1%)
minecraft.picked_up.orange_carpet: #12, 6(1%)
minecraft.picked_up.sponge: #12, 77(1%)
minecraft.crafted.smooth_quartz_stairs: #12, 6(1%)
minecraft.mined.wet_sponge: #12, 76(1%)
minecraft.picked_up.leather_helmet: #13, 12(4%)
minecraft.crafted.raw_gold_block: #12, 19(0%)
minecraft.picked_up.turtle_egg: #12, 6(1%)
minecraft.picked_up.pale_oak_slab: #12, 5(1%)
minecraft.picked_up.creaking_heart: #12, 4(1%)
minecraft.used.chest_minecart: #12, 2(1%)
minecraft.used.oak_sapling: #12, 138(0%)
minecraft.mined.cyan_carpet: #12, 3(0%)
minecraft.crafted.gray_banner: #12, 2(1%)
minecraft.picked_up.cracked_stone_bricks: #12, 29(0%)
minecraft.mined.tuff_stairs: #12, 1(1%)
minecraft.dropped.dark_oak_leaves: #12, 3(0%)
minecraft.mined.waxed_copper_trapdoor: #12, 1(0%)
minecraft.used.light_blue_concrete: #12, 71(0%)
minecraft.mined.blue_concrete: #12, 9(0%)
minecraft.picked_up.waxed_copper_trapdoor: #12, 1(0%)
minecraft.crafted.red_stained_glass_pane: #12, 16(0%)
minecraft.mined.brain_coral: #12, 2(0%)
minecraft.picked_up.horn_coral_block: #12, 7(0%)
minecraft.picked_up.pale_oak_stairs: #12, 1(0%)
minecraft.crafted.orange_stained_glass_pane: #12, 16(0%)
minecraft.dropped.gray_wool: #12, 4(0%)
minecraft.used.seagrass: #12, 2(0%)
minecraft.used.magenta_terracotta: #12, 4(0%)
minecraft.used.snow_block: #12, 208(0%)
minecraft.dropped.tuff_brick_slab: #12, 1(0%)
minecraft.dropped.azalea_leaves: #12, 4(0%)
minecraft.used.waxed_weathered_copper_trapdoor: #12, 1(0%)
minecraft.crafted.dried_kelp_block: #12, 1(0%)
minecraft.used.pink_concrete: #12, 2(0%)
minecraft.killed.pillager: #12, 91(0%)
minecraft.used.painting: #13, 173(3%)
minecraft.used.elytra: #13, 55(2%)
minecraft.killed.trader_llama: #13, 12(3%)
minecraft.mined.pumpkin: #13, 1187(3%)
minecraft.picked_up.moss_carpet: #13, 2131(2%)
minecraft.picked_up.diamond_pickaxe: #13, 39(2%)
minecraft.picked_up.crafter: #13, 47(3%)
minecraft.custom.damage_dealt: #13, 1030906(2%)
minecraft.mined.bamboo_planks: #13, 54(3%)
minecraft.picked_up.mangrove_log: #13, 1038(2%)
minecraft.dropped.diamond_pickaxe: #13, 11(2%)
minecraft.dropped.polished_tuff: #13, 31(3%)
minecraft.mined.blast_furnace: #13, 13(3%)
minecraft.custom.damage_blocked_by_shield: #13, 9202(2%)
minecraft.mined.gravel: #13, 11672(2%)
minecraft.crafted.shield: #13, 7(2%)
minecraft.dropped.wheat_seeds: #13, 3643(2%)
minecraft.crafted.spruce_door: #13, 15(2%)
minecraft.picked_up.melon_seeds: #13, 33(2%)
minecraft.picked_up.oak_boat: #13, 34(2%)
minecraft.killed.chicken: #13, 116(2%)
minecraft.crafted.polished_diorite: #13, 159(2%)
minecraft.mined.glass: #13, 435(2%)
minecraft.picked_up.dark_oak_stairs: #13, 42(2%)
minecraft.picked_up.pumpkin: #13, 1573(2%)
minecraft.picked_up.tripwire_hook: #13, 13(2%)
minecraft.mined.black_concrete: #13, 605(2%)
minecraft.dropped.golden_boots: #13, 9(2%)
minecraft.dropped.iron_leggings: #13, 3(2%)
minecraft.picked_up.dripstone_block: #13, 698(2%)
minecraft.picked_up.stone_axe: #13, 1(2%)
minecraft.crafted.bamboo_block: #13, 642(2%)
minecraft.picked_up.dropper: #13, 54(2%)
minecraft.picked_up.muddy_mangrove_roots: #13, 269(2%)
minecraft.mined.orange_bed: #13, 4(2%)
minecraft.used.tuff_slab: #13, 99(2%)
minecraft.crafted.spruce_wood: #13, 162(2%)
minecraft.picked_up.orange_bed: #13, 4(2%)
minecraft.used.smooth_quartz_stairs: #13, 93(2%)
minecraft.crafted.iron_trapdoor: #13, 147(1%)
minecraft.dropped.spruce_planks: #13, 54(1%)
minecraft.mined.cherry_log: #13, 362(1%)
minecraft.picked_up.polished_tuff_wall: #13, 49(1%)
minecraft.picked_up.dark_oak_door: #13, 3(2%)
minecraft.picked_up.iron_sword: #13, 8(1%)
minecraft.picked_up.iron_hoe: #13, 1(2%)
minecraft.mined.sugar_cane: #13, 1387(1%)
minecraft.picked_up.azalea: #13, 305(1%)
minecraft.mined.deepslate_bricks: #13, 110(1%)
minecraft.crafted.polished_andesite: #13, 236(1%)
minecraft.used.target: #13, 42(1%)
minecraft.mined.stripped_oak_log: #13, 97(1%)
minecraft.picked_up.flowering_azalea: #13, 154(1%)
minecraft.crafted.netherite_leggings: #13, 1(2%)
minecraft.mined.acacia_fence: #13, 5(1%)
minecraft.dropped.clay: #13, 13(1%)
minecraft.crafted.ender_eye: #13, 30(1%)
minecraft.crafted.deepslate_tile_stairs: #13, 7(1%)
minecraft.dropped.lever: #13, 13(1%)
minecraft.picked_up.chiseled_stone_bricks: #13, 27(1%)
minecraft.custom.mob_kills: #13, 54399(1%)
minecraft.used.dark_oak_planks: #13, 177(1%)
minecraft.picked_up.bamboo_fence: #13, 16(1%)
minecraft.crafted.dropper: #13, 70(1%)
minecraft.used.mangrove_sign: #13, 10(1%)
minecraft.crafted.red_dye: #13, 424(1%)
minecraft.crafted.polished_blackstone: #13, 76(1%)
minecraft.dropped.oak_log: #13, 66(1%)
minecraft.used.wooden_sword: #13, 19(1%)
minecraft.used.ender_pearl: #13, 62(0%)
minecraft.mined.copper_block: #13, 23(1%)
minecraft.used.red_banner: #13, 3(1%)
minecraft.crafted.mangrove_wood: #13, 57(1%)
minecraft.picked_up.white_carpet: #13, 22(1%)
minecraft.used.copper_grate: #13, 36(1%)
minecraft.dropped.apple: #13, 10(1%)
minecraft.mined.orange_wool: #13, 13(1%)
minecraft.dropped.mud: #13, 20(1%)
minecraft.used.polished_deepslate_wall: #13, 47(1%)
minecraft.picked_up.amethyst_cluster: #13, 26(1%)
minecraft.crafted.polished_basalt: #13, 64(1%)
minecraft.picked_up.exposed_copper_trapdoor: #13, 8(1%)
minecraft.crafted.pale_oak_sign: #13, 9(1%)
minecraft.used.bamboo_slab: #13, 63(1%)
minecraft.crafted.green_wool: #13, 20(1%)
minecraft.picked_up.dark_oak_sign: #13, 3(1%)
minecraft.crafted.white_wool: #13, 128(1%)
minecraft.picked_up.wet_sponge: #13, 76(1%)
minecraft.crafted.cyan_bed: #13, 1(1%)
minecraft.mined.chiseled_deepslate: #13, 4(1%)
minecraft.picked_up.crimson_planks: #13, 7(1%)
minecraft.picked_up.stripped_dark_oak_wood: #13, 9(0%)
minecraft.crafted.lime_stained_glass: #13, 72(0%)
minecraft.crafted.smooth_quartz: #13, 77(0%)
minecraft.used.chiseled_stone_bricks: #13, 11(0%)
minecraft.dropped.big_dripleaf: #13, 1(0%)
minecraft.used.purple_wool: #13, 6(0%)
minecraft.mined.stripped_dark_oak_wood: #13, 8(0%)
minecraft.mined.oxidized_copper: #13, 68(0%)
minecraft.dropped.packed_mud: #13, 10(0%)
minecraft.mined.infested_stone: #13, 5(0%)
minecraft.mined.granite_slab: #13, 1(0%)
minecraft.picked_up.light_blue_stained_glass: #13, 20(0%)
minecraft.picked_up.crimson_trapdoor: #13, 2(0%)
minecraft.picked_up.birch_boat: #13, 1(0%)
minecraft.mined.creaking_heart: #13, 2(0%)
minecraft.mined.waxed_weathered_copper_trapdoor: #13, 1(0%)
minecraft.picked_up.granite_slab: #13, 2(0%)
minecraft.used.pale_oak_planks: #13, 16(0%)
minecraft.picked_up.black_banner: #13, 3(0%)
minecraft.used.pale_oak_stairs: #13, 3(0%)
minecraft.mined.green_bed: #13, 1(0%)
minecraft.crafted.raw_iron: #13, 18(0%)
minecraft.picked_up.tube_coral_block: #13, 7(0%)
minecraft.picked_up.resin_block: #13, 8(0%)
minecraft.dropped.glass: #13, 28(0%)
minecraft.dropped.comparator: #13, 1(0%)
minecraft.picked_up.raw_gold_block: #13, 1(0%)
minecraft.used.gray_bed: #13, 1(0%)
minecraft.picked_up.red_stained_glass: #13, 2(0%)
minecraft.dropped.dead_bush: #13, 1(0%)
minecraft.crafted.melon: #13, 27(0%)
minecraft.used.tuff_stairs: #13, 1(0%)
minecraft.dropped.light_gray_wool: #13, 1(0%)
minecraft.used.purple_concrete_powder: #13, 2(0%)
minecraft.picked_up.sculk_vein: #13, 13(0%)
minecraft.used.waxed_chiseled_copper: #13, 1(0%)
minecraft.crafted.air: #13, 0(0%)
minecraft.dropped.elytra: #14, 9(3%)
minecraft.mined.melon: #14, 909(3%)
minecraft.picked_up.granite: #14, 6214(3%)
minecraft.picked_up.golden_helmet: #14, 11(3%)
minecraft.used.chain: #14, 441(3%)
minecraft.used.shulker_box: #14, 1600(2%)
minecraft.dropped.bone: #14, 461(3%)
minecraft.picked_up.shulker_box: #14, 1711(2%)
minecraft.mined.shulker_box: #14, 1612(2%)
minecraft.picked_up.calcite: #14, 797(2%)
minecraft.picked_up.melon: #14, 716(2%)
minecraft.used.dark_oak_slab: #14, 382(2%)
minecraft.mined.fire: #14, 331(2%)
minecraft.used.leather_leggings: #14, 3(2%)
minecraft.killed.cow: #14, 220(2%)
minecraft.crafted.diamond_hoe: #14, 2(2%)
minecraft.picked_up.oak_fence: #14, 91(2%)
minecraft.mined.copper_ore: #14, 2188(2%)
minecraft.mined.deepslate_iron_ore: #14, 323(2%)
minecraft.picked_up.cobbled_deepslate: #14, 11824(1%)
minecraft.crafted.iron_door: #14, 6(2%)
minecraft.used.grindstone: #14, 36(1%)
minecraft.mined.glass_pane: #14, 19(2%)
minecraft.dropped.terracotta: #14, 30(2%)
minecraft.crafted.redstone_torch: #14, 869(1%)
minecraft.used.warped_nylium: #14, 61(2%)
minecraft.mined.mangrove_leaves: #14, 2471(1%)
minecraft.mined.cauldron: #14, 4(1%)
minecraft.crafted.lime_shulker_box: #14, 2(1%)
minecraft.crafted.pink_shulker_box: #14, 2(2%)
minecraft.custom.interact_with_brewingstand: #14, 182(1%)
minecraft.crafted.dark_oak_sign: #14, 15(1%)
minecraft.dropped.red_mushroom: #14, 3(1%)
minecraft.crafted.grindstone: #14, 34(1%)
minecraft.used.dark_oak_sign: #14, 12(1%)
minecraft.mined.andesite_stairs: #14, 4(1%)
minecraft.used.red_terracotta: #14, 226(1%)
minecraft.mined.brewing_stand: #14, 8(1%)
minecraft.picked_up.lectern: #14, 57(1%)
minecraft.crafted.soul_torch: #14, 72(1%)
minecraft.used.detector_rail: #14, 6(1%)
minecraft.mined.lectern: #14, 54(1%)
minecraft.dropped.dandelion: #14, 40(1%)
minecraft.crafted.tuff_brick_slab: #14, 24(1%)
minecraft.dropped.quartz: #14, 33(1%)
minecraft.mined.pale_moss_carpet: #14, 18(1%)
minecraft.dropped.azure_bluet: #14, 11(1%)
minecraft.dropped.birch_log: #14, 20(1%)
minecraft.mined.amethyst_cluster: #14, 83(1%)
minecraft.used.andesite_stairs: #14, 20(1%)
minecraft.crafted.gray_stained_glass_pane: #14, 80(1%)
minecraft.crafted.cherry_planks: #14, 280(1%)
minecraft.dropped.oak_leaves: #14, 58(1%)
minecraft.mined.pale_oak_trapdoor: #14, 6(1%)
minecraft.used.cherry_sapling: #14, 17(1%)
minecraft.used.stone_brick_slab: #14, 164(1%)
minecraft.used.music_disc_cat: #14, 1(1%)
minecraft.used.polished_deepslate_stairs: #14, 56(1%)
minecraft.mined.cobblestone_wall: #14, 6(1%)
minecraft.crafted.copper_door: #14, 3(1%)
minecraft.mined.exposed_copper: #14, 18(1%)
minecraft.picked_up.warped_roots: #14, 200(1%)
minecraft.mined.mushroom_stem: #14, 65(1%)
minecraft.used.basalt: #14, 113(1%)
minecraft.dropped.redstone_torch: #14, 6(1%)
minecraft.used.shroomlight: #14, 18(1%)
minecraft.picked_up.smooth_quartz_stairs: #14, 12(1%)
minecraft.dropped.moss_block: #14, 159(0%)
minecraft.used.dark_oak_sapling: #14, 130(1%)
minecraft.mined.smooth_quartz_stairs: #14, 10(1%)
minecraft.picked_up.black_wool: #14, 146(0%)
minecraft.picked_up.diorite_slab: #14, 6(1%)
minecraft.dropped.gold_ingot: #14, 42(0%)
minecraft.dropped.pink_petals: #14, 19(1%)
minecraft.picked_up.gunpowder: #14, 644(0%)
minecraft.crafted.mud_brick_wall: #14, 15(1%)
minecraft.mined.purple_bed: #14, 2(1%)
minecraft.picked_up.warped_fungus: #14, 44(0%)
minecraft.dropped.deepslate_diamond_ore: #14, 3(1%)
minecraft.crafted.black_terracotta: #14, 96(0%)
minecraft.dropped.lantern: #14, 2(0%)
minecraft.used.nether_brick_fence: #14, 4(1%)
minecraft.crafted.birch_button: #14, 2(0%)
minecraft.picked_up.light_blue_concrete: #14, 76(0%)
minecraft.crafted.brick_stairs: #14, 1(0%)
minecraft.mined.oxidized_copper_grate: #14, 7(0%)
minecraft.crafted.cooked_chicken: #14, 6(0%)
minecraft.broken.stone_shovel: #14, 1(0%)
minecraft.used.cobblestone_slab: #14, 74(0%)
minecraft.dropped.polished_tuff_slab: #14, 3(0%)
minecraft.mined.copper_grate: #14, 2(0%)
minecraft.used.stripped_spruce_wood: #14, 10(0%)
minecraft.used.purple_bed: #14, 2(0%)
minecraft.used.stripped_dark_oak_wood: #14, 8(0%)
minecraft.mined.polished_blackstone_stairs: #14, 1(0%)
minecraft.dropped.furnace: #14, 1(0%)
minecraft.used.raw_copper_block: #14, 1(0%)
minecraft.used.polished_blackstone_stairs: #14, 5(0%)
minecraft.mined.magenta_terracotta: #14, 2(0%)
minecraft.crafted.wooden_sword: #14, 2(0%)
minecraft.mined.firefly_bush: #14, 5(0%)
minecraft.crafted.pale_oak_stairs: #14, 4(0%)
minecraft.used.cyan_carpet: #14, 3(0%)
minecraft.mined.emerald_block: #14, 11(0%)
minecraft.crafted.andesite_wall: #14, 6(0%)
minecraft.crafted.slime_ball: #14, 108(0%)
minecraft.mined.warped_fence: #14, 1(0%)
minecraft.mined.weathered_copper: #14, 6(0%)
minecraft.picked_up.firefly_bush: #14, 5(0%)
minecraft.crafted.pink_wool: #14, 3(0%)
minecraft.used.warped_fence_gate: #14, 1(0%)
minecraft.dropped.glass_pane: #14, 2(0%)
minecraft.crafted.warped_fence_gate: #14, 1(0%)
minecraft.dropped.andesite_slab: #14, 1(0%)
minecraft.used.cyan_candle: #14, 1(0%)
minecraft.used.gray_stained_glass_pane: #14, 8(0%)
minecraft.crafted.pink_concrete_powder: #14, 16(0%)
minecraft.mined.tube_coral_block: #14, 5(0%)
minecraft.crafted.crimson_trapdoor: #14, 2(0%)
minecraft.dropped.feather: #14, 10(0%)
minecraft.crafted.purple_concrete_powder: #14, 8(0%)
minecraft.used.orange_stained_glass_pane: #14, 4(0%)
minecraft.dropped.cherry_leaves: #14, 1(0%)
minecraft.dropped.acacia_leaves: #14, 1(0%)
minecraft.dropped.ice: #14, 1(0%)
minecraft.mined.sculk_vein: #14, 19(0%)
minecraft.used.waxed_copper_trapdoor: #14, 1(0%)
minecraft.dropped.warped_roots: #14, 1(0%)
minecraft.used.stripped_oak_wood: #14, 1(0%)
minecraft.used.chiseled_deepslate: #14, 8(0%)
minecraft.picked_up.exposed_copper: #14, 17(0%)
minecraft.picked_up.potion: #15, 116(3%)
minecraft.used.shears: #15, 6220(3%)
minecraft.crafted.chest: #15, 1810(3%)
minecraft.custom.damage_resisted: #15, 6816(2%)
minecraft.picked_up.smooth_basalt: #15, 308(3%)
minecraft.used.oak_boat: #15, 30(2%)
minecraft.mined.pointed_dripstone: #15, 155(2%)
minecraft.used.cooked_beef: #15, 361(1%)
minecraft.crafted.ladder: #15, 276(2%)
minecraft.picked_up.diorite: #15, 5708(2%)
minecraft.picked_up.golden_boots: #15, 14(2%)
minecraft.crafted.copper_ingot: #15, 3179(2%)
minecraft.crafted.chain: #15, 405(2%)
minecraft.crafted.diamond: #15, 1566(2%)
minecraft.mined.lantern: #15, 31(2%)
minecraft.mined.oak_fence: #15, 84(2%)
minecraft.crafted.lantern: #15, 155(2%)
minecraft.used.piston: #15, 293(2%)
minecraft.mined.shroomlight: #15, 54(2%)
minecraft.used.cauldron: #15, 20(2%)
minecraft.mined.sand: #15, 24526(2%)
minecraft.dropped.white_bed: #15, 3(2%)
minecraft.used.observer: #15, 510(2%)
minecraft.crafted.copper_block: #15, 612(2%)
minecraft.picked_up.chainmail_helmet: #15, 2(2%)
minecraft.used.dark_oak_log: #15, 429(2%)
minecraft.dropped.golden_chestplate: #15, 6(2%)
minecraft.picked_up.raw_iron: #15, 1042(2%)
minecraft.mined.stone: #15, 102666(1%)
minecraft.crafted.stone_button: #15, 127(1%)
