stat, rank, value, (percentage) 
minecraft.used.spruce_door: #7, 23(5%)
minecraft.picked_up.snort_pottery_sherd: #6, 1(3%)
minecraft.dropped.chipped_anvil: #6, 1(2%)
minecraft.mined.bubble_coral: #6, 8(1%)
minecraft.used.brain_coral: #6, 2(2%)
minecraft.mined.green_wool: #7, 136(5%)
minecraft.picked_up.polished_deepslate: #7, 295(5%)
minecraft.dropped.chiseled_tuff_bricks: #7, 43(6%)
minecraft.used.stripped_cherry_log: #6, 18(1%)
minecraft.picked_up.shears: #7, 76(5%)
minecraft.dropped.honey_block: #7, 126(7%)
minecraft.mined.tube_coral: #6, 7(1%)
minecraft.picked_up.acacia_boat: #6, 1(2%)
minecraft.dropped.totem_of_undying: #6, 7(1%)
minecraft.dropped.black_wool: #6, 20(1%)
minecraft.dropped.stone_stairs: #7, 26(8%)
minecraft.dropped.oak_fence_gate: #6, 2(2%)
minecraft.picked_up.pale_oak_button: #6, 4(2%)
minecraft.dropped.acacia_log: #7, 31(6%)
minecraft.mined.dirt_path: #7, 976(5%)
minecraft.used.cactus: #7, 202(5%)
minecraft.used.nether_gold_ore: #6, 7(2%)
minecraft.used.trapped_chest: #6, 1(2%)
minecraft.mined.sandstone_slab: #6, 8(1%)
minecraft.dropped.pitcher_plant: #6, 3(1%)
minecraft.mined.brain_coral_wall_fan: #6, 17(1%)
minecraft.crafted.beacon: #6, 3(1%)
minecraft.picked_up.leaf_litter: #7, 245(5%)
minecraft.picked_up.redstone_lamp: #7, 76(5%)
minecraft.dropped.candle: #6, 5(1%)
minecraft.picked_up.sandstone_slab: #6, 8(1%)
minecraft.dropped.gray_concrete: #6, 17(1%)
minecraft.picked_up.chain: #7, 273(4%)
minecraft.mined.suspicious_sand: #6, 1(1%)
minecraft.picked_up.end_crystal: #6, 1(2%)
minecraft.dropped.quartz_block: #6, 94(1%)
minecraft.crafted.oak_slab: #7, 1542(4%)
minecraft.picked_up.bamboo: #7, 17874(3%)
minecraft.dropped.red_sand: #6, 19(0%)
minecraft.used.ladder: #7, 529(4%)
minecraft.dropped.chiseled_sandstone: #6, 2(1%)
minecraft.picked_up.purple_concrete_powder: #6, 8(1%)
minecraft.picked_up.white_dye: #8, 317(8%)
minecraft.dropped.armadillo_scute: #6, 22(0%)
minecraft.picked_up.andesite_slab: #7, 97(5%)
minecraft.dropped.polished_granite: #6, 3(1%)
minecraft.picked_up.azalea: #7, 1059(4%)
minecraft.dropped.deepslate_tile_wall: #6, 2(0%)
minecraft.dropped.shield: #7, 8(5%)
minecraft.used.stripped_crimson_stem: #6, 3(0%)
minecraft.picked_up.baked_potato: #7, 411(4%)
minecraft.crafted.dark_oak_fence: #7, 321(4%)
minecraft.mined.iron_ore: #7, 1565(4%)
minecraft.picked_up.prismarine_shard: #6, 84(0%)
minecraft.picked_up.flowering_azalea: #7, 575(4%)
minecraft.dropped.experience_bottle: #6, 28(0%)
minecraft.dropped.cyan_wool: #6, 7(0%)
minecraft.killed.drowned: #6, 369(0%)
minecraft.picked_up.music_disc_cat: #7, 15(5%)
minecraft.used.tripwire_hook: #7, 29(5%)
minecraft.mined.pumpkin_stem: #7, 23(5%)
minecraft.picked_up.redstone_block: #7, 497(4%)
minecraft.picked_up.diamond_leggings: #7, 27(3%)
minecraft.crafted.green_shulker_box: #7, 15(6%)
minecraft.picked_up.trident: #7, 20(5%)
minecraft.dropped.written_book: #7, 11(4%)
minecraft.used.andesite_wall: #7, 343(5%)
minecraft.picked_up.pale_oak_planks: #7, 79(5%)
minecraft.picked_up.dark_oak_door: #7, 8(5%)
minecraft.mined.spruce_door: #7, 6(4%)
minecraft.mined.dirt: #7, 49352(3%)
minecraft.picked_up.light_gray_shulker_box: #7, 168(4%)
minecraft.crafted.blackstone_stairs: #7, 15(6%)
minecraft.used.orange_bed: #7, 10(5%)
minecraft.used.nether_bricks: #7, 129(5%)
minecraft.mined.light_gray_shulker_box: #7, 163(4%)
minecraft.picked_up.pearlescent_froglight: #7, 1137(4%)
minecraft.used.polished_tuff_stairs: #7, 327(4%)
minecraft.dropped.compass: #7, 7(6%)
minecraft.picked_up.big_dripleaf: #7, 153(4%)
minecraft.used.bell: #7, 12(6%)
minecraft.picked_up.mangrove_sign: #7, 15(4%)
minecraft.picked_up.crimson_nylium: #7, 185(4%)
minecraft.used.warped_fence: #7, 102(5%)
minecraft.killed.skeleton: #7, 1882(3%)
minecraft.dropped.spruce_sign: #7, 19(3%)
minecraft.used.gold_nugget: #7, 59(4%)
minecraft.picked_up.slime_block: #7, 432(3%)
minecraft.dropped.rail: #7, 97(3%)
minecraft.dropped.light_gray_terracotta: #7, 25(5%)
minecraft.dropped.iron_block: #7, 245(3%)
minecraft.mined.light_gray_stained_glass: #7, 63(3%)
minecraft.picked_up.wither_rose: #7, 271(4%)
minecraft.picked_up.sweet_berries: #7, 682(2%)
minecraft.used.paper: #7, 18(4%)
minecraft.crafted.red_sandstone: #7, 1151(4%)
minecraft.used.emerald_block: #7, 260(3%)
minecraft.picked_up.golden_sword: #7, 56(3%)
minecraft.mined.big_dripleaf: #7, 21(4%)
minecraft.mined.mossy_stone_brick_stairs: #7, 4(5%)
minecraft.used.red_shulker_box: #8, 939(6%)
minecraft.used.rooted_dirt: #7, 443(3%)
minecraft.mined.small_dripleaf: #7, 12(4%)
minecraft.mined.polished_blackstone_button: #7, 6(5%)
minecraft.mined.spruce_wood: #7, 38(3%)
minecraft.crafted.magenta_shulker_box: #7, 2(4%)
minecraft.dropped.coarse_dirt: #7, 84(3%)
minecraft.used.lime_dye: #7, 5(4%)
minecraft.used.yellow_terracotta: #7, 234(3%)
minecraft.dropped.purpur_slab: #7, 3(4%)
minecraft.crafted.gold_block: #7, 180(3%)
minecraft.crafted.orange_carpet: #7, 192(4%)
minecraft.used.pink_wool: #7, 62(3%)
minecraft.mined.enchanting_table: #7, 2(4%)
minecraft.picked_up.detector_rail: #7, 16(3%)
minecraft.crafted.white_terracotta: #7, 216(3%)
minecraft.dropped.golden_sword: #7, 47(3%)
minecraft.picked_up.mud_brick_slab: #7, 40(3%)
minecraft.picked_up.music_disc_precipice: #7, 3(4%)
minecraft.used.oak_stairs: #7, 82(2%)
minecraft.broken.diamond_pickaxe: #7, 1(4%)
minecraft.mined.birch_button: #7, 2(5%)
minecraft.picked_up.weeping_vines: #7, 127(2%)
minecraft.mined.dead_bush: #8, 384(6%)
minecraft.crafted.crimson_sign: #7, 15(4%)
minecraft.crafted.gray_shulker_box: #7, 9(2%)
minecraft.mined.red_glazed_terracotta: #7, 10(3%)
minecraft.picked_up.hopper_minecart: #7, 22(2%)
minecraft.picked_up.bolt_armor_trim_smithing_template: #7, 2(4%)
minecraft.picked_up.mossy_stone_brick_stairs: #7, 7(3%)
minecraft.mined.dark_oak_door: #7, 3(4%)
minecraft.used.wooden_axe: #7, 17(3%)
minecraft.used.red_tulip: #7, 4(3%)
minecraft.mined.cut_sandstone: #7, 56(2%)
minecraft.crafted.cyan_banner: #7, 9(3%)
minecraft.crafted.conduit: #7, 1(5%)
minecraft.picked_up.mangrove_wood: #7, 15(2%)
minecraft.used.gold_ingot: #7, 2(3%)
minecraft.mined.mossy_cobblestone_stairs: #7, 4(3%)
minecraft.picked_up.fire_coral_block: #7, 80(2%)
minecraft.picked_up.gray_wool: #7, 463(2%)
minecraft.picked_up.tnt_minecart: #7, 5(4%)
minecraft.picked_up.red_glazed_terracotta: #7, 10(3%)
minecraft.mined.jack_o_lantern: #7, 7(3%)
minecraft.mined.closed_eyeblossom: #7, 14(2%)
minecraft.picked_up.closed_eyeblossom: #7, 35(2%)
minecraft.used.rail: #8, 3075(5%)
minecraft.mined.carrots: #8, 542(5%)
minecraft.dropped.glistering_melon_slice: #7, 7(2%)
minecraft.picked_up.stone_pressure_plate: #7, 32(1%)
minecraft.mined.yellow_banner: #7, 1(4%)
minecraft.dropped.polished_basalt: #7, 6(3%)
minecraft.dropped.cobblestone_wall: #7, 10(2%)
minecraft.used.cobblestone_wall: #7, 51(1%)
minecraft.used.gravel: #7, 1397(1%)
minecraft.crafted.bundle: #7, 11(2%)
minecraft.used.crafter: #8, 155(5%)
minecraft.mined.crimson_hyphae: #7, 3(3%)
minecraft.dropped.blaze_rod: #7, 49(2%)
minecraft.mined.dark_oak_log: #8, 4200(5%)
minecraft.used.weeping_vines: #7, 12(2%)
minecraft.crafted.jungle_sign: #8, 63(7%)
minecraft.mined.pink_concrete: #7, 107(2%)
minecraft.mined.jungle_fence_gate: #7, 2(2%)
minecraft.mined.pink_wool: #7, 14(2%)
minecraft.mined.gray_wool: #7, 111(1%)
minecraft.used.snow_block: #7, 2569(1%)
minecraft.dropped.jungle_sign: #7, 3(3%)
minecraft.used.netherite_pickaxe: #8, 375144(6%)
minecraft.picked_up.oak_planks: #8, 733(4%)
minecraft.used.raw_iron_block: #7, 39(2%)
minecraft.crafted.flint_and_steel: #7, 24(1%)
minecraft.picked_up.bubble_coral: #7, 12(2%)
minecraft.dropped.muddy_mangrove_roots: #7, 6(2%)
minecraft.picked_up.horn_coral_fan: #7, 39(1%)
minecraft.picked_up.brain_coral_fan: #7, 43(1%)
minecraft.picked_up.magenta_concrete: #7, 71(2%)
minecraft.picked_up.pale_oak_trapdoor: #8, 44(6%)
minecraft.picked_up.waxed_oxidized_copper_door: #7, 1(2%)
minecraft.mined.jungle_wall_sign: #7, 3(2%)
minecraft.crafted.raw_gold_block: #7, 43(1%)
minecraft.picked_up.sculk: #7, 1340(1%)
minecraft.used.pink_concrete: #7, 100(1%)
minecraft.picked_up.jack_o_lantern: #7, 10(2%)
minecraft.dropped.enchanted_book: #8, 38(5%)
minecraft.mined.leaf_litter: #8, 100(6%)
minecraft.crafted.fermented_spider_eye: #7, 43(1%)
minecraft.dropped.hopper: #8, 60(6%)
minecraft.dropped.nether_wart_block: #7, 13(1%)
minecraft.dropped.gray_carpet: #7, 7(1%)
minecraft.crafted.leather_chestplate: #8, 103(6%)
minecraft.picked_up.jungle_slab: #8, 126(5%)
minecraft.picked_up.warped_planks: #8, 124(6%)
minecraft.mined.cracked_deepslate_tiles: #7, 8(2%)
minecraft.picked_up.black_concrete: #8, 965(5%)
minecraft.dropped.deepslate_iron_ore: #7, 7(1%)
minecraft.picked_up.crimson_hyphae: #7, 3(2%)
minecraft.dropped.wither_skeleton_skull: #7, 1(2%)
minecraft.mined.redstone_wire: #8, 802(5%)
minecraft.picked_up.blue_orchid: #7, 99(1%)
minecraft.used.obsidian: #8, 827(5%)
minecraft.crafted.light_blue_banner: #7, 3(1%)
minecraft.dropped.oxidized_copper_trapdoor: #7, 1(2%)
minecraft.mined.sticky_piston: #8, 139(5%)
minecraft.picked_up.skull_pottery_sherd: #7, 1(2%)
minecraft.used.amethyst_block: #7, 56(1%)
minecraft.crafted.melon: #7, 390(1%)
minecraft.used.lapis_block: #7, 42(1%)
minecraft.used.open_eyeblossom: #7, 1(1%)
minecraft.picked_up.snow: #7, 572(1%)
minecraft.picked_up.crossbow: #8, 60(5%)
minecraft.picked_up.tube_coral_fan: #7, 16(1%)
minecraft.mined.tube_coral_fan: #7, 4(1%)
minecraft.used.cobblestone: #8, 4226(4%)
minecraft.dropped.crimson_roots: #7, 9(1%)
minecraft.mined.purple_wool: #7, 4(1%)
minecraft.crafted.pumpkin_pie: #7, 48(1%)
minecraft.crafted.cooked_cod: #7, 59(1%)
minecraft.used.wooden_shovel: #7, 27(1%)
minecraft.dropped.light_weighted_pressure_plate: #7, 1(1%)
minecraft.picked_up.jungle_fence_gate: #7, 2(1%)
minecraft.mined.raw_gold_block: #7, 2(1%)
minecraft.dropped.warped_stem: #7, 6(1%)
minecraft.mined.red_concrete_powder: #7, 3(1%)
minecraft.mined.bubble_coral_wall_fan: #7, 14(1%)
minecraft.used.writable_book: #8, 286(4%)
minecraft.mined.oak_wall_sign: #8, 21(4%)
minecraft.crafted.polished_blackstone_stairs: #7, 4(1%)
minecraft.crafted.cyan_shulker_box: #8, 8(5%)
minecraft.dropped.cod: #7, 117(0%)
minecraft.picked_up.dried_ghast: #7, 4(1%)
minecraft.used.black_concrete_powder: #8, 2914(5%)
minecraft.mined.black_concrete_powder: #7, 20(0%)
minecraft.dropped.water_bucket: #8, 20(4%)
minecraft.picked_up.blackstone_wall: #7, 2(1%)
minecraft.picked_up.stripped_pale_oak_wood: #7, 4(1%)
minecraft.mined.coal_block: #7, 6(0%)
minecraft.used.stripped_pale_oak_wood: #7, 5(1%)
minecraft.dropped.oxidized_copper: #7, 2(1%)
minecraft.picked_up.mycelium: #7, 33(0%)
minecraft.dropped.light_blue_terracotta: #7, 1(1%)
minecraft.crafted.sandstone_slab: #7, 6(1%)
minecraft.crafted.purple_banner: #7, 1(1%)
minecraft.dropped.crimson_fungus: #7, 1(0%)
minecraft.dropped.wet_sponge: #7, 1(1%)
minecraft.picked_up.diamond_shovel: #8, 43(4%)
minecraft.custom.interact_with_beacon: #8, 59(4%)
minecraft.picked_up.repeater: #8, 397(4%)
minecraft.dropped.black_carpet: #7, 1(0%)
minecraft.used.sandstone_slab: #7, 8(0%)
minecraft.picked_up.white_bed: #8, 250(4%)
minecraft.dropped.resin_block: #7, 1(0%)
minecraft.picked_up.sticky_piston: #8, 172(4%)
minecraft.used.redstone_lamp: #8, 100(4%)
minecraft.mined.stone: #8, 268233(4%)
minecraft.dropped.baked_potato: #8, 154(4%)
minecraft.used.iron_pickaxe: #8, 2067(4%)
minecraft.picked_up.clay_ball: #8, 2988(4%)
minecraft.picked_up.soul_soil: #8, 1062(4%)
minecraft.picked_up.oak_button: #8, 28(4%)
minecraft.picked_up.tropical_fish: #8, 47(4%)
minecraft.mined.deepslate_redstone_ore: #8, 1978(4%)
minecraft.used.mossy_cobblestone: #8, 393(4%)
minecraft.mined.white_bed: #8, 222(4%)
minecraft.used.cobbled_deepslate: #8, 3545(4%)
minecraft.picked_up.dispenser: #8, 147(4%)
minecraft.mined.jungle_slab: #8, 51(4%)
minecraft.dropped.iron_nugget: #8, 635(3%)
minecraft.crafted.jungle_slab: #8, 354(4%)
minecraft.picked_up.pumpkin_seeds: #8, 1006(3%)
minecraft.dropped.pumpkin_seeds: #8, 519(4%)
minecraft.picked_up.apple: #8, 193(3%)
minecraft.crafted.stone_axe: #8, 5(3%)
minecraft.mined.decorated_pot: #8, 197(3%)
minecraft.picked_up.dropper: #8, 116(4%)
minecraft.picked_up.diamond_hoe: #8, 7(4%)
minecraft.crafted.spruce_door: #8, 24(4%)
minecraft.used.mangrove_planks: #8, 572(4%)
minecraft.used.spruce_fence_gate: #8, 195(3%)
minecraft.used.oak_fence_gate: #8, 33(3%)
minecraft.custom.interact_with_brewingstand: #8, 463(3%)
minecraft.mined.birch_sign: #8, 5(4%)
minecraft.crafted.stone_shovel: #8, 15(3%)
minecraft.mined.sweet_berry_bush: #8, 45(4%)
minecraft.custom.open_chest: #9, 39120(5%)
minecraft.picked_up.cyan_terracotta: #8, 339(3%)
minecraft.picked_up.gravel: #8, 15406(3%)
minecraft.picked_up.mossy_stone_bricks: #8, 229(3%)
minecraft.mined.oak_stairs: #8, 77(3%)
minecraft.mined.poppy: #8, 204(3%)
minecraft.used.light_gray_shulker_box: #8, 164(3%)
minecraft.picked_up.light_gray_stained_glass: #8, 61(3%)
minecraft.picked_up.egg: #8, 588(2%)
minecraft.mined.magenta_shulker_box: #8, 64(4%)
minecraft.used.anvil: #8, 121(3%)
minecraft.picked_up.magenta_shulker_box: #8, 64(4%)
minecraft.used.jungle_slab: #8, 226(3%)
minecraft.used.magenta_shulker_box: #8, 63(4%)
minecraft.mined.deepslate: #8, 21127(3%)
minecraft.crafted.dark_oak_door: #8, 12(4%)
minecraft.mined.red_sand: #8, 4726(3%)
minecraft.dropped.podzol: #8, 54(5%)
minecraft.dropped.apple: #8, 48(3%)
minecraft.used.red_terracotta: #8, 651(3%)
minecraft.mined.chain: #8, 111(3%)
minecraft.picked_up.spyglass: #8, 5(2%)
minecraft.used.stripped_spruce_log: #8, 391(3%)
minecraft.crafted.fishing_rod: #8, 12(3%)
minecraft.picked_up.red_sand: #8, 4634(3%)
minecraft.crafted.green_banner: #8, 12(4%)
minecraft.crafted.enchanted_book: #8, 129(3%)
minecraft.crafted.smooth_sandstone: #8, 319(4%)
minecraft.picked_up.charcoal: #8, 205(3%)
minecraft.used.packed_mud: #8, 3217(2%)
minecraft.picked_up.cyan_wool: #8, 251(3%)
minecraft.crafted.tnt: #8, 1038(3%)
minecraft.mined.cherry_trapdoor: #8, 13(3%)
minecraft.picked_up.waxed_copper_grate: #8, 90(3%)
minecraft.used.grass_block: #8, 10631(2%)
minecraft.mined.mushroom_stem: #8, 273(3%)
minecraft.picked_up.birch_slab: #8, 42(3%)
minecraft.used.purple_wool: #8, 54(3%)
minecraft.used.mossy_stone_brick_wall: #8, 5(5%)
minecraft.used.map: #8, 31(3%)
minecraft.crafted.oak_stairs: #8, 88(2%)
minecraft.dropped.bread: #8, 376(2%)
minecraft.crafted.gray_stained_glass_pane: #8, 224(3%)
minecraft.dropped.pink_petals: #8, 97(3%)
minecraft.dropped.crossbow: #8, 36(2%)
minecraft.used.blue_wool: #8, 115(3%)
minecraft.used.chiseled_tuff: #8, 191(2%)
minecraft.dropped.polished_deepslate: #8, 22(3%)
minecraft.used.ender_pearl: #8, 202(2%)
minecraft.mined.oak_door: #8, 4(3%)
minecraft.mined.potted_dead_bush: #8, 1(4%)
minecraft.mined.cobblestone_wall: #8, 18(2%)
minecraft.dropped.lead: #8, 17(2%)
minecraft.dropped.orange_terracotta: #8, 49(3%)
minecraft.picked_up.rotten_flesh: #9, 7773(5%)
minecraft.custom.interact_with_crafting_table: #9, 4254(5%)
minecraft.used.iron_helmet: #8, 1(4%)
minecraft.picked_up.mushroom_stem: #8, 245(2%)
minecraft.crafted.dark_oak_pressure_plate: #8, 8(3%)
minecraft.picked_up.dark_prismarine: #8, 128(2%)
minecraft.used.pumpkin_seeds: #9, 138(6%)
minecraft.mined.green_concrete: #8, 113(2%)
minecraft.crafted.brown_banner: #8, 20(3%)
minecraft.killed.endermite: #8, 4(2%)
minecraft.picked_up.spruce_slab: #9, 837(5%)
minecraft.crafted.yellow_terracotta: #8, 280(2%)
minecraft.killed.salmon: #9, 164(5%)
minecraft.picked_up.birch_leaves: #8, 1876(1%)
minecraft.dropped.iron_ingot: #8, 416(1%)
minecraft.picked_up.fire_charge: #8, 52(2%)
minecraft.used.purpur_pillar: #8, 8(2%)
minecraft.dropped.cyan_terracotta: #8, 27(3%)
minecraft.mined.birch_fence: #8, 19(2%)
minecraft.used.crimson_stem: #8, 51(2%)
minecraft.used.loom: #8, 17(1%)
minecraft.picked_up.wet_sponge: #8, 258(2%)
minecraft.crafted.red_sandstone_slab: #8, 18(3%)
minecraft.dropped.stripped_spruce_log: #8, 5(2%)
minecraft.custom.tune_noteblock: #8, 3939(1%)
minecraft.crafted.brick_stairs: #8, 4(2%)
minecraft.used.diorite: #8, 597(1%)
minecraft.crafted.iron_pickaxe: #9, 18(5%)
minecraft.dropped.polished_tuff_slab: #8, 13(2%)
minecraft.crafted.blue_stained_glass_pane: #8, 16(3%)
minecraft.used.spruce_log: #9, 2214(5%)
minecraft.mined.light_blue_concrete: #8, 249(1%)
minecraft.dropped.elytra: #9, 12(4%)
minecraft.used.stripped_mangrove_wood: #8, 21(2%)
minecraft.used.mangrove_roots: #8, 362(1%)
minecraft.crafted.brown_shulker_box: #8, 6(1%)
minecraft.mined.polished_diorite_stairs: #8, 7(2%)
minecraft.mined.scaffolding: #9, 3765(5%)
minecraft.dropped.deepslate_redstone_ore: #8, 10(1%)
minecraft.crafted.waxed_oxidized_copper_grate: #8, 8(2%)
minecraft.mined.stripped_cherry_log: #8, 26(1%)
minecraft.used.crimson_planks: #8, 57(1%)
minecraft.mined.amethyst_block: #9, 726(5%)
minecraft.dropped.raw_copper_block: #8, 19(3%)
minecraft.used.seagrass: #8, 15(1%)
minecraft.crafted.golden_apple: #8, 37(1%)
minecraft.dropped.mossy_stone_bricks: #8, 22(1%)
minecraft.dropped.mangrove_trapdoor: #8, 3(2%)
minecraft.picked_up.magenta_terracotta: #8, 13(1%)
minecraft.mined.grindstone: #9, 33(5%)
minecraft.dropped.sticky_piston: #8, 13(2%)
minecraft.picked_up.snow_block: #8, 901(1%)
minecraft.mined.waxed_chiseled_copper: #8, 6(1%)
minecraft.mined.sculk: #8, 1132(1%)
minecraft.used.deepslate_copper_ore: #8, 24(1%)
minecraft.crafted.light_blue_bed: #8, 1(1%)
minecraft.dropped.splash_potion: #8, 7(1%)
minecraft.used.verdant_froglight: #8, 342(1%)
minecraft.crafted.respawn_anchor: #8, 3(1%)
minecraft.mined.horn_coral: #8, 8(1%)
minecraft.mined.chiseled_stone_bricks: #8, 13(1%)
minecraft.dropped.glow_item_frame: #8, 1(1%)
minecraft.dropped.stripped_spruce_wood: #8, 1(1%)
minecraft.picked_up.cracked_deepslate_tiles: #8, 7(1%)
minecraft.picked_up.pale_oak_wood: #8, 4(1%)
minecraft.picked_up.granite: #9, 9715(4%)
minecraft.mined.horn_coral_wall_fan: #8, 12(0%)
minecraft.mined.horn_coral_fan: #8, 3(1%)
minecraft.dropped.warped_fungus: #8, 2(1%)
minecraft.mined.bubble_coral_fan: #8, 3(1%)
minecraft.crafted.crimson_fence: #8, 3(1%)
minecraft.crafted.cherry_slab: #8, 12(0%)
minecraft.dropped.orange_wool: #8, 2(1%)
minecraft.used.yellow_candle: #8, 3(1%)
minecraft.dropped.cactus: #8, 75(0%)
minecraft.dropped.torchflower: #8, 1(1%)
minecraft.picked_up.disc_fragment_5: #8, 1(1%)
minecraft.used.jack_o_lantern: #8, 6(0%)
minecraft.dropped.brown_mushroom_block: #8, 33(0%)
minecraft.used.jungle_sign: #9, 54(6%)
minecraft.mined.diorite: #9, 10618(4%)
minecraft.dropped.deepslate_tile_stairs: #8, 1(1%)
minecraft.used.sculk: #8, 272(0%)
minecraft.mined.pink_concrete_powder: #8, 1(1%)
minecraft.mined.mangrove_stairs: #9, 39(5%)
minecraft.dropped.stripped_jungle_log: #8, 1(0%)
minecraft.dropped.resin_clump: #8, 14(0%)
minecraft.used.brewing_stand: #9, 43(4%)
minecraft.used.crimson_fence: #8, 4(0%)
minecraft.mined.dandelion: #9, 291(4%)
minecraft.dropped.deepslate_gold_ore: #8, 2(0%)
minecraft.crafted.magenta_stained_glass: #8, 40(0%)
minecraft.used.torchflower_seeds: #8, 2(0%)
minecraft.crafted.dried_kelp_block: #8, 3(0%)
minecraft.mined.stripped_pale_oak_wood: #8, 1(0%)
minecraft.custom.total_world_time: #10, 81361802(4%)
minecraft.custom.play_time: #10, 81361802(4%)
minecraft.custom.raid_win: #8, 4(0%)
minecraft.picked_up.leather_chestplate: #9, 21(3%)
minecraft.killed.zombified_piglin: #8, 485(0%)
minecraft.used.cracked_deepslate_tiles: #8, 1(0%)
minecraft.killed.witch: #8, 53(0%)
minecraft.killed.evoker: #8, 16(0%)
minecraft.killed.vindicator: #8, 78(0%)
minecraft.custom.raid_trigger: #8, 10(0%)
minecraft.picked_up.melon_seeds: #9, 65(4%)
minecraft.dropped.diamond_axe: #9, 11(4%)
minecraft.crafted.crafting_table: #9, 202(4%)
minecraft.used.wind_charge: #9, 310(4%)
minecraft.picked_up.emerald: #9, 1665(4%)
minecraft.used.beacon: #9, 28(4%)
minecraft.mined.cobblestone: #9, 1965(4%)
minecraft.crafted.black_concrete_powder: #9, 2752(4%)
minecraft.dropped.item_frame: #9, 22(5%)
minecraft.dropped.redstone: #9, 763(4%)
minecraft.dropped.goat_horn: #9, 6(5%)
minecraft.crafted.iron_door: #9, 15(4%)
minecraft.crafted.netherite_ingot: #9, 15(4%)
minecraft.picked_up.brown_shulker_box: #9, 158(4%)
minecraft.crafted.mangrove_planks: #9, 2136(4%)
minecraft.mined.tall_seagrass: #9, 205(3%)
minecraft.used.peony: #9, 11(5%)
minecraft.used.cake: #9, 5(5%)
minecraft.used.melon: #9, 35(3%)
minecraft.used.mossy_cobblestone_slab: #9, 67(5%)
minecraft.crafted.bread: #9, 1050(4%)
minecraft.mined.smoker: #9, 5(4%)
minecraft.crafted.spruce_sign: #9, 234(3%)
minecraft.mined.brown_shulker_box: #9, 156(4%)
minecraft.dropped.egg: #9, 193(3%)
minecraft.used.brown_shulker_box: #9, 156(4%)
minecraft.mined.mangrove_planks: #9, 90(4%)
minecraft.picked_up.deepslate_lapis_ore: #9, 112(3%)
minecraft.custom.open_barrel: #10, 11766(4%)
minecraft.dropped.leather_chestplate: #9, 11(3%)
minecraft.mined.gravel: #9, 15363(3%)
minecraft.used.iron_door: #9, 26(3%)
minecraft.used.deepslate_redstone_ore: #9, 430(3%)
minecraft.used.brown_concrete_powder: #9, 256(4%)
minecraft.picked_up.mossy_cobblestone: #9, 283(3%)
minecraft.mined.cyan_wool: #9, 77(4%)
minecraft.mined.glass: #9, 605(3%)
minecraft.picked_up.armor_stand: #9, 136(2%)
minecraft.dropped.ender_chest: #9, 23(3%)
minecraft.mined.cyan_bed: #9, 33(3%)
minecraft.mined.waxed_copper_grate: #9, 102(4%)
minecraft.picked_up.slime_ball: #9, 912(3%)
minecraft.used.repeater: #9, 537(3%)
minecraft.dropped.player_head: #9, 377(2%)
minecraft.dropped.iron_bars: #9, 93(3%)
minecraft.picked_up.moss_block: #9, 8635(2%)
minecraft.used.deepslate_gold_ore: #9, 176(3%)
minecraft.mined.attached_melon_stem: #9, 5(3%)
minecraft.crafted.iron_ingot: #9, 19854(2%)
minecraft.picked_up.deepslate_redstone_ore: #9, 545(2%)
minecraft.picked_up.cherry_sapling: #9, 248(2%)
minecraft.picked_up.birch_trapdoor: #9, 15(3%)
minecraft.mined.oxidized_copper_door: #9, 2(4%)
minecraft.used.dandelion: #9, 20(2%)
minecraft.picked_up.spruce_wood: #9, 45(3%)
minecraft.dropped.melon_seeds: #9, 21(3%)
minecraft.picked_up.music_disc_creator_music_box: #9, 4(4%)
minecraft.used.brush: #9, 76(4%)
minecraft.picked_up.enchanting_table: #9, 2(4%)
minecraft.picked_up.water_bucket: #10, 56(5%)
minecraft.picked_up.waxed_cut_copper_slab: #9, 11(3%)
minecraft.picked_up.stripped_oak_log: #9, 160(2%)
minecraft.mined.stripped_oak_log: #9, 160(2%)
minecraft.mined.white_terracotta: #9, 453(2%)
minecraft.picked_up.iron_horse_armor: #9, 2(3%)
minecraft.crafted.charcoal: #9, 271(2%)
minecraft.crafted.spruce_fence_gate: #9, 119(2%)
minecraft.mined.waxed_cut_copper_slab: #9, 11(3%)
minecraft.used.gray_stained_glass: #9, 337(3%)
minecraft.mined.polished_tuff_stairs: #9, 41(2%)
minecraft.used.waxed_copper_block: #9, 58(2%)
minecraft.picked_up.green_concrete: #9, 114(2%)
minecraft.dropped.trident: #9, 3(2%)
minecraft.mined.red_stained_glass: #9, 18(2%)
minecraft.custom.walk_under_water_one_cm: #11, 14172099(5%)
minecraft.dropped.flowering_azalea: #9, 85(2%)
minecraft.mined.dark_prismarine: #9, 55(2%)
minecraft.mined.brown_mushroom_block: #9, 994(2%)
minecraft.picked_up.poppy: #9, 642(1%)
minecraft.dropped.jungle_slab: #9, 12(2%)
minecraft.picked_up.cactus_flower: #9, 6(2%)
minecraft.mined.yellow_concrete_powder: #9, 7(2%)
minecraft.dropped.wooden_hoe: #9, 1(3%)
minecraft.picked_up.rail: #10, 2452(5%)
minecraft.used.cooked_chicken: #9, 69(1%)
minecraft.killed.silverfish: #9, 1057(1%)
minecraft.used.tnt_minecart: #9, 8(2%)
minecraft.picked_up.waxed_oxidized_copper_grate: #9, 23(1%)
minecraft.dropped.white_concrete: #9, 28(2%)
minecraft.dropped.honey_bottle: #9, 8(1%)
