stat, rank, value, (percentage) 
minecraft.dropped.red_wool: #9, 9(0%)
minecraft.picked_up.cyan_wool: #9, 6(0%)
minecraft.dropped.honey_block: #9, 4(0%)
minecraft.crafted.stripped_dark_oak_wood: #9, 3(0%)
minecraft.picked_up.granite_wall: #9, 1(0%)
minecraft.used.melon_slice: #9, 1(0%)
minecraft.picked_up.gray_glazed_terracotta: #9, 2(0%)
minecraft.picked_up.dark_oak_log: #10, 7144(3%)
minecraft.crafted.magenta_carpet: #9, 2(0%)
minecraft.dropped.torch: #10, 377(3%)
minecraft.used.sculk_shrieker: #9, 1(0%)
minecraft.crafted.quartz_bricks: #9, 2(0%)
minecraft.crafted.polished_blackstone_wall: #9, 1(0%)
minecraft.crafted.jack_o_lantern: #9, 16(0%)
minecraft.picked_up.green_glazed_terracotta: #9, 1(0%)
minecraft.crafted.cracked_deepslate_bricks: #9, 7(0%)
minecraft.dropped.honeycomb: #9, 3(0%)
minecraft.used.cherry_leaves: #9, 4(0%)
minecraft.used.bubble_coral_block: #9, 1(0%)
minecraft.custom.use_cauldron: #9, 3(0%)
minecraft.dropped.brown_wool: #9, 1(0%)
minecraft.picked_up.deepslate_gold_ore: #10, 240(4%)
minecraft.dropped.diamond_axe: #10, 6(3%)
minecraft.mined.birch_stairs: #10, 18(5%)
minecraft.picked_up.iron_door: #10, 18(4%)
minecraft.picked_up.music_disc_13: #10, 21(4%)
minecraft.used.iron_sword: #10, 403(3%)
minecraft.used.netherrack: #10, 5394(3%)
minecraft.crafted.item_frame: #10, 256(3%)
minecraft.dropped.dirt: #10, 2245(3%)
minecraft.picked_up.red_wool: #10, 400(3%)
minecraft.crafted.oak_door: #10, 6(4%)
minecraft.crafted.fishing_rod: #10, 7(4%)
minecraft.picked_up.stone_axe: #10, 3(4%)
minecraft.picked_up.tripwire_hook: #10, 15(4%)
minecraft.mined.deepslate_coal_ore: #10, 12(3%)
minecraft.crafted.warped_planks: #10, 3620(3%)
minecraft.mined.sweet_berry_bush: #10, 13(3%)
minecraft.mined.oxeye_daisy: #10, 9(3%)
minecraft.picked_up.apple: #10, 189(3%)
minecraft.picked_up.blaze_rod: #10, 127(3%)
minecraft.crafted.stone_slab: #10, 1332(3%)
minecraft.picked_up.magma_cream: #10, 132(3%)
minecraft.crafted.dark_oak_sign: #10, 57(3%)
minecraft.mined.iron_door: #10, 17(3%)
minecraft.used.deepslate_gold_ore: #10, 143(3%)
minecraft.crafted.spruce_button: #10, 55(3%)
minecraft.custom.traded_with_villager: #10, 16611(3%)
minecraft.crafted.diamond_helmet: #10, 3(2%)
minecraft.used.armor_stand: #10, 75(2%)
minecraft.mined.red_terracotta: #10, 937(2%)
minecraft.picked_up.warped_planks: #10, 274(2%)
minecraft.mined.spore_blossom: #10, 11(3%)
minecraft.picked_up.oak_sapling: #10, 834(2%)
minecraft.picked_up.acacia_button: #10, 2(4%)
minecraft.used.diamond_axe: #11, 55102(4%)
minecraft.used.oak_pressure_plate: #10, 3(4%)
minecraft.mined.carrots: #10, 280(2%)
minecraft.used.loom: #10, 21(2%)
minecraft.picked_up.lily_pad: #10, 18(3%)
minecraft.picked_up.coarse_dirt: #10, 376(2%)
minecraft.used.spore_blossom: #10, 9(3%)
minecraft.used.wooden_sword: #10, 86(2%)
minecraft.picked_up.yellow_terracotta: #10, 364(2%)
minecraft.custom.interact_with_cartography_table: #10, 18(3%)
minecraft.dropped.calcite: #10, 69(2%)
minecraft.picked_up.carved_pumpkin: #10, 306(1%)
minecraft.mined.warped_fungus: #10, 34(2%)
minecraft.picked_up.raw_copper_block: #10, 55(2%)
minecraft.crafted.light_blue_dye: #10, 310(2%)
minecraft.crafted.dark_oak_fence_gate: #10, 53(2%)
minecraft.mined.cave_vines_plant: #10, 32(2%)
minecraft.dropped.coal_ore: #10, 63(2%)
minecraft.used.light_gray_wool: #10, 634(2%)
minecraft.crafted.red_wool: #10, 160(2%)
minecraft.dropped.shears: #10, 17(2%)
minecraft.crafted.cyan_stained_glass_pane: #10, 32(3%)
minecraft.dropped.dark_oak_log: #10, 137(2%)
minecraft.picked_up.nether_bricks: #10, 356(1%)
minecraft.used.white_banner: #10, 12(2%)
minecraft.broken.diamond_pickaxe: #10, 1(2%)
minecraft.dropped.enchanted_book: #10, 24(2%)
minecraft.crafted.iron_nugget: #10, 4266(1%)
minecraft.picked_up.red_shulker_box: #11, 473(4%)
minecraft.dropped.rose_bush: #10, 20(2%)
minecraft.used.glass_bottle: #10, 124(1%)
minecraft.picked_up.cobbled_deepslate_slab: #10, 138(1%)
minecraft.dropped.book: #10, 9(2%)
minecraft.mined.yellow_wool: #10, 42(1%)
minecraft.mined.mangrove_leaves: #10, 757(1%)
minecraft.picked_up.red_banner: #10, 5(1%)
minecraft.dropped.golden_boots: #10, 6(1%)
minecraft.crafted.cooked_mutton: #10, 8(1%)
minecraft.crafted.purple_terracotta: #10, 144(1%)
minecraft.dropped.magma_block: #10, 11(1%)
minecraft.picked_up.mangrove_leaves: #10, 649(1%)
minecraft.mined.light_gray_wool: #10, 25(1%)
minecraft.picked_up.green_candle: #10, 1(2%)
minecraft.used.green_concrete: #10, 169(1%)
minecraft.used.birch_door: #10, 1(1%)
minecraft.dropped.iron_bars: #10, 38(1%)
minecraft.crafted.andesite_slab: #10, 82(1%)
minecraft.mined.sponge: #10, 118(1%)
minecraft.dropped.smooth_stone_slab: #10, 7(1%)
minecraft.dropped.oxeye_daisy: #10, 3(1%)
minecraft.used.axolotl_bucket: #10, 5(1%)
minecraft.picked_up.brain_coral_fan: #10, 18(1%)
minecraft.mined.horn_coral_wall_fan: #10, 14(1%)
minecraft.picked_up.horn_coral: #10, 3(1%)
minecraft.picked_up.stick: #11, 4250(3%)
minecraft.dropped.iron_chestplate: #10, 4(1%)
minecraft.used.cyan_bed: #10, 6(1%)
minecraft.picked_up.rabbit_hide: #10, 3(1%)
minecraft.dropped.pumpkin_seeds: #10, 173(1%)
minecraft.picked_up.acacia_fence: #10, 1(1%)
minecraft.mined.light_gray_concrete_powder: #10, 32(1%)
minecraft.crafted.jungle_sign: #10, 3(1%)
minecraft.used.smithing_table: #10, 13(0%)
minecraft.crafted.red_bed: #10, 2(1%)
minecraft.crafted.mossy_stone_brick_slab: #10, 2(1%)
minecraft.crafted.acacia_stairs: #10, 8(1%)
minecraft.crafted.chiseled_deepslate: #10, 3(1%)
minecraft.mined.sculk_sensor: #10, 28(0%)
minecraft.crafted.blackstone_wall: #10, 4(1%)
minecraft.picked_up.chorus_flower: #10, 7(1%)
minecraft.crafted.cracked_stone_bricks: #10, 51(1%)
minecraft.used.flower_pot: #11, 84(4%)
minecraft.picked_up.ender_eye: #10, 1(1%)
minecraft.used.acacia_boat: #10, 1(1%)
minecraft.crafted.purple_stained_glass_pane: #10, 32(1%)
minecraft.picked_up.music_disc_wait: #10, 1(1%)
minecraft.crafted.chiseled_polished_blackstone: #10, 2(1%)
minecraft.picked_up.chiseled_sandstone: #10, 1(1%)
minecraft.used.beetroot_seeds: #10, 11(1%)
minecraft.used.brain_coral_block: #10, 9(0%)
minecraft.dropped.magenta_stained_glass: #10, 2(0%)
minecraft.crafted.blackstone_stairs: #10, 2(1%)
minecraft.mined.pitcher_crop: #10, 1(0%)
minecraft.crafted.dark_prismarine_stairs: #10, 2(0%)
minecraft.mined.yellow_glazed_terracotta: #10, 1(1%)
minecraft.mined.beetroots: #10, 7(0%)
minecraft.dropped.anvil: #10, 1(0%)
minecraft.used.melon_seeds: #10, 1(0%)
minecraft.dropped.polished_andesite_stairs: #10, 1(0%)
minecraft.crafted.polished_diorite_stairs: #10, 2(0%)
minecraft.dropped.gold_nugget: #10, 101(0%)
minecraft.used.torchflower_seeds: #10, 1(0%)
minecraft.mined.red_concrete_powder: #10, 4(0%)
minecraft.picked_up.polished_blackstone_wall: #10, 5(0%)
minecraft.dropped.ice: #10, 12(0%)
minecraft.used.jungle_slab: #10, 17(0%)
minecraft.crafted.diorite_slab: #10, 2(0%)
minecraft.custom.drop: #11, 9688(2%)
minecraft.crafted.diorite_stairs: #10, 2(0%)
minecraft.used.chiseled_quartz_block: #10, 2(0%)
minecraft.crafted.polished_blackstone_pressure_plate: #10, 2(0%)
minecraft.crafted.jungle_fence: #10, 3(0%)
minecraft.dropped.smooth_quartz: #10, 1(0%)
minecraft.crafted.polished_diorite_slab: #10, 2(0%)
minecraft.mined.gray_terracotta: #10, 27(0%)
minecraft.crafted.written_book: #10, 1(0%)
minecraft.crafted.blue_ice: #10, 11(0%)
minecraft.mined.calcite: #11, 1697(4%)
minecraft.dropped.orange_wool: #10, 2(0%)
minecraft.dropped.polished_granite: #10, 1(0%)
minecraft.mined.cracked_deepslate_bricks: #10, 1(0%)
minecraft.used.blue_ice: #10, 6(0%)
minecraft.dropped.mangrove_leaves: #10, 1(0%)
minecraft.dropped.black_concrete_powder: #10, 1(0%)
minecraft.used.item_frame: #11, 366(3%)
minecraft.picked_up.birch_boat: #11, 11(3%)
minecraft.mined.beacon: #11, 19(4%)
minecraft.killed.glow_squid: #11, 57(4%)
minecraft.crafted.light_gray_dye: #11, 1103(4%)
minecraft.picked_up.spruce_trapdoor: #11, 256(3%)
minecraft.picked_up.iron_block: #11, 1385(3%)
minecraft.picked_up.ink_sac: #11, 1509(3%)
minecraft.picked_up.rose_bush: #11, 1130(3%)
minecraft.crafted.glass: #11, 9225(3%)
minecraft.custom.walk_under_water_one_cm: #12, 8127452(3%)
minecraft.mined.spruce_leaves: #11, 2927(2%)
minecraft.picked_up.totem_of_undying: #11, 54(2%)
minecraft.used.polished_andesite: #11, 1200(3%)
minecraft.picked_up.mutton: #11, 60(3%)
minecraft.picked_up.packed_mud: #11, 70(3%)
minecraft.dropped.diamond_helmet: #11, 3(3%)
minecraft.killed.sheep: #11, 25(3%)
minecraft.used.basalt: #11, 1864(2%)
minecraft.dropped.stone_pickaxe: #11, 3(3%)
minecraft.picked_up.weeping_vines: #11, 101(3%)
minecraft.mined.campfire: #11, 25(3%)
minecraft.used.dark_oak_sign: #11, 45(2%)
minecraft.picked_up.glow_ink_sac: #11, 284(2%)
minecraft.mined.white_wool: #11, 157(2%)
minecraft.mined.azure_bluet: #11, 18(2%)
minecraft.picked_up.leather_helmet: #11, 6(2%)
minecraft.killed.wandering_trader: #11, 4(3%)
minecraft.used.bamboo: #11, 215(2%)
minecraft.mined.polished_deepslate: #11, 213(2%)
minecraft.picked_up.golden_chestplate: #11, 8(2%)
minecraft.used.polished_deepslate_wall: #11, 392(2%)
minecraft.picked_up.sea_lantern: #11, 164(2%)
minecraft.dropped.birch_sapling: #11, 38(2%)
minecraft.picked_up.chainmail_chestplate: #11, 3(3%)
minecraft.dropped.chain: #11, 35(3%)
minecraft.picked_up.dark_oak_fence: #11, 76(2%)
minecraft.picked_up.birch_planks: #11, 303(1%)
minecraft.used.podzol: #11, 84(2%)
minecraft.crafted.packed_mud: #11, 672(2%)
minecraft.used.sugar_cane: #11, 211(2%)
minecraft.picked_up.wooden_sword: #11, 19(2%)
minecraft.mined.big_dripleaf_stem: #11, 7(2%)
minecraft.picked_up.podzol: #11, 364(2%)
minecraft.picked_up.birch_leaves: #11, 918(2%)
minecraft.custom.play_record: #11, 20(1%)
minecraft.killed.magma_cube: #11, 183(2%)
minecraft.used.carrot: #11, 427(1%)
minecraft.picked_up.oak_door: #11, 3(2%)
minecraft.used.campfire: #11, 53(1%)
minecraft.mined.large_amethyst_bud: #11, 30(2%)
minecraft.picked_up.orange_wool: #11, 72(2%)
minecraft.picked_up.snowball: #11, 6455(1%)
minecraft.used.music_disc_otherside: #11, 3(2%)
minecraft.picked_up.polished_andesite: #11, 157(1%)
minecraft.picked_up.dirt: #12, 42101(4%)
minecraft.picked_up.iron_boots: #11, 9(1%)
minecraft.picked_up.chainmail_helmet: #11, 2(2%)
minecraft.picked_up.birch_stairs: #11, 12(2%)
minecraft.used.diamond_block: #11, 49(1%)
minecraft.picked_up.bell: #11, 6(1%)
minecraft.crafted.polished_deepslate_stairs: #11, 42(1%)
minecraft.dropped.glow_ink_sac: #11, 18(1%)
minecraft.mined.gravel: #12, 18356(4%)
minecraft.mined.bookshelf: #11, 211(1%)
minecraft.mined.purpur_pillar: #11, 23(1%)
minecraft.dropped.phantom_membrane: #11, 4(1%)
minecraft.used.polished_andesite_slab: #11, 282(1%)
minecraft.dropped.chainmail_helmet: #11, 2(1%)
minecraft.picked_up.chest_minecart: #11, 1(2%)
minecraft.used.crimson_stem: #11, 355(1%)
minecraft.crafted.cauldron: #11, 47(1%)
minecraft.dropped.acacia_sapling: #11, 6(1%)
minecraft.mined.crimson_stem: #11, 248(1%)
minecraft.crafted.light_gray_carpet: #11, 96(1%)
minecraft.used.orange_wool: #11, 125(1%)
minecraft.picked_up.emerald: #11, 928(1%)
minecraft.used.cyan_stained_glass_pane: #11, 14(1%)
minecraft.crafted.light_gray_shulker_box: #11, 2(1%)
minecraft.dropped.dark_oak_boat: #11, 1(1%)
minecraft.used.gray_wool: #11, 147(1%)
minecraft.used.sculk_sensor: #11, 4(1%)
minecraft.picked_up.prismarine_bricks: #11, 73(1%)
minecraft.dropped.oak_trapdoor: #11, 3(1%)
minecraft.dropped.azure_bluet: #11, 6(1%)
minecraft.picked_up.music_disc_mellohi: #11, 1(1%)
minecraft.mined.red_sand: #11, 349(1%)
minecraft.crafted.brush: #11, 1(1%)
minecraft.mined.blackstone_slab: #11, 6(1%)
minecraft.picked_up.music_disc_strad: #11, 1(1%)
minecraft.picked_up.fern: #11, 88(1%)
minecraft.crafted.blue_terracotta: #11, 208(1%)
minecraft.picked_up.jungle_planks: #11, 71(1%)
minecraft.crafted.polished_deepslate_wall: #11, 18(1%)
minecraft.picked_up.polished_blackstone_button: #11, 11(1%)
minecraft.picked_up.red_sand: #11, 292(1%)
minecraft.picked_up.black_wool: #11, 128(0%)
minecraft.used.andesite_wall: #11, 110(1%)
minecraft.crafted.spruce_planks: #12, 19452(3%)
minecraft.crafted.mangrove_button: #11, 2(1%)
minecraft.picked_up.andesite_wall: #11, 17(1%)
minecraft.crafted.granite_stairs: #11, 2(1%)
minecraft.crafted.jungle_slab: #11, 54(1%)
minecraft.mined.polished_diorite: #11, 17(1%)
minecraft.dropped.leather_boots: #11, 8(0%)
minecraft.dropped.firework_rocket: #11, 1062(0%)
minecraft.mined.twisting_vines: #11, 5(1%)
minecraft.picked_up.horn_coral_fan: #11, 11(1%)
minecraft.used.birch_planks: #11, 577(0%)
minecraft.picked_up.pitcher_plant: #11, 2(1%)
minecraft.picked_up.bubble_coral: #11, 2(1%)
minecraft.picked_up.name_tag: #11, 10(0%)
minecraft.mined.brain_coral_fan: #11, 2(1%)
minecraft.dropped.cobblestone_stairs: #11, 3(1%)
minecraft.used.powder_snow_bucket: #11, 34(0%)
minecraft.used.birch_boat: #12, 11(4%)
minecraft.picked_up.nether_brick_fence: #11, 10(1%)
minecraft.dropped.elytra: #12, 11(3%)
minecraft.crafted.mossy_cobblestone_wall: #11, 2(1%)
minecraft.crafted.magenta_terracotta: #11, 64(0%)
minecraft.picked_up.orange_bed: #11, 2(0%)
minecraft.dropped.purpur_pillar: #11, 1(0%)
minecraft.picked_up.waxed_exposed_copper: #11, 6(0%)
minecraft.picked_up.purple_terracotta: #11, 14(0%)
minecraft.dropped.cobblestone_wall: #11, 4(0%)
minecraft.crafted.iron_hoe: #11, 1(0%)
minecraft.dropped.copper_ingot: #11, 3(0%)
minecraft.picked_up.paper: #11, 174(0%)
minecraft.mined.light_gray_stained_glass_pane: #11, 1(0%)
minecraft.dropped.baked_potato: #11, 1(0%)
minecraft.crafted.smithing_table: #11, 6(0%)
minecraft.used.pitcher_pod: #11, 1(0%)
minecraft.mined.torchflower: #11, 1(0%)
minecraft.dropped.warped_button: #11, 1(0%)
minecraft.picked_up.decorated_pot: #11, 1(0%)
minecraft.picked_up.beetroot: #11, 7(0%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #11, 83(0%)
minecraft.picked_up.torchflower: #11, 1(0%)
minecraft.crafted.arrow: #11, 28(0%)
minecraft.dropped.acacia_leaves: #11, 3(0%)
minecraft.picked_up.torchflower_seeds: #11, 5(0%)
minecraft.picked_up.light_gray_carpet: #11, 22(0%)
minecraft.mined.bubble_coral_fan: #11, 1(0%)
minecraft.used.polished_blackstone_wall: #11, 21(0%)
minecraft.dropped.lime_terracotta: #11, 2(0%)
minecraft.crafted.nether_bricks: #11, 47(0%)
minecraft.picked_up.diorite_wall: #11, 2(0%)
minecraft.dropped.black_carpet: #11, 1(0%)
minecraft.crafted.blackstone_slab: #11, 2(0%)
minecraft.picked_up.cyan_dye: #11, 2(0%)
minecraft.used.blue_terracotta: #11, 18(0%)
minecraft.crafted.crimson_sign: #11, 3(0%)
minecraft.used.horn_coral_block: #11, 3(0%)
minecraft.crafted.dried_kelp_block: #11, 4(0%)
minecraft.picked_up.cracked_deepslate_bricks: #11, 2(0%)
minecraft.picked_up.black_carpet: #11, 42(0%)
minecraft.used.acacia_planks: #11, 6(0%)
minecraft.crafted.pink_carpet: #11, 3(0%)
minecraft.picked_up.blue_carpet: #11, 1(0%)
minecraft.used.polished_blackstone_brick_stairs: #11, 6(0%)
minecraft.picked_up.wither_rose: #11, 1(0%)
minecraft.used.cracked_deepslate_bricks: #11, 1(0%)
minecraft.mined.spruce_stairs: #12, 132(3%)
minecraft.crafted.barrel: #12, 248(3%)
minecraft.mined.spruce_door: #12, 10(4%)
minecraft.picked_up.end_rod: #12, 136(3%)
minecraft.mined.moss_carpet: #12, 282(3%)
minecraft.picked_up.white_wool: #12, 518(3%)
minecraft.mined.spruce_trapdoor: #12, 153(2%)
minecraft.crafted.campfire: #12, 81(2%)
minecraft.mined.copper_block: #12, 104(2%)
minecraft.dropped.lead: #12, 10(2%)
minecraft.used.bone_meal: #12, 6627(2%)
minecraft.used.sunflower: #12, 7(3%)
minecraft.crafted.birch_slab: #12, 204(2%)
minecraft.dropped.birch_planks: #12, 52(2%)
minecraft.crafted.stone_bricks: #12, 3642(2%)
minecraft.killed.trader_llama: #12, 8(2%)
minecraft.picked_up.dropper: #12, 86(2%)
minecraft.used.crossbow: #12, 24(2%)
minecraft.dropped.iron_pickaxe: #12, 2(2%)
minecraft.picked_up.chainmail_boots: #12, 3(2%)
minecraft.mined.mossy_cobblestone: #12, 136(2%)
minecraft.mined.birch_fence: #12, 28(2%)
minecraft.used.jungle_log: #12, 164(2%)
minecraft.used.deepslate_iron_ore: #12, 74(2%)
minecraft.mined.sunflower: #12, 9(2%)
minecraft.picked_up.big_dripleaf: #12, 82(2%)
minecraft.dropped.iron_ingot: #12, 297(2%)
minecraft.picked_up.pearlescent_froglight: #12, 41(2%)
minecraft.dropped.stick: #12, 1166(1%)
minecraft.mined.brewing_stand: #12, 7(2%)
minecraft.picked_up.orange_shulker_box: #12, 64(1%)
minecraft.custom.interact_with_blast_furnace: #12, 80(1%)
minecraft.used.orange_shulker_box: #12, 62(1%)
minecraft.picked_up.gray_wool: #12, 182(2%)
minecraft.mined.orange_shulker_box: #12, 63(1%)
minecraft.picked_up.amethyst_cluster: #12, 113(2%)
minecraft.used.glow_lichen: #12, 595(1%)
minecraft.picked_up.warped_sign: #12, 10(2%)
minecraft.mined.mangrove_log: #12, 195(2%)
minecraft.mined.birch_sapling: #12, 8(2%)
minecraft.picked_up.vine: #12, 122(2%)
minecraft.picked_up.emerald_ore: #12, 11(1%)
minecraft.mined.red_mushroom_block: #12, 978(1%)
minecraft.used.chorus_fruit: #12, 5(1%)
minecraft.picked_up.light_gray_shulker_box: #12, 42(1%)
minecraft.crafted.redstone_lamp: #12, 71(1%)
minecraft.dropped.oak_boat: #12, 2(2%)
minecraft.picked_up.dead_bush: #12, 61(2%)
minecraft.picked_up.stone_hoe: #12, 1(2%)
minecraft.picked_up.book: #12, 626(1%)
minecraft.mined.snow: #12, 6220(1%)
minecraft.dropped.bone_meal: #12, 265(1%)
minecraft.dropped.leather_helmet: #12, 3(1%)
minecraft.used.stone_stairs: #12, 137(1%)
minecraft.used.azalea: #12, 50(1%)
minecraft.dropped.iron_ore: #12, 30(1%)
minecraft.dropped.flint: #12, 86(1%)
minecraft.crafted.cobblestone_slab: #12, 132(1%)
minecraft.picked_up.cartography_table: #12, 3(1%)
minecraft.mined.stone_bricks: #12, 332(1%)
minecraft.picked_up.torch: #13, 3675(3%)
minecraft.crafted.bone_block: #12, 1565(1%)
minecraft.picked_up.tnt: #12, 533(1%)
minecraft.mined.mangrove_roots: #12, 164(1%)
minecraft.used.light_gray_concrete_powder: #12, 423(1%)
minecraft.dropped.oak_sign: #12, 5(1%)
minecraft.dropped.splash_potion: #12, 6(1%)
minecraft.used.bell: #12, 4(1%)
minecraft.dropped.golden_chestplate: #12, 3(1%)
minecraft.killed.snow_golem: #12, 1(1%)
minecraft.crafted.dark_prismarine_slab: #12, 12(1%)
minecraft.crafted.cut_copper_slab: #12, 8(1%)
minecraft.picked_up.polished_diorite: #12, 32(1%)
minecraft.crafted.light_gray_concrete_powder: #12, 400(1%)
minecraft.dropped.stone_shovel: #12, 1(1%)
minecraft.picked_up.rabbit: #12, 2(1%)
minecraft.dropped.apple: #12, 9(1%)
minecraft.crafted.red_terracotta: #12, 336(1%)
minecraft.picked_up.blackstone_slab: #12, 6(1%)
minecraft.dropped.spruce_leaves: #12, 20(1%)
minecraft.dropped.acacia_planks: #12, 4(1%)
minecraft.dropped.purpur_stairs: #12, 1(1%)
minecraft.picked_up.acacia_sign: #12, 3(1%)
minecraft.used.mangrove_door: #12, 1(1%)
minecraft.dropped.iron_boots: #12, 4(1%)
minecraft.dropped.dispenser: #12, 9(1%)
minecraft.dropped.white_bed: #12, 1(1%)
minecraft.crafted.brown_concrete_powder: #12, 40(1%)
minecraft.dropped.red_dye: #12, 5(1%)
minecraft.crafted.stone_stairs: #12, 46(0%)
minecraft.dropped.obsidian: #12, 35(0%)
minecraft.used.acacia_sign: #12, 4(1%)
minecraft.crafted.mangrove_sign: #12, 3(1%)
minecraft.used.allium: #12, 1(1%)
minecraft.used.cracked_stone_bricks: #12, 35(0%)
minecraft.crafted.white_banner: #12, 8(1%)
minecraft.crafted.hay_block: #12, 63(0%)
minecraft.mined.acacia_leaves: #12, 123(0%)
minecraft.mined.raw_copper_block: #12, 3(0%)
minecraft.dropped.lapis_ore: #12, 1(1%)
minecraft.picked_up.orange_stained_glass_pane: #12, 2(1%)
minecraft.picked_up.gray_stained_glass_pane: #12, 5(0%)
minecraft.picked_up.acacia_leaves: #12, 51(0%)
minecraft.crafted.jungle_fence_gate: #12, 2(0%)
minecraft.used.light_gray_concrete: #12, 68(0%)
minecraft.mined.deepslate_brick_wall: #12, 3(0%)
minecraft.used.ancient_debris: #12, 1(0%)
minecraft.crafted.crimson_fence: #12, 9(0%)
minecraft.mined.decorated_pot: #12, 1(0%)
minecraft.mined.mud_brick_stairs: #12, 2(0%)
minecraft.picked_up.sculk_vein: #12, 40(0%)
minecraft.dropped.white_carpet: #12, 3(0%)
minecraft.used.purpur_block: #12, 3(0%)
minecraft.used.medium_amethyst_bud: #12, 2(0%)
minecraft.used.polished_blackstone_bricks: #12, 128(0%)
minecraft.crafted.jungle_trapdoor: #12, 22(0%)
minecraft.dropped.nether_quartz_ore: #12, 5(0%)
minecraft.used.orange_bed: #12, 1(0%)
minecraft.dropped.deepslate_bricks: #12, 6(0%)
minecraft.used.crimson_nylium: #12, 22(0%)
minecraft.mined.sculk_shrieker: #12, 2(0%)
minecraft.picked_up.pitcher_pod: #12, 5(0%)
minecraft.picked_up.polished_blackstone_stairs: #12, 5(0%)
minecraft.crafted.clay: #12, 32(0%)
minecraft.dropped.clay: #12, 15(0%)
minecraft.dropped.glass_pane: #12, 2(0%)
minecraft.crafted.blue_carpet: #12, 3(0%)
minecraft.dropped.spectral_arrow: #12, 17(0%)
minecraft.used.crying_obsidian: #12, 12(0%)
minecraft.used.dirt: #13, 19766(3%)
minecraft.dropped.cornflower: #12, 4(0%)
minecraft.mined.jungle_planks: #12, 5(0%)
minecraft.used.tube_coral_block: #12, 1(0%)
minecraft.crafted.crimson_hyphae: #12, 3(0%)
minecraft.dropped.brick: #12, 2(0%)
minecraft.mined.bubble_coral_block: #12, 1(0%)
minecraft.used.blue_carpet: #12, 1(0%)
minecraft.picked_up.red_concrete_powder: #12, 4(0%)
minecraft.crafted.light_weighted_pressure_plate: #12, 2(0%)
minecraft.crafted.polished_blackstone_bricks: #12, 2(0%)
minecraft.dropped.melon_slice: #12, 2(0%)
minecraft.picked_up.mycelium: #12, 2(0%)
minecraft.used.pink_stained_glass: #12, 1(0%)
minecraft.mined.mycelium: #12, 2(0%)
minecraft.mined.deepslate_gold_ore: #13, 531(3%)
minecraft.mined.wall_torch: #13, 295(3%)
minecraft.picked_up.cobblestone: #13, 29119(2%)
minecraft.mined.cyan_shulker_box: #13, 176(2%)
minecraft.dropped.diamond_boots: #13, 5(3%)
minecraft.mined.oak_slab: #13, 49(3%)
minecraft.mined.furnace: #13, 66(2%)
minecraft.used.glow_ink_sac: #13, 91(2%)
minecraft.mined.deepslate_lapis_ore: #13, 124(2%)
minecraft.picked_up.furnace: #13, 66(2%)
minecraft.used.oak_door: #13, 5(3%)
minecraft.used.shield: #13, 124(3%)
minecraft.used.glass: #13, 1778(2%)
minecraft.picked_up.netherrack: #13, 17760(2%)
minecraft.mined.oak_wall_sign: #13, 19(2%)
minecraft.mined.basalt: #13, 5966(2%)
minecraft.picked_up.leather_leggings: #13, 10(2%)
minecraft.dropped.diamond_leggings: #13, 4(2%)
minecraft.mined.vine: #13, 238(2%)
minecraft.picked_up.red_terracotta: #13, 831(2%)
minecraft.crafted.quartz_block: #13, 1952(2%)
minecraft.dropped.diamond: #13, 127(2%)
minecraft.picked_up.bucket: #13, 30(2%)
minecraft.used.stone_hoe: #13, 135(2%)
minecraft.crafted.lantern: #13, 196(2%)
minecraft.mined.nether_gold_ore: #13, 145(2%)
minecraft.dropped.iron_shovel: #13, 2(2%)
minecraft.picked_up.glowstone_dust: #13, 264(2%)
minecraft.picked_up.brewing_stand: #13, 7(2%)
minecraft.broken.iron_shovel: #13, 4(1%)
minecraft.picked_up.yellow_wool: #13, 99(1%)
minecraft.used.light_gray_shulker_box: #13, 44(1%)
minecraft.mined.cave_vines: #13, 26(1%)
minecraft.picked_up.red_mushroom_block: #13, 726(1%)
minecraft.mined.black_wool: #13, 32(1%)
minecraft.mined.stone_stairs: #13, 29(1%)
minecraft.mined.light_gray_shulker_box: #13, 39(1%)
minecraft.crafted.book: #13, 34(1%)
minecraft.mined.jungle_log: #13, 557(1%)
minecraft.crafted.diamond_chestplate: #13, 3(1%)
minecraft.used.sea_pickle: #13, 32(1%)
minecraft.mined.packed_mud: #13, 25(1%)
minecraft.picked_up.leather_chestplate: #13, 7(1%)
minecraft.crafted.light_gray_stained_glass_pane: #13, 64(2%)
minecraft.picked_up.music_disc_cat: #13, 5(1%)
minecraft.used.snow_block: #13, 1496(1%)
minecraft.mined.yellow_terracotta: #13, 166(1%)
minecraft.mined.acacia_log: #13, 236(1%)
minecraft.picked_up.purpur_pillar: #13, 20(1%)
minecraft.mined.dark_oak_sign: #13, 1(1%)
minecraft.picked_up.mangrove_log: #13, 230(1%)
minecraft.used.nether_bricks: #13, 102(1%)
minecraft.crafted.lime_shulker_box: #13, 2(1%)
minecraft.used.birch_sapling: #13, 175(1%)
minecraft.mined.cauldron: #13, 4(1%)
minecraft.used.sniffer_egg: #13, 2(1%)
minecraft.picked_up.gold_block: #13, 106(1%)
minecraft.used.apple: #13, 5(1%)
minecraft.custom.interact_with_anvil: #14, 415(3%)
minecraft.crafted.brewing_stand: #13, 5(1%)
minecraft.mined.smooth_stone: #13, 56(1%)
