stat, rank, value, (percentage) 
minecraft.used.bubble_coral_block: #11, 1(0%)
minecraft.picked_up.dragon_egg: #11, 2(0%)
minecraft.picked_up.pink_tulip: #11, 2(0%)
minecraft.used.stripped_jungle_log: #11, 1(0%)
minecraft.crafted.black_glazed_terracotta: #11, 1(0%)
minecraft.dropped.sculk: #11, 1(0%)
minecraft.crafted.honey_block: #11, 8(0%)
minecraft.crafted.lime_carpet: #11, 3(0%)
minecraft.picked_up.orange_concrete_powder: #11, 1(0%)
minecraft.picked_up.light_blue_carpet: #11, 1(0%)
minecraft.picked_up.lime_carpet: #11, 1(0%)
minecraft.custom.raid_trigger: #11, 2(0%)
minecraft.mined.wall_torch: #12, 299(3%)
minecraft.crafted.white_wool: #12, 2712(4%)
minecraft.picked_up.iron_shovel: #12, 7(4%)
minecraft.picked_up.tuff: #12, 5007(3%)
minecraft.picked_up.wheat: #12, 1561(3%)
minecraft.dropped.shield: #12, 4(4%)
minecraft.picked_up.raw_gold: #12, 1108(3%)
minecraft.mined.nether_quartz_ore: #12, 1908(3%)
minecraft.picked_up.scaffolding: #12, 7792(3%)
minecraft.mined.copper_ore: #12, 1839(3%)
minecraft.used.bow: #12, 1778(2%)
minecraft.used.lead: #12, 3(4%)
minecraft.crafted.oak_hanging_sign: #12, 6(7%)
minecraft.picked_up.potato: #12, 794(3%)
minecraft.crafted.glass: #12, 8665(3%)
minecraft.picked_up.totem_of_undying: #12, 53(2%)
minecraft.crafted.iron_axe: #12, 8(3%)
minecraft.mined.wheat: #12, 842(2%)
minecraft.crafted.netherite_axe: #12, 1(6%)
minecraft.dropped.cobbled_deepslate: #12, 1114(3%)
minecraft.crafted.netherite_pickaxe: #12, 2(5%)
minecraft.mined.hopper: #12, 252(3%)
minecraft.killed_by.cave_spider: #12, 1(6%)
minecraft.used.netherrack: #12, 4005(2%)
minecraft.picked_up.netherrack: #12, 20227(2%)
minecraft.crafted.diamond_hoe: #12, 3(3%)
minecraft.mined.amethyst_block: #12, 575(3%)
minecraft.mined.flowering_azalea_leaves: #12, 683(2%)
minecraft.mined.cobweb: #12, 139(2%)
minecraft.used.black_shulker_box: #12, 114(2%)
minecraft.used.iron_shovel: #12, 1769(2%)
minecraft.picked_up.shulker_shell: #12, 489(2%)
minecraft.mined.potatoes: #12, 146(2%)
minecraft.mined.black_shulker_box: #12, 98(2%)
minecraft.picked_up.black_shulker_box: #12, 100(2%)
minecraft.dropped.redstone: #12, 298(2%)
minecraft.dropped.orange_terracotta: #12, 23(3%)
minecraft.picked_up.iron_ingot: #12, 1006(2%)
minecraft.picked_up.sticky_piston: #12, 106(2%)
minecraft.mined.azure_bluet: #12, 15(2%)
minecraft.dropped.chain: #12, 35(3%)
minecraft.picked_up.sniffer_egg: #12, 4(3%)
minecraft.dropped.barrel: #12, 6(2%)
minecraft.picked_up.hay_block: #12, 116(2%)
minecraft.crafted.iron_boots: #12, 5(2%)
minecraft.picked_up.golden_helmet: #12, 8(2%)
minecraft.broken.iron_shovel: #12, 5(2%)
minecraft.used.leather_helmet: #12, 1(4%)
minecraft.mined.iron_bars: #12, 49(2%)
minecraft.picked_up.cauldron: #12, 14(2%)
minecraft.dropped.terracotta: #12, 51(2%)
minecraft.crafted.deepslate_brick_stairs: #12, 36(2%)
minecraft.killed.cave_spider: #12, 1488(2%)
minecraft.mined.powered_rail: #12, 151(2%)
minecraft.used.warped_sign: #12, 31(2%)
minecraft.crafted.diamond_chestplate: #12, 4(2%)
minecraft.used.honeycomb: #12, 179(2%)
minecraft.mined.cartography_table: #12, 3(2%)
minecraft.dropped.shears: #12, 15(1%)
minecraft.crafted.jungle_door: #12, 3(3%)
minecraft.crafted.raw_copper: #12, 1737(2%)
minecraft.mined.tnt: #12, 43(1%)
minecraft.crafted.mossy_stone_bricks: #12, 176(2%)
minecraft.used.sniffer_egg: #12, 3(2%)
minecraft.crafted.light_gray_bed: #12, 1(3%)
minecraft.crafted.black_bed: #12, 1(3%)
minecraft.dropped.totem_of_undying: #12, 14(1%)
minecraft.mined.smithing_table: #12, 5(1%)
minecraft.picked_up.observer: #12, 126(1%)
minecraft.mined.light_blue_concrete: #12, 55(2%)
minecraft.picked_up.light_blue_concrete: #12, 56(2%)
minecraft.used.observer: #12, 296(1%)
minecraft.used.snow: #12, 774(1%)
minecraft.crafted.oak_wood: #12, 99(1%)
minecraft.mined.comparator: #12, 25(1%)
minecraft.mined.piston: #12, 77(1%)
minecraft.killed.skeleton: #12, 757(1%)
minecraft.crafted.observer: #12, 241(1%)
minecraft.mined.polished_deepslate_wall: #12, 19(1%)
minecraft.used.blast_furnace: #12, 11(1%)
minecraft.crafted.acacia_button: #12, 5(1%)
minecraft.mined.coarse_dirt: #12, 150(1%)
minecraft.crafted.wooden_hoe: #12, 1(2%)
minecraft.dropped.spruce_sapling: #12, 28(1%)
minecraft.picked_up.emerald: #12, 880(1%)
minecraft.used.quartz_pillar: #12, 92(1%)
minecraft.picked_up.mangrove_door: #12, 1(1%)
minecraft.picked_up.cocoa_beans: #12, 216(1%)
minecraft.mined.mud_brick_slab: #12, 9(1%)
minecraft.crafted.target: #12, 24(1%)
minecraft.crafted.lime_dye: #12, 277(1%)
minecraft.picked_up.mud_brick_slab: #12, 10(1%)
minecraft.dropped.spruce_button: #12, 3(1%)
minecraft.picked_up.red_candle: #12, 5(1%)
minecraft.used.stripped_dark_oak_log: #12, 36(1%)
minecraft.picked_up.cooked_mutton: #12, 6(1%)
minecraft.picked_up.cobblestone_slab: #12, 76(1%)
minecraft.picked_up.quartz_pillar: #12, 19(1%)
minecraft.dropped.comparator: #12, 7(1%)
minecraft.picked_up.tube_coral: #12, 4(1%)
minecraft.mined.soul_fire: #12, 6(1%)
minecraft.picked_up.red_sand: #12, 265(1%)
minecraft.picked_up.prismarine_crystals: #12, 30(1%)
minecraft.mined.light_gray_terracotta: #12, 75(0%)
minecraft.picked_up.purple_stained_glass: #12, 20(1%)
minecraft.crafted.acacia_door: #12, 3(1%)
minecraft.crafted.magenta_dye: #12, 124(0%)
minecraft.dropped.pointed_dripstone: #12, 11(0%)
minecraft.picked_up.mangrove_roots: #12, 202(1%)
minecraft.used.egg: #12, 131(0%)
minecraft.dropped.deepslate_tile_slab: #12, 5(1%)
minecraft.used.furnace: #13, 153(3%)
minecraft.used.warped_wart_block: #12, 80(0%)
minecraft.crafted.glass_bottle: #12, 363(0%)
minecraft.mined.tube_coral: #12, 3(1%)
minecraft.picked_up.fire_coral_fan: #12, 11(1%)
minecraft.dropped.cobblestone_slab: #12, 10(0%)
minecraft.picked_up.tube_coral_fan: #12, 10(0%)
minecraft.mined.brain_coral_wall_fan: #12, 8(0%)
minecraft.crafted.cut_copper: #12, 8(1%)
minecraft.picked_up.jungle_leaves: #12, 40(0%)
minecraft.mined.horn_coral_wall_fan: #12, 6(0%)
minecraft.killed.creeper: #12, 176(0%)
minecraft.picked_up.ladder: #13, 252(4%)
minecraft.crafted.birch_pressure_plate: #12, 1(1%)
minecraft.dropped.polished_diorite: #12, 5(0%)
minecraft.crafted.granite_stairs: #12, 1(0%)
minecraft.mined.pitcher_crop: #12, 1(0%)
minecraft.used.cherry_log: #12, 8(0%)
minecraft.used.cyan_stained_glass_pane: #12, 4(0%)
minecraft.crafted.cartography_table: #12, 3(0%)
minecraft.picked_up.waxed_exposed_cut_copper_stairs: #12, 1(0%)
minecraft.picked_up.blue_stained_glass: #12, 3(0%)
minecraft.used.pitcher_pod: #12, 1(0%)
minecraft.dropped.amethyst_shard: #12, 17(0%)
minecraft.mined.coal_ore: #13, 3985(3%)
minecraft.picked_up.coal: #13, 5336(3%)
minecraft.picked_up.warped_slab: #12, 10(0%)
minecraft.picked_up.pink_dye: #12, 3(0%)
minecraft.crafted.light_gray_banner: #12, 1(0%)
minecraft.mined.magenta_wool: #12, 1(0%)
minecraft.dropped.nether_wart_block: #12, 13(0%)
minecraft.picked_up.nether_brick: #12, 30(0%)
minecraft.picked_up.black_concrete_powder: #12, 77(0%)
minecraft.picked_up.small_dripleaf: #12, 1(0%)
minecraft.mined.polished_blackstone_brick_stairs: #12, 7(0%)
minecraft.mined.yellow_stained_glass: #12, 3(0%)
minecraft.used.cherry_sapling: #12, 3(0%)
minecraft.crafted.blackstone_stairs: #12, 1(0%)
minecraft.picked_up.lime_dye: #12, 7(0%)
minecraft.mined.torch: #13, 773(3%)
minecraft.mined.acacia_sapling: #12, 1(0%)
minecraft.used.fire_coral_fan: #12, 1(0%)
minecraft.used.blackstone_slab: #12, 8(0%)
minecraft.crafted.jungle_button: #12, 1(0%)
minecraft.mined.magenta_shulker_box: #12, 4(0%)
minecraft.crafted.nether_brick: #12, 41(0%)
minecraft.mined.black_carpet: #12, 18(0%)
minecraft.crafted.gold_nugget: #12, 136(0%)
minecraft.picked_up.pink_concrete: #12, 8(0%)
minecraft.mined.waxed_weathered_copper: #12, 3(0%)
minecraft.crafted.polished_diorite_stairs: #12, 1(0%)
minecraft.crafted.mangrove_pressure_plate: #12, 1(0%)
minecraft.crafted.sandstone_stairs: #12, 1(0%)
minecraft.picked_up.brown_wool: #12, 6(0%)
minecraft.crafted.written_book: #12, 1(0%)
minecraft.crafted.pumpkin_pie: #12, 48(0%)
minecraft.crafted.magenta_concrete_powder: #12, 8(0%)
minecraft.used.waxed_exposed_copper: #12, 1(0%)
minecraft.crafted.chiseled_quartz_block: #12, 1(0%)
minecraft.picked_up.pink_wool: #12, 4(0%)
minecraft.crafted.crimson_pressure_plate: #12, 1(0%)
minecraft.picked_up.stripped_mangrove_log: #12, 7(0%)
minecraft.picked_up.muddy_mangrove_roots: #12, 5(0%)
minecraft.crafted.soul_campfire: #12, 1(0%)
minecraft.crafted.polished_granite_slab: #12, 2(0%)
minecraft.mined.muddy_mangrove_roots: #12, 4(0%)
minecraft.picked_up.brain_coral_block: #12, 2(0%)
minecraft.mined.brain_coral_block: #12, 2(0%)
minecraft.used.dark_oak_leaves: #12, 3(0%)
minecraft.picked_up.blue_orchid: #12, 2(0%)
minecraft.mined.fire_coral_block: #12, 2(0%)
minecraft.crafted.sandstone_wall: #12, 1(0%)
minecraft.crafted.purple_carpet: #12, 3(0%)
minecraft.used.black_carpet: #12, 40(0%)
minecraft.crafted.orange_carpet: #12, 3(0%)
minecraft.killed.drowned: #12, 218(0%)
minecraft.killed.zombified_piglin: #12, 10(0%)
minecraft.crafted.enchanting_table: #13, 3(5%)
minecraft.picked_up.item_frame: #13, 179(3%)
minecraft.used.lever: #13, 186(3%)
minecraft.mined.dandelion: #13, 126(3%)
minecraft.picked_up.sweet_berries: #13, 766(2%)
minecraft.crafted.lectern: #13, 38(3%)
minecraft.picked_up.glow_berries: #13, 159(2%)
minecraft.picked_up.hopper: #13, 293(3%)
minecraft.used.diamond_shovel: #13, 81107(2%)
minecraft.mined.poppy: #13, 84(2%)
minecraft.dropped.netherite_leggings: #13, 2(4%)
minecraft.picked_up.deepslate_tiles: #13, 253(2%)
minecraft.used.rail: #13, 1594(2%)
minecraft.picked_up.iron_bars: #13, 152(2%)
minecraft.picked_up.bone: #13, 1568(2%)
minecraft.dropped.dandelion: #13, 48(2%)
minecraft.killed.sheep: #13, 22(2%)
minecraft.picked_up.potion: #13, 64(2%)
minecraft.crafted.smooth_stone: #13, 300(2%)
minecraft.picked_up.kelp: #13, 2217(2%)
minecraft.dropped.netherite_hoe: #13, 1(4%)
minecraft.mined.oak_leaves: #13, 2285(2%)
minecraft.used.damaged_anvil: #13, 4(2%)
minecraft.used.oak_stairs: #13, 61(2%)
minecraft.used.potato: #13, 146(2%)
minecraft.picked_up.spruce_boat: #13, 16(2%)
minecraft.picked_up.lightning_rod: #13, 30(2%)
minecraft.custom.inspect_dropper: #13, 444(1%)
minecraft.mined.glass_pane: #13, 20(2%)
minecraft.used.redstone: #13, 1256(1%)
minecraft.used.copper_block: #13, 695(1%)
minecraft.crafted.blue_dye: #13, 1046(1%)
minecraft.picked_up.piston: #13, 154(2%)
minecraft.crafted.raw_copper_block: #13, 274(2%)
minecraft.picked_up.sunflower: #13, 307(1%)
minecraft.crafted.diamond_leggings: #13, 4(1%)
minecraft.used.netherite_pickaxe: #13, 86368(2%)
minecraft.used.calcite: #13, 299(1%)
minecraft.dropped.granite: #13, 340(1%)
minecraft.dropped.potion: #13, 35(1%)
minecraft.picked_up.warped_nylium: #13, 98(1%)
minecraft.crafted.light_gray_dye: #13, 379(1%)
minecraft.crafted.redstone: #13, 4069(1%)
minecraft.crafted.piston: #13, 292(1%)
minecraft.picked_up.carrot_on_a_stick: #13, 1(2%)
minecraft.killed.piglin: #13, 25(1%)
minecraft.dropped.brown_mushroom: #13, 15(1%)
minecraft.used.cobbled_deepslate_stairs: #13, 53(1%)
minecraft.crafted.cherry_planks: #13, 60(1%)
minecraft.mined.observer: #13, 84(1%)
minecraft.picked_up.slime_ball: #13, 371(1%)
minecraft.crafted.netherite_boots: #13, 1(2%)
minecraft.used.powered_rail: #13, 374(1%)
minecraft.picked_up.wooden_axe: #13, 2(1%)
minecraft.dropped.white_dye: #13, 39(1%)
minecraft.crafted.golden_leggings: #13, 1(2%)
minecraft.used.azalea: #13, 42(1%)
minecraft.killed.bat: #13, 3(1%)
minecraft.crafted.lime_stained_glass_pane: #13, 24(1%)
minecraft.crafted.mangrove_stairs: #13, 24(1%)
minecraft.dropped.golden_leggings: #13, 4(1%)
minecraft.picked_up.mossy_cobblestone_slab: #13, 6(1%)
minecraft.picked_up.lily_pad: #13, 6(1%)
minecraft.used.mangrove_stairs: #13, 20(1%)
minecraft.crafted.gray_stained_glass_pane: #13, 32(1%)
minecraft.dropped.ghast_tear: #13, 1(1%)
minecraft.dropped.amethyst_block: #13, 12(1%)
minecraft.crafted.firework_rocket: #13, 5970(0%)
minecraft.mined.deepslate_brick_stairs: #13, 19(1%)
minecraft.picked_up.netherite_sword: #13, 2(1%)
minecraft.picked_up.blackstone_slab: #13, 6(1%)
minecraft.dropped.charcoal: #13, 5(1%)
minecraft.mined.mossy_stone_brick_stairs: #13, 1(1%)
minecraft.mined.polished_blackstone: #13, 13(1%)
minecraft.mined.black_stained_glass_pane: #13, 4(1%)
minecraft.mined.slime_block: #13, 73(0%)
minecraft.dropped.powered_rail: #13, 7(1%)
minecraft.crafted.gray_wool: #13, 39(1%)
minecraft.crafted.polished_blackstone: #13, 167(0%)
minecraft.used.mushroom_stem: #13, 141(1%)
minecraft.mined.chorus_flower: #13, 1(1%)
minecraft.crafted.red_carpet: #13, 59(0%)
minecraft.mined.blackstone_slab: #13, 3(1%)
minecraft.dropped.cobbled_deepslate_slab: #13, 4(0%)
minecraft.mined.raw_copper_block: #13, 3(0%)
minecraft.used.tube_coral: #13, 1(1%)
minecraft.crafted.hay_block: #13, 57(0%)
minecraft.used.cyan_bed: #13, 3(0%)
minecraft.crafted.crimson_button: #13, 1(1%)
minecraft.picked_up.birch_wood: #13, 2(0%)
minecraft.used.horn_coral_fan: #13, 1(0%)
minecraft.mined.chorus_plant: #13, 2(0%)
minecraft.picked_up.end_stone: #13, 173(0%)
minecraft.mined.red_carpet: #13, 8(0%)
minecraft.mined.light_blue_wool: #13, 6(0%)
minecraft.mined.crimson_fence: #13, 1(0%)
minecraft.mined.deepslate_brick_wall: #13, 3(0%)
minecraft.mined.torchflower: #13, 1(0%)
minecraft.crafted.purple_stained_glass_pane: #13, 16(0%)
minecraft.used.torchflower_seeds: #13, 1(0%)
minecraft.mined.cherry_leaves: #13, 66(0%)
minecraft.dropped.deepslate_tile_stairs: #13, 1(0%)
minecraft.used.magenta_shulker_box: #13, 5(0%)
minecraft.dropped.flower_pot: #13, 1(0%)
minecraft.used.dried_kelp: #13, 2(0%)
minecraft.picked_up.torchflower: #13, 1(0%)
minecraft.used.black_stained_glass: #13, 227(0%)
minecraft.crafted.mossy_cobblestone_stairs: #13, 1(0%)
minecraft.used.polished_blackstone_bricks: #13, 104(0%)
minecraft.used.gray_stained_glass: #13, 48(0%)
minecraft.picked_up.purple_terracotta: #13, 7(0%)
minecraft.picked_up.polished_blackstone_stairs: #13, 5(0%)
minecraft.dropped.mangrove_log: #13, 1(0%)
minecraft.picked_up.torchflower_seeds: #13, 4(0%)
minecraft.picked_up.polished_blackstone_brick_stairs: #13, 7(0%)
minecraft.picked_up.crimson_fence: #13, 1(0%)
minecraft.used.stripped_dark_oak_wood: #13, 4(0%)
minecraft.dropped.poppy: #13, 80(0%)
minecraft.crafted.magenta_terracotta: #13, 21(0%)
minecraft.crafted.mud_brick_wall: #13, 1(0%)
minecraft.picked_up.waxed_exposed_copper: #13, 2(0%)
minecraft.picked_up.magenta_concrete: #13, 2(0%)
minecraft.picked_up.green_stained_glass: #13, 3(0%)
minecraft.mined.blue_orchid: #13, 1(0%)
minecraft.mined.purple_wool: #13, 1(0%)
minecraft.dropped.white_banner: #13, 6(0%)
minecraft.picked_up.waxed_weathered_copper: #13, 3(0%)
minecraft.dropped.amethyst_cluster: #13, 1(0%)
minecraft.used.pink_bed: #13, 1(0%)
minecraft.mined.stripped_mangrove_wood: #13, 1(0%)
minecraft.mined.pink_concrete: #13, 7(0%)
minecraft.picked_up.red_carpet: #13, 12(0%)
minecraft.crafted.chiseled_bookshelf: #13, 1(0%)
minecraft.crafted.pink_concrete_powder: #13, 16(0%)
minecraft.crafted.heavy_weighted_pressure_plate: #13, 3(0%)
minecraft.mined.stripped_birch_wood: #13, 1(0%)
minecraft.picked_up.bubble_coral_block: #13, 2(0%)
minecraft.dropped.yellow_wool: #13, 1(0%)
minecraft.crafted.black_banner: #13, 1(0%)
minecraft.picked_up.acacia_leaves: #13, 7(0%)
minecraft.picked_up.gold_nugget: #13, 664(0%)
minecraft.mined.pink_wool: #13, 1(0%)
minecraft.used.brain_coral_block: #13, 1(0%)
minecraft.picked_up.fire_coral_block: #13, 2(0%)
minecraft.mined.horn_coral_block: #13, 2(0%)
minecraft.crafted.orange_concrete_powder: #13, 8(0%)
minecraft.dropped.cod: #13, 3(0%)
minecraft.crafted.jungle_trapdoor: #13, 2(0%)
minecraft.crafted.polished_blackstone_bricks: #13, 2(0%)
minecraft.used.horn_coral_block: #13, 1(0%)
minecraft.used.cherry_leaves: #13, 2(0%)
minecraft.used.magenta_wool: #13, 1(0%)
minecraft.custom.use_cauldron: #13, 2(0%)
minecraft.used.brown_wool: #13, 1(0%)
minecraft.crafted.black_carpet: #13, 6(0%)
minecraft.used.crimson_hyphae: #13, 1(0%)
minecraft.mined.mycelium: #13, 1(0%)
minecraft.dropped.mangrove_roots: #13, 1(0%)
minecraft.dropped.wheat_seeds: #14, 1713(2%)
minecraft.picked_up.moss_carpet: #14, 1028(2%)
minecraft.picked_up.azalea: #14, 342(2%)
minecraft.mined.oak_log: #14, 2136(2%)
minecraft.broken.iron_axe: #14, 3(3%)
minecraft.picked_up.flowering_azalea: #14, 185(2%)
minecraft.picked_up.netherite_pickaxe: #14, 19(2%)
minecraft.mined.damaged_anvil: #14, 5(2%)
minecraft.crafted.diamond_shovel: #14, 6(2%)
minecraft.picked_up.damaged_anvil: #14, 5(2%)
minecraft.used.wheat_seeds: #14, 958(2%)
minecraft.used.polished_andesite_stairs: #14, 229(2%)
minecraft.crafted.redstone_torch: #14, 1316(2%)
minecraft.mined.dirt_path: #14, 105(1%)
minecraft.used.stone_hoe: #14, 133(2%)
minecraft.picked_up.porkchop: #14, 37(1%)
minecraft.dropped.birch_planks: #14, 38(2%)
minecraft.picked_up.golden_pickaxe: #14, 1(3%)
minecraft.dropped.red_terracotta: #14, 54(2%)
minecraft.picked_up.end_stone_bricks: #14, 54(2%)
minecraft.mined.glowstone: #14, 130(1%)
minecraft.crafted.redstone_block: #14, 696(1%)
minecraft.crafted.crimson_door: #14, 3(3%)
minecraft.used.brown_shulker_box: #14, 57(2%)
minecraft.crafted.ender_eye: #14, 19(1%)
minecraft.used.brown_mushroom_block: #14, 91(2%)
minecraft.custom.open_chest: #15, 23256(3%)
minecraft.used.milk_bucket: #14, 3(2%)
minecraft.picked_up.coarse_dirt: #14, 219(1%)
minecraft.used.dropper: #14, 102(1%)
minecraft.used.sugar_cane: #14, 132(1%)
minecraft.mined.purpur_block: #14, 63(1%)
minecraft.dropped.netherite_shovel: #14, 1(2%)
minecraft.dropped.dark_oak_planks: #14, 36(1%)
minecraft.picked_up.purpur_block: #14, 52(1%)
minecraft.mined.bamboo_sapling: #14, 2(1%)
minecraft.crafted.birch_slab: #14, 84(1%)
minecraft.mined.spruce_button: #14, 2(1%)
minecraft.dropped.netherite_sword: #14, 1(2%)
minecraft.used.flint_and_steel: #14, 147(1%)
minecraft.picked_up.gray_stained_glass: #14, 19(1%)
minecraft.mined.jungle_leaves: #14, 326(1%)
minecraft.picked_up.firework_rocket: #14, 3199(1%)
minecraft.picked_up.cartography_table: #14, 3(1%)
minecraft.crafted.scaffolding: #14, 822(1%)
minecraft.used.apple: #14, 5(1%)
minecraft.dropped.golden_helmet: #14, 5(1%)
minecraft.dropped.red_mushroom: #14, 10(1%)
minecraft.mined.cave_vines_plant: #14, 15(1%)
minecraft.used.cooked_mutton: #14, 7(1%)
minecraft.used.polished_deepslate_stairs: #14, 104(1%)
minecraft.crafted.stonecutter: #14, 9(1%)
minecraft.crafted.furnace_minecart: #14, 1(1%)
minecraft.crafted.iron_leggings: #14, 4(1%)
minecraft.crafted.chiseled_stone_bricks: #14, 150(1%)
minecraft.picked_up.dripstone_block: #14, 109(1%)
minecraft.mined.cocoa: #14, 45(1%)
minecraft.custom.damage_taken: #15, 304525(2%)
minecraft.used.map: #14, 5(1%)
minecraft.picked_up.gunpowder: #14, 556(0%)
minecraft.mined.acacia_log: #14, 146(1%)
minecraft.mined.oak_sapling: #14, 7(1%)
minecraft.crafted.red_stained_glass_pane: #14, 32(1%)
minecraft.used.deepslate_brick_stairs: #14, 106(1%)
minecraft.crafted.cobblestone_wall: #14, 41(1%)
minecraft.picked_up.cherry_log: #14, 60(1%)
minecraft.mined.mangrove_log: #14, 74(1%)
minecraft.mined.mangrove_roots: #14, 122(1%)
minecraft.crafted.red_stained_glass: #14, 152(1%)
minecraft.mined.white_terracotta: #14, 137(0%)
minecraft.picked_up.smithing_table: #14, 5(1%)
minecraft.dropped.furnace: #14, 2(1%)
minecraft.picked_up.mangrove_fence: #14, 2(1%)
minecraft.dropped.snowball: #14, 97(0%)
minecraft.picked_up.polished_deepslate_wall: #14, 19(1%)
minecraft.crafted.stone_pressure_plate: #14, 18(1%)
minecraft.picked_up.polished_blackstone_bricks: #14, 273(0%)
minecraft.mined.mushroom_stem: #14, 187(0%)
minecraft.crafted.blast_furnace: #14, 4(0%)
minecraft.mined.polished_andesite_slab: #14, 17(0%)
minecraft.crafted.fletching_table: #14, 1(1%)
minecraft.picked_up.bubble_coral: #14, 2(1%)
minecraft.used.red_banner: #14, 6(0%)
minecraft.crafted.mangrove_sign: #14, 3(1%)
minecraft.picked_up.light_gray_terracotta: #14, 60(0%)
minecraft.picked_up.stripped_birch_log: #14, 27(0%)
minecraft.crafted.red_wool: #14, 34(0%)
minecraft.picked_up.mushroom_stem: #14, 172(0%)
minecraft.mined.bubble_coral: #14, 2(0%)
minecraft.picked_up.quartz_stairs: #14, 3(0%)
minecraft.crafted.bamboo_planks: #14, 60(0%)
minecraft.mined.orange_tulip: #14, 1(1%)
minecraft.crafted.stone_stairs: #14, 36(0%)
minecraft.dropped.crimson_fungus: #14, 1(0%)
minecraft.picked_up.peony: #14, 31(0%)
minecraft.used.red_bed: #14, 5(0%)
minecraft.crafted.white_terracotta: #14, 40(0%)
minecraft.crafted.black_stained_glass_pane: #14, 24(0%)
minecraft.used.brain_coral: #14, 1(0%)
minecraft.mined.mangrove_propagule: #14, 7(0%)
minecraft.used.polished_blackstone: #14, 79(0%)
minecraft.mined.stripped_birch_log: #14, 24(0%)
minecraft.dropped.smooth_stone_slab: #14, 2(0%)
minecraft.used.orange_stained_glass_pane: #14, 4(0%)
minecraft.mined.brick_slab: #14, 4(0%)
minecraft.mined.acacia_leaves: #14, 75(0%)
minecraft.used.polished_blackstone_slab: #14, 35(0%)
minecraft.dropped.snow_block: #14, 44(0%)
minecraft.used.black_stained_glass_pane: #14, 12(0%)
minecraft.mined.red_sand: #14, 93(0%)
minecraft.picked_up.black_banner: #14, 1(0%)
minecraft.crafted.chiseled_polished_blackstone: #14, 1(0%)
minecraft.mined.crimson_stairs: #14, 1(0%)
minecraft.used.black_terracotta: #14, 43(0%)
minecraft.crafted.cut_copper_slab: #14, 2(0%)
minecraft.dropped.red_carpet: #14, 1(0%)
minecraft.crafted.beehive: #14, 5(0%)
minecraft.mined.purple_stained_glass: #14, 4(0%)
minecraft.picked_up.mangrove_leaves: #14, 108(0%)
minecraft.crafted.chiseled_deepslate: #14, 1(0%)
minecraft.picked_up.magenta_shulker_box: #14, 4(0%)
minecraft.crafted.sugar: #14, 40(0%)
minecraft.crafted.dark_prismarine_slab: #14, 2(0%)
minecraft.picked_up.crimson_stairs: #14, 1(0%)
minecraft.picked_up.raw_copper_block: #14, 3(0%)
minecraft.dropped.nether_quartz_ore: #14, 3(0%)
minecraft.used.tube_coral_fan: #14, 1(0%)
minecraft.mined.brown_wool: #14, 1(0%)
minecraft.used.mud_brick_wall: #14, 2(0%)
minecraft.used.bamboo_block: #14, 7(0%)
minecraft.crafted.brick_stairs: #14, 1(0%)
minecraft.picked_up.cut_copper_slab: #14, 1(0%)
minecraft.used.bubble_coral_fan: #14, 1(0%)
minecraft.picked_up.stripped_mangrove_wood: #14, 1(0%)
minecraft.crafted.black_wool: #14, 15(0%)
minecraft.mined.tube_coral_block: #14, 2(0%)
minecraft.crafted.jungle_wood: #14, 3(0%)
minecraft.dropped.crimson_stem: #14, 4(0%)
minecraft.used.magenta_concrete_powder: #14, 1(0%)
minecraft.crafted.crimson_sign: #14, 3(0%)
minecraft.mined.blue_wool: #14, 1(0%)
minecraft.crafted.oxidized_cut_copper_slab: #14, 2(0%)
minecraft.picked_up.tube_coral_block: #14, 2(0%)
minecraft.picked_up.orange_tulip: #14, 2(0%)
minecraft.mined.magenta_concrete: #14, 1(0%)
minecraft.picked_up.cyan_wool: #14, 2(0%)
minecraft.dropped.soul_soil: #14, 2(0%)
minecraft.used.tube_coral_block: #14, 1(0%)
minecraft.picked_up.gray_terracotta: #14, 15(0%)
minecraft.crafted.crimson_hyphae: #14, 3(0%)
minecraft.used.jungle_wood: #14, 1(0%)
minecraft.picked_up.purple_wool: #14, 2(0%)
minecraft.dropped.dried_kelp: #14, 2(0%)
minecraft.mined.raw_iron_block: #14, 5(0%)
minecraft.picked_up.horn_coral_block: #14, 2(0%)
minecraft.used.cracked_polished_blackstone_bricks: #14, 3(0%)
minecraft.mined.jungle_planks: #14, 3(0%)
minecraft.used.gray_stained_glass_pane: #14, 1(0%)
minecraft.crafted.slime_block: #14, 17(0%)
minecraft.mined.stripped_warped_hyphae: #14, 1(0%)
minecraft.picked_up.stripped_warped_hyphae: #14, 1(0%)
minecraft.picked_up.black_carpet: #14, 19(0%)
minecraft.used.cut_sandstone: #14, 7(0%)
minecraft.crafted.brick_slab: #14, 2(0%)
minecraft.crafted.light_weighted_pressure_plate: #14, 1(0%)
minecraft.picked_up.light_weighted_pressure_plate: #14, 1(0%)
minecraft.mined.sculk_catalyst: #14, 1(0%)
minecraft.crafted.honeycomb_block: #14, 1(0%)
minecraft.picked_up.mycelium: #14, 1(0%)
minecraft.used.netherite_hoe: #14, 3(0%)
minecraft.killed_by.ravager: #15, 43(3%)
minecraft.used.crafting_table: #15, 210(3%)
minecraft.killed.spider: #15, 80(3%)
minecraft.custom.interact_with_stonecutter: #15, 268(2%)
minecraft.picked_up.player_head: #15, 522(2%)
minecraft.mined.gold_ore: #15, 168(3%)
