stat, rank, value, (percentage) 
minecraft.picked_up.orange_terracotta: #22, 2(0%)
minecraft.picked_up.brown_terracotta: #22, 3(0%)
minecraft.crafted.emerald_block: #22, 3(0%)
minecraft.crafted.ladder: #23, 129(1%)
minecraft.custom.enchant_item: #23, 18(1%)
minecraft.mined.nether_quartz_ore: #23, 411(1%)
minecraft.used.bucket: #23, 581(0%)
minecraft.used.bone_meal: #23, 1813(1%)
minecraft.used.rail: #23, 383(1%)
minecraft.picked_up.brown_mushroom: #23, 50(1%)
minecraft.crafted.ender_eye: #23, 7(0%)
minecraft.crafted.iron_sword: #23, 1(0%)
minecraft.mined.fire: #23, 74(0%)
minecraft.picked_up.bone_block: #23, 66(0%)
minecraft.picked_up.netherrack: #23, 2660(0%)
minecraft.used.golden_carrot: #23, 105(0%)
minecraft.mined.pumpkin: #23, 26(0%)
minecraft.mined.dark_oak_planks: #23, 20(0%)
minecraft.picked_up.soul_sand: #23, 125(0%)
minecraft.killed.squid: #23, 17(0%)
minecraft.picked_up.ink_sac: #23, 88(0%)
minecraft.used.carrot: #23, 52(0%)
minecraft.mined.kelp_plant: #23, 24(0%)
minecraft.picked_up.ghast_tear: #23, 1(0%)
minecraft.picked_up.cut_copper_stairs: #23, 1(0%)
minecraft.picked_up.cooked_porkchop: #23, 101(0%)
minecraft.used.powered_rail: #23, 59(0%)
minecraft.mined.tall_seagrass: #23, 8(0%)
minecraft.picked_up.powered_rail: #23, 21(0%)
minecraft.dropped.oak_planks: #23, 4(0%)
minecraft.mined.kelp: #23, 8(0%)
minecraft.used.deepslate_tile_slab: #23, 30(0%)
minecraft.used.deepslate_diamond_ore: #23, 25(0%)
minecraft.picked_up.white_terracotta: #23, 37(0%)
minecraft.dropped.pumpkin_pie: #23, 6(0%)
minecraft.mined.smooth_quartz_stairs: #23, 1(0%)
minecraft.used.potato: #23, 6(0%)
minecraft.dropped.sand: #23, 24(0%)
minecraft.mined.oak_stairs: #23, 1(0%)
minecraft.mined.honey_block: #23, 1(0%)
minecraft.picked_up.red_bed: #23, 1(0%)
minecraft.picked_up.stone_brick_stairs: #23, 2(0%)
minecraft.mined.cobweb: #23, 3(0%)
minecraft.crafted.gold_ingot: #23, 366(0%)
minecraft.mined.emerald_block: #23, 6(0%)
minecraft.mined.bookshelf: #23, 6(0%)
minecraft.crafted.compass: #23, 6(0%)
minecraft.picked_up.amethyst_cluster: #23, 1(0%)
minecraft.mined.warped_planks: #23, 1(0%)
minecraft.crafted.black_concrete_powder: #23, 16(0%)
minecraft.mined.slime_block: #23, 1(0%)
minecraft.killed.drowned: #23, 15(0%)
minecraft.custom.sprint_one_cm: #24, 30124486(1%)
minecraft.used.torch: #24, 3171(2%)
minecraft.custom.aviate_one_cm: #24, 247977484(1%)
minecraft.crafted.crafting_table: #24, 26(1%)
minecraft.used.chest: #24, 372(1%)
minecraft.picked_up.redstone: #24, 1900(1%)
minecraft.custom.swim_one_cm: #24, 857720(1%)
minecraft.used.firework_rocket: #24, 5217(1%)
minecraft.picked_up.quartz: #24, 626(1%)
minecraft.crafted.diamond_boots: #24, 1(1%)
minecraft.mined.deepslate_diamond_ore: #24, 147(0%)
minecraft.crafted.iron_helmet: #24, 1(0%)
minecraft.used.birch_boat: #24, 1(0%)
minecraft.picked_up.birch_boat: #24, 1(0%)
minecraft.custom.damage_resisted: #24, 433(0%)
minecraft.crafted.lantern: #24, 32(0%)
minecraft.picked_up.netherite_pickaxe: #24, 2(0%)
minecraft.picked_up.phantom_membrane: #24, 3(0%)
minecraft.mined.glass: #24, 44(0%)
minecraft.picked_up.kelp: #24, 228(0%)
minecraft.killed.phantom: #24, 2(0%)
minecraft.mined.nether_gold_ore: #24, 18(0%)
minecraft.used.ender_pearl: #24, 10(0%)
minecraft.killed.ghast: #24, 2(0%)
minecraft.crafted.red_dye: #24, 133(0%)
minecraft.killed.magma_cube: #24, 16(0%)
minecraft.used.jukebox: #24, 1(0%)
minecraft.picked_up.deepslate_tiles: #24, 11(0%)
minecraft.dropped.filled_map: #24, 57(0%)
minecraft.used.bundle: #24, 2(0%)
minecraft.dropped.shears: #24, 1(0%)
minecraft.picked_up.soul_soil: #24, 18(0%)
minecraft.mined.soul_soil: #24, 21(0%)
minecraft.mined.dark_prismarine: #24, 1(0%)
minecraft.used.sand: #24, 183(0%)
minecraft.custom.talked_to_villager: #24, 34(0%)
minecraft.mined.potatoes: #24, 3(0%)
minecraft.used.crimson_stem: #24, 16(0%)
minecraft.mined.stone_brick_stairs: #24, 1(0%)
minecraft.mined.crimson_planks: #24, 1(0%)
minecraft.used.amethyst_cluster: #24, 1(0%)
minecraft.picked_up.honey_block: #24, 1(0%)
minecraft.used.pumpkin: #24, 6(0%)
minecraft.picked_up.dark_prismarine: #24, 1(0%)
minecraft.dropped.cooked_porkchop: #24, 9(0%)
minecraft.mined.light_gray_carpet: #24, 1(0%)
minecraft.killed.blaze: #24, 3(0%)
minecraft.picked_up.slime_ball: #24, 6(0%)
minecraft.mined.yellow_terracotta: #24, 2(0%)
minecraft.crafted.snow_block: #24, 16(0%)
minecraft.picked_up.glowstone: #24, 1(0%)
minecraft.picked_up.light_gray_carpet: #24, 1(0%)
minecraft.crafted.torch: #25, 1724(1%)
minecraft.picked_up.diamond: #25, 224(1%)
minecraft.picked_up.pumpkin_pie: #25, 68(0%)
minecraft.used.carved_pumpkin: #25, 3(0%)
minecraft.picked_up.carved_pumpkin: #25, 54(0%)
minecraft.picked_up.firework_rocket: #25, 1184(0%)
minecraft.crafted.ender_chest: #25, 3(0%)
minecraft.picked_up.flint: #25, 41(0%)
minecraft.picked_up.rose_bush: #25, 81(0%)
minecraft.picked_up.carrot: #25, 160(0%)
minecraft.crafted.iron_leggings: #25, 1(0%)
minecraft.mined.oak_slab: #25, 3(0%)
minecraft.mined.sand: #25, 2353(0%)
minecraft.used.deepslate_tiles: #25, 102(0%)
minecraft.picked_up.sand: #25, 2438(0%)
minecraft.mined.flowering_azalea: #25, 3(0%)
minecraft.used.cooked_porkchop: #25, 37(0%)
minecraft.picked_up.sea_pickle: #25, 11(0%)
minecraft.mined.coarse_dirt: #25, 19(0%)
minecraft.picked_up.coarse_dirt: #25, 18(0%)
minecraft.crafted.glass: #25, 263(0%)
minecraft.crafted.stone_slab: #25, 38(0%)
minecraft.mined.oak_planks: #25, 10(0%)
minecraft.picked_up.magma_block: #25, 26(0%)
minecraft.mined.glowstone: #25, 5(0%)
minecraft.picked_up.potato: #25, 15(0%)
minecraft.picked_up.smooth_quartz_stairs: #25, 1(0%)
minecraft.picked_up.blackstone: #25, 68(0%)
minecraft.picked_up.yellow_terracotta: #25, 2(0%)
minecraft.used.crimson_planks: #25, 1(0%)
minecraft.picked_up.black_concrete: #25, 5(0%)
minecraft.mined.black_concrete: #25, 4(0%)
minecraft.picked_up.slime_block: #25, 1(0%)
minecraft.custom.traded_with_villager: #25, 2(0%)
minecraft.used.ladder: #26, 89(1%)
minecraft.picked_up.spruce_planks: #26, 94(0%)
minecraft.mined.lantern: #26, 3(0%)
minecraft.picked_up.iron_leggings: #26, 1(0%)
minecraft.picked_up.oak_slab: #26, 4(0%)
minecraft.picked_up.oak_planks: #26, 22(0%)
minecraft.crafted.black_dye: #26, 146(0%)
minecraft.picked_up.pumpkin: #26, 30(0%)
minecraft.used.pumpkin_pie: #26, 13(0%)
minecraft.mined.magma_block: #26, 23(0%)
minecraft.used.glass: #26, 34(0%)
minecraft.picked_up.warped_planks: #26, 1(0%)
minecraft.used.emerald_block: #26, 1(0%)
minecraft.crafted.emerald: #26, 18(0%)
minecraft.dropped.carrot: #26, 1(0%)
minecraft.used.obsidian: #26, 1(0%)
minecraft.picked_up.diamond_leggings: #27, 5(0%)
minecraft.mined.deepslate_iron_ore: #27, 67(0%)
minecraft.picked_up.porkchop: #27, 7(0%)
minecraft.picked_up.lantern: #27, 11(0%)
minecraft.used.oak_boat: #27, 1(0%)
minecraft.picked_up.oak_boat: #27, 1(0%)
minecraft.crafted.diamond_sword: #28, 1(1%)
minecraft.crafted.diamond_axe: #28, 1(1%)
minecraft.picked_up.obsidian: #28, 56(0%)
minecraft.mined.obsidian: #28, 26(0%)
minecraft.picked_up.tropical_fish: #28, 1(0%)
minecraft.mined.birch_planks: #28, 2(0%)
minecraft.mined.packed_ice: #28, 2(0%)
minecraft.picked_up.packed_ice: #28, 1(0%)
minecraft.picked_up.birch_planks: #29, 12(0%)
minecraft.custom.fly_one_cm: #30, 29747408(1%)
minecraft.dropped.ender_pearl: #30, 44(0%)
minecraft.picked_up.ender_pearl: #31, 102(0%)
minecraft.picked_up.diamond_helmet: #32, 1(0%)
minecraft.killed.enderman: #32, 2(0%)
minecraft.custom.time_since_rest: #40, 20826(0%)
minecraft.custom.time_since_death: #49, 57941(0%)
