stat, rank, value, (percentage) 
minecraft.mined.azure_bluet: #14, 12(1%)
minecraft.picked_up.birch_planks: #14, 244(1%)
minecraft.used.stripped_crimson_stem: #14, 19(2%)
minecraft.picked_up.bookshelf: #14, 39(1%)
minecraft.mined.oak_planks: #14, 177(1%)
minecraft.picked_up.deepslate_copper_ore: #14, 26(2%)
minecraft.crafted.white_bed: #14, 12(1%)
minecraft.picked_up.birch_sign: #14, 43(1%)
minecraft.dropped.netherite_leggings: #14, 1(2%)
minecraft.mined.obsidian: #14, 678(1%)
minecraft.mined.cave_vines: #14, 26(1%)
minecraft.used.birch_sign: #14, 56(1%)
minecraft.custom.damage_dealt: #14, 608726(1%)
minecraft.used.obsidian: #14, 478(1%)
minecraft.mined.spruce_wall_sign: #14, 7(1%)
minecraft.picked_up.acacia_button: #14, 1(2%)
minecraft.dropped.shulker_box: #14, 13(1%)
minecraft.mined.stone_brick_stairs: #14, 29(1%)
minecraft.mined.stone_stairs: #14, 28(1%)
minecraft.used.hopper_minecart: #14, 21(1%)
minecraft.custom.tune_noteblock: #14, 302(1%)
minecraft.picked_up.smooth_quartz_stairs: #14, 19(1%)
minecraft.used.azalea_leaves: #14, 424(1%)
minecraft.crafted.lead: #14, 12(1%)
minecraft.mined.cobblestone_stairs: #14, 15(1%)
minecraft.crafted.furnace: #15, 148(4%)
minecraft.mined.note_block: #14, 12(1%)
minecraft.picked_up.sticky_piston: #14, 51(1%)
minecraft.mined.honey_block: #14, 17(1%)
minecraft.used.comparator: #14, 109(1%)
minecraft.used.black_wool: #14, 117(1%)
minecraft.crafted.cherry_planks: #14, 52(1%)
minecraft.mined.magenta_stained_glass: #14, 6(1%)
minecraft.used.nether_bricks: #14, 98(1%)
minecraft.mined.smooth_quartz: #14, 42(1%)
minecraft.used.magma_block: #14, 240(1%)
minecraft.crafted.packed_mud: #14, 305(1%)
minecraft.crafted.smooth_stone_slab: #14, 116(1%)
minecraft.mined.snow: #14, 4555(1%)
minecraft.picked_up.slime_block: #14, 155(1%)
minecraft.picked_up.bread: #14, 103(1%)
minecraft.mined.deepslate_coal_ore: #14, 3(1%)
minecraft.used.redstone_block: #14, 165(1%)
minecraft.used.netherite_boots: #14, 4(1%)
minecraft.dropped.repeater: #14, 11(1%)
minecraft.picked_up.netherite_hoe: #14, 1(1%)
minecraft.picked_up.cobweb: #14, 44(1%)
minecraft.used.acacia_button: #14, 2(1%)
minecraft.crafted.wooden_axe: #14, 1(1%)
minecraft.used.jukebox: #14, 5(1%)
minecraft.mined.target: #14, 4(1%)
minecraft.crafted.lime_dye: #14, 244(1%)
minecraft.crafted.brown_dye: #14, 67(1%)
minecraft.dropped.minecart: #14, 4(1%)
minecraft.crafted.lime_stained_glass_pane: #14, 16(1%)
minecraft.picked_up.cobblestone_wall: #14, 17(1%)
minecraft.crafted.stone_brick_stairs: #14, 37(1%)
minecraft.dropped.azure_bluet: #14, 4(1%)
minecraft.used.stone_shovel: #14, 88(0%)
minecraft.dropped.book: #14, 3(1%)
minecraft.dropped.gunpowder: #14, 158(0%)
minecraft.crafted.polished_deepslate_wall: #14, 12(1%)
minecraft.crafted.stone_shovel: #14, 3(0%)
minecraft.dropped.iron_leggings: #14, 2(0%)
minecraft.used.bell: #14, 2(1%)
minecraft.picked_up.light_gray_stained_glass: #14, 28(0%)
minecraft.dropped.deepslate_redstone_ore: #14, 2(1%)
minecraft.picked_up.blackstone_slab: #14, 4(1%)
minecraft.dropped.stone_sword: #14, 3(0%)
minecraft.crafted.snow_block: #14, 428(0%)
minecraft.mined.crimson_fungus: #14, 6(0%)
minecraft.used.music_disc_13: #14, 1(0%)
minecraft.dropped.pointed_dripstone: #14, 7(0%)
minecraft.mined.gray_stained_glass: #14, 3(0%)
minecraft.mined.nether_sprouts: #14, 12(0%)
minecraft.dropped.obsidian: #14, 24(0%)
minecraft.used.packed_mud: #14, 35(0%)
minecraft.crafted.green_carpet: #14, 24(0%)
minecraft.mined.end_stone: #14, 151(0%)
minecraft.picked_up.copper_ingot: #14, 101(0%)
minecraft.dropped.blackstone: #14, 71(0%)
minecraft.mined.melon: #14, 10(0%)
minecraft.dropped.lantern: #14, 4(0%)
minecraft.picked_up.sugar: #14, 18(0%)
minecraft.picked_up.lime_stained_glass: #14, 10(0%)
minecraft.picked_up.oxidized_cut_copper: #14, 1(0%)
minecraft.picked_up.cyan_carpet: #14, 5(0%)
minecraft.dropped.white_carpet: #14, 2(0%)
minecraft.custom.climb_one_cm: #15, 1876073(2%)
minecraft.used.gray_stained_glass: #14, 41(0%)
minecraft.picked_up.chorus_flower: #14, 2(0%)
minecraft.dropped.bread: #14, 41(0%)
minecraft.picked_up.purple_bed: #14, 1(0%)
minecraft.used.air: #14, 4(0%)
minecraft.used.crimson_nylium: #14, 10(0%)
minecraft.picked_up.white_carpet: #14, 27(0%)
minecraft.used.twisting_vines: #14, 1(0%)
minecraft.used.green_carpet: #14, 8(0%)
minecraft.picked_up.light_gray_carpet: #14, 9(0%)
minecraft.crafted.pink_terracotta: #14, 8(0%)
minecraft.dropped.deepslate_bricks: #14, 2(0%)
minecraft.used.red_mushroom: #14, 4(0%)
minecraft.dropped.spectral_arrow: #14, 10(0%)
minecraft.dropped.polished_andesite: #14, 2(0%)
minecraft.used.stripped_warped_hyphae: #14, 1(0%)
minecraft.crafted.blue_terracotta: #14, 8(0%)
minecraft.mined.gray_terracotta: #14, 9(0%)
minecraft.crafted.filled_map: #14, 4(0%)
minecraft.used.light_blue_terracotta: #14, 2(0%)
minecraft.dropped.tnt: #14, 4(0%)
minecraft.picked_up.heavy_weighted_pressure_plate: #14, 1(0%)
minecraft.killed.zombie_villager: #15, 9(3%)
minecraft.crafted.oak_fence: #15, 159(3%)
minecraft.picked_up.gravel: #15, 11512(2%)
minecraft.used.spruce_sign: #15, 62(2%)
minecraft.picked_up.raw_gold: #15, 903(2%)
minecraft.crafted.spruce_trapdoor: #15, 460(2%)
minecraft.picked_up.iron_shovel: #15, 4(2%)
minecraft.picked_up.wheat_seeds: #15, 4240(1%)
minecraft.custom.interact_with_lectern: #15, 133(1%)
minecraft.crafted.bucket: #15, 152(2%)
minecraft.mined.smooth_basalt: #15, 383(2%)
minecraft.crafted.diamond_block: #15, 104(2%)
minecraft.picked_up.smooth_basalt: #15, 423(2%)
minecraft.dropped.written_book: #15, 3(2%)
minecraft.mined.oak_sign: #15, 4(2%)
minecraft.used.crossbow: #15, 19(2%)
minecraft.used.dandelion: #15, 8(2%)
minecraft.picked_up.obsidian: #15, 724(1%)
minecraft.used.sweet_berries: #15, 264(1%)
minecraft.crafted.redstone_torch: #15, 1170(1%)
minecraft.mined.lever: #15, 20(1%)
minecraft.picked_up.mossy_cobblestone: #15, 141(1%)
minecraft.used.potato: #15, 107(1%)
minecraft.picked_up.redstone_block: #15, 268(1%)
minecraft.mined.oxeye_daisy: #15, 4(2%)
minecraft.picked_up.redstone_lamp: #15, 22(1%)
minecraft.crafted.black_dye: #15, 1364(1%)
minecraft.used.note_block: #15, 59(1%)
minecraft.crafted.oak_slab: #15, 306(1%)
minecraft.picked_up.netherite_boots: #15, 6(1%)
minecraft.used.iron_shovel: #15, 918(1%)
minecraft.used.iron_chestplate: #15, 1(1%)
minecraft.dropped.netherite_boots: #15, 1(1%)
minecraft.crafted.redstone: #15, 3661(1%)
minecraft.mined.oak_stairs: #15, 17(1%)
minecraft.mined.glass_pane: #15, 12(1%)
minecraft.picked_up.flint_and_steel: #15, 12(1%)
minecraft.used.potion: #15, 67(1%)
minecraft.picked_up.campfire: #15, 18(1%)
minecraft.picked_up.black_concrete: #15, 514(1%)
minecraft.dropped.iron_block: #15, 92(1%)
minecraft.dropped.barrel: #15, 3(1%)
minecraft.crafted.raw_iron_block: #15, 63(1%)
minecraft.mined.campfire: #15, 9(1%)
minecraft.used.calcite: #15, 190(1%)
minecraft.dropped.iron_sword: #15, 2(1%)
minecraft.mined.stone_brick_wall: #15, 7(1%)
minecraft.mined.cyan_terracotta: #15, 103(1%)
minecraft.dropped.terracotta: #15, 24(1%)
minecraft.picked_up.iron_boots: #15, 5(1%)
minecraft.mined.mud_bricks: #15, 16(1%)
minecraft.dropped.lead: #15, 3(1%)
minecraft.mined.smithing_table: #15, 3(1%)
minecraft.mined.magma_block: #15, 296(1%)
minecraft.mined.mossy_cobblestone: #15, 48(1%)
minecraft.used.blast_furnace: #15, 7(1%)
minecraft.picked_up.oak_leaves: #15, 583(1%)
minecraft.crafted.birch_boat: #15, 1(1%)
minecraft.crafted.purple_shulker_box: #15, 1(1%)
minecraft.crafted.bread: #15, 233(1%)
minecraft.dropped.bone: #15, 178(0%)
minecraft.crafted.writable_book: #15, 7(1%)
minecraft.picked_up.prismarine: #15, 61(1%)
minecraft.mined.jukebox: #15, 3(1%)
minecraft.picked_up.smooth_quartz: #15, 43(0%)
minecraft.picked_up.cocoa_beans: #15, 141(0%)
minecraft.crafted.jukebox: #15, 2(0%)
minecraft.used.clay: #15, 140(0%)
minecraft.dropped.flowering_azalea: #15, 4(0%)
minecraft.picked_up.bell: #15, 2(0%)
minecraft.mined.allium: #15, 3(0%)
minecraft.picked_up.stone_brick_wall: #15, 7(0%)
minecraft.mined.polished_blackstone_button: #15, 2(1%)
minecraft.used.oak_button: #15, 2(0%)
minecraft.mined.crimson_roots: #15, 29(0%)
minecraft.used.oak_wood: #15, 21(0%)
minecraft.crafted.light_gray_carpet: #15, 36(0%)
minecraft.crafted.gray_stained_glass_pane: #15, 16(0%)
minecraft.crafted.bone_block: #15, 641(0%)
minecraft.used.experience_bottle: #15, 116(0%)
minecraft.mined.warped_stem: #15, 87(0%)
minecraft.mined.redstone_block: #15, 41(0%)
minecraft.picked_up.netherite_sword: #15, 1(0%)
minecraft.picked_up.red_candle: #15, 2(0%)
minecraft.dropped.stone_pressure_plate: #15, 2(0%)
minecraft.crafted.green_dye: #15, 64(0%)
minecraft.picked_up.crimson_fungus: #15, 25(0%)
minecraft.picked_up.magenta_stained_glass: #15, 6(0%)
minecraft.crafted.acacia_button: #15, 1(0%)
minecraft.crafted.blast_furnace: #15, 2(0%)
minecraft.crafted.stone_brick_wall: #15, 16(0%)
minecraft.mined.soul_fire: #15, 2(0%)
minecraft.mined.green_bed: #15, 2(0%)
minecraft.crafted.hay_block: #15, 32(0%)
minecraft.picked_up.mangrove_propagule: #15, 20(0%)
minecraft.mined.stripped_acacia_log: #15, 4(0%)
minecraft.used.green_bed: #15, 2(0%)
minecraft.picked_up.stripped_acacia_log: #15, 4(0%)
minecraft.dropped.sunflower: #15, 2(0%)
minecraft.used.cookie: #15, 1(0%)
minecraft.picked_up.lily_of_the_valley: #15, 5(0%)
minecraft.used.polished_blackstone_bricks: #15, 90(0%)
minecraft.crafted.white_carpet: #15, 30(0%)
minecraft.used.lime_stained_glass: #15, 20(0%)
minecraft.dropped.polished_deepslate: #15, 3(0%)
minecraft.crafted.birch_button: #15, 1(0%)
minecraft.crafted.enchanted_book: #15, 16(0%)
minecraft.crafted.deepslate_tiles: #15, 15(0%)
minecraft.mined.white_carpet: #15, 7(0%)
minecraft.picked_up.raw_copper_block: #15, 2(0%)
minecraft.picked_up.soul_torch: #15, 1(0%)
minecraft.dropped.potato: #15, 1(0%)
minecraft.picked_up.waxed_weathered_copper: #15, 1(0%)
minecraft.picked_up.raw_gold_block: #15, 1(0%)
minecraft.used.heavy_weighted_pressure_plate: #15, 2(0%)
minecraft.custom.sneak_time: #17, 3496634(2%)
minecraft.mined.tall_grass: #16, 379(2%)
minecraft.picked_up.coal_ore: #16, 1109(2%)
minecraft.picked_up.quartz: #16, 2275(2%)
minecraft.picked_up.player_head: #16, 437(1%)
minecraft.custom.interact_with_smithing_table: #16, 29(2%)
minecraft.dropped.torch: #16, 205(2%)
minecraft.crafted.diamond_axe: #16, 3(2%)
minecraft.mined.spruce_stairs: #16, 69(2%)
minecraft.mined.diamond_ore: #16, 9(2%)
minecraft.mined.gold_ore: #16, 113(2%)
minecraft.crafted.diamond_helmet: #16, 2(2%)
minecraft.mined.oak_trapdoor: #16, 19(1%)
minecraft.killed.trader_llama: #16, 6(2%)
minecraft.picked_up.shulker_box: #16, 978(1%)
minecraft.used.shulker_box: #16, 935(1%)
minecraft.mined.shulker_box: #16, 941(1%)
minecraft.mined.kelp: #16, 95(2%)
minecraft.mined.cobweb: #16, 87(2%)
minecraft.picked_up.spruce_sign: #16, 18(1%)
minecraft.picked_up.potion: #16, 41(1%)
minecraft.mined.flowering_azalea: #16, 29(1%)
minecraft.dropped.stone: #16, 2925(1%)
minecraft.picked_up.goat_horn: #16, 3(1%)
minecraft.picked_up.redstone_torch: #16, 86(1%)
minecraft.dropped.glass_bottle: #16, 70(1%)
minecraft.mined.moss_block: #16, 1189(1%)
minecraft.picked_up.totem_of_undying: #16, 17(1%)
minecraft.used.iron_helmet: #16, 1(1%)
minecraft.picked_up.nether_quartz_ore: #16, 180(1%)
minecraft.crafted.piston: #16, 241(1%)
minecraft.crafted.golden_helmet: #16, 1(1%)
minecraft.used.oak_trapdoor: #16, 68(1%)
minecraft.picked_up.nether_gold_ore: #16, 40(1%)
minecraft.picked_up.note_block: #16, 14(1%)
minecraft.picked_up.stone_shovel: #16, 1(1%)
minecraft.dropped.moss_block: #16, 79(1%)
minecraft.used.copper_ore: #16, 137(1%)
minecraft.crafted.oak_trapdoor: #16, 62(1%)
minecraft.mined.stone_pressure_plate: #16, 3(1%)
minecraft.picked_up.stripped_dark_oak_log: #16, 52(1%)
minecraft.dropped.deepslate: #16, 498(1%)
minecraft.picked_up.chainmail_chestplate: #16, 1(1%)
minecraft.custom.walk_under_water_one_cm: #17, 5205043(2%)
minecraft.picked_up.diamond_chestplate: #16, 2(1%)
minecraft.picked_up.glass_bottle: #16, 98(0%)
minecraft.crafted.bookshelf: #16, 170(1%)
minecraft.crafted.light_gray_dye: #16, 169(1%)
minecraft.used.cobblestone_stairs: #16, 33(1%)
minecraft.crafted.oak_wood: #16, 48(1%)
minecraft.mined.smooth_stone: #16, 37(1%)
minecraft.used.music_disc_otherside: #16, 1(1%)
minecraft.picked_up.jukebox: #16, 3(1%)
minecraft.picked_up.honey_block: #16, 18(0%)
minecraft.crafted.comparator: #16, 55(0%)
minecraft.picked_up.target: #16, 4(1%)
minecraft.picked_up.oxidized_cut_copper_stairs: #16, 6(1%)
minecraft.mined.birch_trapdoor: #16, 3(1%)
minecraft.picked_up.white_banner: #16, 19(0%)
minecraft.crafted.stone_button: #16, 101(0%)
minecraft.dropped.golden_leggings: #16, 2(0%)
minecraft.dropped.moss_carpet: #16, 55(0%)
minecraft.dropped.glass: #16, 85(0%)
minecraft.mined.oak_sapling: #16, 4(0%)
minecraft.crafted.hopper_minecart: #16, 15(0%)
minecraft.picked_up.smithing_table: #16, 3(0%)
minecraft.crafted.cobbled_deepslate_slab: #16, 36(0%)
minecraft.used.oak_sapling: #16, 94(0%)
minecraft.picked_up.cobblestone_slab: #16, 37(0%)
minecraft.mined.warped_roots: #16, 16(0%)
minecraft.killed.bat: #16, 1(0%)
minecraft.used.cocoa_beans: #16, 31(0%)
minecraft.picked_up.bone_meal: #16, 609(0%)
minecraft.picked_up.dead_bush: #16, 13(0%)
minecraft.crafted.deepslate_brick_slab: #16, 12(0%)
minecraft.crafted.black_shulker_box: #16, 1(0%)
minecraft.crafted.black_concrete_powder: #16, 488(0%)
minecraft.used.black_concrete_powder: #16, 500(0%)
minecraft.crafted.cyan_carpet: #16, 9(0%)
minecraft.used.cyan_carpet: #16, 12(0%)
minecraft.used.blackstone: #16, 288(0%)
minecraft.picked_up.netherite_leggings: #16, 1(0%)
minecraft.dropped.jungle_planks: #16, 2(0%)
minecraft.crafted.golden_carrot: #16, 121(0%)
minecraft.used.light_gray_carpet: #16, 28(0%)
minecraft.picked_up.green_bed: #16, 2(0%)
minecraft.picked_up.crimson_roots: #16, 74(0%)
minecraft.crafted.leather_boots: #16, 2(0%)
minecraft.mined.prismarine_bricks: #16, 10(0%)
minecraft.used.birch_planks: #16, 146(0%)
minecraft.crafted.gray_stained_glass: #16, 48(0%)
minecraft.crafted.light_gray_stained_glass: #16, 80(0%)
minecraft.mined.gray_concrete_powder: #16, 1(0%)
minecraft.picked_up.oxeye_daisy: #16, 10(0%)
minecraft.used.brown_mushroom: #16, 6(0%)
minecraft.crafted.raw_copper: #16, 99(0%)
minecraft.dropped.hopper: #16, 1(0%)
minecraft.crafted.light_blue_terracotta: #16, 16(0%)
minecraft.crafted.acacia_wood: #16, 6(0%)
minecraft.used.polished_blackstone_stairs: #16, 4(0%)
minecraft.crafted.purple_terracotta: #16, 8(0%)
minecraft.used.light_gray_stained_glass: #16, 26(0%)
minecraft.mined.stripped_jungle_log: #16, 2(0%)
minecraft.picked_up.stripped_jungle_log: #16, 2(0%)
minecraft.crafted.gray_terracotta: #16, 8(0%)
minecraft.crafted.heavy_weighted_pressure_plate: #16, 1(0%)
minecraft.used.gray_terracotta: #16, 2(0%)
minecraft.custom.interact_with_anvil: #17, 340(2%)
minecraft.mined.grass: #17, 2111(3%)
minecraft.mined.powder_snow: #17, 35(2%)
minecraft.mined.nether_quartz_ore: #17, 1213(2%)
minecraft.used.bucket: #17, 1654(1%)
minecraft.picked_up.iron_nugget: #17, 1025(1%)
minecraft.crafted.oak_planks: #17, 3194(1%)
minecraft.crafted.smooth_stone: #17, 227(2%)
minecraft.dropped.wheat_seeds: #17, 965(1%)
minecraft.custom.minecart_one_cm: #17, 879674(1%)
minecraft.used.cactus: #17, 67(2%)
minecraft.killed.player: #17, 21(1%)
minecraft.picked_up.gold_ore: #17, 23(1%)
minecraft.mined.cactus: #17, 32(1%)
minecraft.crafted.birch_planks: #17, 2904(1%)
minecraft.dropped.cobbled_deepslate: #17, 450(1%)
minecraft.picked_up.leather_helmet: #17, 3(1%)
minecraft.used.iron_leggings: #17, 1(1%)
minecraft.mined.loom: #17, 3(1%)
minecraft.dropped.redstone: #17, 140(1%)
minecraft.picked_up.yellow_shulker_box: #17, 49(1%)
minecraft.used.enchanting_table: #17, 1(1%)
minecraft.picked_up.music_disc_cat: #17, 4(1%)
minecraft.broken.iron_axe: #17, 1(1%)
minecraft.crafted.diamond_chestplate: #17, 2(1%)
minecraft.mined.black_concrete: #17, 517(1%)
minecraft.mined.potatoes: #17, 48(1%)
minecraft.used.diorite: #17, 141(1%)
minecraft.mined.large_fern: #17, 29(1%)
minecraft.crafted.minecart: #17, 44(1%)
minecraft.dropped.andesite: #17, 152(1%)
minecraft.mined.redstone_wall_torch: #17, 11(1%)
minecraft.broken.iron_shovel: #17, 2(1%)
minecraft.mined.smooth_stone_slab: #17, 20(1%)
minecraft.mined.dropper: #17, 18(1%)
minecraft.dropped.shears: #17, 7(1%)
minecraft.mined.oak_wall_sign: #17, 5(1%)
minecraft.used.stone_bricks: #17, 780(1%)
minecraft.used.smooth_stone_slab: #17, 130(1%)
minecraft.mined.cocoa: #17, 33(1%)
minecraft.crafted.lime_shulker_box: #17, 1(1%)
minecraft.used.deepslate_diamond_ore: #17, 100(0%)
minecraft.picked_up.sea_lantern: #17, 37(0%)
minecraft.picked_up.smooth_quartz_slab: #17, 19(0%)
minecraft.mined.warped_fungus: #17, 8(0%)
minecraft.picked_up.warped_nylium: #17, 32(0%)
minecraft.killed.horse: #17, 1(0%)
minecraft.dropped.leather_helmet: #17, 1(0%)
minecraft.dropped.golden_boots: #17, 2(0%)
minecraft.used.mossy_cobblestone_slab: #17, 11(0%)
minecraft.mined.spruce_fence_gate: #17, 3(0%)
minecraft.custom.fill_cauldron: #17, 3(0%)
minecraft.used.sand: #17, 875(0%)
minecraft.dropped.cooked_beef: #17, 5(0%)
minecraft.used.birch_trapdoor: #17, 6(0%)
minecraft.dropped.rotten_flesh: #17, 458(0%)
minecraft.picked_up.warped_stem: #17, 78(0%)
minecraft.picked_up.birch_trapdoor: #17, 3(0%)
minecraft.picked_up.prismarine_bricks: #17, 20(0%)
minecraft.crafted.warped_stairs: #17, 16(0%)
minecraft.crafted.wooden_sword: #17, 4(0%)
minecraft.picked_up.emerald: #17, 182(0%)
minecraft.killed.creeper: #17, 101(0%)
minecraft.picked_up.gray_stained_glass: #17, 3(0%)
minecraft.mined.diamond_block: #17, 5(0%)
minecraft.picked_up.green_terracotta: #17, 21(0%)
minecraft.picked_up.sculk_sensor: #17, 6(0%)
minecraft.used.warped_stairs: #17, 10(0%)
minecraft.picked_up.acacia_wood: #17, 1(0%)
minecraft.used.dark_oak_fence_gate: #17, 2(0%)
minecraft.mined.oxidized_cut_copper_slab: #17, 1(0%)
minecraft.crafted.golden_apple: #17, 2(0%)
minecraft.crafted.magenta_dye: #17, 10(0%)
minecraft.used.white_carpet: #17, 16(0%)
minecraft.killed.witch: #17, 2(0%)
minecraft.custom.crouch_one_cm: #18, 13654196(2%)
minecraft.broken.iron_pickaxe: #18, 6(3%)
minecraft.custom.time_since_death: #18, 2618177(1%)
minecraft.picked_up.cobblestone: #18, 18592(1%)
minecraft.picked_up.iron_ore: #18, 411(2%)
minecraft.used.cobblestone: #18, 1357(1%)
minecraft.mined.copper_ore: #18, 970(1%)
minecraft.used.stone_pickaxe: #18, 193(1%)
minecraft.picked_up.sweet_berries: #18, 365(1%)
minecraft.picked_up.moss_block: #18, 1571(1%)
minecraft.picked_up.blue_concrete_powder: #18, 18(1%)
minecraft.used.lever: #18, 68(1%)
minecraft.used.redstone_torch: #18, 142(1%)
minecraft.crafted.ender_eye: #18, 15(1%)
minecraft.picked_up.rail: #18, 498(1%)
minecraft.crafted.armor_stand: #18, 30(1%)
minecraft.broken.shears: #18, 4(1%)
minecraft.used.yellow_shulker_box: #18, 48(1%)
minecraft.picked_up.lever: #18, 37(1%)
minecraft.picked_up.shears: #18, 9(1%)
minecraft.used.minecart: #18, 23(1%)
minecraft.custom.interact_with_blast_furnace: #18, 44(1%)
minecraft.crafted.redstone_block: #18, 377(1%)
minecraft.dropped.iron_shovel: #18, 1(1%)
minecraft.picked_up.minecart: #18, 25(1%)
minecraft.picked_up.loom: #18, 3(1%)
minecraft.mined.polished_blackstone_slab: #18, 23(1%)
minecraft.picked_up.golden_chestplate: #18, 3(1%)
minecraft.crafted.diamond_leggings: #18, 2(1%)
minecraft.used.stone_slab: #18, 547(1%)
minecraft.mined.redstone_torch: #18, 20(1%)
minecraft.used.gold_ore: #18, 8(1%)
minecraft.mined.warped_nylium: #18, 45(1%)
minecraft.mined.rail: #18, 239(1%)
minecraft.picked_up.deepslate_diamond_ore: #18, 122(1%)
minecraft.used.dropper: #18, 51(1%)
minecraft.used.flowering_azalea_leaves: #18, 74(1%)
minecraft.picked_up.music_disc_13: #18, 3(1%)
minecraft.crafted.glow_item_frame: #18, 9(1%)
minecraft.used.bookshelf: #18, 83(0%)
minecraft.mined.spore_blossom: #18, 2(0%)
minecraft.used.lectern: #18, 39(0%)
minecraft.used.smooth_quartz_slab: #18, 58(0%)
minecraft.custom.eat_cake_slice: #18, 1(0%)
minecraft.picked_up.suspicious_stew: #18, 1(0%)
minecraft.mined.birch_fence: #18, 5(0%)
minecraft.used.stone_brick_wall: #18, 30(0%)
minecraft.crafted.green_shulker_box: #18, 1(0%)
minecraft.picked_up.spore_blossom: #18, 2(0%)
minecraft.crafted.yellow_shulker_box: #18, 1(0%)
minecraft.used.big_dripleaf: #18, 3(0%)
minecraft.picked_up.clay_ball: #18, 501(0%)
minecraft.mined.bookshelf: #18, 52(0%)
minecraft.used.smooth_stone: #18, 66(0%)
minecraft.crafted.birch_trapdoor: #18, 8(0%)
minecraft.crafted.raw_gold_block: #18, 8(0%)
minecraft.crafted.mossy_cobblestone_slab: #18, 4(0%)
minecraft.mined.exposed_copper: #18, 4(0%)
minecraft.used.glass_pane: #18, 10(0%)
minecraft.used.target: #18, 4(0%)
minecraft.used.stripped_dark_oak_log: #18, 7(0%)
minecraft.picked_up.allium: #18, 4(0%)
minecraft.used.smooth_basalt: #18, 25(0%)
minecraft.crafted.compass: #18, 20(0%)
minecraft.crafted.dark_oak_fence_gate: #18, 2(0%)
minecraft.picked_up.twisting_vines: #18, 2(0%)
minecraft.picked_up.warped_roots: #18, 18(0%)
minecraft.mined.packed_mud: #18, 1(0%)
minecraft.mined.blue_terracotta: #18, 1(0%)
minecraft.mined.sculk: #18, 8(0%)
minecraft.picked_up.sculk: #18, 2(0%)
minecraft.picked_up.cyan_shulker_box: #19, 131(2%)
minecraft.mined.cyan_shulker_box: #19, 127(2%)
minecraft.picked_up.redstone: #19, 3560(2%)
minecraft.picked_up.raw_iron: #19, 1460(1%)
minecraft.used.spruce_trapdoor: #19, 369(1%)
minecraft.killed_by.player: #19, 24(1%)
minecraft.mined.spruce_trapdoor: #19, 71(1%)
minecraft.used.brewing_stand: #19, 6(1%)
minecraft.crafted.lever: #19, 57(1%)
minecraft.picked_up.raw_copper: #19, 2321(1%)
minecraft.picked_up.phantom_membrane: #19, 12(1%)
minecraft.picked_up.pointed_dripstone: #19, 160(1%)
minecraft.mined.deepslate_diamond_ore: #19, 256(1%)
minecraft.mined.yellow_shulker_box: #19, 47(1%)
minecraft.picked_up.golden_helmet: #19, 4(1%)
minecraft.mined.stripped_crimson_stem: #19, 31(1%)
minecraft.crafted.coal: #19, 450(1%)
minecraft.picked_up.stripped_crimson_stem: #19, 27(1%)
minecraft.used.copper_block: #19, 310(1%)
minecraft.crafted.note_block: #19, 31(1%)
minecraft.picked_up.clay: #19, 269(1%)
minecraft.picked_up.coarse_dirt: #19, 84(0%)
minecraft.mined.stripped_dark_oak_log: #19, 33(0%)
minecraft.crafted.glass: #19, 1088(0%)
minecraft.picked_up.music_disc_otherside: #19, 1(0%)
minecraft.killed_by.warden: #19, 1(0%)
minecraft.picked_up.trident: #19, 1(0%)
minecraft.mined.pointed_dripstone: #19, 10(0%)
minecraft.picked_up.coal_block: #19, 17(0%)
minecraft.picked_up.stone_pressure_plate: #19, 2(0%)
minecraft.picked_up.azure_bluet: #19, 16(0%)
minecraft.mined.lily_of_the_valley: #19, 1(0%)
minecraft.picked_up.gunpowder: #19, 223(0%)
minecraft.crafted.stone_slab: #19, 112(0%)
minecraft.picked_up.emerald_ore: #19, 2(0%)
minecraft.dropped.oak_planks: #19, 6(0%)
minecraft.mined.yellow_wool: #19, 8(0%)
minecraft.picked_up.spruce_fence_gate: #19, 3(0%)
minecraft.picked_up.book: #19, 104(0%)
minecraft.crafted.cooked_porkchop: #19, 2(0%)
minecraft.picked_up.lectern: #19, 13(0%)
minecraft.killed.zombie: #19, 266(0%)
minecraft.used.soul_sand: #19, 39(0%)
minecraft.crafted.raw_copper_block: #19, 24(0%)
minecraft.crafted.cobblestone_stairs: #19, 3(0%)
minecraft.picked_up.warped_fungus: #19, 11(0%)
minecraft.dropped.azalea: #19, 2(0%)
minecraft.used.oxidized_cut_copper_stairs: #19, 6(0%)
minecraft.used.weathered_copper: #19, 1(0%)
minecraft.dropped.emerald: #19, 61(0%)
minecraft.used.sandstone: #19, 21(0%)
minecraft.used.warped_trapdoor: #19, 2(0%)
minecraft.mined.mangrove_propagule: #19, 1(0%)
minecraft.used.warped_stem: #19, 14(0%)
minecraft.used.trident: #19, 5(0%)
minecraft.picked_up.green_carpet: #19, 1(0%)
minecraft.mined.gravel: #20, 7754(2%)
minecraft.killed.spider: #20, 42(1%)
minecraft.mined.fire: #20, 178(1%)
minecraft.killed_by.vex: #20, 2(1%)
minecraft.picked_up.rotten_flesh: #20, 572(1%)
minecraft.custom.inspect_dropper: #20, 227(1%)
minecraft.used.stone_brick_stairs: #20, 68(1%)
minecraft.picked_up.golden_leggings: #20, 2(1%)
minecraft.used.polished_andesite: #20, 222(1%)
minecraft.used.white_wool: #20, 167(0%)
minecraft.mined.clay: #20, 335(0%)
