stat, rank, value, (percentage) 
minecraft.mined.tuff: #22, 1902(1%)
minecraft.used.chipped_anvil: #22, 2(1%)
minecraft.dropped.cobbled_deepslate: #22, 269(1%)
minecraft.custom.time_since_death: #22, 692300(0%)
minecraft.custom.inspect_dropper: #22, 108(0%)
minecraft.used.note_block: #22, 18(0%)
minecraft.dropped.bow: #22, 11(0%)
minecraft.mined.observer: #22, 27(0%)
minecraft.mined.smithing_table: #22, 1(0%)
minecraft.used.moss_block: #22, 398(0%)
minecraft.picked_up.sticky_piston: #22, 12(0%)
minecraft.used.sand: #22, 462(0%)
minecraft.crafted.redstone_lamp: #22, 8(0%)
minecraft.custom.trigger_trapped_chest: #22, 1(0%)
minecraft.crafted.cooked_porkchop: #22, 1(0%)
minecraft.mined.brown_mushroom: #22, 3(0%)
minecraft.used.birch_planks: #22, 92(0%)
minecraft.crafted.cyan_terracotta: #22, 32(0%)
minecraft.picked_up.spectral_arrow: #22, 10(0%)
minecraft.picked_up.gold_block: #22, 5(0%)
minecraft.mined.slime_block: #22, 6(0%)
minecraft.mined.tnt: #22, 1(0%)
minecraft.mined.quartz_block: #22, 2(0%)
minecraft.crafted.sugar: #22, 2(0%)
minecraft.used.tnt: #22, 3(0%)
minecraft.used.netherite_pickaxe: #22, 3(0%)
minecraft.killed_by.player: #23, 20(1%)
minecraft.used.carved_pumpkin: #23, 4(1%)
minecraft.mined.player_wall_head: #23, 4(1%)
minecraft.dropped.redstone_block: #23, 11(0%)
minecraft.used.oak_slab: #23, 30(0%)
minecraft.mined.hopper: #23, 29(0%)
minecraft.used.composter: #23, 14(0%)
minecraft.picked_up.dropper: #23, 11(0%)
minecraft.picked_up.redstone_lamp: #23, 4(0%)
minecraft.used.totem_of_undying: #23, 2(0%)
minecraft.used.ender_pearl: #23, 12(0%)
minecraft.mined.cyan_terracotta: #23, 24(0%)
minecraft.picked_up.cyan_terracotta: #23, 25(0%)
minecraft.mined.comparator: #23, 3(0%)
minecraft.mined.iron_bars: #23, 3(0%)
minecraft.mined.red_bed: #23, 1(0%)
minecraft.mined.dripstone_block: #23, 5(0%)
minecraft.mined.deepslate_brick_stairs: #23, 1(0%)
minecraft.dropped.gold_nugget: #23, 1(0%)
minecraft.used.mud: #23, 1(0%)
minecraft.crafted.oak_planks: #24, 2136(1%)
minecraft.picked_up.white_bed: #24, 11(0%)
minecraft.mined.white_bed: #24, 9(0%)
minecraft.killed.pig: #24, 2(0%)
minecraft.picked_up.observer: #24, 37(0%)
minecraft.crafted.redstone: #24, 981(0%)
minecraft.mined.oak_trapdoor: #24, 3(0%)
minecraft.picked_up.crimson_planks: #24, 12(0%)
minecraft.picked_up.music_disc_cat: #24, 1(0%)
minecraft.crafted.coal: #24, 117(0%)
minecraft.mined.sticky_piston: #24, 7(0%)
minecraft.killed.piglin: #24, 2(0%)
minecraft.custom.time_since_rest: #24, 82659(0%)
minecraft.picked_up.comparator: #24, 3(0%)
minecraft.used.redstone_block: #24, 13(0%)
minecraft.mined.lime_terracotta: #24, 5(0%)
minecraft.mined.deepslate_bricks: #24, 8(0%)
minecraft.picked_up.deepslate_tile_slab: #24, 2(0%)
minecraft.used.gold_block: #24, 3(0%)
minecraft.used.redstone_lamp: #24, 1(0%)
minecraft.crafted.gold_block: #24, 7(0%)
minecraft.picked_up.green_concrete: #24, 1(0%)
minecraft.picked_up.elytra: #25, 16(1%)
minecraft.dropped.diamond_axe: #25, 2(1%)
minecraft.custom.play_record: #25, 4(0%)
minecraft.used.white_bed: #25, 8(0%)
minecraft.mined.redstone_wall_torch: #25, 3(0%)
minecraft.mined.repeater: #25, 8(0%)
minecraft.used.birch_log: #25, 38(0%)
minecraft.crafted.spruce_fence: #25, 30(0%)
minecraft.used.spruce_fence: #25, 27(0%)
minecraft.picked_up.repeater: #25, 9(0%)
minecraft.picked_up.redstone_block: #25, 14(0%)
minecraft.mined.redstone_torch: #25, 2(0%)
minecraft.mined.oak_fence: #26, 3(0%)
minecraft.custom.tune_noteblock: #26, 39(0%)
minecraft.picked_up.redstone_torch: #26, 9(0%)
minecraft.crafted.white_bed: #26, 1(0%)
minecraft.used.cyan_terracotta: #26, 33(0%)
minecraft.mined.redstone_block: #26, 3(0%)
minecraft.crafted.redstone_block: #27, 71(0%)
minecraft.picked_up.netherite_pickaxe: #27, 1(0%)
minecraft.mined.redstone_wire: #27, 12(0%)
minecraft.mined.deepslate_tiles: #27, 4(0%)
minecraft.picked_up.spruce_fence: #27, 2(0%)
minecraft.picked_up.deepslate_tiles: #27, 3(0%)
minecraft.picked_up.diamond_shovel: #28, 6(1%)
minecraft.used.bone_block: #28, 1(0%)
minecraft.picked_up.gold_nugget: #28, 1(0%)
minecraft.used.cooked_porkchop: #37, 1(0%)
