stat, rank, value, (percentage) 
minecraft.crafted.acacia_slab: #19, 6(0%)
minecraft.crafted.white_stained_glass_pane: #19, 16(0%)
minecraft.mined.mangrove_roots: #19, 29(0%)
minecraft.used.white_banner: #19, 1(0%)
minecraft.mined.mangrove_leaves: #19, 80(0%)
minecraft.picked_up.feather: #19, 31(0%)
minecraft.picked_up.mangrove_roots: #19, 41(0%)
minecraft.mined.prismarine_bricks: #19, 7(0%)
minecraft.crafted.green_terracotta: #19, 40(0%)
minecraft.crafted.gray_concrete_powder: #19, 48(0%)
minecraft.used.green_concrete_powder: #19, 32(0%)
minecraft.crafted.green_concrete_powder: #19, 32(0%)
minecraft.used.stone_hoe: #19, 3(0%)
minecraft.picked_up.mangrove_propagule: #19, 4(0%)
minecraft.used.brown_terracotta: #19, 6(0%)
minecraft.picked_up.orange_terracotta: #19, 17(0%)
minecraft.picked_up.raw_iron_block: #19, 3(0%)
minecraft.used.verdant_froglight: #19, 1(0%)
minecraft.custom.swim_one_cm: #20, 2426378(2%)
minecraft.picked_up.diamond: #20, 452(1%)
minecraft.mined.dark_oak_log: #20, 1806(1%)
minecraft.mined.oak_leaves: #20, 1170(1%)
minecraft.picked_up.phantom_membrane: #20, 12(1%)
minecraft.picked_up.birch_boat: #20, 2(1%)
minecraft.used.deepslate_redstone_ore: #20, 46(1%)
minecraft.killed.skeleton: #20, 397(0%)
minecraft.picked_up.birch_sapling: #20, 118(0%)
minecraft.crafted.diamond: #20, 144(0%)
minecraft.crafted.birch_slab: #20, 36(0%)
minecraft.custom.eat_cake_slice: #20, 1(0%)
minecraft.picked_up.smooth_quartz_stairs: #20, 6(0%)
minecraft.crafted.green_shulker_box: #20, 1(0%)
minecraft.picked_up.cut_copper_stairs: #20, 2(0%)
minecraft.used.rose_bush: #20, 3(0%)
minecraft.mined.dark_oak_leaves: #20, 119(0%)
minecraft.used.gold_ore: #20, 2(0%)
minecraft.mined.mangrove_slab: #20, 2(0%)
minecraft.picked_up.mangrove_planks: #20, 2(0%)
minecraft.used.gray_concrete_powder: #20, 54(0%)
minecraft.mined.stripped_dark_oak_log: #20, 6(0%)
minecraft.used.white_stained_glass_pane: #20, 7(0%)
minecraft.picked_up.black_stained_glass: #20, 4(0%)
minecraft.used.stripped_dark_oak_log: #20, 3(0%)
minecraft.crafted.black_stained_glass: #20, 40(0%)
minecraft.used.red_terracotta: #20, 10(0%)
minecraft.crafted.lime_terracotta: #20, 12(0%)
minecraft.used.orange_terracotta: #20, 2(0%)
minecraft.picked_up.dark_oak_log: #21, 1884(1%)
minecraft.used.sunflower: #21, 3(1%)
minecraft.used.oak_fence: #21, 38(1%)
minecraft.picked_up.lantern: #21, 45(1%)
minecraft.mined.dark_oak_stairs: #21, 13(1%)
minecraft.picked_up.filled_map: #21, 323(0%)
minecraft.custom.target_hit: #21, 9(0%)
minecraft.used.flowering_azalea_leaves: #21, 46(0%)
minecraft.used.birch_log: #21, 58(0%)
minecraft.used.dark_oak_planks: #21, 64(0%)
minecraft.mined.cocoa: #21, 12(0%)
minecraft.mined.birch_sapling: #21, 1(0%)
minecraft.picked_up.bundle: #21, 2(0%)
minecraft.used.azalea: #21, 8(0%)
minecraft.used.diamond_block: #21, 5(0%)
minecraft.crafted.glass_pane: #21, 32(0%)
minecraft.picked_up.mangrove_slab: #21, 2(0%)
minecraft.mined.lime_terracotta: #21, 7(0%)
minecraft.mined.bricks: #21, 2(0%)
minecraft.used.yellow_terracotta: #21, 3(0%)
minecraft.used.bricks: #21, 2(0%)
minecraft.crafted.golden_carrot: #21, 2(0%)
minecraft.used.black_stained_glass: #21, 1(0%)
minecraft.picked_up.raw_iron: #22, 1046(1%)
minecraft.picked_up.arrow: #22, 796(1%)
minecraft.crafted.stone_pickaxe: #22, 2(1%)
minecraft.crafted.diamond_helmet: #22, 1(1%)
minecraft.mined.birch_log: #22, 754(1%)
minecraft.picked_up.pumpkin_pie: #22, 86(1%)
minecraft.mined.emerald_ore: #22, 5(0%)
minecraft.mined.dark_oak_planks: #22, 26(0%)
minecraft.picked_up.diamond_block: #22, 11(0%)
minecraft.used.stripped_crimson_stem: #22, 3(0%)
minecraft.mined.birch_planks: #22, 26(0%)
minecraft.picked_up.cocoa_beans: #22, 45(0%)
minecraft.used.lilac: #22, 1(0%)
minecraft.dropped.apple: #22, 2(0%)
minecraft.picked_up.stripped_dark_oak_log: #22, 6(0%)
minecraft.crafted.lime_dye: #22, 34(0%)
minecraft.picked_up.grass: #22, 6(0%)
minecraft.used.birch_leaves: #22, 12(0%)
minecraft.used.green_terracotta: #22, 8(0%)
minecraft.crafted.white_stained_glass: #22, 8(0%)
minecraft.dropped.sandstone: #22, 1(0%)
minecraft.used.white_stained_glass: #22, 2(0%)
minecraft.picked_up.shield: #23, 3(1%)
minecraft.crafted.oak_fence: #23, 39(1%)
minecraft.picked_up.grass_block: #23, 3578(1%)
minecraft.used.coal_ore: #23, 142(1%)
minecraft.dropped.oak_log: #23, 60(0%)
minecraft.picked_up.dark_oak_stairs: #23, 13(0%)
minecraft.crafted.copper_ingot: #23, 190(0%)
minecraft.dropped.diamond_block: #23, 5(0%)
minecraft.used.flowering_azalea: #23, 3(0%)
minecraft.picked_up.mangrove_log: #23, 29(0%)
minecraft.picked_up.egg: #23, 23(0%)
minecraft.picked_up.lime_terracotta: #23, 9(0%)
minecraft.crafted.moss_carpet: #23, 6(0%)
minecraft.used.egg: #23, 15(0%)
minecraft.killed.chicken: #23, 6(0%)
minecraft.mined.diamond_block: #23, 1(0%)
minecraft.used.lime_terracotta: #23, 8(0%)
minecraft.mined.yellow_concrete: #23, 2(0%)
minecraft.used.netherite_pickaxe: #23, 2(0%)
minecraft.custom.player_kills: #24, 8(1%)
minecraft.picked_up.birch_log: #24, 808(1%)
minecraft.picked_up.dark_oak_planks: #24, 117(1%)
minecraft.picked_up.apple: #24, 44(1%)
minecraft.picked_up.raw_gold: #24, 174(0%)
minecraft.dropped.golden_carrot: #24, 35(0%)
minecraft.used.moss_carpet: #24, 36(0%)
minecraft.picked_up.dark_oak_sapling: #24, 34(0%)
minecraft.mined.stripped_spruce_log: #24, 20(0%)
minecraft.crafted.diamond_block: #24, 9(0%)
minecraft.picked_up.stripped_spruce_log: #24, 19(0%)
minecraft.picked_up.salmon: #24, 2(0%)
minecraft.picked_up.white_terracotta: #24, 29(0%)
minecraft.picked_up.blue_concrete_powder: #24, 1(0%)
minecraft.crafted.brown_dye: #24, 8(0%)
minecraft.picked_up.stripped_oak_log: #24, 7(0%)
minecraft.mined.stripped_oak_log: #24, 5(0%)
minecraft.picked_up.yellow_concrete: #24, 2(0%)
minecraft.picked_up.yellow_terracotta: #24, 2(0%)
minecraft.mined.gray_concrete: #24, 1(0%)
minecraft.killed.player: #25, 10(0%)
minecraft.custom.enchant_item: #25, 8(0%)
minecraft.crafted.lantern: #25, 31(0%)
minecraft.used.golden_carrot: #25, 58(0%)
minecraft.used.grass_block: #25, 687(0%)
minecraft.picked_up.birch_leaves: #25, 29(0%)
minecraft.used.dark_oak_sapling: #25, 4(0%)
minecraft.picked_up.green_terracotta: #25, 2(0%)
minecraft.picked_up.gray_concrete: #25, 4(0%)
minecraft.picked_up.prismarine_bricks: #25, 1(0%)
minecraft.used.terracotta: #25, 2(0%)
minecraft.mined.sandstone: #25, 1(0%)
minecraft.crafted.diamond_sword: #26, 1(1%)
minecraft.mined.birch_leaves: #26, 165(0%)
minecraft.dropped.pumpkin_pie: #26, 3(0%)
minecraft.dropped.egg: #26, 1(0%)
minecraft.picked_up.white_concrete: #26, 1(0%)
minecraft.mined.white_concrete: #26, 1(0%)
minecraft.used.elytra: #27, 3(0%)
minecraft.used.stone_pickaxe: #27, 31(0%)
minecraft.used.birch_planks: #27, 23(0%)
minecraft.used.white_concrete: #27, 1(0%)
minecraft.custom.time_since_rest: #32, 47433(0%)
minecraft.custom.time_since_death: #51, 47355(0%)
