stat, rank, value, (percentage) 
minecraft.mined.light_gray_carpet: #8, 128(3%)
minecraft.mined.light_gray_concrete_powder: #8, 96(3%)
minecraft.picked_up.magenta_shulker_box: #8, 41(3%)
minecraft.mined.magenta_shulker_box: #8, 41(3%)
minecraft.crafted.dark_oak_fence: #8, 249(3%)
minecraft.used.orange_bed: #8, 8(4%)
minecraft.picked_up.birch_leaves: #8, 2154(2%)
minecraft.crafted.lime_stained_glass_pane: #8, 208(3%)
minecraft.broken.stone_axe: #8, 1(5%)
minecraft.crafted.loom: #8, 44(3%)
minecraft.dropped.water_bucket: #8, 10(3%)
minecraft.crafted.acacia_trapdoor: #8, 286(3%)
minecraft.picked_up.light_gray_shulker_box: #8, 74(3%)
minecraft.mined.light_gray_shulker_box: #8, 67(3%)
minecraft.used.stone_stairs: #8, 295(2%)
minecraft.broken.iron_shovel: #8, 10(2%)
minecraft.picked_up.crimson_trapdoor: #8, 53(3%)
minecraft.used.seagrass: #8, 20(5%)
minecraft.used.light_gray_shulker_box: #8, 68(3%)
minecraft.picked_up.light_gray_concrete: #8, 1168(2%)
minecraft.mined.green_terracotta: #8, 74(3%)
minecraft.mined.granite_stairs: #8, 6(4%)
minecraft.crafted.chiseled_stone_bricks: #8, 368(3%)
minecraft.killed.drowned: #8, 256(2%)
minecraft.custom.damage_taken: #9, 410462(5%)
minecraft.mined.light_blue_carpet: #8, 23(2%)
minecraft.used.wither_rose: #8, 180(3%)
minecraft.dropped.repeater: #8, 28(3%)
minecraft.crafted.purple_dye: #8, 508(2%)
minecraft.crafted.hay_block: #8, 178(2%)
minecraft.mined.coarse_dirt: #8, 542(2%)
minecraft.crafted.birch_trapdoor: #8, 168(2%)
minecraft.dropped.cactus: #8, 188(2%)
minecraft.killed_by.enderman: #8, 1(4%)
minecraft.used.wooden_hoe: #8, 21(3%)
minecraft.dropped.jungle_leaves: #8, 85(3%)
minecraft.picked_up.melon: #8, 328(2%)
minecraft.used.light_blue_concrete: #8, 720(2%)
minecraft.crafted.crimson_hyphae: #8, 177(4%)
minecraft.used.brain_coral_fan: #8, 7(3%)
minecraft.crafted.dark_oak_boat: #8, 1(4%)
minecraft.mined.dark_oak_slab: #9, 435(7%)
minecraft.picked_up.brown_wool: #8, 269(2%)
minecraft.dropped.apple: #8, 27(2%)
minecraft.dropped.coal_block: #8, 47(3%)
minecraft.picked_up.gray_concrete_powder: #8, 2044(2%)
minecraft.picked_up.iron_helmet: #9, 26(6%)
minecraft.picked_up.charcoal: #8, 15(2%)
minecraft.dropped.weeping_vines: #8, 29(2%)
minecraft.dropped.spruce_log: #8, 202(2%)
minecraft.picked_up.golden_chestplate: #9, 24(5%)
minecraft.crafted.dried_kelp: #8, 455(2%)
minecraft.picked_up.red_wool: #8, 307(1%)
minecraft.dropped.heavy_weighted_pressure_plate: #8, 5(3%)
minecraft.crafted.yellow_bed: #8, 1(3%)
minecraft.used.brown_stained_glass: #8, 52(2%)
minecraft.mined.sponge: #8, 92(2%)
minecraft.mined.warped_wall_sign: #8, 2(3%)
minecraft.dropped.salmon: #8, 9(1%)
minecraft.mined.magenta_concrete_powder: #8, 2(2%)
minecraft.picked_up.flint: #9, 1348(5%)
minecraft.dropped.acacia_trapdoor: #8, 10(2%)
minecraft.crafted.light_gray_terracotta: #8, 416(2%)
minecraft.picked_up.rail: #9, 2450(5%)
minecraft.crafted.acacia_button: #8, 5(2%)
minecraft.dropped.feather: #8, 95(1%)
minecraft.used.wet_sponge: #8, 83(1%)
minecraft.picked_up.acacia_door: #8, 3(2%)
minecraft.mined.cyan_concrete_powder: #8, 8(2%)
minecraft.crafted.apple: #8, 128(2%)
minecraft.picked_up.cyan_stained_glass_pane: #8, 30(2%)
minecraft.used.clay: #8, 86(1%)
minecraft.crafted.magenta_stained_glass_pane: #8, 16(2%)
minecraft.crafted.redstone_torch: #9, 3674(5%)
minecraft.picked_up.crimson_sign: #8, 3(1%)
minecraft.used.magenta_stained_glass_pane: #8, 11(2%)
minecraft.used.purple_bed: #8, 7(1%)
minecraft.crafted.crossbow: #8, 21(1%)
minecraft.dropped.black_stained_glass: #8, 24(2%)
minecraft.crafted.cooked_cod: #8, 39(1%)
minecraft.used.wither_skeleton_skull: #8, 12(1%)
minecraft.dropped.oxeye_daisy: #8, 25(1%)
minecraft.mined.heavy_weighted_pressure_plate: #8, 4(1%)
minecraft.killed.wither: #8, 3(1%)
minecraft.used.magenta_wool: #8, 16(1%)
minecraft.dropped.wooden_sword: #8, 2(1%)
minecraft.crafted.iron_ingot: #9, 27180(5%)
minecraft.broken.stone_pickaxe: #8, 2(1%)
minecraft.crafted.stone_bricks: #9, 12608(5%)
minecraft.picked_up.acacia_wood: #8, 12(1%)
minecraft.used.rail: #9, 2502(4%)
minecraft.crafted.yellow_terracotta: #8, 88(1%)
minecraft.crafted.yellow_wool: #8, 10(1%)
minecraft.killed.wither_skeleton: #8, 213(1%)
minecraft.mined.stripped_oak_wood: #8, 33(1%)
minecraft.dropped.orange_concrete: #8, 2(1%)
minecraft.mined.composter: #9, 48(5%)
minecraft.dropped.cocoa_beans: #8, 74(1%)
minecraft.mined.light_blue_bed: #8, 15(1%)
minecraft.picked_up.polished_granite_slab: #8, 4(1%)
minecraft.picked_up.polished_diorite_stairs: #8, 9(1%)
minecraft.crafted.bell: #8, 6(1%)
minecraft.crafted.light_gray_bed: #8, 1(1%)
minecraft.dropped.quartz_stairs: #8, 1(1%)
minecraft.dropped.cooked_cod: #8, 4(0%)
minecraft.crafted.pink_stained_glass_pane: #8, 16(1%)
minecraft.mined.cactus: #9, 105(5%)
minecraft.picked_up.map: #8, 2(0%)
minecraft.crafted.comparator: #9, 402(5%)
minecraft.mined.prismarine_stairs: #8, 2(0%)
minecraft.crafted.hopper: #9, 1384(4%)
minecraft.picked_up.honeycomb: #8, 42(0%)
minecraft.used.polished_andesite_slab: #9, 957(4%)
minecraft.picked_up.prismarine_stairs: #8, 1(0%)
minecraft.picked_up.netherite_axe: #9, 24(4%)
minecraft.picked_up.andesite: #9, 16094(4%)
minecraft.dropped.cobblestone: #9, 8907(4%)
minecraft.used.potato: #9, 341(5%)
minecraft.dropped.glass: #9, 397(5%)
minecraft.used.oak_slab: #9, 663(4%)
minecraft.crafted.diamond_helmet: #9, 6(4%)
minecraft.crafted.blue_dye: #9, 2379(4%)
minecraft.picked_up.bone_meal: #9, 1852(4%)
minecraft.mined.nether_bricks: #9, 1341(4%)
minecraft.used.dark_oak_trapdoor: #9, 491(4%)
minecraft.picked_up.netherite_sword: #9, 20(4%)
minecraft.mined.oxeye_daisy: #9, 55(4%)
minecraft.killed_by.creeper: #9, 6(4%)
minecraft.crafted.red_dye: #9, 1894(4%)
minecraft.picked_up.dark_oak_slab: #9, 497(4%)
minecraft.used.poppy: #9, 19(4%)
minecraft.crafted.birch_planks: #9, 7143(3%)
minecraft.used.cobblestone_slab: #9, 914(4%)
minecraft.dropped.leather_chestplate: #9, 15(4%)
minecraft.picked_up.composter: #9, 45(4%)
minecraft.used.iron_block: #9, 5294(3%)
minecraft.mined.weeping_vines_plant: #9, 52(4%)
minecraft.mined.nether_brick_fence: #9, 45(4%)
minecraft.mined.terracotta: #9, 13378(3%)
minecraft.used.diorite: #9, 755(3%)
minecraft.dropped.firework_rocket: #9, 1005(3%)
minecraft.crafted.glass_pane: #9, 576(3%)
minecraft.picked_up.terracotta: #9, 13328(3%)
minecraft.dropped.diamond_sword: #9, 9(3%)
minecraft.crafted.iron_bars: #9, 1184(3%)
minecraft.picked_up.name_tag: #9, 33(3%)
minecraft.mined.jungle_sign: #9, 4(4%)
minecraft.mined.cornflower: #9, 44(3%)
minecraft.dropped.stone_button: #9, 84(4%)
minecraft.mined.nether_sprouts: #9, 186(3%)
minecraft.crafted.shulker_box: #9, 206(3%)
minecraft.used.bread: #9, 143(3%)
minecraft.crafted.dark_oak_trapdoor: #9, 376(3%)
minecraft.crafted.spruce_stairs: #9, 420(3%)
minecraft.mined.dark_oak_sign: #9, 2(5%)
minecraft.mined.stone_stairs: #9, 101(3%)
minecraft.used.ender_pearl: #9, 472(3%)
minecraft.mined.white_terracotta: #9, 1837(3%)
minecraft.picked_up.black_stained_glass: #9, 271(3%)
minecraft.used.stone_brick_slab: #9, 1802(3%)
minecraft.mined.white_wool: #9, 125(3%)
minecraft.used.granite: #9, 1086(3%)
minecraft.killed.pufferfish: #9, 13(4%)
minecraft.killed.iron_golem: #9, 21(4%)
minecraft.used.acacia_fence: #9, 30(5%)
minecraft.used.andesite: #9, 2215(3%)
minecraft.mined.birch_leaves: #9, 3444(3%)
minecraft.crafted.heavy_weighted_pressure_plate: #9, 25(3%)
minecraft.dropped.bamboo: #9, 584(3%)
minecraft.picked_up.stripped_oak_log: #9, 144(2%)
minecraft.dropped.bone: #9, 1024(2%)
minecraft.picked_up.potato: #9, 867(2%)
minecraft.picked_up.purple_wool: #9, 343(4%)
minecraft.dropped.leather_helmet: #9, 20(3%)
minecraft.used.magenta_shulker_box: #9, 41(3%)
minecraft.killed_by.vex: #9, 2(3%)
minecraft.dropped.dark_oak_planks: #9, 78(3%)
minecraft.picked_up.nether_brick_slab: #9, 200(2%)
minecraft.dropped.gunpowder: #9, 812(2%)
minecraft.mined.red_wool: #9, 72(3%)
minecraft.mined.cyan_terracotta: #9, 1151(2%)
minecraft.mined.stone_brick_stairs: #9, 121(2%)
minecraft.used.oak_door: #9, 12(3%)
minecraft.crafted.gray_carpet: #9, 969(3%)
minecraft.picked_up.granite_stairs: #9, 6(4%)
minecraft.crafted.birch_fence: #9, 102(3%)
minecraft.dropped.pufferfish: #9, 5(3%)
minecraft.picked_up.gray_stained_glass: #9, 194(3%)
minecraft.used.diorite_wall: #9, 72(4%)
minecraft.dropped.melon_seeds: #9, 11(3%)
minecraft.picked_up.stone_stairs: #9, 147(2%)
minecraft.picked_up.stripped_dark_oak_log: #9, 153(2%)
minecraft.crafted.black_carpet: #9, 1302(2%)
minecraft.picked_up.blaze_rod: #9, 358(2%)
minecraft.used.black_concrete_powder: #9, 2573(2%)
minecraft.mined.red_concrete_powder: #9, 14(2%)
minecraft.used.cyan_terracotta: #9, 3933(2%)
minecraft.crafted.lime_concrete_powder: #9, 992(2%)
minecraft.crafted.magenta_shulker_box: #9, 2(3%)
minecraft.used.netherite_hoe: #9, 16291(3%)
minecraft.mined.stripped_dark_oak_log: #9, 130(2%)
minecraft.killed.horse: #9, 5(3%)
minecraft.mined.brown_wool: #9, 30(2%)
minecraft.crafted.netherite_shovel: #9, 1(4%)
minecraft.crafted.black_concrete_powder: #9, 2552(2%)
minecraft.mined.purple_bed: #9, 7(2%)
minecraft.dropped.jungle_button: #9, 2(3%)
minecraft.dropped.crimson_roots: #9, 37(2%)
minecraft.picked_up.light_gray_carpet: #9, 225(1%)
minecraft.picked_up.gray_stained_glass_pane: #9, 41(2%)
minecraft.mined.seagrass: #9, 400(1%)
minecraft.picked_up.cyan_concrete: #9, 459(1%)
minecraft.mined.dark_oak_fence_gate: #9, 16(2%)
minecraft.used.red_wool: #9, 189(1%)
minecraft.crafted.brown_shulker_box: #9, 3(2%)
minecraft.used.light_blue_concrete_powder: #9, 678(2%)
minecraft.dropped.potato: #9, 155(1%)
minecraft.used.totem_of_undying: #9, 4(1%)
minecraft.crafted.orange_stained_glass_pane: #9, 80(2%)
minecraft.used.purpur_block: #9, 30(2%)
minecraft.crafted.acacia_sign: #9, 24(2%)
minecraft.crafted.light_blue_shulker_box: #9, 4(2%)
minecraft.crafted.light_blue_concrete_powder: #9, 656(2%)
minecraft.used.black_stained_glass: #9, 1166(1%)
minecraft.mined.acacia_log: #9, 399(1%)
minecraft.dropped.spruce_pressure_plate: #9, 4(2%)
minecraft.used.gray_stained_glass: #9, 643(2%)
minecraft.mined.furnace: #10, 174(5%)
minecraft.picked_up.book: #9, 548(1%)
minecraft.mined.birch_slab: #9, 53(1%)
minecraft.used.written_book: #9, 441(1%)
minecraft.used.black_wool: #9, 366(1%)
minecraft.used.granite_stairs: #9, 14(2%)
minecraft.dropped.spruce_leaves: #9, 48(1%)
minecraft.dropped.stone_sword: #9, 17(1%)
minecraft.used.dark_oak_fence_gate: #9, 53(1%)
minecraft.mined.diorite_wall: #9, 14(2%)
minecraft.picked_up.light_blue_stained_glass_pane: #9, 39(1%)
minecraft.picked_up.dark_oak_fence_gate: #9, 19(1%)
minecraft.crafted.nether_brick: #9, 788(1%)
minecraft.crafted.cyan_stained_glass: #9, 624(1%)
minecraft.used.orange_stained_glass_pane: #9, 41(1%)
minecraft.picked_up.red_concrete_powder: #9, 196(1%)
minecraft.crafted.red_terracotta: #9, 192(1%)
minecraft.dropped.pumpkin: #9, 119(1%)
minecraft.crafted.granite_stairs: #9, 12(2%)
minecraft.mined.chorus_plant: #9, 36(1%)
minecraft.dropped.jungle_door: #9, 1(2%)
minecraft.used.prismarine_brick_stairs: #9, 26(1%)
minecraft.dropped.pumpkin_seeds: #9, 94(1%)
minecraft.killed.blaze: #9, 269(1%)
minecraft.used.yellow_wool: #9, 42(1%)
minecraft.dropped.crossbow: #9, 13(1%)
minecraft.crafted.grindstone: #9, 27(1%)
minecraft.dropped.quartz_block: #9, 67(1%)
minecraft.dropped.light_blue_shulker_box: #9, 1(1%)
minecraft.used.purple_stained_glass: #9, 106(1%)
minecraft.used.light_blue_stained_glass_pane: #9, 36(1%)
minecraft.picked_up.black_glazed_terracotta: #9, 7(1%)
minecraft.killed.piglin: #10, 93(4%)
minecraft.picked_up.sweet_berries: #9, 206(0%)
minecraft.mined.stripped_dark_oak_wood: #9, 6(0%)
minecraft.killed.snow_golem: #9, 5(1%)
minecraft.mined.light_blue_stained_glass_pane: #9, 13(0%)
minecraft.used.snow: #9, 182(0%)
minecraft.used.oak_wood: #9, 219(0%)
minecraft.crafted.oak_wood: #9, 234(0%)
minecraft.picked_up.stripped_dark_oak_wood: #9, 5(0%)
minecraft.mined.soul_wall_torch: #9, 1(1%)
minecraft.mined.prismarine_slab: #9, 3(1%)
minecraft.dropped.yellow_carpet: #9, 2(1%)
minecraft.dropped.shulker_shell: #9, 4(1%)
minecraft.picked_up.cyan_concrete_powder: #9, 50(0%)
minecraft.used.barrel: #10, 419(5%)
minecraft.dropped.light_blue_dye: #9, 2(0%)
minecraft.used.pink_carpet: #9, 10(0%)
minecraft.dropped.fire_charge: #9, 3(0%)
minecraft.used.stripped_acacia_log: #9, 1(0%)
minecraft.dropped.gray_stained_glass_pane: #9, 3(0%)
minecraft.crafted.cooked_chicken: #9, 23(0%)
minecraft.crafted.melon: #9, 478(0%)
minecraft.mined.stripped_spruce_wood: #9, 3(0%)
minecraft.picked_up.stripped_spruce_wood: #9, 3(0%)
minecraft.crafted.arrow: #9, 56(0%)
minecraft.crafted.end_rod: #9, 24(0%)
minecraft.picked_up.purple_concrete_powder: #9, 12(0%)
minecraft.dropped.spruce_sapling: #10, 53(5%)
minecraft.used.diamond_axe: #10, 28229(4%)
minecraft.used.spruce_log: #10, 1154(4%)
minecraft.picked_up.granite: #10, 13353(4%)
minecraft.dropped.coal_ore: #10, 335(4%)
minecraft.picked_up.elytra: #10, 58(3%)
minecraft.crafted.jungle_planks: #10, 11981(4%)
minecraft.picked_up.diamond_helmet: #10, 18(4%)
minecraft.used.furnace: #10, 241(3%)
minecraft.picked_up.diamond_leggings: #10, 18(3%)
minecraft.picked_up.chainmail_boots: #10, 5(4%)
minecraft.used.oak_trapdoor: #10, 273(4%)
minecraft.picked_up.red_mushroom: #10, 173(3%)
minecraft.dropped.gold_ore: #10, 25(4%)
minecraft.picked_up.white_terracotta: #10, 2268(3%)
minecraft.dropped.diamond_pickaxe: #10, 10(3%)
minecraft.dropped.golden_boots: #10, 15(3%)
minecraft.crafted.cobblestone_slab: #10, 846(3%)
minecraft.dropped.diamond_boots: #10, 6(3%)
minecraft.mined.dark_oak_trapdoor: #10, 96(3%)
minecraft.picked_up.shulker_shell: #10, 657(3%)
minecraft.used.acacia_trapdoor: #10, 305(4%)
minecraft.dropped.iron_shovel: #10, 5(3%)
minecraft.crafted.netherite_sword: #10, 1(5%)
minecraft.picked_up.spruce_slab: #10, 539(2%)
minecraft.dropped.minecart: #10, 25(3%)
minecraft.used.carrot: #10, 761(3%)
minecraft.crafted.cobblestone_stairs: #10, 112(3%)
minecraft.mined.spruce_slab: #10, 319(2%)
minecraft.crafted.black_shulker_box: #10, 6(3%)
minecraft.used.mycelium: #10, 837(2%)
minecraft.picked_up.bucket: #10, 52(2%)
minecraft.used.dark_oak_planks: #10, 842(2%)
minecraft.picked_up.warped_stairs: #10, 20(3%)
minecraft.used.iron_axe: #10, 1048(2%)
minecraft.mined.brown_concrete_powder: #10, 16(3%)
minecraft.used.coarse_dirt: #10, 1745(2%)
minecraft.used.nether_brick_stairs: #10, 196(3%)
minecraft.dropped.oak_stairs: #10, 4(3%)
minecraft.crafted.stone_brick_slab: #10, 938(2%)
minecraft.mined.carrots: #10, 462(2%)
minecraft.mined.sunflower: #10, 3(3%)
minecraft.mined.warped_roots: #10, 169(2%)
minecraft.used.gray_stained_glass_pane: #10, 110(3%)
minecraft.crafted.stonecutter: #10, 31(2%)
minecraft.picked_up.white_dye: #10, 183(2%)
minecraft.picked_up.purpur_pillar: #10, 60(2%)
minecraft.used.armor_stand: #10, 80(2%)
minecraft.crafted.jukebox: #10, 2(2%)
minecraft.crafted.spruce_button: #10, 64(2%)
minecraft.picked_up.gunpowder: #10, 2427(1%)
minecraft.mined.light_blue_concrete: #10, 398(2%)
minecraft.crafted.tripwire_hook: #10, 54(2%)
minecraft.picked_up.acacia_button: #10, 1(3%)
minecraft.picked_up.crimson_roots: #10, 349(1%)
minecraft.picked_up.black_wool: #10, 251(2%)
minecraft.mined.dragon_wall_head: #10, 5(2%)
minecraft.dropped.purpur_block: #10, 22(2%)
minecraft.mined.spruce_fence_gate: #10, 7(2%)
minecraft.broken.golden_helmet: #10, 1(3%)
minecraft.mined.spruce_door: #10, 2(2%)
minecraft.picked_up.coarse_dirt: #10, 669(1%)
minecraft.picked_up.acacia_log: #10, 500(1%)
minecraft.mined.bamboo_sapling: #10, 5(2%)
minecraft.picked_up.golden_sword: #10, 47(1%)
minecraft.picked_up.purple_bed: #10, 6(2%)
minecraft.crafted.light_gray_carpet: #10, 505(1%)
minecraft.mined.pumpkin: #10, 122(1%)
minecraft.picked_up.dark_oak_sign: #10, 21(1%)
minecraft.crafted.gray_stained_glass_pane: #10, 112(2%)
minecraft.mined.cyan_wool: #10, 9(1%)
minecraft.crafted.spruce_door: #10, 15(1%)
minecraft.dropped.cobblestone_slab: #10, 51(1%)
minecraft.killed_by.iron_golem: #10, 1(2%)
minecraft.crafted.red_sandstone: #10, 191(1%)
minecraft.killed.chicken: #10, 39(1%)
minecraft.dropped.clay_ball: #10, 11(2%)
minecraft.used.light_gray_carpet: #10, 492(1%)
minecraft.picked_up.suspicious_stew: #10, 1(2%)
minecraft.dropped.birch_fence: #10, 5(2%)
minecraft.killed.cat: #10, 2(1%)
minecraft.picked_up.lime_wool: #10, 112(1%)
minecraft.used.orange_wool: #10, 75(1%)
minecraft.used.iron_hoe: #10, 321(1%)
minecraft.picked_up.light_blue_stained_glass: #10, 83(1%)
minecraft.dropped.furnace: #10, 4(1%)
minecraft.killed.dolphin: #10, 1(1%)
minecraft.dropped.tripwire_hook: #10, 5(1%)
minecraft.picked_up.fletching_table: #10, 6(1%)
minecraft.dropped.book: #10, 7(1%)
minecraft.mined.magenta_concrete: #10, 74(1%)
minecraft.crafted.charcoal: #10, 35(1%)
minecraft.mined.birch_sapling: #10, 5(1%)
minecraft.picked_up.egg: #10, 130(1%)
minecraft.picked_up.blue_wool: #10, 78(1%)
minecraft.crafted.mossy_cobblestone_slab: #10, 6(1%)
minecraft.mined.yellow_wool: #10, 17(1%)
minecraft.crafted.daylight_detector: #10, 16(1%)
minecraft.used.magenta_concrete: #10, 62(1%)
minecraft.dropped.stone_axe: #10, 2(1%)
minecraft.crafted.golden_carrot: #10, 985(1%)
minecraft.used.cooked_chicken: #10, 27(1%)
minecraft.mined.end_stone_bricks: #10, 177(1%)
minecraft.crafted.andesite_slab: #10, 108(1%)
minecraft.mined.oak_wood: #10, 18(1%)
minecraft.crafted.light_blue_wool: #10, 16(1%)
minecraft.crafted.jungle_fence_gate: #10, 20(1%)
minecraft.dropped.azure_bluet: #10, 9(1%)
minecraft.mined.jungle_fence_gate: #10, 2(1%)
minecraft.picked_up.oak_wood: #10, 18(1%)
minecraft.dropped.porkchop: #10, 18(1%)
minecraft.picked_up.orange_dye: #10, 13(0%)
minecraft.dropped.golden_apple: #10, 2(1%)
minecraft.crafted.magenta_stained_glass: #10, 16(1%)
minecraft.used.yellow_stained_glass_pane: #10, 17(0%)
minecraft.picked_up.jungle_fence_gate: #10, 2(1%)
minecraft.dropped.cooked_porkchop: #10, 78(0%)
minecraft.dropped.saddle: #10, 1(0%)
minecraft.dropped.granite: #11, 2635(4%)
minecraft.crafted.pink_stained_glass: #10, 16(1%)
minecraft.dropped.black_banner: #10, 3(0%)
minecraft.used.sweet_berries: #10, 43(0%)
minecraft.used.cyan_banner: #10, 1(0%)
minecraft.used.prismarine_brick_slab: #10, 18(0%)
minecraft.used.jungle_fence_gate: #10, 9(0%)
minecraft.killed.zombified_piglin: #10, 1131(0%)
minecraft.mined.prismarine_bricks: #10, 69(0%)
minecraft.picked_up.minecart: #11, 190(4%)
minecraft.crafted.jungle_door: #10, 3(0%)
minecraft.dropped.spruce_fence: #10, 6(0%)
minecraft.dropped.white_concrete_powder: #10, 17(0%)
minecraft.picked_up.light_blue_concrete_powder: #10, 16(0%)
minecraft.mined.stone: #11, 254903(4%)
minecraft.mined.diorite: #11, 14517(4%)
minecraft.mined.andesite: #11, 15962(4%)
minecraft.mined.granite: #11, 14168(4%)
minecraft.picked_up.iron_block: #11, 3689(4%)
minecraft.mined.iron_block: #11, 2649(4%)
minecraft.used.diamond_shovel: #11, 136311(4%)
minecraft.picked_up.dirt: #11, 49882(3%)
minecraft.picked_up.furnace: #11, 174(3%)
minecraft.crafted.chest: #11, 2338(3%)
minecraft.mined.crimson_fungus: #11, 37(4%)
minecraft.mined.powered_rail: #11, 316(3%)
minecraft.crafted.oak_slab: #11, 816(3%)
minecraft.used.bell: #11, 12(4%)
minecraft.picked_up.diamond_axe: #11, 18(3%)
minecraft.used.spruce_sign: #11, 70(3%)
minecraft.used.dark_oak_sign: #11, 35(3%)
minecraft.picked_up.netherite_pickaxe: #11, 32(3%)
minecraft.picked_up.firework_rocket: #11, 3578(3%)
minecraft.mined.wheat: #11, 1843(3%)
minecraft.used.white_stained_glass_pane: #11, 377(3%)
minecraft.picked_up.grass_block: #11, 16836(3%)
minecraft.crafted.oak_trapdoor: #11, 236(3%)
minecraft.dropped.diorite: #11, 1941(3%)
minecraft.dropped.golden_leggings: #11, 13(3%)
minecraft.crafted.white_bed: #11, 14(3%)
minecraft.dropped.kelp: #11, 579(3%)
minecraft.dropped.leather_leggings: #11, 10(3%)
minecraft.dropped.oak_fence: #11, 26(3%)
minecraft.mined.acacia_trapdoor: #11, 57(3%)
minecraft.crafted.light_blue_dye: #11, 521(2%)
minecraft.dropped.iron_ore: #11, 233(3%)
minecraft.crafted.iron_boots: #11, 5(2%)
minecraft.dropped.red_banner: #11, 1(5%)
minecraft.mined.detector_rail: #11, 7(3%)
minecraft.crafted.oak_boat: #11, 8(2%)
minecraft.picked_up.jungle_sapling: #11, 122(2%)
minecraft.crafted.coarse_dirt: #11, 1392(2%)
minecraft.picked_up.iron_horse_armor: #11, 1(3%)
minecraft.picked_up.light_gray_terracotta: #11, 1281(2%)
minecraft.mined.stone_slab: #11, 228(2%)
minecraft.used.andesite_wall: #11, 247(2%)
minecraft.picked_up.cobblestone_slab: #11, 163(2%)
minecraft.mined.purpur_pillar: #11, 51(2%)
minecraft.picked_up.oak_fence_gate: #11, 20(2%)
minecraft.used.gray_concrete_powder: #11, 4187(1%)
minecraft.crafted.black_wool: #11, 84(2%)
minecraft.picked_up.jungle_leaves: #11, 813(1%)
minecraft.used.warped_stairs: #11, 40(2%)
minecraft.crafted.light_gray_shulker_box: #11, 4(2%)
minecraft.mined.dark_oak_button: #11, 1(2%)
minecraft.picked_up.wither_skeleton_skull: #11, 11(1%)
minecraft.used.string: #11, 184(1%)
minecraft.crafted.dark_oak_fence_gate: #11, 52(1%)
minecraft.crafted.flower_pot: #11, 60(1%)
minecraft.used.lily_pad: #11, 2(2%)
minecraft.crafted.smithing_table: #11, 18(1%)
minecraft.used.stone_pickaxe: #11, 280(1%)
minecraft.dropped.fishing_rod: #11, 2(1%)
minecraft.picked_up.light_gray_concrete_powder: #11, 326(1%)
minecraft.used.stripped_dark_oak_log: #11, 57(1%)
minecraft.crafted.brown_stained_glass_pane: #11, 16(2%)
minecraft.used.coal_block: #11, 42(1%)
minecraft.mined.barrel: #12, 189(5%)
minecraft.used.cyan_concrete: #11, 215(1%)
minecraft.used.nether_gold_ore: #11, 4(1%)
minecraft.used.nether_brick_fence: #11, 17(1%)
minecraft.crafted.purple_concrete_powder: #11, 112(1%)
minecraft.picked_up.light_gray_banner: #11, 1(1%)
minecraft.mined.light_gray_stained_glass: #11, 38(1%)
minecraft.picked_up.bread: #11, 59(1%)
minecraft.used.birch_planks: #11, 151(0%)
minecraft.picked_up.end_stone_bricks: #11, 171(1%)
minecraft.mined.acacia_fence: #11, 2(1%)
minecraft.used.wooden_axe: #11, 3(1%)
minecraft.crafted.light_blue_terracotta: #11, 72(1%)
minecraft.mined.light_gray_wool: #11, 13(0%)
minecraft.dropped.composter: #11, 1(1%)
minecraft.crafted.nether_brick_fence: #11, 12(0%)
minecraft.used.light_gray_wool: #11, 61(0%)
minecraft.crafted.melon_seeds: #11, 8(0%)
minecraft.crafted.cyan_banner: #11, 1(0%)
minecraft.dropped.anvil: #11, 2(0%)
minecraft.picked_up.jungle_door: #11, 1(0%)
minecraft.mined.acacia_stairs: #11, 4(0%)
minecraft.picked_up.prismarine_bricks: #11, 60(0%)
minecraft.used.magenta_stained_glass: #11, 4(0%)
minecraft.mined.purple_stained_glass: #11, 6(0%)
minecraft.crafted.armor_stand: #11, 52(0%)
minecraft.mined.brown_stained_glass: #11, 1(0%)
minecraft.crafted.cooked_porkchop: #11, 13(0%)
minecraft.picked_up.stone: #12, 139060(4%)
minecraft.crafted.light_gray_wool: #11, 7(0%)
minecraft.crafted.pink_terracotta: #11, 8(0%)
minecraft.used.powered_rail: #12, 1138(4%)
minecraft.crafted.soul_campfire: #11, 1(0%)
minecraft.crafted.purple_terracotta: #11, 8(0%)
minecraft.dropped.pink_wool: #11, 1(0%)
minecraft.dropped.dark_oak_sign: #11, 1(0%)
minecraft.crafted.glistering_melon_slice: #11, 6(0%)
minecraft.dropped.tropical_fish: #11, 4(0%)
minecraft.picked_up.barrel: #12, 193(4%)
minecraft.picked_up.diorite: #12, 12680(3%)
minecraft.used.stone: #12, 29489(3%)
minecraft.mined.brown_mushroom: #12, 83(4%)
minecraft.picked_up.powered_rail: #12, 596(4%)
minecraft.crafted.dark_oak_planks: #12, 6724(3%)
minecraft.crafted.coal_block: #12, 1069(3%)
minecraft.mined.damaged_anvil: #12, 8(4%)
minecraft.crafted.piston: #12, 581(3%)
minecraft.picked_up.oak_planks: #12, 527(3%)
minecraft.picked_up.golden_carrot: #12, 1176(3%)
minecraft.picked_up.gravel: #12, 21125(2%)
minecraft.mined.oak_planks: #12, 311(3%)
minecraft.picked_up.iron_chestplate: #12, 6(3%)
minecraft.crafted.furnace: #12, 251(3%)
minecraft.picked_up.wheat: #12, 2077(3%)
minecraft.picked_up.stick: #12, 3155(3%)
minecraft.crafted.barrel: #12, 199(3%)
