stat, rank, value, (percentage) 
minecraft.picked_up.flint: #15, 366(1%)
minecraft.used.lime_shulker_box: #15, 43(2%)
minecraft.picked_up.soul_soil: #15, 445(1%)
minecraft.mined.bone_block: #15, 106(1%)
minecraft.picked_up.slime_block: #15, 185(1%)
minecraft.picked_up.yellow_shulker_box: #15, 62(1%)
minecraft.used.stone_brick_slab: #15, 737(1%)
minecraft.used.kelp: #15, 265(1%)
minecraft.crafted.stone: #15, 526(1%)
minecraft.custom.interact_with_blast_furnace: #15, 20(1%)
minecraft.mined.enchanting_table: #15, 1(1%)
minecraft.used.iron_door: #15, 9(1%)
minecraft.crafted.iron_door: #15, 9(1%)
minecraft.picked_up.enchanting_table: #15, 1(1%)
minecraft.used.light_blue_shulker_box: #15, 48(1%)
minecraft.mined.mossy_stone_bricks: #15, 12(1%)
minecraft.used.dropper: #15, 56(1%)
minecraft.used.redstone_lamp: #15, 37(1%)
minecraft.custom.target_hit: #15, 97(1%)
minecraft.crafted.black_stained_glass: #15, 648(1%)
minecraft.dropped.flint: #15, 70(1%)
minecraft.picked_up.crimson_roots: #15, 120(1%)
minecraft.mined.iron_door: #15, 2(1%)
minecraft.mined.yellow_concrete: #15, 117(1%)
minecraft.used.green_shulker_box: #15, 10(0%)
minecraft.used.cooked_porkchop: #15, 67(0%)
minecraft.dropped.purpur_slab: #15, 2(1%)
minecraft.used.daylight_detector: #15, 5(0%)
minecraft.crafted.black_stained_glass_pane: #15, 96(0%)
minecraft.crafted.leather_chestplate: #15, 6(0%)
minecraft.mined.acacia_trapdoor: #15, 8(0%)
minecraft.crafted.wooden_sword: #15, 1(0%)
minecraft.crafted.yellow_concrete_powder: #15, 152(0%)
minecraft.crafted.acacia_trapdoor: #15, 40(0%)
minecraft.used.smooth_sandstone_slab: #15, 102(0%)
minecraft.used.black_stained_glass_pane: #15, 66(0%)
minecraft.mined.purpur_pillar: #15, 10(0%)
minecraft.picked_up.purpur_pillar: #15, 10(0%)
minecraft.used.gilded_blackstone: #15, 2(0%)
minecraft.mined.polished_blackstone_brick_slab: #15, 14(0%)
minecraft.used.blackstone_slab: #15, 42(0%)
minecraft.mined.end_stone: #15, 147(0%)
minecraft.used.acacia_trapdoor: #15, 23(0%)
minecraft.picked_up.cut_sandstone: #15, 17(0%)
minecraft.picked_up.end_stone: #15, 135(0%)
minecraft.picked_up.purple_concrete: #15, 8(0%)
minecraft.picked_up.yellow_wool: #15, 24(0%)
minecraft.used.yellow_concrete_powder: #15, 47(0%)
minecraft.crafted.slime_ball: #15, 90(0%)
minecraft.dropped.slime_block: #15, 5(0%)
minecraft.picked_up.jack_o_lantern: #15, 1(0%)
minecraft.mined.yellow_carpet: #15, 2(0%)
minecraft.picked_up.target: #15, 1(0%)
minecraft.mined.wither_rose: #15, 1(0%)
minecraft.crafted.cyan_stained_glass: #15, 56(0%)
minecraft.mined.end_stone_bricks: #15, 20(0%)
minecraft.mined.blackstone_slab: #15, 2(0%)
minecraft.mined.light_blue_stained_glass_pane: #15, 1(0%)
minecraft.crafted.sandstone_slab: #15, 6(0%)
minecraft.killed.witch: #15, 8(0%)
minecraft.picked_up.red_mushroom: #16, 109(2%)
minecraft.crafted.iron_axe: #16, 5(2%)
minecraft.mined.oak_planks: #16, 187(2%)
minecraft.mined.glass: #16, 316(1%)
minecraft.crafted.coal: #16, 1676(1%)
minecraft.used.flint_and_steel: #16, 77(1%)
minecraft.used.shroomlight: #16, 80(1%)
minecraft.crafted.fishing_rod: #16, 3(1%)
minecraft.picked_up.shield: #16, 3(1%)
minecraft.picked_up.crimson_fungus: #16, 37(1%)
minecraft.crafted.wheat: #16, 189(1%)
minecraft.picked_up.yellow_concrete: #16, 122(1%)
minecraft.crafted.heavy_weighted_pressure_plate: #16, 5(1%)
minecraft.mined.black_stained_glass: #16, 25(0%)
minecraft.used.honey_block: #16, 62(0%)
minecraft.picked_up.black_wool: #16, 63(0%)
minecraft.crafted.lime_shulker_box: #16, 1(0%)
minecraft.dropped.coarse_dirt: #16, 24(0%)
minecraft.mined.polished_blackstone_bricks: #16, 149(0%)
minecraft.mined.white_stained_glass: #16, 34(0%)
minecraft.mined.purpur_stairs: #16, 4(0%)
minecraft.used.polished_blackstone_button: #16, 3(0%)
minecraft.used.fishing_rod: #16, 31(0%)
minecraft.used.soul_soil: #16, 30(0%)
minecraft.crafted.stone_button: #16, 81(0%)
minecraft.used.purple_concrete: #16, 5(0%)
minecraft.picked_up.beetroot_seeds: #16, 6(0%)
minecraft.mined.purple_concrete: #16, 4(0%)
minecraft.picked_up.end_stone_bricks: #16, 21(0%)
minecraft.used.cyan_stained_glass: #16, 23(0%)
minecraft.used.light_blue_stained_glass_pane: #16, 2(0%)
minecraft.used.green_concrete: #16, 3(0%)
minecraft.picked_up.purple_wool: #16, 3(0%)
minecraft.picked_up.light_blue_stained_glass_pane: #16, 1(0%)
minecraft.used.chiseled_quartz_block: #16, 3(0%)
minecraft.used.yellow_carpet: #16, 3(0%)
minecraft.crafted.yellow_carpet: #16, 3(0%)
minecraft.picked_up.yellow_carpet: #16, 2(0%)
minecraft.picked_up.oak_boat: #17, 28(2%)
minecraft.used.barrel: #17, 146(2%)
minecraft.used.oak_boat: #17, 21(1%)
minecraft.picked_up.polished_blackstone: #17, 119(1%)
minecraft.crafted.lapis_block: #17, 240(1%)
minecraft.used.painting: #17, 54(1%)
minecraft.picked_up.painting: #17, 48(1%)
minecraft.mined.yellow_shulker_box: #17, 57(1%)
minecraft.mined.cactus: #17, 25(1%)
minecraft.mined.stone_button: #17, 20(1%)
minecraft.picked_up.stone_pressure_plate: #17, 12(1%)
minecraft.used.carrot: #17, 218(1%)
minecraft.picked_up.warped_fungus: #17, 64(1%)
minecraft.picked_up.fishing_rod: #17, 2(1%)
minecraft.mined.stone_pressure_plate: #17, 4(1%)
minecraft.picked_up.glowstone_dust: #17, 69(1%)
minecraft.mined.polished_blackstone: #17, 40(1%)
minecraft.mined.dragon_wall_head: #17, 2(1%)
minecraft.picked_up.spider_eye: #17, 131(0%)
minecraft.picked_up.green_shulker_box: #17, 9(0%)
minecraft.picked_up.black_stained_glass: #17, 35(0%)
minecraft.picked_up.polished_blackstone_bricks: #17, 166(0%)
minecraft.used.stone_pressure_plate: #17, 7(0%)
minecraft.crafted.red_carpet: #17, 66(0%)
minecraft.picked_up.gray_shulker_box: #17, 12(0%)
minecraft.used.gray_shulker_box: #17, 13(0%)
minecraft.mined.purpur_slab: #17, 3(0%)
minecraft.picked_up.polished_blackstone_brick_slab: #17, 16(0%)
minecraft.picked_up.heavy_weighted_pressure_plate: #17, 2(0%)
minecraft.used.warped_wart_block: #17, 32(0%)
minecraft.crafted.gold_nugget: #17, 418(0%)
minecraft.mined.gray_shulker_box: #17, 9(0%)
minecraft.custom.interact_with_smoker: #17, 4(0%)
minecraft.mined.polished_blackstone_stairs: #17, 3(0%)
minecraft.used.cracked_polished_blackstone_bricks: #17, 8(0%)
minecraft.used.purpur_block: #17, 3(0%)
minecraft.picked_up.polished_blackstone_stairs: #17, 3(0%)
minecraft.crafted.fermented_spider_eye: #17, 12(0%)
minecraft.used.black_stained_glass: #17, 82(0%)
minecraft.crafted.daylight_detector: #17, 2(0%)
minecraft.crafted.black_carpet: #17, 45(0%)
minecraft.used.cyan_concrete: #17, 20(0%)
minecraft.mined.light_blue_concrete: #17, 11(0%)
minecraft.picked_up.orange_carpet: #17, 1(0%)
minecraft.dropped.end_stone: #17, 1(0%)
minecraft.picked_up.green_concrete: #17, 3(0%)
minecraft.crafted.orange_concrete_powder: #17, 8(0%)
minecraft.mined.green_concrete: #17, 3(0%)
minecraft.mined.sandstone_stairs: #17, 1(0%)
minecraft.mined.black_carpet: #17, 4(0%)
minecraft.picked_up.prismarine: #17, 2(0%)
minecraft.used.orange_carpet: #17, 1(0%)
minecraft.used.sandstone_slab: #17, 2(0%)
minecraft.used.orange_concrete_powder: #17, 1(0%)
minecraft.mined.ender_chest: #18, 186(1%)
minecraft.crafted.iron_chestplate: #18, 2(1%)
minecraft.custom.interact_with_brewingstand: #18, 99(1%)
minecraft.picked_up.ladder: #18, 79(1%)
minecraft.used.bow: #18, 1160(1%)
minecraft.crafted.iron_hoe: #18, 1(1%)
minecraft.crafted.oak_boat: #18, 3(1%)
minecraft.picked_up.potion: #18, 25(1%)
minecraft.picked_up.oak_stairs: #18, 18(1%)
minecraft.crafted.golden_helmet: #18, 1(1%)
minecraft.mined.soul_fire: #18, 9(1%)
minecraft.mined.oak_stairs: #18, 10(1%)
minecraft.used.cracked_stone_bricks: #18, 31(0%)
minecraft.mined.green_shulker_box: #18, 8(0%)
minecraft.used.polished_blackstone: #18, 150(0%)
minecraft.mined.red_wool: #18, 10(0%)
minecraft.mined.purpur_block: #18, 18(0%)
minecraft.used.red_carpet: #18, 42(0%)
minecraft.used.wooden_sword: #18, 1(0%)
minecraft.used.quartz_stairs: #18, 62(0%)
minecraft.picked_up.purpur_slab: #18, 2(0%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #18, 27(0%)
minecraft.dropped.hopper: #18, 1(0%)
minecraft.picked_up.purpur_stairs: #18, 3(0%)
minecraft.picked_up.polished_blackstone_wall: #18, 3(0%)
minecraft.mined.light_blue_carpet: #18, 1(0%)
minecraft.mined.nether_brick_stairs: #18, 1(0%)
minecraft.used.cyan_carpet: #18, 3(0%)
minecraft.used.chiseled_stone_bricks: #18, 1(0%)
minecraft.used.black_carpet: #18, 27(0%)
minecraft.killed.cave_spider: #18, 5(0%)
minecraft.custom.tune_noteblock: #18, 57(0%)
minecraft.used.sandstone_stairs: #18, 1(0%)
minecraft.used.prismarine: #18, 1(0%)
minecraft.picked_up.oak_fence: #19, 118(2%)
minecraft.picked_up.oak_trapdoor: #19, 40(1%)
minecraft.used.ender_chest: #19, 188(1%)
minecraft.crafted.oak_slab: #19, 288(1%)
minecraft.custom.interact_with_lectern: #19, 100(1%)
minecraft.crafted.diamond_hoe: #19, 1(1%)
minecraft.mined.cracked_stone_bricks: #19, 12(1%)
minecraft.crafted.oak_fence_gate: #19, 11(1%)
minecraft.picked_up.blackstone: #19, 1483(1%)
minecraft.picked_up.tripwire_hook: #19, 6(0%)
minecraft.mined.dropper: #19, 12(0%)
minecraft.used.glass_bottle: #19, 39(0%)
minecraft.crafted.smooth_stone: #19, 149(0%)
minecraft.mined.red_carpet: #19, 4(0%)
minecraft.picked_up.purpur_block: #19, 14(0%)
minecraft.mined.quartz_stairs: #19, 11(0%)
minecraft.picked_up.magenta_stained_glass: #19, 1(0%)
minecraft.used.glass_pane: #19, 8(0%)
minecraft.used.stone_button: #19, 45(0%)
minecraft.mined.cyan_carpet: #19, 1(0%)
minecraft.used.light_blue_concrete: #19, 31(0%)
minecraft.picked_up.cyan_wool: #19, 5(0%)
minecraft.picked_up.cyan_carpet: #19, 1(0%)
minecraft.picked_up.orange_concrete: #19, 4(0%)
minecraft.picked_up.cyan_concrete: #19, 11(0%)
minecraft.mined.cyan_concrete: #19, 5(0%)
minecraft.mined.orange_concrete: #19, 2(0%)
minecraft.mined.cyan_stained_glass: #19, 3(0%)
minecraft.used.orange_concrete: #19, 2(0%)
minecraft.custom.climb_one_cm: #20, 2607482(2%)
minecraft.picked_up.red_shulker_box: #20, 99(1%)
minecraft.custom.boat_one_cm: #20, 2931099(1%)
minecraft.mined.blackstone: #20, 1584(1%)
minecraft.mined.ladder: #20, 11(1%)
minecraft.crafted.oak_stairs: #20, 16(0%)
minecraft.used.oak_fence_gate: #20, 11(1%)
minecraft.killed.skeleton: #20, 482(0%)
minecraft.used.oak_stairs: #20, 11(0%)
minecraft.used.oak_log: #20, 163(0%)
minecraft.used.polished_blackstone_bricks: #20, 119(0%)
minecraft.picked_up.ender_pearl: #20, 1043(0%)
minecraft.mined.smithing_table: #20, 2(0%)
minecraft.used.blast_furnace: #20, 2(0%)
minecraft.mined.polished_basalt: #20, 9(0%)
minecraft.dropped.white_carpet: #20, 1(0%)
minecraft.used.pink_shulker_box: #20, 1(0%)
minecraft.picked_up.pink_shulker_box: #20, 1(0%)
minecraft.used.polished_basalt: #20, 6(0%)
minecraft.crafted.armor_stand: #20, 6(0%)
minecraft.picked_up.black_carpet: #20, 3(0%)
minecraft.mined.oak_fence: #21, 101(2%)
minecraft.used.red_shulker_box: #21, 89(1%)
minecraft.mined.red_shulker_box: #21, 84(1%)
minecraft.crafted.oak_trapdoor: #21, 26(0%)
minecraft.crafted.oak_fence: #21, 36(0%)
minecraft.picked_up.quartz_stairs: #21, 11(0%)
minecraft.used.armor_stand: #21, 5(0%)
minecraft.used.white_banner: #21, 1(0%)
minecraft.picked_up.polished_basalt: #21, 8(0%)
minecraft.dropped.ender_pearl: #21, 280(0%)
minecraft.used.oak_slab: #21, 11(0%)
minecraft.mined.polished_blackstone_wall: #21, 1(0%)
minecraft.used.iron_hoe: #21, 3(0%)
minecraft.mined.oak_trapdoor: #22, 9(0%)
minecraft.mined.cobweb: #22, 32(0%)
minecraft.used.oak_trapdoor: #22, 21(0%)
minecraft.killed.enderman: #22, 1180(0%)
minecraft.picked_up.oak_slab: #22, 12(0%)
minecraft.mined.oak_slab: #22, 2(0%)
minecraft.crafted.light_blue_dye: #22, 2(0%)
minecraft.used.oak_fence: #23, 30(0%)
minecraft.picked_up.clay_ball: #23, 20(0%)
minecraft.picked_up.white_carpet: #23, 3(0%)
minecraft.mined.white_carpet: #23, 1(0%)
minecraft.crafted.white_carpet: #23, 6(0%)
minecraft.used.iron_sword: #23, 6(0%)
minecraft.used.white_carpet: #23, 2(0%)
minecraft.crafted.ladder: #24, 51(0%)
minecraft.used.ladder: #24, 24(0%)
minecraft.custom.time_since_death: #37, 225335(0%)
minecraft.custom.time_since_rest: #39, 11008(0%)
