stat, rank, value, (percentage) 
minecraft.crafted.spruce_slab: #20, 324(0%)
minecraft.crafted.light_gray_dye: #20, 110(0%)
minecraft.crafted.observer: #20, 63(0%)
minecraft.used.bell: #20, 1(0%)
minecraft.used.lectern: #20, 19(0%)
minecraft.picked_up.bell: #20, 2(0%)
minecraft.picked_up.stone_brick_stairs: #20, 21(0%)
minecraft.picked_up.bamboo: #20, 435(0%)
minecraft.crafted.stone_slab: #20, 138(0%)
minecraft.picked_up.dark_oak_slab: #20, 28(0%)
minecraft.custom.play_one_minute: #21, 48713494(2%)
minecraft.picked_up.kelp: #20, 393(0%)
minecraft.dropped.shulker_box: #20, 3(0%)
minecraft.crafted.dropper: #20, 15(0%)
minecraft.mined.dark_oak_stairs: #20, 8(0%)
minecraft.dropped.iron_block: #20, 21(0%)
minecraft.mined.magma_block: #20, 116(0%)
minecraft.picked_up.magma_block: #20, 111(0%)
minecraft.picked_up.coarse_dirt: #20, 66(0%)
minecraft.used.diamond_ore: #20, 21(0%)
minecraft.picked_up.oxeye_daisy: #20, 18(0%)
minecraft.picked_up.carved_pumpkin: #20, 5(0%)
minecraft.picked_up.diamond_ore: #20, 21(0%)
minecraft.used.tnt: #20, 46(0%)
minecraft.used.magma_block: #20, 37(0%)
minecraft.dropped.slime_ball: #20, 4(0%)
minecraft.killed.blaze: #20, 24(0%)
minecraft.dropped.iron_ore: #20, 5(0%)
minecraft.picked_up.grass: #20, 11(0%)
minecraft.picked_up.dark_oak_sapling: #20, 5(0%)
minecraft.dropped.iron_nugget: #20, 7(0%)
minecraft.picked_up.cornflower: #20, 9(0%)
minecraft.dropped.oak_leaves: #20, 4(0%)
minecraft.picked_up.emerald_block: #20, 2(0%)
minecraft.dropped.polished_andesite_slab: #20, 1(0%)
minecraft.used.netherite_sword: #20, 106(0%)
minecraft.picked_up.prismarine_crystals: #20, 4(0%)
minecraft.used.packed_ice: #20, 3(0%)
minecraft.picked_up.wet_sponge: #20, 1(0%)
minecraft.picked_up.packed_ice: #20, 5(0%)
minecraft.custom.fly_one_cm: #21, 55953327(2%)
minecraft.custom.walk_on_water_one_cm: #21, 2573706(1%)
minecraft.custom.sneak_time: #21, 1227537(1%)
minecraft.custom.crouch_one_cm: #21, 3771394(1%)
minecraft.custom.boat_one_cm: #21, 2809039(1%)
minecraft.mined.stone: #21, 65897(1%)
minecraft.picked_up.dirt: #21, 13903(1%)
minecraft.mined.granite: #21, 3442(1%)
minecraft.used.dirt: #21, 6570(1%)
minecraft.mined.diamond_ore: #21, 326(1%)
minecraft.picked_up.sea_lantern: #21, 134(1%)
minecraft.picked_up.netherite_sword: #21, 3(1%)
minecraft.picked_up.totem_of_undying: #21, 3(0%)
minecraft.dropped.stone: #21, 1409(0%)
minecraft.custom.player_kills: #21, 5(0%)
minecraft.used.comparator: #21, 38(0%)
minecraft.used.soul_sand: #21, 95(0%)
minecraft.picked_up.soul_sand: #21, 221(0%)
minecraft.picked_up.spruce_slab: #21, 78(0%)
minecraft.used.beacon: #21, 5(0%)
minecraft.used.white_concrete: #21, 1003(0%)
minecraft.mined.bell: #21, 1(0%)
minecraft.mined.kelp_plant: #21, 57(0%)
minecraft.mined.sea_lantern: #21, 32(0%)
minecraft.used.ender_chest: #21, 33(0%)
minecraft.picked_up.soul_soil: #21, 71(0%)
minecraft.mined.ender_chest: #21, 29(0%)
minecraft.dropped.string: #21, 37(0%)
minecraft.picked_up.ender_chest: #21, 29(0%)
minecraft.mined.soul_soil: #21, 74(0%)
minecraft.used.detector_rail: #21, 1(0%)
minecraft.picked_up.dark_oak_log: #21, 154(0%)
minecraft.picked_up.slime_block: #21, 19(0%)
minecraft.picked_up.blaze_rod: #21, 25(0%)
minecraft.crafted.spruce_fence: #21, 30(0%)
minecraft.dropped.bone: #21, 47(0%)
minecraft.crafted.bone_meal: #21, 2982(0%)
minecraft.picked_up.lectern: #21, 7(0%)
minecraft.mined.lectern: #21, 6(0%)
minecraft.dropped.birch_sapling: #21, 1(0%)
minecraft.picked_up.paper: #21, 70(0%)
minecraft.picked_up.oak_leaves: #21, 430(0%)
minecraft.dropped.dandelion: #21, 3(0%)
minecraft.crafted.stone_button: #21, 23(0%)
minecraft.custom.minecart_one_cm: #21, 52686(0%)
minecraft.crafted.bone_block: #21, 55(0%)
minecraft.used.torch: #22, 6853(2%)
minecraft.crafted.torch: #22, 5280(2%)
minecraft.mined.coal_ore: #22, 4565(2%)
minecraft.picked_up.andesite: #22, 6934(2%)
minecraft.picked_up.stone: #22, 23164(1%)
minecraft.used.stone: #22, 5428(1%)
minecraft.crafted.white_bed: #22, 3(1%)
minecraft.crafted.diamond: #22, 324(1%)
minecraft.custom.bell_ring: #22, 5(0%)
minecraft.mined.soul_sand: #22, 136(0%)
minecraft.picked_up.golden_carrot: #22, 92(0%)
minecraft.mined.crimson_roots: #22, 7(0%)
minecraft.crafted.comparator: #22, 14(0%)
minecraft.used.golden_carrot: #22, 108(0%)
minecraft.picked_up.crimson_roots: #22, 28(0%)
minecraft.dropped.oak_log: #22, 2(0%)
minecraft.dropped.flint: #22, 3(0%)
minecraft.used.dark_oak_log: #22, 4(0%)
minecraft.dropped.arrow: #22, 9(0%)
minecraft.crafted.smooth_stone_slab: #22, 6(0%)
minecraft.crafted.polished_blackstone: #22, 1(0%)
minecraft.picked_up.granite: #23, 3313(1%)
minecraft.crafted.chest: #23, 416(1%)
minecraft.picked_up.coal_ore: #23, 366(0%)
minecraft.picked_up.hopper: #23, 51(0%)
minecraft.used.white_bed: #23, 7(0%)
minecraft.used.coal_ore: #23, 77(0%)
minecraft.mined.white_bed: #23, 4(0%)
minecraft.picked_up.white_bed: #23, 4(0%)
minecraft.crafted.stone_brick_slab: #23, 14(0%)
minecraft.crafted.hopper: #24, 113(0%)
minecraft.mined.hopper: #24, 40(0%)
minecraft.used.hopper: #24, 129(0%)
minecraft.custom.time_since_death: #25, 953736(0%)
minecraft.custom.time_since_rest: #49, 110(0%)
