stat, rank, value, (percentage) 
minecraft.dropped.gray_concrete: #19, 1(0%)
minecraft.mined.smooth_quartz_slab: #19, 1(0%)
minecraft.picked_up.smooth_quartz_slab: #19, 1(0%)
minecraft.used.smooth_quartz_slab: #19, 1(0%)
minecraft.used.lever: #20, 55(1%)
minecraft.used.scaffolding: #20, 1647(1%)
minecraft.used.lantern: #20, 90(1%)
minecraft.picked_up.polished_blackstone: #20, 55(1%)
minecraft.picked_up.beef: #20, 176(1%)
minecraft.picked_up.pufferfish: #20, 5(1%)
minecraft.used.coal_ore: #20, 297(1%)
minecraft.picked_up.tripwire_hook: #20, 6(0%)
minecraft.crafted.book: #20, 54(0%)
minecraft.crafted.iron_nugget: #20, 850(0%)
minecraft.picked_up.white_wool: #20, 112(0%)
minecraft.picked_up.porkchop: #20, 10(0%)
minecraft.mined.birch_log: #20, 324(0%)
minecraft.mined.polished_blackstone: #20, 23(0%)
minecraft.picked_up.ink_sac: #20, 146(0%)
minecraft.mined.kelp_plant: #20, 64(0%)
minecraft.picked_up.cobblestone_wall: #20, 13(0%)
minecraft.picked_up.chorus_fruit: #20, 74(0%)
minecraft.picked_up.tropical_fish: #20, 6(0%)
minecraft.used.egg: #20, 25(0%)
minecraft.picked_up.mutton: #20, 8(0%)
minecraft.crafted.quartz_slab: #20, 36(0%)
minecraft.used.quartz_slab: #20, 30(0%)
minecraft.mined.seagrass: #20, 33(0%)
minecraft.custom.target_hit: #20, 8(0%)
minecraft.used.nether_quartz_ore: #20, 11(0%)
minecraft.mined.polished_blackstone_stairs: #20, 1(0%)
minecraft.crafted.hay_block: #20, 4(0%)
minecraft.picked_up.polished_blackstone_stairs: #20, 1(0%)
minecraft.mined.cut_sandstone: #20, 3(0%)
minecraft.mined.nether_wart: #20, 25(0%)
minecraft.mined.dark_oak_leaves: #20, 9(0%)
minecraft.picked_up.light_gray_wool: #20, 6(0%)
minecraft.picked_up.blue_orchid: #20, 1(0%)
minecraft.picked_up.beetroot_seeds: #20, 1(0%)
minecraft.used.polished_blackstone_stairs: #20, 1(0%)
minecraft.mined.coal_ore: #21, 5183(2%)
minecraft.crafted.coal_block: #21, 384(1%)
minecraft.picked_up.written_book: #21, 16(1%)
minecraft.crafted.lever: #21, 42(1%)
minecraft.mined.spruce_log: #21, 715(1%)
minecraft.crafted.cooked_beef: #21, 64(0%)
minecraft.picked_up.spruce_sapling: #21, 49(0%)
minecraft.picked_up.birch_sapling: #21, 39(0%)
minecraft.crafted.writable_book: #21, 6(0%)
minecraft.custom.interact_with_blast_furnace: #21, 3(0%)
minecraft.mined.cornflower: #21, 2(0%)
minecraft.picked_up.salmon: #21, 1(0%)
minecraft.crafted.light_gray_concrete_powder: #21, 72(0%)
minecraft.used.polished_blackstone: #21, 27(0%)
minecraft.used.hay_block: #21, 1(0%)
minecraft.used.dark_oak_stairs: #21, 8(0%)
minecraft.picked_up.gray_wool: #21, 13(0%)
minecraft.used.nether_wart: #21, 35(0%)
minecraft.picked_up.grass: #21, 7(0%)
minecraft.crafted.dark_oak_stairs: #21, 4(0%)
minecraft.picked_up.fern: #21, 2(0%)
minecraft.used.sweet_berries: #21, 2(0%)
minecraft.picked_up.cornflower: #21, 2(0%)
minecraft.used.diorite: #22, 168(1%)
minecraft.picked_up.wheat_seeds: #22, 1835(1%)
minecraft.picked_up.totem_of_undying: #22, 3(0%)
minecraft.mined.nether_quartz_ore: #22, 579(1%)
minecraft.picked_up.spruce_log: #22, 893(0%)
minecraft.custom.animals_bred: #22, 117(0%)
minecraft.mined.wheat: #22, 202(0%)
minecraft.used.tripwire_hook: #22, 2(0%)
minecraft.picked_up.wheat: #22, 206(0%)
minecraft.picked_up.netherite_helmet: #22, 1(0%)
minecraft.picked_up.netherite_shovel: #22, 1(0%)
minecraft.picked_up.soul_lantern: #22, 3(0%)
minecraft.crafted.tripwire_hook: #22, 2(0%)
minecraft.mined.spruce_leaves: #22, 74(0%)
minecraft.used.light_gray_concrete_powder: #22, 20(0%)
minecraft.crafted.glass: #23, 364(0%)
minecraft.used.wheat_seeds: #24, 233(0%)
minecraft.picked_up.cod: #24, 5(0%)
minecraft.custom.time_since_death: #32, 494028(0%)
minecraft.custom.time_since_rest: #34, 12396(0%)
