stat, rank, value, (percentage) 
minecraft.mined.powered_rail: #13, 242(3%)
minecraft.picked_up.rail: #13, 1163(2%)
minecraft.picked_up.netherite_axe: #13, 14(3%)
minecraft.custom.jump: #14, 316989(4%)
minecraft.mined.bell: #13, 7(2%)
minecraft.crafted.dark_oak_planks: #13, 4752(2%)
minecraft.custom.bell_ring: #13, 42(2%)
minecraft.used.warped_trapdoor: #13, 103(3%)
minecraft.used.rail: #13, 1166(2%)
minecraft.mined.polished_blackstone: #13, 151(2%)
minecraft.picked_up.polished_blackstone: #13, 176(2%)
minecraft.dropped.oak_sign: #13, 26(3%)
minecraft.dropped.red_mushroom: #13, 24(2%)
minecraft.dropped.string: #13, 381(2%)
minecraft.mined.tripwire: #13, 41(2%)
minecraft.picked_up.melon_seeds: #13, 17(2%)
minecraft.picked_up.oak_button: #13, 7(2%)
minecraft.dropped.stone: #13, 4920(2%)
minecraft.killed.sheep: #13, 40(2%)
minecraft.broken.diamond_shovel: #13, 1(2%)
minecraft.mined.peony: #13, 5(2%)
minecraft.picked_up.nether_gold_ore: #13, 100(1%)
minecraft.picked_up.chain: #13, 116(1%)
minecraft.mined.birch_wall_sign: #13, 22(1%)
minecraft.mined.red_wool: #13, 40(1%)
minecraft.picked_up.lava_bucket: #13, 3(1%)
minecraft.dropped.terracotta: #13, 74(1%)
minecraft.killed.iron_golem: #13, 8(1%)
minecraft.picked_up.golden_shovel: #13, 2(1%)
minecraft.mined.red_bed: #13, 6(1%)
minecraft.mined.light_gray_carpet: #13, 52(1%)
minecraft.dropped.stone_button: #13, 27(1%)
minecraft.used.lava_bucket: #13, 222(1%)
minecraft.picked_up.red_bed: #13, 6(1%)
minecraft.crafted.black_concrete_powder: #13, 1584(1%)
minecraft.crafted.black_carpet: #13, 672(1%)
minecraft.mined.pink_bed: #13, 1(1%)
minecraft.dropped.scaffolding: #13, 103(1%)
minecraft.picked_up.pink_bed: #13, 1(1%)
minecraft.dropped.iron_ore: #13, 82(1%)
minecraft.dropped.charcoal: #13, 1(1%)
minecraft.mined.yellow_concrete: #13, 199(1%)
minecraft.dropped.iron_ingot: #13, 319(1%)
minecraft.used.oak_leaves: #13, 1646(1%)
minecraft.used.vine: #13, 22(1%)
minecraft.used.polished_blackstone_slab: #13, 325(1%)
minecraft.crafted.white_stained_glass: #13, 704(1%)
minecraft.dropped.birch_sign: #13, 11(1%)
minecraft.used.map: #13, 5(1%)
minecraft.used.golden_shovel: #13, 26(1%)
minecraft.dropped.cactus: #13, 57(1%)
minecraft.crafted.white_wool: #13, 240(1%)
minecraft.crafted.birch_stairs: #13, 40(1%)
minecraft.used.pink_bed: #13, 2(1%)
minecraft.mined.lime_wool: #13, 10(1%)
minecraft.used.quartz_stairs: #13, 133(0%)
minecraft.killed.tropical_fish: #13, 5(1%)
minecraft.used.terracotta: #13, 171(0%)
minecraft.used.yellow_wool: #13, 26(1%)
minecraft.dropped.coarse_dirt: #13, 28(0%)
minecraft.dropped.cyan_terracotta: #13, 31(0%)
minecraft.dropped.glowstone_dust: #13, 7(0%)
minecraft.used.pufferfish_bucket: #13, 1(1%)
minecraft.dropped.end_stone: #13, 11(0%)
minecraft.used.melon_seeds: #13, 8(0%)
minecraft.mined.purple_carpet: #13, 3(0%)
minecraft.used.bone_block: #13, 142(0%)
minecraft.used.warped_roots: #13, 5(0%)
minecraft.used.lime_carpet: #13, 38(0%)
minecraft.used.sandstone_wall: #13, 44(0%)
minecraft.used.birch_leaves: #13, 144(0%)
minecraft.dropped.sugar_cane: #13, 108(0%)
minecraft.used.blackstone_stairs: #13, 27(0%)
minecraft.picked_up.cut_sandstone: #13, 22(0%)
minecraft.mined.orange_carpet: #13, 3(0%)
minecraft.mined.yellow_wool: #13, 6(0%)
minecraft.picked_up.sandstone_wall: #13, 10(0%)
minecraft.picked_up.soul_torch: #13, 2(0%)
minecraft.mined.purple_concrete: #13, 10(0%)
minecraft.used.light_gray_wool: #13, 41(0%)
minecraft.dropped.andesite_wall: #13, 2(0%)
minecraft.mined.yellow_concrete_powder: #13, 1(0%)
minecraft.dropped.stone_slab: #13, 32(0%)
minecraft.used.gray_stained_glass: #13, 75(0%)
minecraft.used.diorite_wall: #13, 4(0%)
minecraft.mined.light_gray_wool: #13, 4(0%)
minecraft.crafted.polished_blackstone_stairs: #13, 7(0%)
minecraft.picked_up.light_gray_dye: #13, 8(0%)
minecraft.picked_up.black_bed: #13, 1(0%)
minecraft.picked_up.diorite_wall: #13, 1(0%)
minecraft.mined.orange_wool: #13, 2(0%)
minecraft.dropped.pink_concrete: #13, 1(0%)
minecraft.picked_up.magenta_concrete: #13, 4(0%)
minecraft.used.experience_bottle: #13, 3(0%)
minecraft.picked_up.yellow_concrete_powder: #13, 5(0%)
minecraft.used.red_stained_glass_pane: #13, 1(0%)
minecraft.crafted.polished_blackstone_wall: #13, 3(0%)
minecraft.dropped.stone_stairs: #13, 1(0%)
minecraft.dropped.mushroom_stem: #13, 1(0%)
minecraft.crafted.diamond: #14, 1931(3%)
minecraft.mined.crafting_table: #14, 214(3%)
minecraft.picked_up.composter: #14, 41(3%)
minecraft.picked_up.crafting_table: #14, 232(3%)
minecraft.picked_up.chipped_anvil: #14, 16(3%)
minecraft.mined.dirt: #14, 30339(2%)
minecraft.used.bow: #14, 3004(3%)
minecraft.picked_up.lever: #14, 129(2%)
minecraft.crafted.rail: #14, 832(2%)
minecraft.picked_up.slime_block: #14, 339(2%)
minecraft.picked_up.chainmail_boots: #14, 3(2%)
minecraft.picked_up.birch_trapdoor: #14, 34(2%)
minecraft.custom.leave_game: #15, 1323(3%)
minecraft.mined.sand: #14, 38473(2%)
minecraft.picked_up.chainmail_chestplate: #14, 3(2%)
minecraft.custom.interact_with_cartography_table: #14, 11(2%)
minecraft.used.flint_and_steel: #14, 120(2%)
minecraft.crafted.diamond_chestplate: #14, 2(2%)
minecraft.used.iron_pickaxe: #14, 2288(1%)
minecraft.mined.player_head: #14, 22(2%)
minecraft.mined.dark_oak_sign: #14, 1(2%)
minecraft.mined.cracked_stone_bricks: #14, 29(1%)
minecraft.mined.slime_block: #14, 123(1%)
minecraft.dropped.diamond_shovel: #14, 4(2%)
minecraft.used.obsidian: #14, 472(1%)
minecraft.picked_up.pufferfish: #14, 11(1%)
minecraft.dropped.diamond_helmet: #14, 2(2%)
minecraft.used.cauldron: #14, 14(1%)
minecraft.dropped.torch: #14, 289(1%)
minecraft.picked_up.smooth_stone: #14, 536(1%)
minecraft.picked_up.polished_andesite_slab: #14, 139(1%)
minecraft.picked_up.polished_blackstone_slab: #14, 86(1%)
minecraft.mined.brown_concrete_powder: #14, 9(1%)
minecraft.dropped.grass_block: #14, 352(1%)
minecraft.mined.stone_pressure_plate: #14, 7(1%)
minecraft.used.soul_lantern: #14, 41(1%)
minecraft.used.sand: #14, 3990(1%)
minecraft.picked_up.glass_pane: #14, 76(1%)
minecraft.used.polished_granite: #14, 130(1%)
minecraft.picked_up.smooth_quartz: #14, 148(1%)
minecraft.used.brown_carpet: #14, 68(1%)
minecraft.used.glass_pane: #14, 76(1%)
minecraft.used.iron_door: #14, 10(1%)
minecraft.used.cobweb: #14, 29(1%)
minecraft.crafted.black_stained_glass: #14, 896(1%)
minecraft.crafted.stone_brick_wall: #14, 54(1%)
minecraft.dropped.soul_sand: #14, 61(1%)
minecraft.mined.melon_stem: #14, 2(1%)
minecraft.dropped.oak_leaves: #14, 83(1%)
minecraft.used.gold_ore: #14, 3(1%)
minecraft.used.white_wool: #14, 216(1%)
minecraft.mined.light_gray_stained_glass_pane: #14, 10(1%)
minecraft.picked_up.purple_concrete: #14, 25(1%)
minecraft.killed.phantom: #14, 17(1%)
minecraft.mined.pumpkin_stem: #14, 2(1%)
minecraft.crafted.iron_block: #14, 930(0%)
minecraft.picked_up.phantom_membrane: #14, 24(0%)
minecraft.picked_up.light_gray_carpet: #14, 58(0%)
minecraft.used.quartz_pillar: #14, 93(0%)
minecraft.mined.light_blue_carpet: #14, 4(0%)
minecraft.crafted.polished_blackstone_slab: #14, 90(0%)
minecraft.mined.white_concrete_powder: #14, 22(0%)
minecraft.used.oak_button: #14, 4(0%)
minecraft.mined.smooth_quartz_slab: #14, 23(0%)
minecraft.used.lime_bed: #14, 2(0%)
minecraft.used.sandstone: #14, 286(0%)
minecraft.picked_up.green_concrete: #14, 23(0%)
minecraft.used.stone_button: #14, 97(0%)
minecraft.mined.brown_wool: #14, 3(0%)
minecraft.picked_up.purple_carpet: #14, 3(0%)
minecraft.picked_up.orange_carpet: #14, 3(0%)
minecraft.mined.green_concrete: #14, 19(0%)
minecraft.crafted.brown_wool: #14, 3(0%)
minecraft.picked_up.red_stained_glass: #14, 7(0%)
minecraft.crafted.wooden_shovel: #14, 1(0%)
minecraft.used.chiseled_stone_bricks: #14, 5(0%)
minecraft.used.nether_brick_fence: #14, 3(0%)
minecraft.dropped.feather: #14, 9(0%)
minecraft.used.jungle_sapling: #14, 4(0%)
minecraft.picked_up.sugar: #14, 3(0%)
minecraft.used.magenta_wool: #14, 1(0%)
minecraft.dropped.white_banner: #14, 1(0%)
minecraft.mined.blue_stained_glass: #14, 1(0%)
minecraft.picked_up.lime_dye: #14, 1(0%)
minecraft.crafted.sandstone_wall: #14, 3(0%)
minecraft.dropped.iron_bars: #14, 2(0%)
minecraft.picked_up.orange_dye: #14, 1(0%)
minecraft.picked_up.blue_concrete_powder: #14, 3(0%)
minecraft.picked_up.yellow_carpet: #14, 3(0%)
minecraft.used.magenta_concrete: #14, 1(0%)
minecraft.custom.climb_one_cm: #15, 3529812(3%)
minecraft.picked_up.leather_leggings: #15, 14(3%)
minecraft.picked_up.leather_boots: #15, 14(3%)
minecraft.picked_up.redstone_torch: #15, 278(3%)
minecraft.picked_up.writable_book: #15, 12(3%)
minecraft.picked_up.powered_rail: #15, 462(3%)
minecraft.mined.oak_planks: #15, 244(2%)
minecraft.dropped.firework_rocket: #15, 592(2%)
minecraft.mined.ladder: #15, 41(2%)
minecraft.picked_up.name_tag: #15, 19(2%)
minecraft.used.milk_bucket: #15, 3(2%)
minecraft.dropped.granite: #15, 1003(2%)
minecraft.picked_up.lead: #15, 69(2%)
minecraft.mined.grass_block: #15, 16488(1%)
minecraft.dropped.wheat_seeds: #15, 1715(2%)
minecraft.crafted.minecart: #15, 67(2%)
minecraft.dropped.diamond_leggings: #15, 2(2%)
minecraft.mined.chain: #15, 42(1%)
minecraft.picked_up.gray_carpet: #15, 177(1%)
minecraft.used.light_gray_concrete_powder: #15, 1383(1%)
minecraft.used.player_head: #15, 48(1%)
minecraft.mined.campfire: #15, 18(1%)
minecraft.dropped.rail: #15, 61(1%)
minecraft.picked_up.dark_oak_planks: #15, 205(1%)
minecraft.mined.white_wool: #15, 42(1%)
minecraft.mined.cyan_terracotta: #15, 460(1%)
minecraft.killed.magma_cube: #15, 305(1%)
minecraft.used.slime_block: #15, 138(1%)
minecraft.dropped.gold_nugget: #15, 147(1%)
minecraft.crafted.golden_boots: #15, 1(1%)
minecraft.used.birch_slab: #15, 72(1%)
minecraft.used.black_concrete_powder: #15, 798(1%)
minecraft.dropped.birch_sapling: #15, 9(1%)
minecraft.crafted.filled_map: #15, 19(1%)
minecraft.crafted.birch_slab: #15, 162(1%)
minecraft.killed.skeleton: #15, 748(0%)
minecraft.picked_up.birch_button: #15, 1(1%)
minecraft.crafted.birch_boat: #15, 1(1%)
minecraft.crafted.gray_concrete_powder: #15, 1608(0%)
minecraft.killed.pufferfish: #15, 2(1%)
minecraft.mined.gray_concrete_powder: #15, 35(0%)
minecraft.mined.polished_blackstone_wall: #15, 7(0%)
minecraft.mined.birch_slab: #15, 17(0%)
minecraft.custom.interact_with_smoker: #15, 9(0%)
minecraft.picked_up.gray_concrete_powder: #15, 409(0%)
minecraft.dropped.sandstone: #15, 46(0%)
minecraft.used.brown_wool: #15, 26(0%)
minecraft.used.polished_blackstone_wall: #15, 48(0%)
minecraft.used.andesite_stairs: #15, 7(0%)
minecraft.dropped.end_rod: #15, 8(0%)
minecraft.dropped.cookie: #15, 9(0%)
minecraft.dropped.grass: #15, 4(0%)
minecraft.mined.smooth_quartz_stairs: #15, 10(0%)
minecraft.dropped.wheat: #15, 11(0%)
minecraft.used.green_concrete: #15, 22(0%)
minecraft.crafted.smooth_quartz_slab: #15, 62(0%)
minecraft.picked_up.magenta_carpet: #15, 2(0%)
minecraft.picked_up.green_terracotta: #15, 5(0%)
minecraft.picked_up.lime_stained_glass: #15, 8(0%)
minecraft.mined.gray_stained_glass: #15, 5(0%)
minecraft.used.lime_stained_glass: #15, 30(0%)
minecraft.used.cyan_stained_glass_pane: #15, 2(0%)
minecraft.used.orange_wool: #15, 5(0%)
minecraft.crafted.pink_carpet: #15, 3(0%)
minecraft.mined.lime_stained_glass: #15, 2(0%)
minecraft.used.light_blue_carpet: #15, 4(0%)
minecraft.crafted.cooked_cod: #15, 2(0%)
minecraft.dropped.andesite_slab: #15, 2(0%)
minecraft.used.pink_carpet: #15, 1(0%)
minecraft.used.orange_carpet: #15, 3(0%)
minecraft.used.red_stained_glass: #15, 5(0%)
minecraft.picked_up.cyan_concrete_powder: #15, 3(0%)
minecraft.picked_up.dried_kelp: #15, 5(0%)
minecraft.used.end_stone_bricks: #15, 2(0%)
minecraft.crafted.air: #15, 0(0%)
minecraft.picked_up.item_frame: #16, 223(3%)
minecraft.used.item_frame: #16, 268(3%)
minecraft.crafted.birch_planks: #16, 3760(2%)
minecraft.picked_up.ladder: #16, 133(2%)
minecraft.picked_up.glowstone: #16, 204(2%)
minecraft.dropped.netherite_pickaxe: #16, 3(2%)
minecraft.mined.polished_andesite_slab: #16, 89(2%)
minecraft.mined.obsidian: #16, 505(1%)
minecraft.dropped.diamond_block: #16, 38(1%)
minecraft.picked_up.birch_sign: #16, 62(1%)
minecraft.mined.stone_bricks: #16, 885(1%)
minecraft.used.oak_door: #16, 6(1%)
minecraft.mined.spruce_sign: #16, 3(1%)
minecraft.used.carrot: #16, 323(1%)
minecraft.picked_up.ender_pearl: #16, 4199(1%)
minecraft.mined.cauldron: #16, 3(1%)
minecraft.picked_up.carrot: #16, 1071(1%)
minecraft.picked_up.oak_door: #16, 6(1%)
minecraft.dropped.bone_meal: #16, 228(1%)
minecraft.picked_up.stone_pressure_plate: #16, 15(1%)
minecraft.used.cactus: #16, 79(1%)
minecraft.used.birch_sign: #16, 65(1%)
minecraft.mined.kelp: #16, 88(1%)
minecraft.mined.oak_sapling: #16, 6(1%)
minecraft.mined.jungle_sign: #16, 1(1%)
minecraft.crafted.iron_door: #16, 9(1%)
minecraft.used.cyan_terracotta: #16, 1875(1%)
minecraft.picked_up.cracked_stone_bricks: #16, 29(1%)
minecraft.picked_up.mutton: #16, 35(1%)
minecraft.used.stone_hoe: #16, 67(1%)
minecraft.used.written_book: #16, 201(0%)
minecraft.killed.slime: #16, 280(1%)
minecraft.dropped.kelp: #16, 95(0%)
minecraft.mined.polished_andesite_stairs: #16, 16(0%)
minecraft.mined.detector_rail: #16, 1(0%)
minecraft.used.polished_andesite_stairs: #16, 59(0%)
minecraft.crafted.cyan_stained_glass_pane: #16, 16(0%)
minecraft.used.cracked_polished_blackstone_bricks: #16, 19(0%)
minecraft.used.red_wool: #16, 41(0%)
minecraft.used.lime_wool: #16, 17(0%)
minecraft.used.gray_concrete_powder: #16, 807(0%)
minecraft.picked_up.melon_slice: #16, 140(0%)
minecraft.dropped.bucket: #16, 3(0%)
minecraft.picked_up.iron_nugget: #16, 49(0%)
minecraft.mined.red_concrete_powder: #16, 2(0%)
minecraft.crafted.gold_nugget: #16, 459(0%)
minecraft.crafted.oak_button: #16, 3(0%)
minecraft.picked_up.light_blue_carpet: #16, 5(0%)
minecraft.picked_up.polished_andesite_stairs: #16, 16(0%)
minecraft.used.coal_block: #16, 11(0%)
minecraft.dropped.white_carpet: #16, 3(0%)
minecraft.used.smooth_quartz_slab: #16, 92(0%)
minecraft.used.pumpkin_pie: #16, 9(0%)
minecraft.picked_up.smooth_quartz_slab: #16, 24(0%)
minecraft.dropped.soul_soil: #16, 7(0%)
minecraft.picked_up.sandstone_stairs: #16, 10(0%)
minecraft.used.blue_wool: #16, 4(0%)
minecraft.dropped.stone_pickaxe: #16, 1(0%)
minecraft.mined.andesite_stairs: #16, 1(0%)
minecraft.mined.light_blue_concrete: #16, 24(0%)
minecraft.mined.yellow_carpet: #16, 2(0%)
minecraft.dropped.birch_leaves: #16, 6(0%)
minecraft.mined.sandstone_stairs: #16, 5(0%)
minecraft.mined.green_terracotta: #16, 2(0%)
minecraft.used.purple_carpet: #16, 3(0%)
minecraft.picked_up.andesite_stairs: #16, 2(0%)
minecraft.dropped.egg: #16, 9(0%)
minecraft.crafted.purple_carpet: #16, 3(0%)
minecraft.picked_up.gray_stained_glass_pane: #16, 1(0%)
minecraft.used.gray_stained_glass_pane: #16, 2(0%)
minecraft.dropped.red_dye: #16, 1(0%)
minecraft.used.sandstone_stairs: #16, 6(0%)
minecraft.crafted.charcoal: #16, 1(0%)
minecraft.picked_up.pink_concrete: #16, 1(0%)
minecraft.picked_up.chainmail_leggings: #17, 3(2%)
minecraft.picked_up.dirt: #17, 34500(2%)
minecraft.used.ladder: #17, 246(2%)
minecraft.picked_up.torch: #17, 3775(2%)
minecraft.used.dirt: #17, 16624(2%)
minecraft.used.sugar_cane: #17, 257(2%)
minecraft.mined.torch: #17, 910(2%)
minecraft.crafted.stone_bricks: #17, 4416(2%)
minecraft.dropped.andesite: #17, 765(2%)
minecraft.used.chain: #17, 187(1%)
minecraft.used.stone_bricks: #17, 3212(1%)
minecraft.crafted.iron_helmet: #17, 3(1%)
minecraft.used.firework_rocket: #17, 309(1%)
minecraft.mined.nether_quartz_ore: #17, 1386(1%)
minecraft.picked_up.stone_button: #17, 60(1%)
minecraft.used.coal_ore: #17, 591(1%)
minecraft.dropped.gravel: #17, 381(1%)
minecraft.used.iron_axe: #17, 529(1%)
minecraft.crafted.iron_boots: #17, 2(1%)
minecraft.mined.player_wall_head: #17, 7(1%)
minecraft.mined.sea_lantern: #17, 108(1%)
minecraft.picked_up.cyan_terracotta: #17, 533(1%)
minecraft.used.polished_blackstone: #17, 348(1%)
minecraft.used.stone_slab: #17, 444(1%)
minecraft.dropped.brown_mushroom: #17, 14(1%)
minecraft.used.nether_quartz_ore: #17, 105(0%)
minecraft.crafted.white_concrete_powder: #17, 1312(0%)
minecraft.picked_up.heart_of_the_sea: #17, 1(1%)
minecraft.used.light_gray_carpet: #17, 170(0%)
minecraft.crafted.iron_trapdoor: #17, 95(0%)
minecraft.picked_up.chicken: #17, 19(0%)
minecraft.mined.black_wool: #17, 7(0%)
minecraft.picked_up.birch_slab: #17, 15(0%)
minecraft.mined.coal_block: #17, 7(0%)
minecraft.used.birch_boat: #17, 1(0%)
minecraft.dropped.birch_log: #17, 6(0%)
minecraft.picked_up.smooth_quartz_stairs: #17, 12(0%)
minecraft.used.clay: #17, 19(0%)
minecraft.dropped.nether_quartz_ore: #17, 3(0%)
minecraft.used.smooth_quartz_stairs: #17, 35(0%)
minecraft.crafted.black_wool: #17, 8(0%)
minecraft.used.andesite_slab: #17, 33(0%)
minecraft.dropped.gold_ore: #17, 1(0%)
minecraft.dropped.pumpkin_pie: #17, 2(0%)
minecraft.picked_up.black_dye: #17, 2(0%)
minecraft.mined.andesite_slab: #17, 7(0%)
minecraft.picked_up.andesite_wall: #17, 2(0%)
minecraft.used.purple_wool: #17, 1(0%)
minecraft.dropped.chicken: #17, 2(0%)
minecraft.dropped.rose_bush: #17, 3(0%)
minecraft.used.stone_sword: #17, 1(0%)
minecraft.mined.red_stained_glass: #17, 1(0%)
minecraft.used.green_terracotta: #17, 2(0%)
minecraft.crafted.cooked_porkchop: #17, 1(0%)
minecraft.used.yellow_carpet: #17, 2(0%)
minecraft.mined.wall_torch: #18, 347(2%)
minecraft.picked_up.quartz: #18, 2157(1%)
minecraft.mined.iron_bars: #18, 65(1%)
minecraft.dropped.cobblestone: #18, 2390(1%)
minecraft.mined.cactus: #18, 24(1%)
minecraft.picked_up.cactus: #18, 240(1%)
minecraft.picked_up.filled_map: #18, 48(1%)
minecraft.used.andesite: #18, 667(1%)
minecraft.dropped.netherrack: #18, 2876(1%)
minecraft.broken.iron_axe: #18, 1(1%)
minecraft.dropped.oak_planks: #18, 31(1%)
minecraft.dropped.sand: #18, 314(0%)
minecraft.mined.dark_oak_wall_sign: #18, 1(0%)
minecraft.crafted.map: #18, 13(0%)
minecraft.dropped.nether_bricks: #18, 15(0%)
minecraft.picked_up.tropical_fish: #18, 7(0%)
minecraft.picked_up.feather: #18, 35(0%)
minecraft.dropped.ender_pearl: #18, 1146(0%)
minecraft.used.egg: #18, 29(0%)
minecraft.used.light_blue_concrete: #18, 67(0%)
minecraft.mined.rose_bush: #18, 2(0%)
minecraft.custom.minecart_one_cm: #18, 237883(0%)
minecraft.picked_up.light_blue_concrete: #18, 28(0%)
minecraft.picked_up.cooked_chicken: #18, 4(0%)
minecraft.dropped.salmon: #18, 1(0%)
minecraft.used.light_gray_stained_glass_pane: #18, 12(0%)
minecraft.crafted.stone_button: #18, 68(0%)
minecraft.picked_up.white_dye: #18, 11(0%)
minecraft.picked_up.white_concrete_powder: #18, 216(0%)
minecraft.dropped.iron_nugget: #18, 18(0%)
minecraft.mined.acacia_wall_sign: #18, 1(0%)
minecraft.picked_up.iron_ingot: #18, 802(0%)
minecraft.dropped.white_concrete: #18, 3(0%)
minecraft.picked_up.stone_brick_wall: #18, 3(0%)
minecraft.crafted.black_stained_glass_pane: #18, 16(0%)
minecraft.mined.stone_brick_wall: #18, 2(0%)
minecraft.dropped.poppy: #18, 76(0%)
minecraft.mined.light_gray_concrete_powder: #18, 2(0%)
minecraft.crafted.stone_stairs: #18, 4(0%)
minecraft.picked_up.andesite_slab: #18, 7(0%)
minecraft.picked_up.lime_stained_glass_pane: #18, 1(0%)
minecraft.used.black_stained_glass_pane: #18, 10(0%)
minecraft.mined.black_concrete_powder: #18, 3(0%)
minecraft.used.white_stained_glass: #18, 29(0%)
minecraft.used.mossy_cobblestone: #18, 1(0%)
minecraft.picked_up.black_stained_glass_pane: #18, 1(0%)
minecraft.used.black_wool: #18, 8(0%)
minecraft.dropped.stone_brick_slab: #18, 1(0%)
minecraft.picked_up.oak_planks: #19, 284(2%)
minecraft.crafted.oak_planks: #19, 5636(1%)
minecraft.dropped.diorite: #19, 917(1%)
minecraft.killed_by.zombie: #19, 1(1%)
minecraft.dropped.dirt: #19, 1081(1%)
minecraft.picked_up.sea_lantern: #19, 171(1%)
minecraft.picked_up.red_concrete: #19, 136(1%)
minecraft.picked_up.iron_bars: #19, 67(1%)
minecraft.killed.chicken: #19, 17(0%)
minecraft.picked_up.milk_bucket: #19, 1(0%)
minecraft.used.iron_trapdoor: #19, 88(0%)
minecraft.used.cracked_stone_bricks: #19, 20(0%)
minecraft.picked_up.black_concrete: #19, 119(0%)
minecraft.mined.carrots: #19, 54(0%)
minecraft.picked_up.birch_boat: #19, 1(0%)
minecraft.used.white_concrete_powder: #19, 581(0%)
minecraft.crafted.polished_blackstone: #19, 204(0%)
minecraft.picked_up.gray_concrete: #19, 271(0%)
minecraft.mined.smooth_stone: #19, 54(0%)
minecraft.mined.light_gray_concrete: #19, 91(0%)
minecraft.used.acacia_sign: #19, 2(0%)
minecraft.picked_up.white_stained_glass: #19, 15(0%)
minecraft.mined.white_stained_glass: #19, 9(0%)
minecraft.used.blackstone: #19, 84(0%)
minecraft.dropped.cobblestone_slab: #19, 3(0%)
minecraft.mined.black_stained_glass: #19, 3(0%)
minecraft.used.smooth_stone: #19, 61(0%)
minecraft.mined.blue_concrete: #19, 8(0%)
minecraft.mined.black_stained_glass_pane: #19, 1(0%)
minecraft.used.stone_brick_wall: #19, 2(0%)
minecraft.used.black_stained_glass: #19, 7(0%)
minecraft.picked_up.black_carpet: #19, 4(0%)
minecraft.picked_up.stone_bricks: #20, 763(1%)
minecraft.used.campfire: #20, 23(1%)
minecraft.mined.glass: #20, 139(1%)
minecraft.mined.stone_brick_slab: #20, 66(1%)
minecraft.picked_up.nether_quartz_ore: #20, 175(0%)
minecraft.picked_up.iron_trapdoor: #20, 26(0%)
minecraft.killed.enderman: #20, 2441(0%)
minecraft.mined.stone_slab: #20, 29(0%)
minecraft.used.stone_brick_slab: #20, 134(0%)
minecraft.used.light_gray_concrete: #20, 110(0%)
minecraft.used.pumpkin_seeds: #20, 3(0%)
minecraft.used.red_concrete: #20, 45(0%)
minecraft.picked_up.red_carpet: #20, 5(0%)
minecraft.dropped.cooked_chicken: #20, 1(0%)
minecraft.mined.white_stained_glass_pane: #20, 2(0%)
minecraft.picked_up.acacia_sign: #20, 1(0%)
minecraft.picked_up.dark_oak_fence: #20, 3(0%)
minecraft.picked_up.blue_concrete: #20, 8(0%)
minecraft.mined.dark_oak_fence: #20, 1(0%)
minecraft.picked_up.white_stained_glass_pane: #20, 2(0%)
minecraft.crafted.sandstone: #20, 5(0%)
minecraft.picked_up.lime_concrete: #20, 3(0%)
minecraft.used.blackstone_wall: #20, 2(0%)
minecraft.mined.gray_concrete: #20, 26(0%)
minecraft.used.stone_stairs: #20, 1(0%)
minecraft.dropped.carrot: #20, 5(0%)
minecraft.mined.lime_concrete: #20, 1(0%)
minecraft.mined.black_carpet: #20, 1(0%)
minecraft.used.cyan_concrete_powder: #20, 1(0%)
minecraft.used.black_carpet: #20, 1(0%)
minecraft.mined.oak_sign: #21, 8(1%)
minecraft.used.furnace: #21, 52(1%)
minecraft.crafted.white_bed: #21, 4(1%)
minecraft.mined.farmland: #21, 18(1%)
minecraft.picked_up.furnace: #21, 25(0%)
minecraft.picked_up.stone_brick_slab: #21, 120(0%)
minecraft.used.wooden_pickaxe: #21, 3(0%)
minecraft.dropped.writable_book: #21, 1(0%)
minecraft.crafted.iron_bars: #21, 144(0%)
minecraft.used.iron_bars: #21, 100(0%)
minecraft.picked_up.stone_slab: #21, 105(0%)
minecraft.mined.iron_trapdoor: #21, 16(0%)
minecraft.picked_up.porkchop: #21, 6(0%)
minecraft.picked_up.light_gray_concrete: #21, 101(0%)
minecraft.mined.cobblestone_slab: #21, 7(0%)
minecraft.mined.black_concrete: #21, 68(0%)
minecraft.mined.red_carpet: #21, 3(0%)
minecraft.mined.white_carpet: #21, 5(0%)
minecraft.crafted.smooth_stone_slab: #21, 114(0%)
minecraft.picked_up.white_carpet: #21, 10(0%)
minecraft.dropped.oak_log: #21, 3(0%)
minecraft.crafted.cobblestone_wall: #21, 6(0%)
minecraft.mined.red_concrete: #21, 11(0%)
minecraft.used.blue_concrete: #21, 3(0%)
minecraft.used.cyan_concrete: #21, 2(0%)
minecraft.picked_up.cyan_concrete: #21, 2(0%)
minecraft.mined.cyan_concrete: #21, 2(0%)
minecraft.used.gray_concrete: #21, 8(0%)
minecraft.crafted.iron_axe: #22, 2(1%)
minecraft.used.glass: #22, 434(1%)
minecraft.crafted.oak_boat: #22, 2(1%)
minecraft.mined.furnace: #22, 16(0%)
minecraft.picked_up.white_concrete: #22, 419(0%)
minecraft.used.iron_sword: #22, 119(0%)
minecraft.crafted.iron_sword: #22, 1(0%)
minecraft.mined.white_concrete: #22, 436(0%)
minecraft.crafted.stone_pickaxe: #22, 1(0%)
minecraft.used.white_carpet: #22, 37(0%)
minecraft.mined.cobblestone_wall: #22, 2(0%)
minecraft.picked_up.cobblestone_wall: #22, 3(0%)
minecraft.picked_up.cobblestone_slab: #22, 6(0%)
minecraft.used.white_concrete: #22, 149(0%)
minecraft.used.kelp: #22, 13(0%)
minecraft.mined.stone_stairs: #22, 1(0%)
minecraft.used.black_concrete: #22, 24(0%)
minecraft.picked_up.stone_stairs: #22, 1(0%)
