stat, rank, value, (percentage) 
minecraft.picked_up.shulker_box: #22, 651(1%)
minecraft.mined.shulker_box: #22, 535(1%)
minecraft.used.shulker_box: #22, 505(1%)
minecraft.crafted.stone_bricks: #22, 1592(1%)
minecraft.killed_by.player: #22, 7(1%)
minecraft.crafted.iron_bars: #22, 144(0%)
minecraft.used.spruce_trapdoor: #22, 137(0%)
minecraft.used.firework_rocket: #22, 74(0%)
minecraft.crafted.white_dye: #22, 424(0%)
minecraft.mined.birch_log: #22, 211(0%)
minecraft.crafted.dark_oak_planks: #22, 552(0%)
minecraft.crafted.yellow_shulker_box: #22, 1(0%)
minecraft.killed.magma_cube: #22, 79(0%)
minecraft.used.iron_bars: #22, 57(0%)
minecraft.used.beacon: #22, 2(0%)
minecraft.mined.soul_soil: #22, 59(0%)
minecraft.used.shears: #22, 987(0%)
minecraft.mined.smithing_table: #22, 1(0%)
minecraft.killed.bat: #22, 2(0%)
minecraft.used.smithing_table: #22, 2(0%)
minecraft.crafted.paper: #22, 1020(0%)
minecraft.mined.mycelium: #22, 243(0%)
minecraft.crafted.composter: #22, 3(0%)
minecraft.broken.shears: #22, 2(0%)
minecraft.mined.mushroom_stem: #22, 8(0%)
minecraft.crafted.white_concrete_powder: #22, 176(0%)
minecraft.used.white_wool: #22, 21(0%)
minecraft.crafted.bread: #22, 17(0%)
minecraft.used.light_gray_concrete: #22, 36(0%)
minecraft.crafted.dark_oak_trapdoor: #22, 6(0%)
minecraft.custom.talked_to_villager: #22, 47(0%)
minecraft.used.yellow_shulker_box: #22, 2(0%)
minecraft.used.oak_leaves: #22, 68(0%)
minecraft.picked_up.terracotta: #22, 120(0%)
minecraft.mined.white_concrete_powder: #22, 2(0%)
minecraft.mined.diamond_block: #22, 2(0%)
minecraft.mined.nether_brick_slab: #22, 1(0%)
minecraft.mined.warped_roots: #22, 2(0%)
minecraft.used.coarse_dirt: #22, 17(0%)
minecraft.crafted.polished_diorite: #22, 4(0%)
minecraft.mined.smooth_stone: #22, 3(0%)
minecraft.used.gray_carpet: #22, 2(0%)
minecraft.mined.red_terracotta: #22, 3(0%)
minecraft.crafted.torch: #23, 4356(2%)
minecraft.crafted.diamond: #23, 270(0%)
minecraft.crafted.diamond_block: #23, 36(0%)
minecraft.crafted.spruce_trapdoor: #23, 122(0%)
minecraft.crafted.birch_planks: #23, 640(0%)
minecraft.picked_up.birch_log: #23, 230(0%)
minecraft.crafted.blue_dye: #23, 158(0%)
minecraft.picked_up.white_concrete: #23, 296(0%)
minecraft.used.oak_log: #23, 112(0%)
minecraft.used.painting: #23, 7(0%)
minecraft.picked_up.beacon: #23, 2(0%)
minecraft.crafted.red_dye: #23, 73(0%)
minecraft.mined.cracked_stone_bricks: #23, 2(0%)
minecraft.mined.beacon: #23, 1(0%)
minecraft.mined.basalt: #23, 184(0%)
minecraft.crafted.black_dye: #23, 92(0%)
minecraft.mined.birch_wall_sign: #23, 1(0%)
minecraft.crafted.smithing_table: #23, 1(0%)
minecraft.used.white_concrete: #23, 103(0%)
minecraft.mined.coarse_dirt: #23, 8(0%)
minecraft.used.diamond_block: #23, 2(0%)
minecraft.mined.yellow_shulker_box: #23, 1(0%)
minecraft.used.birch_planks: #23, 5(0%)
minecraft.killed.hoglin: #23, 1(0%)
minecraft.mined.orange_terracotta: #23, 1(0%)
minecraft.mined.terracotta: #23, 2(0%)
minecraft.picked_up.diamond_block: #24, 6(0%)
minecraft.mined.white_concrete: #24, 67(0%)
minecraft.used.white_concrete_powder: #24, 70(0%)
minecraft.picked_up.yellow_shulker_box: #24, 1(0%)
minecraft.crafted.air: #24, 0(0%)
minecraft.custom.play_one_minute: #25, 37712425(2%)
