stat, rank, value, (percentage) 
minecraft.picked_up.spruce_pressure_plate: #12, 1(0%)
minecraft.picked_up.prismarine_bricks: #12, 58(0%)
minecraft.dropped.stone_slab: #12, 36(0%)
minecraft.picked_up.light_blue_terracotta: #12, 4(0%)
minecraft.crafted.cake: #12, 1(0%)
minecraft.used.magenta_stained_glass: #12, 3(0%)
minecraft.crafted.quartz_pillar: #12, 64(0%)
minecraft.crafted.snow: #12, 6(0%)
minecraft.picked_up.orange_wool: #12, 18(0%)
minecraft.crafted.chiseled_stone_bricks: #12, 17(0%)
minecraft.used.stripped_warped_stem: #12, 2(0%)
minecraft.dropped.prismarine_crystals: #12, 21(0%)
minecraft.dropped.spruce_leaves: #12, 4(0%)
minecraft.dropped.mossy_cobblestone: #12, 1(0%)
minecraft.used.dark_oak_wood: #12, 7(0%)
minecraft.dropped.white_banner: #12, 2(0%)
minecraft.picked_up.acacia_leaves: #12, 10(0%)
minecraft.used.gray_bed: #12, 1(0%)
minecraft.dropped.light_gray_stained_glass: #12, 2(0%)
minecraft.picked_up.purple_wool: #12, 9(0%)
minecraft.picked_up.magenta_wool: #12, 6(0%)
minecraft.dropped.crimson_planks: #12, 1(0%)
minecraft.dropped.cut_sandstone: #12, 1(0%)
minecraft.killed.guardian: #12, 5(0%)
minecraft.picked_up.blue_dye: #12, 1(0%)
minecraft.crafted.melon: #12, 1(0%)
minecraft.picked_up.redstone_block: #13, 372(3%)
minecraft.mined.wall_torch: #13, 461(3%)
minecraft.crafted.furnace: #13, 240(3%)
minecraft.picked_up.stone_button: #13, 132(3%)
minecraft.picked_up.dispenser: #13, 62(3%)
minecraft.used.dark_oak_sign: #13, 27(3%)
minecraft.crafted.diamond_axe: #13, 4(2%)
minecraft.picked_up.orange_concrete: #13, 232(2%)
minecraft.dropped.stick: #13, 882(2%)
minecraft.mined.dark_oak_slab: #13, 127(2%)
minecraft.crafted.iron_hoe: #13, 2(2%)
minecraft.used.spruce_trapdoor: #13, 722(2%)
minecraft.picked_up.iron_door: #13, 10(2%)
minecraft.picked_up.emerald: #13, 277(2%)
minecraft.mined.cauldron: #13, 5(2%)
minecraft.picked_up.white_wool: #13, 389(1%)
minecraft.mined.soul_soil: #13, 625(2%)
minecraft.picked_up.diamond_chestplate: #13, 4(2%)
minecraft.picked_up.cobblestone_wall: #13, 77(2%)
minecraft.picked_up.lilac: #13, 63(2%)
minecraft.dropped.oak_fence: #13, 15(2%)
minecraft.picked_up.red_concrete: #13, 280(1%)
minecraft.mined.stone_pressure_plate: #13, 9(2%)
minecraft.used.cauldron: #13, 15(2%)
minecraft.crafted.emerald_block: #13, 261(2%)
minecraft.dropped.flint_and_steel: #13, 3(2%)
minecraft.dropped.purpur_pillar: #13, 6(2%)
minecraft.crafted.stone: #13, 695(1%)
minecraft.mined.dark_oak_stairs: #13, 63(1%)
minecraft.used.blast_furnace: #13, 18(1%)
minecraft.used.brown_carpet: #13, 86(1%)
minecraft.picked_up.crossbow: #13, 12(1%)
minecraft.used.iron_sword: #13, 502(1%)
minecraft.picked_up.birch_planks: #13, 186(1%)
minecraft.dropped.golden_carrot: #13, 126(1%)
minecraft.picked_up.stone_pressure_plate: #13, 19(1%)
minecraft.picked_up.glass_pane: #13, 78(1%)
minecraft.used.red_concrete: #13, 380(1%)
minecraft.crafted.crimson_planks: #13, 588(1%)
minecraft.used.potato: #13, 86(1%)
minecraft.picked_up.light_gray_carpet: #13, 163(1%)
minecraft.picked_up.magenta_shulker_box: #13, 17(1%)
minecraft.used.heavy_weighted_pressure_plate: #13, 7(1%)
minecraft.used.magenta_shulker_box: #13, 16(1%)
minecraft.mined.blue_orchid: #13, 9(1%)
minecraft.picked_up.chiseled_stone_bricks: #13, 27(1%)
minecraft.mined.cobblestone_stairs: #13, 15(1%)
minecraft.used.red_bed: #13, 6(1%)
minecraft.used.dark_oak_planks: #13, 363(1%)
minecraft.mined.magenta_shulker_box: #13, 15(1%)
minecraft.picked_up.diamond_hoe: #13, 1(1%)
minecraft.used.lime_concrete: #13, 234(1%)
minecraft.crafted.dark_oak_fence: #13, 90(1%)
minecraft.killed_by.skeleton: #13, 1(1%)
minecraft.crafted.stone_hoe: #13, 3(1%)
minecraft.crafted.cauldron: #13, 15(1%)
minecraft.used.warped_fence: #13, 16(1%)
minecraft.mined.green_carpet: #13, 18(1%)
minecraft.used.acacia_sign: #13, 9(1%)
minecraft.crafted.light_gray_stained_glass_pane: #13, 208(1%)
minecraft.used.grindstone: #13, 24(1%)
minecraft.picked_up.egg: #13, 111(0%)
minecraft.used.polished_diorite: #13, 80(1%)
minecraft.dropped.peony: #13, 1(1%)
minecraft.dropped.paper: #13, 154(1%)
minecraft.picked_up.cyan_concrete: #13, 166(1%)
minecraft.used.mossy_cobblestone: #13, 15(1%)
minecraft.mined.quartz_block: #13, 38(1%)
minecraft.crafted.acacia_sign: #13, 9(1%)
minecraft.dropped.hopper: #13, 3(1%)
minecraft.dropped.fishing_rod: #13, 1(1%)
minecraft.picked_up.acacia_sapling: #13, 39(0%)
minecraft.used.cooked_cod: #13, 8(0%)
minecraft.mined.rose_bush: #13, 5(0%)
minecraft.mined.tnt: #13, 34(0%)
minecraft.crafted.daylight_detector: #13, 10(0%)
minecraft.crafted.andesite_stairs: #13, 12(1%)
minecraft.crafted.wooden_sword: #13, 1(0%)
minecraft.custom.traded_with_villager: #13, 3911(0%)
minecraft.picked_up.lime_wool: #13, 41(0%)
minecraft.picked_up.blue_wool: #13, 34(0%)
minecraft.used.cyan_concrete: #13, 89(0%)
minecraft.dropped.cobblestone_stairs: #13, 2(0%)
minecraft.picked_up.beetroot_seeds: #13, 20(0%)
minecraft.dropped.twisting_vines: #13, 2(0%)
minecraft.dropped.oak_button: #13, 1(0%)
minecraft.picked_up.melon: #13, 37(0%)
minecraft.dropped.barrel: #13, 1(0%)
minecraft.mined.heavy_weighted_pressure_plate: #13, 1(0%)
minecraft.crafted.acacia_stairs: #13, 8(0%)
minecraft.dropped.lantern: #13, 6(0%)
minecraft.picked_up.sweet_berries: #13, 97(0%)
minecraft.mined.lime_stained_glass_pane: #13, 3(0%)
minecraft.used.dark_oak_button: #13, 4(0%)
minecraft.picked_up.yellow_dye: #13, 3(0%)
minecraft.dropped.stone_brick_slab: #13, 15(0%)
minecraft.mined.prismarine_bricks: #13, 47(0%)
minecraft.picked_up.cyan_bed: #13, 2(0%)
minecraft.crafted.spruce_wood: #13, 12(0%)
minecraft.dropped.potato: #13, 13(0%)
minecraft.mined.black_terracotta: #13, 10(0%)
minecraft.dropped.smooth_sandstone: #13, 3(0%)
minecraft.mined.oak_wood: #13, 4(0%)
minecraft.picked_up.oak_wood: #13, 4(0%)
minecraft.picked_up.prismarine_crystals: #13, 29(0%)
minecraft.dropped.lime_concrete: #13, 1(0%)
minecraft.used.stripped_dark_oak_wood: #13, 1(0%)
minecraft.picked_up.prismarine_shard: #13, 37(0%)
minecraft.killed.cave_spider: #13, 19(0%)
minecraft.dropped.glowstone: #13, 2(0%)
minecraft.dropped.smooth_quartz: #13, 1(0%)
minecraft.dropped.spruce_fence: #13, 2(0%)
minecraft.dropped.dark_oak_stairs: #13, 2(0%)
minecraft.crafted.smooth_sandstone_stairs: #13, 4(0%)
minecraft.dropped.andesite_slab: #13, 3(0%)
minecraft.crafted.oak_wood: #13, 18(0%)
minecraft.used.cooked_beef: #14, 674(3%)
minecraft.crafted.diamond_shovel: #14, 10(3%)
minecraft.dropped.gravel: #14, 783(2%)
minecraft.picked_up.rail: #14, 1046(2%)
minecraft.dropped.dirt: #14, 2121(2%)
minecraft.mined.poppy: #14, 151(2%)
minecraft.mined.gray_carpet: #14, 107(2%)
minecraft.mined.soul_sand: #14, 1124(2%)
minecraft.picked_up.golden_carrot: #14, 789(2%)
minecraft.used.diorite: #14, 439(2%)
minecraft.used.spruce_sign: #14, 42(2%)
minecraft.crafted.acacia_planks: #14, 1344(2%)
minecraft.picked_up.soul_soil: #14, 598(2%)
minecraft.crafted.stick: #14, 11077(2%)
minecraft.used.stone_brick_slab: #14, 1034(2%)
minecraft.mined.glass: #14, 329(2%)
minecraft.used.firework_rocket: #14, 382(1%)
minecraft.dropped.stone: #14, 4757(2%)
minecraft.dropped.name_tag: #14, 10(2%)
minecraft.crafted.spruce_trapdoor: #14, 524(1%)
minecraft.used.oak_trapdoor: #14, 115(1%)
minecraft.picked_up.chorus_fruit: #14, 389(1%)
minecraft.dropped.coal_ore: #14, 109(1%)
minecraft.killed.sheep: #14, 32(1%)
minecraft.picked_up.andesite_wall: #14, 57(2%)
minecraft.picked_up.milk_bucket: #14, 3(1%)
minecraft.picked_up.white_banner: #14, 20(1%)
minecraft.mined.spruce_sign: #14, 3(1%)
minecraft.used.oak_planks: #14, 172(1%)
minecraft.crafted.oak_boat: #14, 4(1%)
minecraft.used.mycelium: #14, 390(1%)
minecraft.picked_up.diamond_ore: #14, 250(1%)
minecraft.dropped.bone_meal: #14, 248(1%)
minecraft.mined.blast_furnace: #14, 6(1%)
minecraft.picked_up.dark_oak_slab: #14, 129(1%)
minecraft.picked_up.spruce_button: #14, 12(1%)
minecraft.crafted.stone_axe: #14, 3(1%)
minecraft.mined.mossy_stone_bricks: #14, 14(1%)
minecraft.picked_up.blast_furnace: #14, 6(1%)
minecraft.mined.dark_oak_trapdoor: #14, 28(1%)
minecraft.mined.lilac: #14, 2(1%)
minecraft.mined.potatoes: #14, 41(1%)
minecraft.used.lapis_ore: #14, 42(1%)
minecraft.dropped.end_stone_bricks: #14, 10(1%)
minecraft.used.white_terracotta: #14, 161(1%)
minecraft.crafted.lead: #14, 8(1%)
minecraft.dropped.smooth_stone_slab: #14, 46(1%)
minecraft.mined.oak_door: #14, 1(1%)
minecraft.crafted.oak_door: #14, 3(1%)
minecraft.picked_up.light_blue_concrete: #14, 118(1%)
minecraft.picked_up.green_carpet: #14, 28(1%)
minecraft.mined.pink_tulip: #14, 4(1%)
minecraft.picked_up.dark_oak_sign: #14, 9(0%)
minecraft.used.green_concrete: #14, 54(1%)
minecraft.picked_up.azure_bluet: #14, 90(0%)
minecraft.used.purple_concrete: #14, 23(0%)
minecraft.picked_up.music_disc_cat: #14, 1(0%)
minecraft.mined.jungle_stairs: #14, 5(0%)
minecraft.crafted.grindstone: #14, 14(0%)
minecraft.crafted.enchanted_book: #14, 28(0%)
minecraft.mined.large_fern: #14, 11(0%)
minecraft.picked_up.dark_prismarine: #14, 25(0%)
minecraft.picked_up.red_dye: #14, 11(0%)
minecraft.crafted.emerald: #14, 1654(0%)
minecraft.dropped.acacia_planks: #14, 2(0%)
minecraft.used.dark_prismarine: #14, 80(0%)
minecraft.used.acacia_planks: #14, 4(0%)
minecraft.mined.fletching_table: #14, 1(0%)
minecraft.picked_up.jungle_stairs: #14, 3(0%)
minecraft.dropped.bread: #14, 21(0%)
minecraft.mined.emerald_block: #14, 4(0%)
minecraft.dropped.melon: #14, 2(0%)
minecraft.dropped.red_dye: #14, 1(0%)
minecraft.dropped.cornflower: #14, 1(0%)
minecraft.dropped.glass_pane: #14, 1(0%)
minecraft.used.oak_wood: #14, 14(0%)
minecraft.used.dark_oak_leaves: #14, 1(0%)
minecraft.mined.coal_ore: #15, 7888(3%)
minecraft.crafted.crafting_table: #15, 82(3%)
minecraft.custom.swim_one_cm: #15, 2705469(2%)
minecraft.picked_up.oak_planks: #15, 455(3%)
minecraft.used.bow: #15, 2458(2%)
minecraft.mined.rail: #15, 647(2%)
minecraft.picked_up.netherite_sword: #15, 11(2%)
minecraft.picked_up.diamond_leggings: #15, 10(2%)
minecraft.dropped.diamond_axe: #15, 3(2%)
minecraft.mined.oak_trapdoor: #15, 39(2%)
minecraft.picked_up.mossy_cobblestone: #15, 64(2%)
minecraft.used.painting: #15, 70(2%)
minecraft.picked_up.oak_trapdoor: #15, 51(2%)
minecraft.picked_up.netherite_shovel: #15, 9(2%)
minecraft.crafted.iron_pickaxe: #15, 10(2%)
minecraft.mined.spruce_log: #15, 1978(1%)
minecraft.used.cobblestone_stairs: #15, 46(1%)
minecraft.crafted.cobblestone_stairs: #15, 52(1%)
minecraft.mined.tall_grass: #15, 105(1%)
minecraft.dropped.redstone_block: #15, 27(1%)
minecraft.used.black_concrete: #15, 974(1%)
minecraft.dropped.diamond_shovel: #15, 3(1%)
minecraft.picked_up.note_block: #15, 29(1%)
minecraft.dropped.cooked_beef: #15, 37(1%)
minecraft.mined.cobblestone_slab: #15, 40(1%)
minecraft.crafted.oak_trapdoor: #15, 80(1%)
minecraft.custom.talked_to_villager: #15, 1035(1%)
minecraft.picked_up.campfire: #15, 27(1%)
minecraft.custom.horse_one_cm: #15, 113820(1%)
minecraft.used.red_terracotta: #15, 266(1%)
minecraft.crafted.brown_carpet: #15, 78(1%)
minecraft.mined.grindstone: #15, 11(1%)
minecraft.crafted.black_wool: #15, 49(1%)
minecraft.picked_up.spruce_boat: #15, 5(1%)
minecraft.picked_up.lava_bucket: #15, 2(1%)
minecraft.mined.spruce_button: #15, 3(1%)
minecraft.crafted.heavy_weighted_pressure_plate: #15, 7(1%)
minecraft.picked_up.dark_oak_stairs: #15, 63(1%)
minecraft.picked_up.white_dye: #15, 64(1%)
minecraft.mined.spruce_fence_gate: #15, 3(1%)
minecraft.crafted.cobblestone_slab: #15, 168(1%)
minecraft.dropped.dandelion: #15, 30(1%)
minecraft.used.spruce_sapling: #15, 83(1%)
minecraft.broken.iron_shovel: #15, 2(0%)
minecraft.mined.polished_diorite: #15, 23(1%)
minecraft.picked_up.tnt: #15, 88(0%)
minecraft.picked_up.potato: #15, 136(0%)
minecraft.picked_up.magenta_stained_glass: #15, 3(0%)
minecraft.picked_up.black_banner: #15, 6(0%)
minecraft.dropped.stone_sword: #15, 6(0%)
minecraft.dropped.jungle_planks: #15, 8(0%)
minecraft.mined.blackstone_wall: #15, 3(0%)
minecraft.mined.spruce_sapling: #15, 3(0%)
minecraft.picked_up.spruce_fence_gate: #15, 3(0%)
minecraft.mined.crimson_fence: #15, 1(0%)
minecraft.used.coal_block: #15, 11(0%)
minecraft.dropped.lever: #15, 2(0%)
minecraft.mined.dark_oak_leaves: #15, 95(0%)
minecraft.used.chorus_fruit: #15, 4(0%)
minecraft.dropped.magma_block: #15, 4(0%)
minecraft.picked_up.crimson_fence: #15, 1(0%)
minecraft.picked_up.fletching_table: #15, 1(0%)
minecraft.dropped.polished_andesite: #15, 10(0%)
minecraft.crafted.smooth_sandstone: #15, 47(0%)
minecraft.used.cyan_bed: #15, 2(0%)
minecraft.dropped.quartz: #15, 10(0%)
minecraft.picked_up.nether_star: #15, 1(0%)
minecraft.picked_up.black_terracotta: #15, 11(0%)
minecraft.dropped.sea_lantern: #15, 2(0%)
minecraft.crafted.dark_oak_button: #15, 2(0%)
minecraft.dropped.rose_bush: #15, 4(0%)
minecraft.crafted.quartz_stairs: #15, 6(0%)
minecraft.dropped.dark_oak_log: #15, 1(0%)
minecraft.picked_up.dark_oak_leaves: #15, 1(0%)
minecraft.picked_up.redstone: #16, 10912(2%)
minecraft.killed.zombie_villager: #16, 12(3%)
minecraft.killed.spider: #16, 97(2%)
minecraft.killed.creeper: #16, 228(2%)
minecraft.crafted.diamond_pickaxe: #16, 11(2%)
minecraft.picked_up.oak_boat: #16, 29(2%)
minecraft.picked_up.oak_sign: #16, 88(2%)
minecraft.picked_up.lapis_lazuli: #16, 2582(2%)
minecraft.used.golden_carrot: #16, 1325(2%)
minecraft.mined.wheat: #16, 1065(2%)
minecraft.custom.boat_one_cm: #16, 4195232(2%)
minecraft.mined.oak_wall_sign: #16, 25(2%)
minecraft.picked_up.diamond_boots: #16, 15(2%)
minecraft.picked_up.flint_and_steel: #16, 6(2%)
minecraft.crafted.lapis_block: #16, 282(2%)
minecraft.picked_up.name_tag: #16, 15(1%)
minecraft.mined.spruce_trapdoor: #16, 198(1%)
minecraft.crafted.oak_sign: #16, 93(1%)
minecraft.used.bell: #16, 5(2%)
minecraft.dropped.wheat_seeds: #16, 1387(1%)
minecraft.crafted.dark_oak_planks: #16, 2612(1%)
minecraft.dropped.torch: #16, 243(1%)
minecraft.picked_up.spruce_log: #16, 2099(1%)
minecraft.dropped.rail: #16, 58(1%)
minecraft.picked_up.pumpkin_pie: #16, 38(1%)
minecraft.broken.iron_pickaxe: #16, 3(1%)
minecraft.picked_up.poppy: #16, 411(1%)
minecraft.picked_up.stone_brick_slab: #16, 214(1%)
minecraft.used.iron_door: #16, 8(1%)
minecraft.dropped.oak_sign: #16, 7(1%)
minecraft.dropped.iron_ore: #16, 52(1%)
minecraft.dropped.gunpowder: #16, 171(1%)
minecraft.mined.carrots: #16, 106(0%)
minecraft.mined.magenta_stained_glass: #16, 2(0%)
minecraft.dropped.ender_pearl: #16, 1531(0%)
minecraft.mined.quartz_stairs: #16, 28(0%)
minecraft.dropped.glass_bottle: #16, 20(0%)
minecraft.picked_up.daylight_detector: #16, 1(0%)
minecraft.dropped.oak_trapdoor: #16, 2(0%)
minecraft.used.iron_hoe: #16, 81(0%)
minecraft.dropped.spruce_sapling: #16, 2(0%)
minecraft.crafted.lime_stained_glass: #16, 72(0%)
minecraft.dropped.white_terracotta: #16, 3(0%)
minecraft.dropped.emerald: #16, 10(0%)
minecraft.dropped.cobblestone_slab: #16, 6(0%)
minecraft.mined.white_tulip: #16, 1(0%)
minecraft.used.spruce_leaves: #16, 68(0%)
minecraft.mined.acacia_wall_sign: #16, 1(0%)
minecraft.dropped.stone_bricks: #16, 14(0%)
minecraft.crafted.polished_blackstone_brick_stairs: #16, 3(0%)
minecraft.killed.pillager: #16, 28(0%)
minecraft.mined.snow_block: #16, 30(0%)
minecraft.dropped.snowball: #16, 6(0%)
minecraft.dropped.light_gray_carpet: #16, 1(0%)
minecraft.dropped.red_sand: #16, 2(0%)
minecraft.used.spruce_wood: #16, 4(0%)
minecraft.dropped.red_terracotta: #16, 1(0%)
minecraft.dropped.packed_ice: #16, 2(0%)
minecraft.picked_up.emerald_block: #16, 4(0%)
minecraft.mined.lime_stained_glass: #16, 1(0%)
minecraft.picked_up.lime_stained_glass: #16, 1(0%)
minecraft.crafted.nether_brick: #16, 7(0%)
minecraft.picked_up.firework_rocket: #17, 2401(2%)
minecraft.picked_up.netherite_pickaxe: #17, 18(2%)
minecraft.crafted.coal_block: #17, 586(2%)
minecraft.picked_up.wheat_seeds: #17, 5504(2%)
minecraft.used.oak_sign: #17, 117(2%)
minecraft.picked_up.diamond_pickaxe: #17, 18(1%)
minecraft.killed.enderman: #17, 7222(1%)
minecraft.picked_up.black_concrete: #17, 422(1%)
minecraft.picked_up.spruce_trapdoor: #17, 196(1%)
minecraft.picked_up.spruce_sapling: #17, 157(1%)
minecraft.mined.oxeye_daisy: #17, 13(1%)
minecraft.picked_up.gray_carpet: #17, 112(1%)
minecraft.used.potion: #17, 20(1%)
minecraft.crafted.iron_shovel: #17, 6(1%)
minecraft.crafted.campfire: #17, 27(1%)
minecraft.mined.dark_oak_wall_sign: #17, 2(1%)
minecraft.used.hay_block: #17, 14(1%)
minecraft.picked_up.cobblestone_slab: #17, 55(1%)
minecraft.mined.spruce_leaves: #17, 748(1%)
minecraft.used.iron_shovel: #17, 621(0%)
minecraft.picked_up.polished_diorite: #17, 23(0%)
minecraft.mined.daylight_detector: #17, 1(0%)
minecraft.crafted.stone_brick_wall: #17, 24(0%)
minecraft.used.stone_hoe: #17, 39(0%)
minecraft.crafted.stone_pickaxe: #17, 2(0%)
minecraft.used.light_blue_concrete: #17, 92(0%)
minecraft.picked_up.lime_stained_glass_pane: #17, 3(0%)
minecraft.picked_up.blackstone_wall: #17, 3(0%)
minecraft.dropped.warped_wart_block: #17, 8(0%)
minecraft.dropped.nether_gold_ore: #17, 1(0%)
minecraft.picked_up.red_stained_glass: #17, 3(0%)
minecraft.picked_up.brown_wool: #17, 7(0%)
minecraft.mined.sweet_berry_bush: #17, 4(0%)
minecraft.used.lime_stained_glass: #17, 2(0%)
minecraft.used.snow: #17, 1(0%)
minecraft.picked_up.coal: #18, 8620(2%)
minecraft.mined.redstone_ore: #18, 2489(2%)
minecraft.used.cobblestone: #18, 3793(2%)
minecraft.picked_up.diamond_sword: #18, 14(1%)
minecraft.used.oak_boat: #18, 18(1%)
minecraft.used.wheat_seeds: #18, 1139(1%)
minecraft.picked_up.diamond_helmet: #18, 6(1%)
minecraft.picked_up.wheat: #18, 906(1%)
minecraft.crafted.iron_axe: #18, 3(1%)
minecraft.used.coal_ore: #18, 506(1%)
minecraft.dropped.granite: #18, 526(1%)
minecraft.crafted.diamond_chestplate: #18, 1(1%)
minecraft.picked_up.netherite_axe: #18, 5(1%)
minecraft.picked_up.ender_pearl: #18, 3134(1%)
minecraft.picked_up.vine: #18, 102(1%)
minecraft.used.milk_bucket: #18, 1(1%)
minecraft.used.iron_pickaxe: #18, 813(1%)
minecraft.picked_up.oak_button: #18, 2(1%)
minecraft.picked_up.charcoal: #18, 5(1%)
minecraft.used.diamond_ore: #18, 84(0%)
minecraft.used.carrot: #18, 125(0%)
minecraft.used.cobblestone_slab: #18, 102(0%)
minecraft.dropped.redstone: #18, 46(0%)
minecraft.picked_up.quartz_stairs: #18, 27(0%)
minecraft.dropped.filled_map: #18, 3(0%)
minecraft.crafted.smooth_stone_slab: #18, 290(0%)
minecraft.picked_up.acacia_sign: #18, 3(0%)
minecraft.used.spruce_boat: #18, 1(0%)
minecraft.mined.coal_block: #18, 5(0%)
minecraft.dropped.birch_sapling: #18, 3(0%)
minecraft.killed.cod: #18, 4(0%)
minecraft.dropped.terracotta: #18, 11(0%)
minecraft.dropped.coarse_dirt: #18, 8(0%)
minecraft.dropped.mutton: #18, 1(0%)
minecraft.picked_up.acacia_planks: #18, 2(0%)
minecraft.dropped.ladder: #18, 1(0%)
minecraft.dropped.soul_soil: #18, 3(0%)
minecraft.dropped.sugar_cane: #18, 25(0%)
minecraft.dropped.glass: #18, 5(0%)
minecraft.used.pumpkin_pie: #18, 2(0%)
minecraft.crafted.polished_blackstone_slab: #18, 4(0%)
minecraft.used.trident: #18, 1(0%)
minecraft.killed.zombie: #19, 674(2%)
minecraft.picked_up.painting: #19, 41(1%)
minecraft.mined.diamond_ore: #19, 460(1%)
minecraft.used.campfire: #19, 26(1%)
minecraft.used.iron_axe: #19, 347(1%)
minecraft.crafted.diamond_helmet: #19, 1(1%)
minecraft.picked_up.glass: #19, 491(1%)
minecraft.mined.spruce_planks: #19, 102(1%)
minecraft.mined.spruce_wall_sign: #19, 2(1%)
minecraft.picked_up.dark_oak_trapdoor: #19, 24(0%)
minecraft.dropped.birch_planks: #19, 8(0%)
minecraft.used.oak_door: #19, 1(0%)
minecraft.picked_up.paper: #19, 197(0%)
minecraft.crafted.polished_diorite: #19, 24(0%)
minecraft.dropped.dark_oak_planks: #19, 1(0%)
minecraft.dropped.white_wool: #19, 3(0%)
minecraft.dropped.polished_andesite_slab: #19, 1(0%)
minecraft.crafted.polished_blackstone_bricks: #19, 1(0%)
minecraft.mined.cobblestone: #20, 936(1%)
minecraft.picked_up.diamond_axe: #20, 8(1%)
minecraft.crafted.diamond_leggings: #20, 1(1%)
minecraft.custom.bell_ring: #20, 13(1%)
minecraft.picked_up.diamond_shovel: #20, 6(1%)
minecraft.dropped.diorite: #20, 416(1%)
minecraft.dropped.coal: #20, 27(0%)
minecraft.crafted.diamond_boots: #20, 1(0%)
minecraft.crafted.spruce_sign: #20, 9(0%)
minecraft.picked_up.oak_door: #20, 2(0%)
minecraft.mined.dark_oak_planks: #20, 26(0%)
minecraft.used.stone_pickaxe: #20, 77(0%)
minecraft.picked_up.dark_oak_planks: #20, 31(0%)
minecraft.dropped.chest: #20, 1(0%)
minecraft.dropped.crimson_roots: #20, 1(0%)
minecraft.used.fishing_rod: #20, 8(0%)
minecraft.picked_up.iron_sword: #21, 2(1%)
minecraft.dropped.cobblestone: #21, 1155(1%)
minecraft.picked_up.spruce_planks: #21, 143(1%)
minecraft.dropped.oak_planks: #21, 7(0%)
minecraft.picked_up.coal_block: #21, 5(0%)
minecraft.used.diamond_hoe: #21, 1(0%)
minecraft.mined.snow: #21, 2(0%)
minecraft.picked_up.cooked_beef: #22, 173(1%)
minecraft.dropped.andesite: #22, 246(1%)
minecraft.mined.farmland: #22, 8(0%)
minecraft.killed.cow: #22, 15(0%)
minecraft.used.spruce_planks: #22, 15(0%)
minecraft.dropped.spruce_planks: #22, 1(0%)
minecraft.crafted.spruce_planks: #23, 4244(1%)
minecraft.used.redstone_ore: #23, 50(0%)
minecraft.custom.fly_one_cm: #27, 42933438(1%)
minecraft.custom.time_since_rest: #28, 36394(0%)
minecraft.custom.time_since_death: #36, 261905(0%)
